Ano,Paraná
2014,0.8313803843013469
2015,0.8407559979759719
2016,0.8388247250646966
2017,0.8362633364342145
2018,0.8330145488373248
2019,0.8290158714588999
2020,0.8241991325006179
2021,0.824580871818856
2022,0.8281791328932975
