Ano,Minas Gerais - IDH
2008,0.7656036761057781
2009,0.7670832501341653
2010,0.7684637255886981
2011,0.7697503085418207
2012,0.7705832228956231
2013,0.7722984914702581
2014,0.7734900324261131
2015,0.7737808684616224
2016,0.7785593286594197
2017,0.7787919949011851
2018,0.7783185398922019
2019,0.7778020435187657
2020,0.7764204111113808
2021,0.7752768121215063
2022,0.7753928859507343
