Ano,Minas Gerais
2014,0.7728420850904882
2015,0.7784157815532216
2016,0.7788172162398781
2017,0.7790733268071398
2018,0.7786254474259706
2019,0.7781368517374225
2020,0.7767856564408245
2021,0.7756752615718085
2022,0.7758275580783366
