Ano,Minas Gerais
2014,0.7368926557659933
2015,0.7302967485498929
2016,0.7297782711453377
2017,0.7302126594312774
2018,0.7301410830159392
2019,0.7298811814719334
2020,0.7295067434239274
2021,0.7295528110079208
2022,0.7306030665540955
