Ano,Minas Gerais
2014,9.983691655828745
2015,10.328071070993397
2016,10.248043338332547
2017,9.78903601768297
2018,9.594051492801762
2019,9.540285127048556
2020,9.407138331811671
2021,9.14845628358041
2022,9.127930812114627
