Ano,Pernambuco - IDH
2014,0.713117111847643
2015,0.7232656941670493
2016,0.7233807572731448
2017,0.7233244624797942
2018,0.7234448681597756
2019,0.722394401628846
2020,0.7207938926860139
2021,0.7191387920211061
2022,0.7191514094775703
