Ano,Rio Grande do Sul - IDH Educacao
2014,0.7257788377630471
2015,0.7312917024802953
2016,0.7325909481603222
2017,0.7335537616294424
2018,0.73414955814121
2019,0.7339813361540473
2020,0.7338887303498697
2021,0.7334240694725852
2022,0.7319171666973656
