Ano,Rio Grande do Sul - IDH Renda
2014,0.7847847224116161
2015,0.776476619048439
2016,0.7765199480528424
2017,0.7769308524212828
2018,0.7770154753686721
2019,0.7771987004021877
2020,0.7766713095296592
2021,0.7769141558505375
2022,0.7778154427460408
