Ano,Rio Grande do Sul - IDH Renda
2008,0.7839169574663101
2009,0.782790444067074
2010,0.7820819933211751
2011,0.781784329818298
2012,0.7815802653198652
2013,0.7827952874298542
2014,0.7836115613823419
2015,0.7841625248308705
2016,0.7769226944511757
2017,0.7773702121285553
2018,0.7774947768675148
2019,0.7777215747645616
2020,0.7772417179249763
2021,0.7775364195545197
2022,0.7784942758776577
