Ano,Taxa Selic (%)
2014,10.35054830612245
2015,12.459389265306124
2016,13.115196795918369
2017,9.48370455102041
2018,6.2327036530612245
2019,5.787133204081632
2020,2.723191795918367
2021,4.332280448979592
2022,11.680860551020409
2023,6.0945599999999995
