Ano,Taxa Selic (%)
2003,1.6114984011933968
2003,1.4503889427633918
2003,1.870184311511264
2003,1.3552874765398468
2003,1.5855384957135032
2003,1.7078914536714904
2003,1.5982839320937385
2003,1.7218082520903182
2003,1.6351282376087795
2003,1.8119435424411892
2003,1.6375042967189615
2003,1.7623760541706297
2004,1.3607725559131065
2004,1.2915557727587674
2004,1.3153702879685611
2004,1.2716511611761512
2004,1.3496753218264288
2004,1.5103056439741143
2004,1.3540905935347418
2004,1.434760472048315
2004,1.2837775896757788
2004,1.1406245002546846
2004,1.2854603148119332
2004,1.2322302066002024
2005,1.4183908253341642
2005,1.4238954789241103
2005,1.3369199083017533
2005,1.5033990992305695
2005,1.5253707589919576
2005,1.3784705106585684
2005,1.4515065266492553
2005,1.314802317799124
2005,1.4544913446504555
2005,1.2166346637056376
2005,1.5774291835856542
2005,1.4013372679118714
2006,1.0664559084527
2006,1.277179270614667
2006,1.0970203410953332
2006,1.2502528613576849
2006,1.0095742979252955
2006,1.1668510987613707
2006,1.0261512229249559
2006,1.1135288127682357
2006,1.064885873032217
2006,1.3883378064077412
2006,1.392456147938836
2006,1.1927122116957445
2007,1.0523384765809212
2007,0.8648345966337321
2007,1.0136782679054217
2007,0.9058292634380307
2007,0.9385189527188755
2007,0.8300336615044933
2007,1.0910156936472521
2007,0.9546102545549062
2007,0.864747358475212
2007,1.014249422320608
2007,0.9820548143806294
2007,0.8767487704205519
2008,1.011775380520748
2008,0.9550915957224199
2008,0.8861972393237405
2008,1.0102274736240415
2008,0.9183439034290336
2008,0.831892211523938
2008,0.9469908098354584
2008,0.9812442861378705
2008,1.0935181371164024
2008,0.9424430284546601
2008,1.062701899829496
2008,1.101310555483456
2009,0.7501827891642874
2009,0.8379855344167224
2009,0.7389127280648995
2009,0.72952096312357
2009,0.7956723216115966
2009,0.7718384341547616
2009,0.932626674231297
2009,0.9077579231188911
2009,0.7590817589264219
2009,0.7846990754486614
2009,0.7700278820075507
2009,0.6898760251950916
2010,0.7984149643257024
2010,0.6340516025801447
2010,0.8247337983618206
2010,0.7324555326526557
2010,0.8264367733604508
2010,0.7835509006430283
2010,0.6956631681759645
