Ano,Bahia - IDH
2008,0.6851541966812652
2009,0.6872385837933715
2010,0.689023862289887
2011,0.6905199284074529
2012,0.6915253939393939
2013,0.6926525101010101
2014,0.693706885942761
2015,0.6936824597713244
2016,0.7018697499776808
2017,0.7015851817938337
2018,0.7008201983205459
2019,0.6999856708951409
2020,0.6983480046128809
2021,0.6960160050322337
2022,0.6964720054897096
