Ano,Rondônia,Acre,Amazonas,Roraima,Pará,Amapá,Tocantins,Maranhão,Piauí,Ceará,Rio Grande do Norte,Paraíba,Pernambuco,Alagoas,Sergipe,Bahia,Minas Gerais,Espírito Santo,Rio de Janeiro,São Paulo,Paraná,Santa Catarina,Rio Grande do Sul,Mato Grosso do Sul,Mato Grosso,Goiás,Distrito Federal
2019-4,27233.08,29354.84,26435.25,28200.69,26408.32,27266.05,26935.79,26318.88,26116.41,25591.25,24754.4,25415.16,25979.55,24845.51,24063.16,26089.0,27458.94,26486.94,30212.94,29373.53,28287.96,30822.32,27505.99,25486.64,26918.3,26513.43,28689.58
2019-5,27143.8,29470.56,26609.04,28323.51,26408.96,27468.04,26966.54,26257.93,26172.57,25653.54,24899.57,25541.48,25975.66,24808.48,24089.32,26163.0,27418.81,26545.16,30179.03,29436.29,28288.85,30904.85,27630.04,25350.76,26977.96,26500.7,28639.96
2019-6,27472.6,29986.62,26627.74,28484.16,26463.11,27624.17,26967.64,26460.95,26234.0,25582.9,24904.88,25574.07,26609.07,24745.74,24048.77,26239.22,27427.78,26680.83,30299.11,29473.38,28288.76,31180.19,27678.94,25342.48,26974.23,26631.37,28763.73
2019-7,28198.02,29879.2,26402.58,28671.41,26514.89,27659.45,27048.74,26513.45,26276.6,25544.78,24880.95,25635.88,26546.36,25060.43,24266.65,26324.52,27697.13,26870.44,30340.83,29926.12,28982.19,31190.14,27741.74,25483.82,27018.36,26569.58,28936.82
2019-8,28310.6,29981.04,26543.47,28686.16,26516.22,27570.07,27156.86,26459.48,26164.29,25961.26,24811.22,25572.1,26514.64,25092.05,24134.46,26491.5,27668.65,27054.28,30352.21,29905.58,29070.55,32017.62,28411.93,25486.51,27051.41,27127.46,29404.51
2019-9,28345.23,30066.52,27274.04,28633.28,26493.48,27522.16,27257.69,26439.74,26162.89,26143.97,24806.43,25570.79,26445.76,24936.44,24147.26,26438.44,27841.38,27192.4,30826.45,29859.66,29049.63,32034.13,28514.88,25900.97,27042.23,27258.93,29427.82
2019-10,28299.91,30055.12,27283.39,28989.4,26993.2,27661.99,27224.83,26440.28,26289.97,26073.19,24916.22,25653.77,26446.71,25000.23,24038.99,26470.66,27881.57,27232.53,30970.6,29876.42,29082.72,32075.89,28651.43,25972.22,27116.66,27441.22,29482.1
2019-11,28332.67,30201.35,27208.9,29070.42,26878.69,27871.84,27212.37,26561.09,26262.69,26134.06,24985.29,25667.92,26372.3,25136.09,24039.73,26455.72,27961.63,27221.4,31060.14,29846.32,29121.17,32178.08,28601.79,26037.88,27243.42,27701.02,29517.25
2019-12,28382.52,30304.19,27319.19,29118.69,26898.0,27921.31,27220.62,26574.84,26552.4,26289.14,24982.59,25719.73,26377.86,25176.21,24104.4,26478.56,28081.58,27302.79,31007.05,29950.57,29118.22,32185.32,28602.61,26097.1,27237.12,27764.7,29570.24
2020-1,28605.33,30376.28,27354.16,29199.52,27080.59,27964.63,27438.88,26778.17,26660.31,26571.08,25017.82,25896.67,26523.64,25241.11,24332.33,26454.11,28231.68,27291.31,31028.52,29907.01,29122.42,32168.21,28745.25,26168.99,27546.97,27844.12,29484.02
2020-2,28696.54,30469.7,27346.48,29181.15,27125.83,27948.15,27531.67,26801.19,26695.39,26670.03,25040.2,25940.28,26626.68,25310.04,24437.67,26588.57,28342.37,27346.55,30987.28,30026.37,29108.91,32286.95,28658.47,26227.96,27587.82,28018.42,29420.39
2020-3,28705.32,30559.88,27430.02,29112.12,27166.44,28597.45,27489.14,26891.82,26776.9,26665.33,25152.09,25998.85,26623.96,25431.7,24440.29,27116.24,28432.91,27465.47,31101.75,30108.04,29172.32,32425.8,28661.42,26259.21,27874.08,27980.93,29604.16
2020-4,28672.61,30554.91,27494.73,29066.17,27090.05,28922.67,27741.57,27018.52,26701.79,26727.85,25307.95,26215.0,26702.87,25473.12,24401.32,27192.54,28489.33,27478.62,31677.89,30088.9,29165.73,32449.32,28800.85,26322.51,27853.44,27992.94,29556.31
2020-5,28677.61,30696.88,27482.05,29109.21,27120.89,29097.63,27901.62,27518.82,26763.19,26739.7,25263.1,26214.46,26742.93,25537.47,24422.55,27190.57,28521.49,27540.79,31686.38,30160.94,29310.54,32460.76,28815.93,26406.02,27858.47,27995.57,29562.07
2020-6,28699.02,30686.12,27561.65,29132.07,27181.29,29270.36,27927.18,27540.52,26818.06,26796.5,25314.89,26276.58,26806.21,25590.2,24498.97,27244.9,28504.16,27900.77,31790.24,30227.6,29292.85,32420.57,28792.17,26412.65,27809.06,28000.21,29647.4
2020-7,28762.73,30995.27,27706.29,29246.86,27242.08,29520.62,28038.54,27616.5,27024.12,26861.51,25361.51,26912.82,26888.34,25734.49,24568.77,27437.88,28560.09,27991.84,31989.11,30586.19,29291.16,32539.9,28867.61,26446.34,27927.07,28092.33,29653.89
2020-8,28897.36,31284.24,28092.03,29414.25,27405.38,29793.81,28288.13,27759.08,27273.06,27264.72,25598.2,27175.0,27225.06,26015.28,24939.33,27765.91,28882.64,28338.2,32193.57,30802.52,29566.71,32844.11,28939.32,26710.11,28228.97,28321.8,30005.82
2020-9,29127.28,31996.45,28461.61,29904.66,28067.05,30045.92,28841.72,28029.29,27843.28,27482.07,25914.17,27460.36,27597.24,26406.16,25659.53,28414.45,29232.92,28767.99,32343.38,31432.74,29995.22,33120.03,29234.6,27134.7,28575.32,28675.2,30661.51
2020-10,29654.31,32480.27,29198.27,30139.67,28616.08,30354.36,29385.97,28290.17,28271.48,27847.2,26207.36,27885.23,28405.42,27041.59,26574.68,29264.83,29814.72,29344.74,32675.64,31907.69,30449.75,34065.97,29676.7,27489.62,28762.36,29089.87,31007.47
2020-11,30668.53,33227.7,29894.53,30673.31,29313.24,30835.69,30131.11,28481.5,28700.21,28464.48,26469.44,28384.61,29183.32,27554.19,26977.05,30062.02,30507.58,29986.51,33093.44,32398.78,31226.59,34599.44,30560.34,27929.26,29324.29,30107.38,31452.9
2020-12,31383.74,33808.03,30392.71,31841.57,29891.97,31333.58,30709.11,29006.22,29272.66,29406.01,26811.0,29258.66,29780.93,28091.25,27472.73,31057.38,31058.75,30557.89,33745.47,32898.67,31943.02,35213.22,31488.88,28148.81,29384.96,30879.82,32037.71
2021-1,31488.47,34345.58,30640.9,32180.92,30332.99,31545.25,31259.24,29761.59,30236.46,29961.51,27510.6,29906.26,30187.72,28996.34,28290.48,31692.55,32333.82,31118.99,34042.15,33472.42,32982.86,35431.84,31947.3,28497.65,30180.91,31340.36,32534.76
2021-2,31772.97,34664.84,30920.74,32431.77,30637.71,32222.21,31530.34,30337.52,30477.15,30268.54,27760.07,30735.03,30721.99,29539.83,28901.26,32347.16,32869.3,31764.86,34384.64,33903.64,33572.94,36084.68,32313.07,28690.34,31083.89,31707.75,32981.74
2021-3,31861.65,34668.32,31363.53,32664.97,31124.88,32932.95,31800.15,30845.57,30917.94,30834.75,28245.71,31072.29,31100.81,30047.73,29234.38,32910.01,33612.24,32080.06,34995.29,34288.68,33810.03,36582.36,32633.65,29099.08,32251.41,31906.71,33565.81
2021-4,32310.29,34945.13,31741.99,33182.73,31726.2,33057.21,31839.47,31876.48,31318.25,31553.23,28758.89,31674.61,31819.57,30891.05,29762.74,33752.83,34621.64,32440.31,35620.04,34829.06,34591.31,37160.3,33335.86,29314.11,32485.87,31991.53,33793.04
2021-5,33081.74,35278.56,32228.9,34011.93,32209.29,33152.29,32239.81,32346.09,31552.88,31979.96,29101.89,32101.77,32514.09,31413.29,30388.31,34674.32,35296.0,33204.6,36993.11,35353.03,35107.89,37393.59,33698.96,30179.25,32899.07,32421.03,34542.2
2021-6,34252.17,35741.65,32703.55,34240.35,32413.38,33763.85,32669.91,32631.91,31735.98,32343.39,29951.47,32539.37,33869.33,31741.63,30586.0,35354.13,36011.29,34197.82,37554.27,36720.92,37030.76,38584.48,34083.63,31835.34,33455.88,32730.64,35105.31
2021-7,34836.65,36626.57,32967.01,34857.4,32692.93,34653.52,33515.78,33151.44,32327.7,33416.95,30417.43,32917.36,34076.08,32040.49,31559.59,35847.34,36793.86,35094.01,38366.0,37602.86,37519.31,39401.49,35021.15,33055.86,34101.91,33242.04,35621.8
2021-8,35013.86,36786.9,33194.88,35555.8,33225.92,34873.94,33829.4,33384.9,32597.31,34121.68,30814.64,33245.12,34382.22,32554.33,31944.27,36021.88,37172.43,35104.79,38919.39,37641.26,37858.85,40754.39,35371.1,33597.46,34376.62,33576.96,36082.4
2021-9,35307.82,37766.25,34250.73,36185.88,33817.36,35358.96,34086.7,33341.08,32932.45,34276.26,30903.59,33656.2,34500.04,32553.95,32348.28,36230.43,37238.5,35235.29,39180.42,37992.88,38131.65,41218.77,36013.39,34104.01,34699.42,34611.35,36507.87
2021-10,35640.2,38191.59,34700.54,36742.71,35358.97,35746.18,34341.56,33465.62,32925.0,34508.93,31225.84,33981.47,34677.92,33252.89,32533.15,36429.33,37432.23,35461.7,39685.81,38422.25,38341.86,41452.39,36080.05,34454.44,35048.0,35083.81,37003.2
2021-11,35866.69,38302.92,35105.55,37969.57,35844.21,35987.08,34899.23,33683.64,33300.29,34860.28,31575.67,34085.19,35096.71,33500.67,32996.58,36639.58,37550.4,36050.23,40475.18,38809.26,38548.59,41824.12,36505.19,34762.46,35140.84,35609.25,37977.14
2021-12,35957.66,38494.52,35462.14,38226.58,35885.22,36196.2,35019.35,34101.52,33417.6,34996.25,31843.85,34341.81,35316.88,33733.72,33174.14,36869.6,37624.26,36501.5,40708.95,38898.18,38787.2,41893.93,36822.03,35120.82,35359.81,35720.13,38315.33
2022-1,36403.11,38805.72,35916.32,38345.93,36204.47,35984.14,36441.14,34226.92,34547.85,35524.69,32227.65,34236.73,35426.89,34984.03,33164.85,37121.57,37779.87,36948.77,40909.21,39077.61,38860.88,42054.43,36917.4,35237.0,35335.0,36150.64,38356.88
2022-2,36506.05,38743.72,35973.96,38489.73,36280.82,37744.35,36708.83,34553.95,34624.87,35723.2,32529.1,34237.86,35721.66,35164.8,33675.03,37182.79,38046.57,37147.11,41063.82,39266.68,39118.29,42210.16,37000.16,35304.84,35352.37,36301.2,38742.01
2022-3,36414.49,39378.23,36848.09,38750.54,36633.79,38001.04,36791.2,34471.97,34682.56,35749.66,33067.97,34569.46,35919.45,35245.02,33869.72,37905.01,39425.73,37463.69,41145.08,39295.24,39316.45,42329.43,37102.01,35404.54,36726.18,36619.89,39123.4
2022-4,37577.9,40044.23,37149.73,38633.46,37127.22,38250.58,37576.46,35066.69,35544.06,35671.52,34338.14,36190.45,36462.19,35381.61,33903.87,37994.77,40074.93,37955.27,41362.96,39737.74,39906.91,42712.93,37839.34,36129.61,37492.45,37193.89,39460.92
2022-5,38370.72,41475.55,37561.5,39146.82,37570.51,38687.52,38082.55,36205.62,36079.02,35990.26,34916.36,36712.21,36753.76,35657.72,34425.81,38505.07,40548.84,39132.8,42814.94,41373.64,40154.93,43213.66,38099.95,36522.04,38647.69,39065.22,40715.59
2022-6,38944.48,42053.61,38154.44,39840.01,37960.55,39175.66,38553.25,36735.93,36267.94,37563.36,35845.95,36950.81,38813.81,35781.13,34950.31,38707.84,40975.53,39964.46,43213.52,42352.48,40279.7,43632.09,38560.63,36682.67,39020.21,39319.36,40986.89
2022-7,39436.24,42241.81,38545.89,40187.84,38128.89,39350.28,40124.23,37173.99,36532.47,38180.37,36320.63,37235.97,39245.28,35814.69,35639.48,39580.52,41198.93,40071.42,44131.53,42819.44,42301.59,43956.89,39704.93,37221.67,39565.25,39794.02,41102.9
2022-8,41422.5,42473.59,39716.46,40589.95,38199.64,39584.85,40432.0,37150.64,36811.97,38122.58,36720.17,37242.43,39260.7,35919.9,35856.81,39546.36,41355.2,40250.11,44497.3,42936.57,42416.8,44620.95,39932.61,38637.38,39916.2,40044.13,41366.95
2022-9,41419.19,42913.71,39970.73,40909.6,38350.1,39752.98,40407.89,37376.02,36903.37,38490.33,37054.93,37341.63,39380.64,36309.49,35894.61,39518.33,41460.61,40142.1,44611.93,42978.29,42388.69,45799.53,40120.56,38705.29,40440.59,40092.29,41341.24
2022-10,41512.42,42987.52,40245.36,42154.89,39316.72,39818.38,40575.56,37321.21,36992.98,38441.6,37040.3,37604.14,39560.21,37321.99,36090.73,39464.82,41382.5,40187.45,44650.76,42951.58,42451.86,45934.31,40335.89,38724.44,41967.37,40115.21,41225.36
2022-11,41546.72,43061.5,40541.09,42216.3,39710.03,39829.93,40303.47,37290.03,36973.43,38606.79,37063.13,37500.15,39799.17,37254.89,36105.1,39429.28,41339.21,40099.66,44557.03,42934.68,42605.81,46046.61,40518.76,38708.73,41970.39,40173.79,42028.49
2022-12,41454.59,42990.02,41127.33,42561.53,39774.11,40209.89,40458.53,37370.07,37921.18,38528.74,37277.5,37751.37,39866.07,37277.75,36216.41,39124.84,41151.46,39992.95,44554.0,42980.99,42743.04,46368.46,40555.19,38782.4,41817.3,40178.4,42352.29
2023-1,41455.41,42831.89,41609.91,42414.81,40106.14,40149.64,40744.72,37557.22,37982.72,38509.62,37397.9,37785.74,39814.61,37302.02,36447.01,39088.86,41934.8,39760.04,44646.65,42977.82,42749.32,46371.7,40503.87,39008.17,42097.76,40517.1,42173.4
2023-2,41684.61,43084.47,42241.85,42556.22,40247.1,40918.91,40937.09,37737.71,37980.44,38705.53,37433.44,37775.86,39601.36,37373.86,36491.51,39036.63,41885.03,39905.38,44726.03,42884.66,42923.21,46337.15,40586.89,38973.96,42040.98,40558.92,42258.67
2023-3,42030.04,43061.43,42356.67,42373.32,40212.79,40979.15,40755.3,37903.64,37971.57,38639.95,37578.7,38012.34,39469.95,37434.68,36612.66,39703.73,41865.5,40003.87,44618.54,42906.57,43144.84,46281.84,40633.98,38888.59,41869.82,40510.98,42561.76
2023-4,41978.89,43083.39,42451.72,42734.04,40185.71,41088.7,40975.85,37867.77,38064.47,38794.68,37753.26,38140.87,39883.93,37694.54,37480.86,39957.74,41796.79,40093.39,44910.98,43020.33,43276.04,46517.11,40758.7,39088.62,41921.93,40558.63,42659.41
2023-5,42093.94,43428.82,42762.26,42862.18,40168.73,41121.34,40918.43,38638.32,38219.1,39008.54,37728.65,38340.33,39695.59,37701.72,37607.53,39779.9,41658.03,40110.58,44988.13,43523.68,43308.99,46760.4,40850.23,38968.67,41769.05,40496.97,43319.62
2023-6,42701.94,44349.48,42984.11,42794.54,40229.43,41359.92,40799.23,38741.69,38251.0,39495.21,37841.35,39064.0,40563.71,37635.73,37578.25,39632.55,41446.65,41200.2,44948.05,43485.31,43362.36,47774.68,41142.45,38691.99,41816.7,41062.46,43367.01
2023-7,42556.62,44329.01,42984.32,42877.5,40146.94,41424.84,41267.17,38631.6,38327.86,39690.92,38138.32,39372.19,40791.29,37619.42,37623.45,39418.54,41318.42,41051.57,46117.08,43440.29,43452.16,47690.22,41297.94,38740.1,41759.71,41060.17,43222.63
2023-8,42516.31,44318.11,42637.3,42917.19,40075.64,41667.24,41207.05,38767.29,38446.11,39479.77,38084.84,39408.62,40880.19,37565.81,37513.03,39285.23,41231.6,41038.41,46036.62,43477.47,44454.81,47771.39,41893.79,39461.21,41672.37,41031.13,43073.27
2023-9,42816.19,44419.48,43321.59,43250.11,40104.65,41864.57,41411.93,38736.09,38482.87,39430.13,37871.2,39234.54,40633.19,38237.71,37367.96,39242.32,41101.92,40951.38,46099.42,43448.04,44488.84,47822.99,41932.18,39480.09,41687.21,40976.04,43152.31
