Ceará,9178.47,9305.17,9379.04,9439.22,9773.28,9764.57,9810.46,9885.50,9910.14,9915.63,10180.96,10223.07,10225.64,10275.36,10320.48,10344.55,10425.27,10437.25,10560.96,10669.56,10764.30,10840.67,11167.63,11276.74,11333.06,11432.17,11440.06,11467.84,11500.78,11680.98,11730.85,11756.27,11771.08,11829.34,11886.71,11929.15,12005.55,12043.99,12060.28,12307.82,12394.31,12450.04,12473.89,12547.56,12611.10,12643.63,12655.98,12682.69,12749.94,12811.05,12885.86,13445.47,13463.05,13511.20,13548.52,13565.63,13634.45,13686.41,13758.27,13824.34,13929.44,14015.95,14102.78,14117.05,14602.63,14653.96,14723.54,14940.40,15140.58,15261.45,15343.30,15383.89,15399.54,15409.70,15497.36,15986.27,16031.50,16039.43,16080.65,16148.56,16227.77,16263.01,16279.09,16349.59,16470.46,16583.15,16666.74,16703.43,17302.56,17398.55,17478.75,17498.12,17516.93,17566.43,17710.67,17780.17,17804.85,17829.98,17824.27,17855.73,18409.75,18422.59,18444.90,18475.30,18458.19,18452.57,18492.01,18519.37,18578.04,18638.95,18652.16,18674.99,18686.04,19247.06,19207.90,19242.34,19274.31,19383.78,19427.62,19446.67,19464.01,19540.32,19508.14,19543.11,18570.73,20159.12,19213.97,19312.14,19470.27,19671.20,19732.24,19713.36,19813.70,19877.89,20000.30,20113.50,20094.26,20151.17,20725.66,20634.43,20668.38,20688.46,20683.59,20722.24,20716.65,20812.87,20821.35,21002.83,21100.42,21163.67,21840.87,21823.75,22007.43,22062.04,22054.22,22027.62,22316.39,22440.93,22385.98,22510.07,22627.20,23393.21,23462.87,23503.23,23436.78,23376.69,23375.89,23467.61,23526.39,23578.20,23560.61,23600.36,23619.26,23504.56,23528.31,24154.51,24343.38,24306.76,24395.04,24479.28,24475.99,24725.13,24768.84,24846.37,24981.76,24996.90,25143.14,25123.69,25350.56,25411.94,25524.09,25561.46,25680.96,25723.32,25630.03,25591.25,25653.54,25582.90,25544.78,25961.26,26143.97,26073.19,26134.06,26289.14,26571.08,26670.03,26665.33,26727.85,26739.70,26796.50,26861.51,27264.72,27482.07,27847.20,28464.48,29406.01,29961.51,30268.54,30834.75,31553.23,31979.96,32343.39,33416.95,34121.68,34276.26,34508.93,34860.28,34996.25,35524.69,35723.20,35749.66,35671.52,35990.26,37563.36,38180.37,38122.58,38490.33,38441.60,38606.79,38528.74,38509.62,38705.53,38639.95,38794.68,39008.54,39495.21,39690.92,39479.77,39430.13
Rio Grande do Norte,8893.64,9009.14,9112.71,9266.95,9312.28,9359.08,9395.15,9398.01,9421.86,9464.40,9817.06,9849.23,9899.57,9973.05,10044.09,10132.13,10232.34,10361.74,10443.76,10509.53,10600.06,10738.23,11015.67,11121.60,11230.24,11246.60,11320.17,11325.18,11390.43,11419.11,11463.20,11491.14,11533.17,11556.38,11795.19,11803.61,11892.13,11897.85,11921.20,11950.95,12033.53,12067.24,12095.10,12121.96,12152.42,12170.98,12349.44,12391.39,12446.39,12480.95,12524.56,12537.95,12645.16,12662.66,12720.75,12774.72,12808.08,12815.96,13192.55,13240.64,13269.57,13272.88,13354.35,13428.01,13449.09,13559.72,13622.63,13765.87,14056.48,14184.75,14606.47,14680.65,14709.12,14741.96,14725.22,14760.20,14753.18,14760.54,14780.47,14792.17,14798.73,14800.89,15354.40,15352.24,15435.78,15475.53,15520.44,15539.37,15580.15,15637.52,15662.95,15677.36,15687.48,16445.22,16514.34,16556.78,16568.93,16618.41,16643.43,16676.32,16683.75,16717.86,16700.31,16726.42,16741.60,16760.27,17402.60,17399.28,17412.91,17397.17,17447.79,17427.51,17413.63,17421.70,17459.19,17468.27,17450.48,17430.60,17477.31,18161.69,18156.86,18218.88,18286.50,18293.84,17243.99,18324.95,17361.33,17450.10,17624.95,17557.94,18331.22,18343.68,18507.07,18493.77,18617.79,18630.46,18653.46,18770.33,18682.41,18656.63,18720.04,18676.05,18773.90,19409.72,19463.76,19520.30,19518.09,19491.35,19540.41,19585.99,19685.83,19716.50,19917.82,20018.65,20908.04,20820.03,20959.20,20916.10,20980.14,20936.93,20964.41,20957.78,20941.89,21115.04,21118.99,21180.25,21183.08,21788.32,21821.39,21919.47,22008.01,22069.05,22162.59,22222.51,22281.05,22353.02,22293.88,22352.09,22400.76,22964.70,23441.69,23491.50,23676.18,23776.96,23846.35,23806.99,24072.63,24164.49,24217.83,24353.77,24431.27,24448.49,24614.69,24761.72,24897.36,24754.40,24899.57,24904.88,24880.95,24811.22,24806.43,24916.22,24985.29,24982.59,25017.82,25040.20,25152.09,25307.95,25263.10,25314.89,25361.51,25598.20,25914.17,26207.36,26469.44,26811.00,27510.60,27760.07,28245.71,28758.89,29101.89,29951.47,30417.43,30814.64,30903.59,31225.84,31575.67,31843.85,32227.65,32529.10,33067.97,34338.14,34916.36,35845.95,36320.63,36720.17,37054.93,37040.30,37063.13,37277.50,37397.90,37433.44,37578.70,37753.26,37728.65,37841.35,38138.32,38084.84,37871.20
Paraíba,8825.95,8943.44,9035.07,9128.47,9271.01,9332.75,9406.22,9405.36,9432.16,9500.34,9515.34,9570.32,9577.65,9636.16,9691.03,9719.38,10099.70,10131.42,10185.58,10294.12,10341.87,10451.74,10664.26,10855.18,11152.27,11192.12,11250.20,11231.12,11318.61,11361.89,11400.22,11423.14,11406.24,11430.26,11452.65,11473.59,11476.79,11483.83,11532.10,11554.16,11929.30,11948.66,11980.93,12003.23,12015.75,12056.54,12095.46,12112.60,12171.57,12181.53,12206.67,12611.59,12698.47,12773.14,12808.38,12825.69,12843.61,12861.62,12912.49,12934.80,13216.83,13338.01,13411.38,13485.69,13509.11,13636.76,13780.52,13936.07,14130.52,14210.43,14409.68,14389.12,14525.61,14590.85,15247.11,15277.24,15289.08,15355.10,15382.76,15375.04,15434.84,15460.42,15500.30,15528.17,15520.17,15536.05,15600.16,15639.40,15740.75,16398.20,16476.99,16507.14,16553.31,16561.36,16576.87,16630.34,16619.06,16664.24,16709.75,16767.09,17456.82,17530.73,17609.09,17606.71,17730.47,17818.79,17819.41,17813.64,17820.47,17908.92,17929.70,17949.59,17984.94,18017.17,18031.25,18854.06,18851.65,19016.50,19031.85,19044.19,19079.45,19140.41,19119.21,19076.55,18853.95,19964.31,18863.64,18924.74,18992.43,19065.81,19107.09,19143.04,19092.61,19199.70,19267.98,19331.44,19928.08,20044.97,20044.97,20112.84,20274.02,20374.12,20507.34,20466.82,20582.11,20669.29,20712.12,20627.80,20716.28,21062.25,21212.57,21213.14,21242.16,21622.32,21596.77,21600.96,21608.40,21781.10,21774.44,22328.18,22333.57,22323.37,22376.82,22631.67,22775.28,22806.83,22904.18,22940.02,22820.64,22808.78,22855.81,23514.41,23504.41,23507.33,23541.18,23530.00,23600.46,23884.93,23853.96,23987.69,23948.81,23955.78,23993.52,24045.43,24116.22,24312.05,24401.24,24530.05,24621.98,24777.65,24891.16,25040.76,25143.90,25213.67,25242.48,25415.16,25541.48,25574.07,25635.88,25572.10,25570.79,25653.77,25667.92,25719.73,25896.67,25940.28,25998.85,26215.00,26214.46,26276.58,26912.82,27175.00,27460.36,27885.23,28384.61,29258.66,29906.26,30735.03,31072.29,31674.61,32101.77,32539.37,32917.36,33245.12,33656.20,33981.47,34085.19,34341.81,34236.73,34237.86,34569.46,36190.45,36712.21,36950.81,37235.97,37242.43,37341.63,37604.14,37500.15,37751.37,37785.74,37775.86,38012.34,38140.87,38340.33,39064.00,39372.19,39408.62,39234.54
Pernambuco,9608.74,9721.84,9770.29,9850.93,9904.42,9989.69,9989.45,10020.85,10040.16,10099.89,10546.86,10575.49,10604.45,10684.16,10743.28,10872.83,10959.64,11065.07,11146.52,11337.74,11420.12,11496.56,11995.36,12099.44,12112.19,12217.34,12296.77,12342.30,12365.09,12412.46,12471.81,12495.88,12477.36,12525.87,12556.27,12874.70,12894.11,12901.50,12924.60,12945.65,12962.37,12999.25,13044.86,13071.57,13111.01,13179.03,13444.05,13519.99,13547.39,13613.70,13627.81,13686.64,13737.22,13762.14,13809.89,13894.98,13967.92,14243.36,14314.40,14341.17,14379.85,14479.65,14487.38,14561.75,14646.61,14795.61,14927.51,15140.51,15365.06,15521.56,16171.89,16239.29,16332.33,16400.40,16439.65,16439.01,16466.43,16486.39,16601.78,16609.22,16675.44,17196.43,17212.02,17255.52,17279.63,17322.02,17325.73,17336.92,17362.73,17452.70,17490.36,17505.93,17537.35,18284.30,18314.67,18350.23,18380.63,18448.12,18490.49,18537.91,18551.28,18595.00,18596.39,18606.67,18628.41,18656.04,19374.30,19395.89,19406.09,19412.63,19427.04,19521.62,19555.80,19567.68,19553.73,19377.84,19416.91,19447.43,19539.81,20167.27,20171.58,20169.35,20221.42,20241.29,19118.12,20281.68,19157.06,19268.50,19386.26,19455.35,19501.03,20268.86,20363.32,20452.31,20524.46,20737.52,20873.46,20949.13,20996.89,21164.66,21153.26,21171.85,21998.33,21962.06,22005.04,21918.63,21782.07,21743.76,21678.40,21699.62,21701.58,21756.56,21930.33,21912.24,22048.79,22038.66,22192.70,23328.16,23288.56,23264.73,23356.88,23331.44,23413.78,23347.19,23308.08,23331.58,23865.28,24018.06,24534.93,24555.47,24546.76,24546.28,24503.95,24514.06,24391.84,24457.62,24510.98,24549.51,24866.80,25008.73,24997.15,25131.68,25290.04,25296.45,25490.85,25796.36,25758.44,25835.62,25848.28,25819.75,25823.13,25892.14,25835.45,25893.27,25936.50,25979.55,25975.66,26609.07,26546.36,26514.64,26445.76,26446.71,26372.30,26377.86,26523.64,26626.68,26623.96,26702.87,26742.93,26806.21,26888.34,27225.06,27597.24,28405.42,29183.32,29780.93,30187.72,30721.99,31100.81,31819.57,32514.09,33869.33,34076.08,34382.22,34500.04,34677.92,35096.71,35316.88,35426.89,35721.66,35919.45,36462.19,36753.76,38813.81,39245.28,39260.70,39380.64,39560.21,39799.17,39866.07,39814.61,39601.36,39469.95,39883.93,39695.59,40563.71,40791.29,40880.19,40633.19
Alagoas,10103.22,10171.09,10275.63,10350.71,10417.95,10853.91,10893.21,10896.13,10908.02,10911.50,11078.05,11113.37,11125.39,11147.41,11184.60,11233.48,11310.96,11382.42,11726.21,11838.41,11931.29,12036.38,12269.55,12378.91,12379.79,12377.78,12414.25,12426.80,12530.25,12816.73,12911.15,12960.21,12998.40,13008.64,13070.30,13124.69,13129.63,13158.80,13187.98,13188.16,13566.43,13638.22,13696.82,13711.54,13731.06,13807.58,13843.80,13872.07,13912.48,13969.21,14010.68,14050.32,14358.21,14414.35,14433.76,14439.22,14535.73,14538.28,14591.20,14620.51,14657.10,14723.88,14770.97,14783.04,15259.85,15455.38,15554.55,15747.57,15910.54,16042.70,16139.24,16169.80,16231.98,16273.21,16395.21,16426.52,16599.53,16655.14,16669.68,16702.08,16684.72,16709.95,16734.21,16807.77,16905.86,16955.08,16993.71,16993.28,17069.03,17477.22,17567.00,17625.34,17695.48,17726.97,17787.93,17883.58,17893.14,17943.25,17985.86,18081.37,18075.66,18583.68,18585.19,18604.63,18594.81,18648.57,18670.41,18694.52,18692.11,18704.20,18737.73,18789.71,18841.62,19275.84,19280.28,19341.40,19307.89,19359.07,19333.78,19337.83,19379.42,19413.02,19417.51,19466.29,18911.13,20191.33,19008.15,18992.81,19078.12,19083.86,19153.48,19138.15,19207.13,19267.11,19349.58,19387.83,19359.30,19424.79,19756.15,19766.62,19743.93,19837.50,19957.40,20102.38,20197.48,20338.35,20473.47,20462.71,20565.52,21181.92,21156.55,21254.95,21502.61,21488.21,21557.95,21592.95,21584.57,21760.03,21803.32,21932.34,21890.13,22673.18,22754.16,22706.63,22734.80,22735.78,22723.47,22759.61,22675.24,22664.49,22746.02,22838.10,22886.26,22877.84,23318.98,23269.72,23504.86,23671.86,23900.83,23876.71,23976.10,23987.51,23982.29,24048.97,23993.24,23921.03,24023.86,24078.74,24254.68,24435.97,24478.14,24601.03,24619.32,24631.42,24763.80,24845.51,24808.48,24745.74,25060.43,25092.05,24936.44,25000.23,25136.09,25176.21,25241.11,25310.04,25431.70,25473.12,25537.47,25590.20,25734.49,26015.28,26406.16,27041.59,27554.19,28091.25,28996.34,29539.83,30047.73,30891.05,31413.29,31741.63,32040.49,32554.33,32553.95,33252.89,33500.67,33733.72,34984.03,35164.80,35245.02,35381.61,35657.72,35781.13,35814.69,35919.90,36309.49,37321.99,37254.89,37277.75,37302.02,37373.86,37434.68,37694.54,37701.72,37635.73,37619.42,37565.81,38237.71
Sergipe,8392.83,8493.69,8565.22,8806.55,8853.96,8865.93,9239.01,9250.90,9286.75,9300.22,9316.20,9347.24,9378.72,9442.93,9514.90,9571.63,9701.93,9778.57,9894.75,10025.97,10333.96,10477.50,10602.32,10688.60,10701.09,10809.38,10856.64,10919.52,10978.69,11014.17,11071.52,11352.31,11356.47,11371.27,11376.80,11396.08,11538.34,11563.18,11584.20,11596.70,12083.11,12141.00,12199.37,12232.10,12285.39,12322.74,12344.75,12364.14,12386.76,12442.81,12521.94,12566.92,13092.77,13202.66,13229.13,13248.91,13262.99,13281.13,13331.82,13364.35,13380.74,13455.43,13548.32,13587.18,14036.60,14110.77,14226.23,14403.11,14556.42,14778.27,14817.68,14830.21,14873.11,14903.88,15032.28,15087.85,15110.40,15119.87,15148.73,15579.61,15585.78,15606.41,15678.29,15704.19,15872.03,15908.62,15995.84,16019.44,16464.17,16565.62,16626.15,16647.39,16683.17,16707.07,16735.54,16782.94,16781.55,16780.06,16895.43,16886.36,17611.47,17698.67,17702.15,17711.45,17736.78,17765.92,17794.44,17803.81,17848.08,17964.57,17966.43,18475.83,18492.05,18532.73,18537.77,18544.06,18541.57,18555.22,18565.38,18596.16,18634.24,18858.40,18935.38,18972.46,18294.76,19555.76,18427.20,18360.50,18378.56,18447.86,18465.32,18577.27,18815.22,18915.88,18936.12,18946.82,19482.96,19521.43,19525.72,19468.44,19533.62,19558.26,19567.41,19486.47,19659.21,19884.43,19990.79,20101.90,20313.41,20823.33,20923.72,20949.88,21051.79,21018.56,21044.89,20981.24,21230.81,21250.64,21255.13,21910.34,21861.65,21949.44,21963.84,21999.44,21988.46,21970.61,21931.41,21932.22,21961.49,22034.22,22087.79,22066.67,22535.56,22484.27,22490.74,22502.02,22466.51,22433.29,22604.09,22696.69,22692.33,22659.94,22811.66,22861.59,22866.91,22921.18,23136.11,23231.23,23376.08,23506.16,23541.52,23647.02,23818.80,23957.41,23981.16,24063.16,24089.32,24048.77,24266.65,24134.46,24147.26,24038.99,24039.73,24104.40,24332.33,24437.67,24440.29,24401.32,24422.55,24498.97,24568.77,24939.33,25659.53,26574.68,26977.05,27472.73,28290.48,28901.26,29234.38,29762.74,30388.31,30586.00,31559.59,31944.27,32348.28,32533.15,32996.58,33174.14,33164.85,33675.03,33869.72,33903.87,34425.81,34950.31,35639.48,35856.81,35894.61,36090.73,36105.10,36216.41,36447.01,36491.51,36612.66,37480.86,37607.53,37578.25,37623.45,37513.03,37367.96
Bahia,9527.90,9659.30,10315.90,10350.64,10422.76,10435.82,10458.79,10489.34,10504.71,10521.41,10528.66,10581.20,10598.18,11090.50,11182.57,11257.94,11321.27,11363.56,11415.78,11552.19,11623.45,11791.50,11898.35,11966.35,12025.64,12462.52,12497.47,12606.34,12665.37,12676.42,12813.86,12831.37,12855.05,12873.43,12904.58,12947.05,13013.51,13257.33,13302.80,13394.08,13454.60,13518.34,13547.28,13566.36,13612.98,13669.06,13714.95,13780.25,13803.63,13860.57,14244.14,14282.28,14348.16,14417.59,14452.18,14476.91,14541.99,14647.15,14676.48,14675.66,14718.09,14817.76,15236.15,15257.25,15316.29,15399.37,15558.52,15740.54,15925.16,16079.20,16154.42,16176.30,16219.54,16293.96,16865.30,16880.16,16898.20,16895.68,16893.03,16913.61,16947.98,16971.50,16989.11,17010.36,17057.88,17107.12,17711.54,17722.27,17743.98,17766.04,17832.41,17888.95,17929.76,17941.81,18019.09,18076.95,18106.62,18155.75,18182.52,18855.56,18896.95,18941.38,18934.33,18955.95,18959.92,19017.36,19045.63,19063.27,19122.47,19186.59,19361.06,19645.12,19655.31,19676.61,19772.70,19796.07,19788.30,19840.24,19862.01,19937.80,19951.34,20031.67,19985.29,20657.22,19400.69,20694.13,19363.26,19435.63,19433.14,19567.18,19642.40,19704.04,19888.59,19978.77,20194.99,20711.63,20750.74,20766.63,20728.38,20747.92,20769.23,20806.68,20828.34,20934.50,20996.69,21144.10,21131.62,21841.87,21839.32,21880.54,21885.75,21882.83,22046.96,22067.70,22046.91,22048.37,22488.92,22568.09,22428.78,23133.04,23277.34,23291.44,23317.15,23329.79,23337.65,23379.03,23396.30,23289.37,23406.92,23449.38,23496.40,23623.05,24122.90,24128.71,24154.86,24110.32,24226.70,24286.47,24380.68,24404.86,24462.97,24488.57,24554.86,24518.72,24662.09,24958.41,25247.64,25303.01,25417.79,25560.39,25593.81,25665.17,25679.40,25674.88,26111.49,26089.00,26163.00,26239.22,26324.52,26491.50,26438.44,26470.66,26455.72,26478.56,26454.11,26588.57,27116.24,27192.54,27190.57,27244.90,27437.88,27765.91,28414.45,29264.83,30062.02,31057.38,31692.55,32347.16,32910.01,33752.83,34674.32,35354.13,35847.34,36021.88,36230.43,36429.33,36639.58,36869.60,37121.57,37182.79,37905.01,37994.77,38505.07,38707.84,39580.52,39546.36,39518.33,39464.82,39429.28,39124.84,39088.86,39036.63,39703.73,39957.74,39779.90,39632.55,39418.54,39285.23,39242.32
Minas Gerais,9786.34,9943.05,9969.54,10050.71,10095.09,10159.11,10189.49,10259.11,10288.98,10299.41,10979.27,11022.88,11077.94,11107.12,11140.98,11222.00,11350.70,11459.42,11486.87,11651.30,11692.87,11784.53,11843.25,12339.23,12382.30,12410.86,12487.48,12580.54,12693.72,12716.55,12745.28,12752.25,12802.11,12814.49,12860.55,13165.66,13267.05,13276.99,13299.65,13321.36,13348.23,13377.93,13409.46,13423.50,13440.52,13480.75,13522.78,13863.64,13888.43,13955.62,13995.86,14021.52,14061.00,14102.96,14122.27,14160.02,14200.00,14236.49,14305.10,14929.45,14991.09,15079.89,15166.49,15202.25,15223.28,15304.93,15362.16,15538.58,15859.33,15954.17,16025.63,16371.11,16451.88,16604.45,16671.47,16699.04,16769.15,16798.47,16808.81,16814.72,16840.45,16847.61,16871.91,17386.79,17422.70,17469.82,17497.16,17535.70,17637.44,17753.91,17773.30,17835.78,17904.39,17927.54,18789.74,18811.61,18831.36,18841.77,18858.12,18874.03,18955.18,18984.66,19002.00,19038.10,19075.95,19096.24,19104.90,19118.21,19730.95,19771.47,19837.79,19850.20,19913.23,19927.16,19970.81,19970.34,19985.00,19994.55,20066.13,20060.31,20079.30,21045.44,21055.79,21036.36,19847.48,21239.13,19926.81,19917.16,19941.11,19931.84,20057.35,20716.76,20818.90,20909.62,21042.31,21095.37,21057.42,21107.82,21289.79,21349.67,21340.88,21407.06,21347.14,22107.05,22151.44,22162.39,22222.44,22235.38,22389.95,22412.05,22537.88,22589.47,22671.25,22623.28,22691.63,22713.23,22767.69,22936.86,24078.64,24113.36,24155.34,24214.45,24215.63,24135.27,24257.87,24307.79,24250.69,24314.41,24329.04,24352.54,25070.88,25053.88,25130.19,25225.03,25317.60,25343.99,25329.00,25360.51,25377.85,25298.62,25333.68,25408.72,25433.64,25782.46,25843.20,25984.40,26098.54,26178.50,26269.21,26441.33,26477.98,26475.19,27154.13,27214.02,27327.40,27458.94,27418.81,27427.78,27697.13,27668.65,27841.38,27881.57,27961.63,28081.58,28231.68,28342.37,28432.91,28489.33,28521.49,28504.16,28560.09,28882.64,29232.92,29814.72,30507.58,31058.75,32333.82,32869.30,33612.24,34621.64,35296.00,36011.29,36793.86,37172.43,37238.50,37432.23,37550.40,37624.26,37779.87,38046.57,39425.73,40074.93,40548.84,40975.53,41198.93,41355.20,41460.61,41382.50,41339.21,41151.46,41934.80,41885.03,41865.50,41796.79,41658.03,41446.65,41318.42,41231.60,41101.92
Espírito Santo,8925.60,9048.34,9126.75,9222.02,9396.88,9843.53,9889.77,9916.44,10062.99,10088.93,10100.23,10127.14,10238.00,10282.11,10362.81,10446.37,10616.97,10752.73,10883.99,10982.97,11054.94,11157.07,11285.00,11376.89,11428.69,11475.50,11620.08,11731.91,11871.21,12173.01,12171.57,12208.78,12244.81,12250.57,12262.50,12292.76,12294.84,12318.04,12341.52,12354.50,12825.45,12850.37,12860.03,12867.22,12897.70,12914.81,12955.17,12994.66,13007.25,13028.04,13063.58,13146.96,13502.63,13529.58,13576.06,13617.75,13704.69,13754.14,13794.98,13855.66,13900.59,13929.32,13989.66,14029.12,14608.77,14678.23,14821.40,15070.45,15230.68,15373.33,15459.86,15523.62,15610.70,15703.05,15775.54,15840.22,16389.69,16387.95,16448.43,16467.70,16519.68,16550.32,16564.08,16596.68,16641.86,16700.45,16729.07,16774.77,16884.63,17013.71,17180.85,17567.21,17595.14,17645.40,17703.00,17750.30,17784.01,17811.49,17813.77,17816.72,17811.56,18287.04,18288.15,18359.73,18380.00,18414.61,18421.94,18422.40,18456.89,18585.34,18625.52,18648.47,18705.22,19111.27,19132.19,19228.21,19225.93,19657.17,19934.82,19983.77,20062.99,20088.71,20036.86,20078.89,19419.12,20925.39,19925.39,19926.51,19961.42,20041.60,20026.72,20073.01,20179.16,20293.49,20519.83,20648.06,20660.63,21412.53,21365.36,21367.01,21318.89,21362.99,21510.22,21683.06,21710.89,21774.69,21785.56,21875.04,21871.44,22468.18,22777.32,22727.49,22847.92,22894.18,22999.58,22900.68,22979.33,23188.97,23287.11,23350.07,23355.94,23316.88,23481.74,23967.64,24017.63,24084.92,24392.78,24704.83,24714.58,24800.35,24861.73,24817.85,24849.70,24892.13,25174.19,25122.31,25197.59,25160.59,25248.38,25293.66,25415.61,25511.66,25487.86,25565.05,25595.35,25764.00,26052.49,26202.07,26303.55,26343.21,26362.67,26302.48,26403.25,26406.98,26519.62,26486.94,26545.16,26680.83,26870.44,27054.28,27192.40,27232.53,27221.40,27302.79,27291.31,27346.55,27465.47,27478.62,27540.79,27900.77,27991.84,28338.20,28767.99,29344.74,29986.51,30557.89,31118.99,31764.86,32080.06,32440.31,33204.60,34197.82,35094.01,35104.79,35235.29,35461.70,36050.23,36501.50,36948.77,37147.11,37463.69,37955.27,39132.80,39964.46,40071.42,40250.11,40142.10,40187.45,40099.66,39992.95,39760.04,39905.38,40003.87,40093.39,40110.58,41200.20,41051.57,41038.41,40951.38
Rio de Janeiro,10586.09,10733.35,10862.11,11582.85,11666.46,11783.46,11823.99,12069.95,12177.41,12225.48,12233.72,12255.05,12314.03,12398.66,12957.04,13051.52,13097.56,13159.74,13225.47,13355.06,13420.86,13479.12,13568.95,13637.93,13705.76,13709.35,13769.12,14421.02,14509.93,14540.21,14619.54,14662.68,14671.39,14680.15,14694.39,14697.04,14696.05,14696.18,14744.66,15204.22,15238.64,15288.37,15298.52,15307.34,15342.17,15383.41,15422.62,15467.42,15430.58,15443.08,15863.23,15918.05,15951.29,15974.50,15999.59,16028.07,16114.14,16159.21,16197.70,16265.62,16271.17,16274.01,17037.43,17133.42,17187.39,17346.98,17462.03,17608.02,17826.10,17985.43,18058.11,18105.15,18165.69,18211.56,18901.24,18999.71,19048.84,19059.76,19072.32,19093.65,19101.57,19112.53,19149.27,19183.88,19238.25,19273.01,20003.19,20067.84,20136.86,20181.97,20260.32,20295.50,20351.96,20397.40,20428.56,20506.09,20558.76,20658.66,21638.34,21723.91,21808.68,21825.76,21820.88,21821.67,21869.39,21986.83,21989.13,22018.57,22064.21,22132.29,22135.89,23084.43,23114.75,23135.59,23140.12,23146.56,23222.96,23293.93,23348.12,23413.21,23527.24,23655.19,23685.89,24587.57,23107.63,24848.30,23153.50,23186.69,23319.40,23403.76,23397.35,23467.02,23585.41,23743.09,24035.62,24107.82,25089.62,25087.43,25096.70,25170.57,25272.48,25399.75,25391.70,25481.33,25560.53,25548.44,25503.94,25533.18,26411.87,26555.95,26560.62,26465.64,26369.92,26374.88,26431.27,26346.61,26388.93,26462.18,26537.62,26531.38,26584.14,27914.08,27882.69,27844.30,27813.04,27807.90,27752.07,27816.77,27826.98,27782.57,27753.71,27797.45,27789.60,27910.45,28716.79,28774.05,28791.37,28823.46,28924.41,28887.82,28971.91,28948.49,28907.48,28831.63,28910.91,29086.95,29271.98,29279.00,29505.01,29556.42,29585.65,29614.74,29769.26,29940.47,30046.61,30212.94,30179.03,30299.11,30340.83,30352.21,30826.45,30970.60,31060.14,31007.05,31028.52,30987.28,31101.75,31677.89,31686.38,31790.24,31989.11,32193.57,32343.38,32675.64,33093.44,33745.47,34042.15,34384.64,34995.29,35620.04,36993.11,37554.27,38366.00,38919.39,39180.42,39685.81,40475.18,40708.95,40909.21,41063.82,41145.08,41362.96,42814.94,43213.52,44131.53,44497.30,44611.93,44650.76,44557.03,44554.00,44646.65,44726.03,44618.54,44910.98,44988.13,44948.05,46117.08,46036.62,46099.42
São Paulo,10992.91,11100.76,11216.85,11337.91,11906.68,12058.24,12133.67,12365.08,12410.88,12466.40,12493.39,12534.39,12569.82,12637.39,12679.58,12728.25,13031.50,13146.57,13298.92,13463.80,13524.28,13591.93,13744.36,13835.04,13892.06,13901.75,13970.01,14014.68,14442.25,14486.38,14534.50,14597.04,14597.12,14632.71,14639.28,14662.15,14712.93,14730.70,14757.05,14763.94,15091.25,15158.83,15228.73,15253.69,15270.27,15274.46,15320.02,15340.75,15372.83,15411.72,15439.64,15447.82,15700.29,15746.95,15770.05,15812.11,15871.96,15925.32,15977.97,16040.24,16118.83,16189.38,16248.95,16291.74,16898.71,17095.21,17268.94,17489.59,17704.09,17858.42,17954.94,18052.58,18080.28,18132.37,18201.26,18234.44,18798.96,18836.41,18869.31,18896.06,18915.60,18923.97,19012.28,19077.94,19115.14,19140.07,19178.63,19259.08,19909.08,20015.49,20087.25,20118.35,20159.20,20204.59,20253.79,20309.03,20342.73,20359.90,20382.45,20394.22,20980.23,21051.49,21139.88,21214.93,21270.40,21272.71,21284.82,21300.74,21370.64,21387.17,21431.71,21436.25,21976.70,22052.97,22106.14,22131.65,22129.48,22148.76,22248.76,22271.74,22300.71,22332.31,22326.74,22382.98,21572.39,23589.58,21962.67,22054.39,22122.53,22145.94,22308.66,22413.74,22499.17,22599.43,22781.76,22825.02,23414.40,23649.76,23638.07,23641.26,23679.15,23708.37,23653.64,23624.03,23657.75,23702.92,23716.63,23852.70,24700.79,24968.85,25094.04,25143.36,25105.57,25160.52,25164.43,25185.22,25247.48,25389.69,25447.62,25399.28,26239.94,26447.61,26494.74,26481.83,26641.33,27072.18,27014.60,27005.53,27115.72,27289.87,27200.00,27201.69,27225.78,27349.28,27477.16,27463.40,27514.86,27530.12,27783.38,27869.95,28046.23,28151.21,28244.07,28246.83,28653.59,28756.80,28885.20,29137.52,29194.41,29087.95,29100.59,29111.05,29122.50,29144.66,29348.19,29373.53,29436.29,29473.38,29926.12,29905.58,29859.66,29876.42,29846.32,29950.57,29907.01,30026.37,30108.04,30088.90,30160.94,30227.60,30586.19,30802.52,31432.74,31907.69,32398.78,32898.67,33472.42,33903.64,34288.68,34829.06,35353.03,36720.92,37602.86,37641.26,37992.88,38422.25,38809.26,38898.18,39077.61,39266.68,39295.24,39737.74,41373.64,42352.48,42819.44,42936.57,42978.29,42951.58,42934.68,42980.99,42977.82,42884.66,42906.57,43020.33,43523.68,43485.31,43440.29,43477.47,43448.04
