,Amazonas - Consumo de Cimento (t),Amazonas - IDH,Amazonas - value,Amazonas - Desemprego,Amazonas - Produção de Cimento (t),Amazonas - IDH Renda,Amazonas - IDH Educacao,Amazonas - PIB - Estadual,Amazonas - PIB - Construção Civil,Amazonas - PIB - Per Capita,Amazonas - PIB - Preços de Mercado,Amazonas- custo m2 (R$),Amazonas - IDH Longevidade,Amazonas - Depósito Poupança (R$),Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%)
2003-1,28.193,0.6958981976409983,0.3302786293579274,8.63094167820409,51.31308,0.6946181453308197,0.6584679902123459,47544687.674064346,2519796.2103436003,12.490621318989646,43185181.42088147,11283.6948,0.7456713701824405,1284537.31620263,384683.0938712437,7330309.193826131,231.51074798216845,2097000.9864067405,1.0365342950716354,3.656420434634564,0.9696488878423896,0.7240323223220154,-5331.049150116268,11.520142924731228,126.45980915464608,177206913.03714657,169.24766508395643,1.6114984011933968
2003-2,31.226,0.696042688287905,0.3311372077954465,8.62487239825774,51.55419538461539,0.6944272050197695,0.6588140637232484,47601898.65275156,2521320.868973269,12.49216413615344,43201536.00382865,11377.1348,0.745986279491922,1291712.6852568658,385266.2039276414,7335910.173263511,208.71015703269052,2000522.7967193644,0.9934494214635804,3.654696592424286,0.9507826970690516,0.6902970479188117,-5318.079644051534,11.189861881849811,126.58181336832098,177388401.60938227,170.1768096658525,1.4503889427633918
2003-3,33.484,0.6961871789348117,0.3313060969167054,8.61880311831139,51.5233064957265,0.6942362647087192,0.6591601372341507,47659109.63143877,2522845.527602938,12.493706953317233,43217890.586775824,11466.97702222222,0.7463011888014034,1298888.0543111018,385305.059559777,7341511.152700892,227.70484146326487,1963277.563715221,0.9730199952886446,3.654265631871717,0.9383319190618296,0.6696806488591152,-5436.417870121553,10.82079163233486,126.70381758199588,177569890.18161798,171.13571268536208,1.870184311511264
2003-4,31.596,0.6963316695817185,0.3317909253043227,8.612733838365042,51.63962792429793,0.6940453243976691,0.6595062107450531,47716320.61012598,2524370.186232608,12.495249770481026,43234245.16972301,11551.59952222222,0.7466160981108849,1306063.4233653375,385752.0526974837,7347112.132138272,278.1210725338106,1954186.9673829167,0.940488752580393,3.653595248789941,0.9264010581332036,0.6604937853917251,-5707.015273535643,10.417840426092068,126.8258217956708,177751378.75385368,172.11690429852618,1.3552874765398468
2003-5,32.919,0.6964761602286254,0.3321892812208954,8.606664558418691,51.83845551050483,0.6938543840866189,0.6598522842559555,47773531.58881319,2525894.844862276,12.49679258764482,43250599.75267018,11632.378832567048,0.7469310074203663,1313238.7924195733,387164.02245145215,7352713.111575652,344.8276329403539,1975492.815967628,0.9174932274418915,3.650265742856423,0.9516834453474324,0.6483369045565663,-5599.317940972945,9.959689613256948,126.976217268469,177932867.32608938,173.07227137831447,1.5855384957135032
2003-6,32.198,0.696620650875532,0.3324983877135361,8.60059527847234,51.88248884383816,0.6936634437755688,0.6601983577668579,47830742.567500405,2527419.503491945,12.498335404808612,43266954.33561736,11713.338499233714,0.7472459167298479,1320414.1614738093,388761.2150297872,7358314.091013032,403.3358108738256,1998603.3336101088,0.9127593777790712,3.6467914899304974,0.9096671663294,0.6327588982490451,-5720.383331634745,9.432414860416127,127.12661274126718,178114355.8983251,174.08403528043308,1.7078914536714904
2003-7,37.274,0.6967651415224388,0.3325116249003285,8.594525998525992,52.34184368254784,0.6934725034645186,0.6605444312777603,47887953.54618762,2528944.1621216144,12.499878221972406,43283308.91856453,11802.026241169198,0.7475608260393294,1327589.530528045,391151.2474962479,7363915.070450412,458.988731857359,2015092.1149275475,0.9100665913481976,3.64252033160977,0.8904414926874215,0.6380135035998685,-5884.375046061743,8.822929754380787,127.27700821406538,178295844.4705608,175.11686754427973,1.5982839320937383
2003-8,37.605,0.6969096321693456,0.3328511502042184,8.588456718579643,52.32221868254783,0.6932815631534683,0.6608905047886627,47945164.52487484,2530468.820751284,12.5014210391362,43299663.50151171,11873.959678669198,0.7478757353488108,1334764.8995822808,394602.69250520703,7369516.049887793,511.35366509461136,2025274.426403531,0.8898926477529421,3.637477796639721,0.8702308928724296,0.6346344548960355,-5959.855464930735,8.332469749880811,127.78581374211151,178477333.0427965,176.1781190591966,1.7218082520903182
2003-9,38.386,0.6970541228162523,0.3331151004113541,8.582387438633292,52.23615807648723,0.6930906228424182,0.6612365782995651,48002375.50356205,2531993.479380952,12.502963856299992,43316018.08445889,11944.116042305564,0.7481906446582923,1341940.2686365168,399908.58800029097,7375117.029325173,553.8427506830036,2031413.005992216,0.8665147784673063,3.631689413765834,0.844478552685211,0.6323269495840285,-6014.809970017429,7.939983702859978,128.29461927015768,178658821.6150322,177.28690599934166,1.6351282376087797
2003-10,39.519,0.6971986134631591,0.3343220002238347,8.576318158686941,52.19389337060488,0.692899682531368,0.6615826518104675,48059586.48224926,2533518.138010621,12.504506673463784,43332372.66740606,12011.803101129091,0.7485055539677737,1349115.6376907525,405807.0561010996,7380718.008762553,592.2047551147313,2157686.7340271496,0.8493838484375612,3.625180711733593,0.8421829305905358,0.629038170305887,-6121.266757398654,7.604976000172705,128.80342479820382,178840310.1872679,178.40644498164465,1.8119435424411887
