,Amazonas - Consumo de Cimento (t),Amazonas - IDH,Amazonas - value,Amazonas - Desemprego,Amazonas - Produção de Cimento (t),Amazonas - IDH Renda,Amazonas - IDH Educacao,Amazonas - PIB - Estadual,Amazonas - PIB - Construção Civil,Amazonas - PIB - Per Capita,Amazonas - PIB - Preços de Mercado,Amazonas- custo m2 (R$),Amazonas - IDH Longevidade,Amazonas - Depósito Poupança (R$),Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%)
2003-11,39.614,0.697343104110066,0.3352790363183034,8.570248878740593,52.1094647991763,0.6927087422203178,0.6619287253213699,48116797.46093647,2535042.79664029,12.50604949062758,43348727.25035324,12079.190243986235,0.7488204632772553,1356291.0067449885,410971.7288202781,7386318.988199934,623.3781786324848,2314384.902305873,0.8382390949358776,3.61797721928848,0.8327971802717965,0.6315074373857803,-6097.745583517717,7.313008932848318,129.56686929035564,179021798.7595036,179.4957290410064,1.6375042967189617
2003-12,36.333,0.6974875947569726,0.3365935754429253,8.564179598794244,52.27277035473186,0.6925178019092676,0.6622747988322722,48174008.43962368,2536567.4552699598,12.507592307791372,43365081.83330041,12144.236632875123,0.7491353725867367,1363466.3757992242,414731.1569842756,7391919.967637314,635.2966266455436,2399709.7029366046,0.8211746264022252,3.6101044651759793,0.8169855326871092,0.6292469617617195,-6082.10009002275,7.034262103245153,130.33031378250743,179203287.3317393,180.5826505067935,1.7623760541706297
2004-1,34.293,0.6976320854038794,0.3384891625048575,8.558110318847893,52.14577035473186,0.6923268615982174,0.6626208723431747,48231219.418310896,2538092.113899628,12.509135124955163,43381436.41624759,12207.648254496746,0.7494502818962182,1370641.74485346,417533.7771609108,7397520.947074695,608.3645349020483,2379575.1981304954,0.8146624868021721,3.6015879781415734,0.8183674345886709,0.6279521987366027,-6360.043009879893,6.775421109777445,131.09375827465925,179384775.903975,181.71762234118845,1.3607725559131063
2004-2,48.623,0.6977661524939551,0.3405866350084142,8.555495007999722,52.20479667052133,0.6921357528926632,0.6629649715930256,48281638.85881487,2538272.0313466378,12.50931604264761,43391036.479510486,12269.981675549376,0.749726615940855,1372975.8511565274,422402.9868290372,7402970.507331404,587.1238050372627,2286865.77068742,0.7877508194696684,3.592453286930746,0.813175865272952,0.6179234500456987,-6312.09879505444,6.535527586437412,131.98976210790366,179558325.62127495,182.87265024146924,1.2915557727587674
2004-3,34.555,0.6979002195840309,0.3426868899066742,8.55287969715155,52.61951461923928,0.6919446441871088,0.6633090708428766,48332058.29931884,2538451.948793647,12.509496960340057,43400636.54277338,12326.33988067758,0.7500029499854918,1375309.957459595,428940.3527979896,7408420.067588114,570.3798396602158,2267168.0966155827,0.7462153668542578,3.5827259202889805,0.7940584078254243,0.6110282002564377,-6382.974247910342,6.304693993612522,132.88576594114804,179731875.3385749,184.0434969224516,1.3153702879685611
2004-4,57.805,0.6980342866741066,0.3447907124124675,8.550264386303379,52.80761461923928,0.6917535354815545,0.6636531700927275,48382477.73982281,2538631.8662406565,12.509677878032502,43410236.60603627,12380.236130677582,0.7502792840301286,1377644.0637626625,437138.8679254053,7413869.627844823,552.5537154986056,2235945.485366601,0.7161196882161044,3.57243140696176,0.7742123337341686,0.602215193421453,-6659.524121320398,6.092845857236326,133.78176977439244,179905425.05587482,185.9739836449516,1.2716511611761512
2004-5,39.036,0.6981683537641823,0.346482444664004,8.547649075455206,52.761199985092944,0.6915624267760002,0.6639972693425784,48432897.18032679,2538811.7836876656,12.509858795724949,43419836.66929916,12430.584667262949,0.7505556180747653,1379978.17006573,444435.64414467895,7419319.188101534,543.5801122244274,2247614.438896437,0.6877653033067546,3.5615952756945672,0.7850618617376672,0.5930166849467975,-6639.092352241397,5.906435456003245,134.40983551104517,180078974.77317473,187.9511162408295,1.3496753218264288
2004-6,55.436,0.6983024208542581,0.3483665507241069,8.545033764607036,52.68165236604531,0.6913713180704458,0.6643413685924293,48483316.62083076,2538991.701134675,12.510039713417392,43429436.73256206,12479.6106196439,0.7508319521194021,1382312.2763687975,451253.3024140168,7424768.748358243,539.7928414217439,2270755.1846666075,0.6580265037168356,3.550243055232886,0.7615174276282071,0.574475450988554,-6748.885395968077,5.749095649630231,135.03790124769785,180252524.49047467,189.66523405701923,1.5103056439741145
2004-7,56.242,0.6984364879443338,0.3502435383179162,8.542418453758863,52.82107097069648,0.6911802093648916,0.6646854678422802,48533736.06133473,2539171.6185816843,12.51022063110984,43439036.79582495,12532.667596388086,0.7511082861640388,1384646.3826718652,458230.9893117392,7430218.308614952,534.2848231016592,2274686.759168609,0.6207840323429428,3.538400274322199,0.7524273421975352,0.5593363966337657,-6784.497815846861,5.627047610968012,135.66596698435055,180426074.2077746,191.417790237618,1.3540905935347418
2004-8,58.105,0.6985705550344095,0.3516973806883654,8.539803142910692,52.95507097069648,0.6909891006593373,0.6650295670921312,48584155.50183871,2539351.536028694,12.510401548802284,43448636.85908784,12582.867141842631,0.7513846202086756,1386980.4889749326,466978.6583451511,7435667.868871663,528.8910012164406,2279925.537159044,0.5909034137973287,3.52609246170799,0.7295497751500113,0.5366506165950669,-6905.605509166634,5.503636763429107,136.07831726999564,180599623.9250745,193.23853944222265,1.434760472048315
2004-9,41.072,0.6987046221244853,0.3535445708779739,8.537187832062521,52.67787097069648,0.6907979919537829,0.6653736663419821,48634574.94234268,2539531.4534757035,12.510582466494728,43458236.922350734,12632.472475175966,0.7516609542533124,1389314.595278,475889.1295313781,7441117.429128372,523.5410270047289,2282679.2823835304,0.5537026055994817,3.513345146135742,0.7095428699539044,0.521373108360619,-6995.222858870797,5.379865840264738,136.4906675556407,180773173.6423745,195.06742578211143,1.2837775896757788
2004-10,55.694,0.6988386892145609,0.3553856432511028,8.534572521214349,52.58287097069648,0.6906068832482286,0.665717765591833,48684994.38284665,2539711.3709227126,12.510763384187172,43467836.98561363,12678.769866480312,0.7519372882979491,1391648.7015810676,484423.7575753058,7446566.989385082,516.6823881754624,2433479.803848515,0.5450174136197448,3.500183856350938,0.6959159305043552,0.5156158255655208,-7120.238857990881,5.253056293059425,136.9030178412858,180946723.3596744,196.8697926583777,1.1406245002546846
2004-11,44.211,0.6989727563046366,0.3569067208933748,8.531957210366178,52.61240288559009,0.6904157745426743,0.6660618648416841,48735413.82335062,2539891.288369722,12.510944301879618,43477437.04887653,12722.526674990952,0.7522136223425859,1393982.807884135,491603.9774213368,7452016.549641792,504.2778134441365,2626368.5075104097,0.5310516981315352,3.486634121099062,0.6696517138276467,0.5071034898207396,-7055.497216121851,5.122595130555095,137.22885225518075,181120273.0769744,198.653124824414,1.2854603148119332
2004-12,62.31,0.6991068233947124,0.3585184105711919,8.529341899518005,52.61242371892343,0.6902246658371199,0.666405964091535,48785833.2638546,2540071.205816732,12.511125219572063,43487037.11213941,12763.680633324286,0.7524899563872227,1396316.9141872027,498417.7469993286,7457466.109898502,487.9427582459169,2720834.843621785,0.5059456433043616,3.472721469125596,0.6553570801963157,0.4969515420076215,-6921.044658255659,4.995239879121229,137.5546866690757,181293822.79427427,200.44978855774104,1.2322302066002024
2005-1,39.696,0.6992408904847881,0.3601341158291887,8.526726588669835,52.45875024953568,0.6900335571315657,0.6667500633413859,48836252.70435857,2540251.123263741,12.51130613726451,43496637.17540231,12802.626143528369,0.7527662904318595,1398651.02049027,505529.1448841331,7462915.670155211,467.4251775544447,2703712.958128439,0.4921828904516431,3.4584714291760243,0.6473973428202994,0.483143045759377,-7202.757774714469,4.860078219431911,137.88052108297066,181467372.5115742,202.30449471882343,1.4183908253341642
2005-2,56.005,0.6993648577248498,0.3617638196347246,8.520022369359578,52.46155984646497,0.6898412066907283,0.6670918956755584,48881800.87868676,2541705.3258962627,12.511353194720137,43503490.96266485,12867.448007682004,0.7530047405517777,1410225.2258986735,513173.97837669234,7468228.679464037,445.227317434516,2592532.3195000445,0.479032861785929,3.4439095299958296,0.6298003725137261,0.4753697952172824,-7128.700399706268,4.725791184629883,138.4383011536618,181632962.2895496,204.1987238906554,1.4238954789241105
2005-3,39.376,0.6994888249649114,0.3634092606926692,8.513318150049322,52.71738361099252,0.6896488562498909,0.667433728009731,48927349.05301493,2543159.5285287844,12.511400252175758,43510344.74992739,12929.891746614294,0.7532431906716959,1421799.4313070767,520583.6246521651,7473541.688772862,425.5538607533432,2576944.5509056966,0.4648610952618953,3.4290613003304955,0.6197803250738215,0.4664937288356185,-7221.778170229833,4.596932598972333,138.9960812243529,181798552.067525,206.1308112427125,1.3369199083017531
2005-4,59.327,0.6996127922049731,0.3654929987289133,8.506613930739066,52.94356885824285,0.6894565058090536,0.6677755603439035,48972897.22734312,2544613.731161306,12.511447309631382,43517198.53718993,12991.079394050865,0.7534816407916141,1433373.63671548,527801.5206057715,7478854.698081687,411.2946022042931,2550123.232541148,0.4371435666899209,3.413952268925505,0.6089935578495764,0.4550001182228941,-7427.695727374902,4.479302822781261,139.55386129504407,181964141.8455004,208.52949853283653,1.5033990992305697
2005-5,40.816,0.6997367594450348,0.367201204309007,8.49990971142881,52.88120030587437,0.6892641553682162,0.6681173926780761,49018445.401671305,2546067.933793828,12.511494367087003,43524052.32445247,13051.556126129004,0.7537200909115322,1444947.8421238833,534490.8290515874,7484167.707390512,400.4730769062954,2569572.8659533686,0.4197283588146051,3.398607964526341,0.6112913639662371,0.4387655535867955,-7307.848389698152,4.361373483938184,139.95474220418083,182129731.6234758,210.9849883147523,1.5253707589919576
2005-6,58.167,0.6998607266850964,0.3689361415148868,8.493205492118554,52.97025632210641,0.6890718049273789,0.6684592250122486,49063993.57599948,2547522.1364263496,12.51154142454263,43530906.11171501,13111.685866813938,0.7539585410314504,1456522.0475322867,542053.2699314717,7489480.716699338,392.0132128694499,2602254.4460729035,0.4199780553732319,3.383053915878488,0.5804670357747842,0.4302028729547594,-7431.800235590503,4.256101726196984,140.35562311331756,182295321.4014512,212.9231644277816,1.3784705106585684
2005-7,46.075,0.699984693925158,0.3707001773067511,8.486501272808297,53.24465974003024,0.6888794544865415,0.6688010573464211,49109541.75032767,2548976.3390588714,12.511588481998253,43537759.89897755,13175.233976356392,0.7541969911513686,1468096.25294069,549511.0197966119,7494793.726008162,383.1926176814535,2613066.753887254,0.426655987569031,3.367315651727427,0.5645649922940777,0.4313751989691616,-7447.830376487559,4.16168717243741,140.75650402245432,182460911.1794265,214.85454833768284,1.4515065266492553
2005-8,61.321,0.7001086611652197,0.3731121885803515,8.479797053498041,53.37416619018295,0.6886871040457041,0.6691428896805938,49155089.924655855,2550430.541691393,12.511635539453875,43544613.68624009,13231.468011768377,0.7544354412712869,1479670.458349093,557945.6579456168,7500106.735316987,375.1392726452125,2617033.037200032,0.4533210772878235,3.351418700818644,0.5609756759595197,0.4316478866297594,-7426.454566904413,4.079825078928361,141.25619441715205,182626500.957402,216.74393954992289,1.314802317799124
2005-9,49.763,0.7002326284052813,0.375566495485987,8.473092834187785,53.552634506665306,0.6884947536048668,0.6694847220147663,49200638.09898403,2551884.744323915,12.511682596909502,43551467.47350264,13287.90838591326,0.7546738913912051,1491244.6637574967,567582.3355484458,7505419.744625812,368.2338259987535,2616833.298781457,0.4844114534007803,3.3353885918976194,0.5646643450021134,0.4277093852365702,-7512.020875107958,4.012628248908924,141.75588481184974,182792090.7353773,218.62954399113875,1.4544913446504557
2005-10,59.29,0.700356595645343,0.3786777484466938,8.466388614877529,53.60639933177098,0.6883024031640294,0.6698265543489389,49246186.27331222,2553338.9469564366,12.511729654365125,43558321.26076517,13344.627617415455,0.7549123415111233,1502818.8691659,579729.7986988125,7510732.753934638,358.7241761047338,2767147.232806297,0.4945726100320757,3.319250853709838,0.5644640550493971,0.4225131084131527,-7687.979669089395,3.9602332396446167,142.25557520654746,182957680.51335275,220.47998778707412,1.2166346637056376
2005-11,58.858,0.7004805628854047,0.3810115392267521,8.459684395567272,53.71508312689681,0.688110052723192,0.6701683866831114,49291734.4476404,2554793.1495889584,12.51177671182075,43565175.04802772,13403.690158564155,0.7551507916310415,1514393.074574303,590638.0268494517,7516045.763243463,349.8309358272843,2977160.918689552,0.4959029929217597,3.303031015000783,0.5622657106505984,0.410747290823505,-7676.736667287167,3.9221772649399615,142.75695932798442,183123270.29132813,222.3706268867923,1.5774291835856542
2005-12,44.592,0.7006045301254663,0.3835775086738632,8.452980176257016,53.91299370501356,0.6879177022823546,0.670510219017284,49337282.62196858,2556247.35222148,12.511823769276372,43572028.83529025,13461.039544575951,0.7553892417509597,1525967.2799827063,600358.5651096528,7521358.772552288,336.6366349826133,3077456.4837551704,0.5121818479826961,3.286754604515938,0.5630711908624105,0.4101195327303973,-7542.184036343686,3.892160292125506,143.2583434494214,183288860.0693036,224.28049234109324,1.4013372679118714
2006-1,51.658,0.700728497365528,0.3857608542500048,8.44627595694676,53.930569691754,0.6877253518415173,0.6708520513514565,49382830.79629677,2557701.554854002,12.511870826731997,43578882.6225528,13519.868991753516,0.7556276918708779,1537541.48539111,608237.7183918209,7526671.781861113,320.968605621138,3061867.328050945,0.5246513831169914,3.270447151000785,0.5580933471517024,0.4093210137705744,-7965.495545452277,3.8684439286332686,143.75972757085836,183454449.8472789,226.2314361414988,1.0664559084527
2006-2,47.766,0.7008426884623926,0.3879500724488854,8.445286910719794,54.03313702516262,0.687530686324618,0.6711913241153238,49418184.08704109,2559041.3665855504,12.509630862875706,43576184.80057915,13577.32778230978,0.7558289494062036,1561039.2260812342,617499.8567002948,7531879.804076586,305.73921061538874,2929137.126267223,0.5117940136540285,3.2541341832008084,0.5540061208774786,0.4028183365263698,-7956.205189035386,3.846872965752776,144.5557082419601,183612058.601541,228.1727223075623,1.277179270614667
2006-3,63.752,0.7009568795592571,0.390141163008895,8.444297864492828,54.26093988954305,0.6873360208077187,0.6715305968791911,49453537.37778541,2560381.178317099,12.507390899019418,43573486.97860551,13634.49831510081,0.7560302069415294,1584536.9667713582,628619.3150184231,7537087.826292059,289.90661112109984,2918623.3433916336,0.5216724461884032,3.2378412298614907,0.558308779155122,0.3998570076790366,-8153.367564422752,3.842818789820434,145.35168891306182,183769667.35580307,230.6418605830073,1.0970203410953332
2006-4,39.106,0.7010710706561217,0.392742270623226,8.443308818265862,54.28456081342681,0.6871413552908194,0.6718698696430584,49488890.66852972,2561720.990048647,12.505150935163128,43570789.156631865,13692.599711721692,0.7562314644768552,1608034.7074614824,639239.6343437436,7542295.848507533,276.25389917179274,2883566.376169771,0.5491307539299164,3.221593819728316,0.5671710316312383,0.3979963710958243,-8423.448244351577,3.836249908110392,146.14766958416357,183927276.1100652,233.12343857484493,1.2502528613576849
2006-5,56.476,0.7011852617529863,0.3949453636479354,8.442319772038896,54.666192368410215,0.6869466897739201,0.6722091424069256,49524243.95927404,2563060.8017801954,12.50291097130684,43568091.33465822,13752.94856031443,0.756432722012181,1631532.4481516066,650002.3898724334,7547503.870723005,263.21092057760643,2915862.370436281,0.5836820001689738,3.2054174815467653,0.5968232499556683,0.4056653747218318,-8229.867308086905,3.840605092822108,146.88575068887118,184084884.86432725,234.85656413124656,1.0095742979252955
2006-6,41.108,0.701299452849851,0.3971588926067911,8.44133072581193,55.07511058031466,0.6867520242570209,0.6725484151707929,49559597.25001836,2564400.613511744,12.50067100745055,43565393.512684576,13815.004354050172,0.7566339795475068,1655030.1888417308,658313.6048432353,7552711.892938478,253.3311597139729,2948249.7182092103,0.6123741776559579,3.1893377440623247,0.6052265435927703,0.4149031030845876,-8333.395980655183,3.8357922282673904,147.62383179357877,184242493.6185893,236.571865172009,1.1668510987613707
2006-7,59.763,0.7014136439467156,0.399379144481948,8.440341679584964,55.59711993162627,0.6865573587401215,0.6728876879346601,49594950.54076268,2565740.4252432925,12.49843104359426,43562695.69071093,13892.709328221728,0.7568352370828326,1678527.929531855,667304.7989431338,7557919.915153951,243.97109080663773,2959619.3646790986,0.6206261710016543,3.173380136020476,0.6134655051430675,0.4267485653722618,-8363.641502791654,3.834296240076312,148.3619128982864,184400102.37285143,238.27043026171523,1.026151222924956
2006-8,63.997,0.7015278350435801,0.4022186466485609,8.439352633358,55.82316174715545,0.6863626932232222,0.6732269606985275,49630303.831507,2567080.236974841,12.49619107973797,43559997.86873728,13969.58528193262,0.7570364946181584,1702025.670221979,676378.6807572738,7563127.937369425,234.6161358747217,2972598.568363662,0.6093984595457096,3.1575701861667023,0.6251193452031805,0.4258794259587617,-8483.803210688488,3.837301314139748,149.11491383618767,184557711.1271135,239.9230618685272,1.1135288127682357
2006-9,56.749,0.7016420261404447,0.405086427586524,8.438363587131034,56.06179625279747,0.6861680277063229,0.6735662334623947,49665657.12225132,2568420.048706389,12.49395111588168,43557300.04676364,14053.387488873232,0.7572377521534841,1725523.4109121033,688540.2959400815,7568335.959584897,227.39699563073523,2968920.409500552,0.6087555012956766,3.141933423246487,0.6374779078573267,0.427904503700878,-8564.573776025667,3.830845488644045,149.86791477408894,184715319.8813756,241.54458321001297,1.064885873032217
2006-10,50.074,0.7017562172373093,0.4079750369071067,8.437374540904068,56.45357023814648,0.6859733621894236,0.673905506226262,49701010.41299564,2569759.860437938,12.491711152025392,43554602.22478999,14142.790856499703,0.75743900968881,1749021.1516022277,702426.9953394711,7573543.98180037,222.68985059654605,3137629.6446888424,0.6272259685547825,3.126495376005314,0.6494765821002537,0.4308949403404751,-8753.077264130869,3.820865481468113,150.62091571199022,184872928.63563767,243.1082823431769,1.3883378064077412
2006-11,58.841,0.7018704083341738,0.4110891061653925,8.436385494677102,57.02621716197198,0.6857786966725243,0.6742447789901294,49736363.70373995,2571099.672169486,12.489471188169102,43551904.40281635,14232.649448132755,0.7576402672241357,1772518.8922923517,715811.6582559105,7578752.004015843,219.95090827883052,3371346.513797879,0.6138016533493752,3.1112815731886654,0.6544472076430272,0.4297781875807803,-8585.918047929645,3.797759546537678,151.30727369782838,185030537.38989973,244.58619112418265,1.392456147938836
2006-12,36.857,0.7019845994310384,0.4141336446403317,8.435396448450136,57.37615214720427,0.685584031155625,0.6745840517539966,49771716.99448427,2572439.4839010346,12.487231224312811,43549206.5808427,14323.288892482587,0.7578415247594615,1796016.6329824757,727560.5307190763,7583960.026231317,217.7367940152106,3478580.7521593445,0.5948781830476984,3.0963175435420256,0.6529124218025248,0.4275878752901689,-8102.613779191029,3.778681269312833,151.99363168366656,185188146.14416185,246.01294427055387,1.1927122116957445
2007-1,57.622,0.702098790527903,0.4171053841111304,8.43440740222317,57.39796293145489,0.6853893656387258,0.6749233245178639,49807070.28522859,2573779.295632583,12.484991260456525,43546508.75886906,14416.24620389398,0.7580427822947873,1819514.3736726,738539.8377949974,7589168.048446789,214.8697613113524,3465619.8819014444,0.5915910920220523,3.081628815810877,0.652250285916937,0.4261722902551189,-8429.349883699913,3.758139256867763,152.67998966950472,185345754.8984239,247.44436787345552,1.0523384765809212
2007-2,51.061,0.7022035291883876,0.4201047977495373,8.43128061887538,57.35300808822876,0.6851913117049856,0.675259745056799,49837505.11294495,2573364.7397459294,12.482967496364322,43542281.85927479,14510.474368391238,0.7582075385856468,1841852.552211176,751771.8737028147,7594051.910447072,210.2471208130518,3321575.2056041574,0.5821912594010402,3.0672409187407026,0.6486758561842155,0.4272545197346237,-8207.504212454718,3.739732339264414,153.32631902904507,185495361.54458392,249.54686218214692,0.8648345966337321
2007-3,57.695,0.702308267848872,0.4232342054661662,8.428153835527592,57.53967029724435,0.6849932577712455,0.6755961655957341,49867939.94066131,2572950.183859276,12.480943732272122,43538054.95968052,14605.57204922204,0.7583722948765063,1864190.730749752,765537.1422995625,7598935.772447355,206.0752754548079,3315160.34317312,0.5624597981278792,3.0531793810769865,0.6396733150346336,0.421374616153345,-8302.699392306728,3.706955628134506,153.97264838858544,185644968.19074392,251.65055665221337,1.0136782679054217
2007-4,55.162,0.7024130065093566,0.4262918574003192,8.425027052179802,57.34061492349439,0.6847952038375054,0.6759325861346692,49898374.76837767,2572535.6279726224,12.47891996817992,43533828.06008625,14703.352667642608,0.7585370511673657,1886528.9092883277,779563.6032004755,7603819.634447637,202.60709188519417,3271622.245505456,0.5607781390026951,3.0394697315652115,0.6337527638093442,0.4226987158945232,-8434.701866226666,3.675935689954143,154.6189777481258,185794574.836904,253.7161436166845,0.9058292634380308
2007-5,41.137,0.702517745169841,0.4293693851283071,8.421900268832012,57.69310565951992,0.6845971499037652,0.6762690066736042,49928809.59609403,2572121.0720859687,12.47689620408772,43529601.16049198,14799.926816083253,0.7587018074582252,1908867.0878269032,793632.7491000076,7608703.49644792,199.70760205242289,3308180.387129716,0.5641176200703027,3.026137498950861,0.653237645563625,0.4265292995204747,-8141.051175182823,3.63852003418216,154.96803306283462,185944181.483064,255.3073002060301,0.9385189527188756
2007-6,62.169,0.7026224838303256,0.432474858206252,8.418773485484223,57.7766139320433,0.6843990959700251,0.6766054272125394,49959244.42381039,2571706.516199315,12.47487243999552,43525374.26089771,14896.718462817014,0.7588665637490848,1931205.2663654792,810591.0704600966,7613587.358448203,196.56657159174367,3356492.918711034,0.557268421320419,3.0132082119794177,0.6449100186574492,0.427912233110958,-8026.170619784551,3.601931188268772,155.31708837754346,186093788.129224,256.8884825968233,0.8300336615044933
2007-7,59.404,0.7027272224908101,0.4356083014040349,8.415646702136433,57.79280490367467,0.684201042036285,0.6769418477514745,49989679.25152674,2571291.9603126617,12.472848675903318,43521147.36130344,15001.606679061972,0.7590313200399442,1953543.444904055,828801.1639120209,7618471.220448485,195.4713076894235,3377509.25255415,0.5417029185846474,3.000707399396365,0.63275579381832,0.4270491588284315,-7955.022260278307,3.560009340555952,155.6661436922523,186243394.77538395,258.4449215140347,1.091015693647252
