Ano,PPC (US$),apagar
1952-3,40.4791671354039,
1952-4,40.2014370006842,
1952-5,39.9274919444614,
1952-6,39.8074719877756,
1952-7,39.9389592106628,
1952-8,39.7714300193429,
1952-9,39.6053004035562,
1952-10,39.2771703256477,
1952-11,38.9544326894468,
1952-12,38.6054923314795,
1953-1,37.8142419826291,
1953-2,37.1889671151998,
1953-3,36.5840342651462,
1953-4,36.2193161321348,
1953-5,35.9966169954873,
1953-6,35.8051925732203,
1953-7,35.3792571968846,
1953-8,35.1196009386492,
1953-9,34.7112334858742,
1953-10,34.7644768842029,
1953-11,34.5605334852119,
1953-12,34.5105905177477,
1954-1,33.5176542291669,
1954-2,32.5358700794025,
1954-3,31.6728496528932,
1954-4,31.1217141463766,
1954-5,30.8146175977825,
1954-6,30.4220746984477,
1954-7,60.0410525161068,
1954-8,59.2588799957356,
1954-9,58.2793642741089,
1954-10,57.5394207131922,
1954-11,56.8180309609671,
1954-12,55.938105702722,
1955-1,54.2730905358408,
1955-2,52.6750495367299,
1955-3,51.2513995492507,
1955-4,50.7575423801466,
1955-5,50.2464701463242,
1955-6,49.7717003496661,
1955-7,49.4904845863858,
1955-8,49.0315310971767,
1955-9,48.7622841006258,
1955-10,48.0509630548923,
1955-11,47.3600964566812,
1955-12,46.5379960193741,
1956-1,45.1043610709099,
1956-2,43.7162158289481,
1956-3,42.5056730056364,
1956-4,42.1373244610172,
1956-5,41.759767964561,
1956-6,41.5622429576782,
1956-7,41.124631454208,
1956-8,63.7447930930181,
1956-9,62.9071962158863,
1956-10,62.147100199929,
1956-11,61.1879641066179,
1956-12,60.5006811158446,
1957-1,58.4938737512783,
1957-2,56.758931788214,
1957-3,55.2327811277658,
1957-4,55.1392029371863,
1957-5,55.0466063360185,
1957-6,54.9358678323125,
1957-7,55.2308501961703,
1957-8,55.1351626525179,
1957-9,55.0207743482595,
1957-10,54.7745540155479,
1957-11,54.7232149348473,
1957-12,54.4804985260609,
1958-1,53.7276527595457,
1958-2,52.6200473525263,
1958-3,51.9510388959757,
1958-4,51.4872148299981,
1958-5,50.8587323954535,
1958-6,50.2454081643395,
1958-7,49.9405549060312,
1958-8,49.3002578894035,
1958-9,48.8408926971668,
1958-10,48.1605364562756,
1958-11,47.6632305665571,
1958-12,46.8686616681494,
1959-1,70.7104374600061,
1959-2,67.2526660702797,
1959-3,64.3352359724466,
1959-4,63.4442343006116,
1959-5,62.368387304235,
1959-6,61.5398962662332,
1959-7,60.9958273551558,
1959-8,60.258546317855,
1959-9,59.7427762960903,
1959-10,58.6270956259979,
1959-11,57.3517534007784,
1959-12,56.1427897885443,
1960-1,53.9556208241397,
1960-2,52.2747505962232,
1960-3,50.4850734481513,
1960-4,49.8848783734681,
1960-5,49.1361372346543,
1960-6,48.564663314447,
1960-7,47.9706814885857,
1960-8,47.3910537771817,
1960-9,46.8169237830879,
1960-10,73.6804753105665,
1960-11,72.0255794894002,
1960-12,70.4433900248302,
1961-1,67.7487725126768,
1961-2,65.2627706844287,
1961-3,62.9433948935621,
1961-4,61.5432292322194,
1961-5,60.2125648163876,
1961-6,58.9300195822365,
1961-7,58.3826869718116,
1961-8,57.2700622213092,
1961-9,56.5691268030337,
1961-10,76.037385303359,
1961-11,73.1114368983033,
1961-12,70.4023277189231,
1962-1,65.9069073232606,
1962-2,62.1576278477454,
1962-3,58.6381226659276,
1962-4,56.9257428680021,
1962-5,55.1383205341005,
1962-6,53.4597282586276,
1962-7,52.2733771441881,
1962-8,50.977598844421,
1962-9,49.9128013065299,
1962-10,48.4293718997589,
1962-11,48.0444925236184,
1962-12,45.715657095031,
1963-1,66.3249378406178,
1963-2,61.9003777671087,
1963-3,58.2165366910901,
1963-4,56.3072307524364,
1963-5,54.5191854567253,
1963-6,53.0144542437934,
1963-7,51.3689538465596,
1963-8,49.6704750289306,
1963-9,48.0807194017446,
1963-10,46.3901458554915,
1963-11,44.6812973994486,
1963-12,43.2279476415725,
1964-1,40.0190040458056,
1964-2,74.9198973951051,
1964-3,70.2907094012935,
1964-4,68.0440767561014,
1964-5,65.8777964984712,
1964-6,64.1157640453388,
1964-7,61.9078392775761,
1964-8,59.4759767302736,
1964-9,57.5345568708814,
1964-10,54.9000350643861,
1964-11,52.6635876508951,
1964-12,50.4256145885154,
1965-1,46.9073498619331,
1965-2,43.8480134454195,
1965-3,64.9118161216691,
1965-4,62.434297927774,
1965-5,59.9620271891256,
1965-6,58.0498364666577,
1965-7,56.0324165044763,
1965-8,54.1505107490616,
1965-9,52.3464735134944,
1965-10,50.8842319872274,
1965-11,49.3534460843195,
1965-12,48.1041638352209,
1966-1,45.9007405804416,
1966-2,44.3050188247252,
1966-3,54.0432801194788,
1966-4,52.3388785325975,
1966-5,50.4454399246793,
1966-6,48.7793343148027,
1966-7,47.4125484304758,
1966-8,46.2694791285952,
1966-9,44.9671373729205,
1966-10,44.1384957926891,
1966-11,43.0878449950696,
1966-12,42.068730421725,
1967-1,40.891226657221,
1967-2,40.2507518154544,
1967-3,48.9211785543275,
1967-4,47.9261481158845,
1967-5,46.8910170288664,
1967-6,46.068994243243,
1967-7,45.5982797351237,
1967-8,45.1398127857586,
1967-9,44.7314189763398,
1967-10,44.2952011411146,
1967-11,43.9065966155571,
1967-12,43.5629870600622,
1968-1,42.6213796962454,
1968-2,42.0924949204193,
1968-3,50.8299637489872,
1968-4,49.8230618925096,
1968-5,49.151184844113,
1968-6,48.5346582853119,
1968-7,47.7691207838323,
1968-8,47.1985225546008,
1968-9,46.6445321740372,
1968-10,46.205857772097,
1968-11,45.6512054408981,
1968-12,45.1127258748235,
1969-1,44.1285482867498,
1969-2,43.8660612834431,
1969-3,43.6755006132923,
1969-4,43.3702119508129,
1969-5,51.3881732620979,
1969-6,50.2267002289464,
1969-7,49.732410003891,
1969-8,49.3953746606152,
1969-9,48.6841535184665,
1969-10,48.2066475590932,
1969-11,47.6907542931671,
1969-12,47.2936769259001,
1970-1,46.3362659556214,
1970-2,46.0193259685167,
1970-3,45.264107698948,
1970-4,45.1559713159998,
1970-5,53.5121770574574,
1970-6,52.9154631032345,
1970-7,52.1861262630622,
1970-8,50.9072956477562,
1970-9,50.2449130802444,
1970-10,49.8780772249898,
1970-11,49.5201845463418,
1970-12,49.3249147973228,
1971-1,48.3726128003582,
1971-2,47.8848234284884,
1971-3,47.2675598864701,
1971-4,46.7869200820643,
1971-5,55.7958484255328,
1971-6,54.9352283541333,
1971-7,54.084002500614,
1971-8,53.5559654791341,
1971-9,52.8904156168692,
1971-10,52.3090521629631,
1971-11,51.538930217189,
1971-12,51.2109884319243,
1972-1,50.0161276008477,
1972-2,49.3244543373583,
1972-3,48.5920027443081,
1972-4,48.2344922481574,
1972-5,57.171425763074,
1972-6,56.7596962269209,
1972-7,56.3378244788764,
1972-8,55.8865878304594,
1972-9,54.8273533863687,
1972-10,54.4107987307321,
1972-11,53.9980518386648,
1972-12,53.7126285697099,
1973-1,53.1132816067724,
1973-2,53.2037876444603,
1973-3,53.2680024258247,
1973-4,53.0463843661277,
1973-5,61.3386241476691,
1973-6,60.8190025897384,
1973-7,59.9910238164066,
1973-8,60.035343772374,
1973-9,59.229128215768,
1973-10,59.4999448022561,
1973-11,59.5714771478931,
1973-12,59.5423460970769,
1974-1,59.2800412581871,
1974-2,59.9771948074066,
1974-3,58.6724349228011,
1974-4,55.5225058250491,
1974-5,65.9746986605752,
1974-6,65.5441926857486,
1974-7,64.7281557765965,
1974-8,64.2016269926866,
1974-9,63.9702099716717,
1974-10,63.2540543115219,
1974-11,62.3510028956162,
1974-12,67.7240939078742,
1975-1,65.953786119473,
1975-2,65.0002224661153,
1975-3,64.2380543246816,
1975-4,63.0923090110515,
1975-5,80.4377244991138,
1975-6,79.0858499451082,
1975-7,78.1715692159191,
1975-8,75.3651668158094,
1975-9,74.316159884763,
1975-10,73.1088257755571,
1975-11,72.082944660984,
1975-12,71.1206680215862,
1976-1,68.9295014701025,
1976-2,66.0212217030689,
1976-3,64.3809715686095,
1976-4,62.6792022032736,
1976-5,87.2460592280103,
1976-6,85.9229009207382,
1976-7,84.136658917822,
1976-8,82.451143399305,
1976-9,80.4206556911587,
1976-10,78.5709097836158,
1976-11,76.2040882353125,
1976-12,74.840090572101,
1977-1,72.2263105436022,
1977-2,70.4267120342524,
1977-3,68.6919199873523,
1977-4,66.7531203770907,
1977-5,92.8211489223233,
1977-6,91.492606284611,
1977-7,89.6984106178343,
1977-8,88.5371637011731,
1977-9,87.4356892377001,
1977-10,85.4026780581577,
1977-11,82.9455701941487,
1977-12,81.2775959462776,
1978-1,78.8690702354345,
1978-2,76.9134094885378,
1978-3,75.0960186540668,
1978-4,73.7928485752802,
1978-5,102.42225973611,
1978-6,100.137573696095,
1978-7,95.6305182001238,
1978-8,93.2390877740946,
1978-9,92.0303745836008,
1978-10,90.3262385680652,
1978-11,88.773107574892,
1978-12,87.373408318331,
1979-1,83.2905115606554,
1979-2,81.9203216683307,
1979-3,79.9893898538837,
1979-4,78.2078520328047,
1979-5,113.160658818036,
1979-6,111.094193356468,
1979-7,106.610744640823,
1979-8,101.74615948409,
1979-9,96.4742671335775,
1979-10,92.5629772818486,
1979-11,113.858490584615,
1979-12,110.097333505965,
1980-1,104.799678494114,
1980-2,102.048014102677,
1980-3,98.55104487526,
1980-4,95.0484855622816,
1980-5,128.691196008429,
1980-6,123.296967562019,
1980-7,116.853610801599,
1980-8,111.939942660063,
1980-9,108.068259182,
1980-10,99.5006013820924,
1980-11,129.553406713694,
1980-12,122.437604600581,
1981-1,116.214388061504,
1981-2,110.71481884458,
1981-3,105.806291132925,
1981-4,99.9851739596766,
1981-5,139.655092982378,
1981-6,134.098448554577,
1981-7,127.661050383789,
1981-8,121.213108749271,
1981-9,116.261589822898,
1981-10,111.364279204038,
1981-11,149.60347401112,
1981-12,142.005912315303,
1982-1,133.496664903606,
1982-2,125.658719892646,
1982-3,119.277300861811,
1982-4,113.378570133253,
1982-5,149.403399479164,
1982-6,141.190088760557,
1982-7,133.391733159006,
1982-8,126.616361442811,
1982-9,121.639895302991,
1982-10,117.426191402021,
1982-11,157.987095421121,
1982-12,145.437799921228,
1983-1,133.525467810617,
1983-2,123.715103181303,
1983-3,115.38354062101,
1983-4,109.049042657565,
1983-5,151.709154005337,
1983-6,137.294524519434,
1983-7,123.708342101893,
1983-8,112.957041437478,
1983-9,102.020367446424,
1983-10,92.9405245491903,
1983-11,142.455467995519,
1983-12,131.614442109447,
1984-1,121.028217846381,
1984-2,110.83067910436,
1984-3,101.105398666215,
1984-4,92.762906948169,
1984-5,145.594846989828,
1984-6,132.789224048863,
1984-7,122.174018046277,
1984-8,112.962178894297,
1984-9,102.160801097811,
1984-10,92.7246484163285,
1984-11,144.055979317541,
1984-12,129.057205870479,
1985-1,115.616668793784,
1985-2,104.701500060023,
1985-3,95.5905304168039,
1985-4,88.4473915617525,
1985-5,165.626813313535,
1985-6,153.312067076617,
1985-7,139.536911059075,
1985-8,125.250870137234,
1985-9,114.089905400047,
1985-10,103.864853277335,
1985-11,164.291112895456,
1985-12,142.326358464108,
1986-1,124.091163561027,
1986-2,110.031125370404,
1986-3,142.252666435424,
1986-4,141.383222470082,
1986-5,140.265406488003,
1986-6,139.689623715026,
1986-7,138.433468661542,
1986-8,136.729634826608,
1986-9,135.73539262368,
1986-10,133.940621625997,
1986-11,129.794637611313,
1986-12,121.112719362693,
1987-1,125.20180252356,
1987-2,110.276039240648,
1987-3,137.295305447715,
1987-4,114.113139792631,
1987-5,111.598375873551,
1987-6,110.791847379484,
1987-7,101.049902851604,
1987-8,96.6672948940145,
1987-9,110.484629803123,
1987-10,109.893435089862,
1987-11,108.75087315976,
1987-12,114.504986942293,
1988-1,120.622280315102,
1988-2,122.525056422069,
1988-3,123.148271306788,
1988-4,121.707519835909,
1988-5,123.941395661671,
1988-6,121.138295350029,
1988-7,118.688286786879,
1988-8,123.482898267885,
1988-9,119.400199877769,
1988-10,118.20092631172,
1988-11,119.968108504233,
1988-12,122.80607045418,
1989-1,122.530213146526,
1989-2,124.272673870526,
1989-3,118.024610027437,
1989-4,109.935827274759,
1989-5,120.716401543488,
1989-6,137.860560373627,
1989-7,135.40968009274,
1989-8,131.124459510535,
1989-9,124.786935067051,
1989-10,138.262682395664,
1989-11,136.288280613416,
1989-12,127.608428247869,
1990-1,124.869460098143,
1990-2,112.56471238452,
1990-3,113.877649437892,
1990-4,99.4633429941258,
1990-5,92.9035810003994,
1990-6,87.8513066853428,
1990-7,99.5597269850897,
1990-8,95.0213110113446,
1990-9,97.6017732624299,
1990-10,91.0337955589296,
1990-11,101.164382524491,
1990-12,90.0833457753618,
1991-1,104.505619102871,
1991-2,112.292490455626,
1991-3,107.589096851063,
1991-4,102.609189540244,
1991-5,96.468707131358,
1991-6,87.2975584979583,
1991-7,77.9600743345601,
1991-8,67.6271468305654,
1991-9,145.13921355957,
1991-10,120.046851839435,
1991-11,95.1906332475664,
1991-12,76.7295364763514,
1992-1,139.535788933282,
1992-2,112.500395776987,
1992-3,92.96903430965,
1992-4,77.0459465252484,
1992-5,148.419388374747,
1992-6,123.252452170668,
1992-7,101.176458296436,
1992-8,82.9093680126105,
1992-9,152.25838420181,
1992-10,121.200346056029,
1992-11,98.7641472696813,
1992-12,78.5910615497631,
1993-1,146.900359553801,
1993-2,118.130784324037,
1993-3,126.994809244318,
1993-4,99.2042768287323,
1993-5,151.421217081543,
1993-6,116.308363194759,
1993-7,124.69751109429,
1993-8,111.850663107989,
1993-9,143.444885701318,
1993-10,134.428099282699,
1993-11,123.56600275194,
1993-12,112.048082212536,
1994-1,139.352908816665,
1994-2,129.566744977676,
1994-3,106.710122093019,
1994-4,106.373571731116,
1994-5,107.268310533676,
1994-6,104.178446081483,
1994-7,95.1375553473267,
1994-8,93.7867305361444,
1994-9,100.197707493253,
1994-10,97.5149158242329,
1994-11,94.8378888809398,
1994-12,93.2522206070882,
1995-1,92.2970967954629,
1995-2,91.7386204294544,
1995-3,90.574932689557,
1995-4,88.6660510849506,
1995-5,124.305297819642,
1995-6,121.893000896308,
1995-7,118.96656398266,
1995-8,118.073915214799,
1995-9,116.937228468805,
1995-10,115.699143370728,
1995-11,113.904313295496,
1995-12,111.982532540259,
1996-1,111.018381981428,
1996-2,110.593105896764,
1996-3,110.842883614701,
1996-4,110.244418627345,
1996-5,122.147510326116,
1996-6,120.621527173203,
1996-7,119.419698610965,
1996-8,119.052955350257,
1996-9,119.407596987192,
1996-10,119.332650164222,
1996-11,119.153425663966,
1996-12,118.761190380769,
1997-1,118.17812846165,
1997-2,118.018030783744,
1997-3,117.515061543064,
1997-4,116.960260792785,
1997-5,125.098350134262,
1997-6,124.818077560858,
1997-7,124.749345061979,
1997-8,125.019650968562,
1997-9,125.205773229309,
1997-10,125.153867008261,
1997-11,124.888991786519,
1997-12,124.027551196467,
1998-1,123.211007011004,
1998-2,123.004671928972,
1998-3,122.405077567887,
1998-4,122.082474309409,
1998-5,131.553376431378,
1998-6,131.517751665113,
1998-7,132.048651425589,
1998-8,132.861376428761,
1998-9,133.437661583803,
1998-10,133.616565693851,
1998-11,133.857435076053,
1998-12,133.216079426063,
1999-1,132.679042880129,
1999-2,131.148915314205,
1999-3,129.884851176085,
1999-4,130.217427771387,
1999-5,136.159375596471,
1999-6,136.064525310182,
1999-7,135.471395407481,
1999-8,135.053754636067,
1999-9,135.173263349665,
1999-10,134.127558649091,
1999-11,132.957895642521,
1999-12,131.981144113046,
2000-1,131.570676667223,
2000-2,132.283909013101,
2000-3,133.201323384049,
2000-4,147.846063328231,
2000-5,148.092607883628,
2000-6,148.424060705373,
2000-7,146.729019534783,
2000-8,144.974796901759,
2000-9,145.105832894824,
2000-10,145.124171651668,
2000-11,144.787623702313,
2000-12,143.912713586921,
2001-1,143.715620208216,
2001-2,143.58636231719,
2001-3,143.225462205024,
2001-4,169.983086296089,
2001-5,169.784081887614,
2001-6,169.056759443719,
2001-7,166.731126979177,
2001-8,165.423960372124,
2001-9,165.441982688714,
2001-10,163.350041206812,
2001-11,160.997196891404,
2001-12,159.184309160883,
2002-1,157.855871476334,
2002-2,157.990406269798,
2002-3,157.900363158627,
2002-4,175.234084751786,
2002-5,175.076677712756,
2002-6,174.111649463142,
2002-7,172.323324999252,
2002-8,171.422821850477,
2002-9,170.29383072333,
2002-10,167.939458191235,
2002-11,162.433354160864,
2002-12,157.81389015363,
2003-1,154.690876460155,
2003-2,153.639411623076,
2003-3,152.473581007034,
2003-4,180.085928179285,
2003-5,178.029712700315,
2003-6,178.330784263048,
2003-7,178.453228257076,
2003-8,178.810466722683,
2003-9,177.93262594266,
2003-10,177.050273899092,
2003-11,175.920791144115,
2003-12,174.786255327679,
2004-1,174.193960208686,
2004-2,174.453815615097,
2004-3,174.583319352006,
2004-4,174.427502099907,
2004-5,189.311335087601,
2004-6,188.967529417745,
2004-7,187.301608530092,
2004-8,186.468256120428,
2004-9,186.545076331536,
2004-10,187.209268068347,
2004-11,186.486447887823,
2004-12,184.218499591756,
2005-1,183.559656602757,
2005-2,183.809449703187,
2005-3,183.904546269689,
2005-4,183.471728499636,
2005-5,210.010678825704,
2005-6,210.350253890142,
2005-7,211.260407581712,
2005-8,212.341576504853,
2005-9,214.614670167702,
2005-10,213.806724393455,
2005-11,210.95069944467,
2005-12,209.259301898504,
2006-1,210.056096003417,
2006-2,209.996541759775,
2006-3,210.59051545627,
2006-4,247.48226871475,
2006-5,248.387885654,
2006-6,249.052905827377,
2006-7,249.515208798215,
2006-8,250.055385914604,
2006-9,248.431790681733,
2006-10,246.026938491672,
2006-11,244.634143933921,
2006-12,243.488936427708,
2007-1,243.041249301793,
2007-2,243.320056387657,
2007-3,244.459815729183,
2007-4,266.445124928413,
2007-5,267.378133579201,
2007-6,267.068591427702,
2007-7,266.148936327955,
2007-8,264.102896188067,
2007-9,264.170373633707,
2007-10,263.943778176741,
2007-11,264.374497474215,
2007-12,261.659208859628,
2008-1,261.157706284075,
2008-2,260.665304340223,
2008-3,285.684245190483,
2008-4,285.58947339576,
2008-5,285.255966048533,
2008-6,285.532188760947,
2008-7,285.375964107991,
2008-8,283.6415175079,
2008-9,282.825409221106,
2008-10,278.575890778866,
2008-11,272.205979076153,
2008-12,268.611981806341,
2009-1,268.065537257079,
2009-2,300.923597273041,
2009-3,301.05294712942,
2009-4,300.153831578763,
2009-5,299.225152722506,
2009-6,300.533758836783,
2009-7,299.368780202024,
2009-8,299.800493375168,
2009-9,299.50843361056,
2009-10,299.079214161731,
2009-11,298.187705646449,
2009-12,296.949493281299,
2010-1,323.948609235226,
2010-2,321.777240816741,
2010-3,320.820830903553,
2010-4,319.049349973261,
2010-5,317.929185281465,
2010-6,317.96892307311,
2010-7,318.258649252385,
2010-8,318.921298323765,
2010-9,317.39272978089,
2010-10,314.890836373117,
2010-11,311.811643851723,
2010-12,310.484428842054,
2011-1,327.237980367061,
2011-2,327.084989922445,
2011-3,331.146796832184,
2011-4,330.896305359509,
2011-5,330.568721639613,
2011-6,329.489560137637,
2011-7,329.781502934651,
2011-8,329.308171325058,
2011-9,328.330187306451,
2011-10,326.607728887867,
2011-11,324.48327562954,
2011-12,322.040585656569,
2012-1,367.284118236645,
2012-2,367.468429279462,
2012-3,369.59430495941,
2012-4,368.35251747716,
2012-5,365.90812395127,
2012-6,364.425455416619,
2012-7,362.273439321963,
2012-8,362.657984958454,
2012-9,361.994839531605,
2012-10,359.303886048359,
2012-11,355.680511103406,
2012-12,352.116934368435,
2013-1,381.444421533295,
2013-2,382.578655638712,
2013-3,381.29141525617,
2013-4,378.660813372026,
2013-5,378.011750116534,
2013-6,377.860446409306,
2013-7,378.501459207216,
2013-8,378.35165429992,
2013-9,377.771218236115,
2013-10,374.513892556535,
2013-11,371.741864553703,
2013-12,369.052280377781,
2014-1,393.081626185709,
2014-2,392.02596341276,
2014-3,391.341425251805,
2014-4,389.593077489106,
2014-5,388.622329033692,
2014-6,388.335865145373,
2014-7,387.680482885498,
2014-8,386.337072001317,
2014-9,384.743160934583,
2014-10,382.323843669375,
2014-11,378.254584190779,
2014-12,373.792328646637,
2015-1,399.015432638071,
2015-2,396.152131283829,
2015-3,392.582656483388,
2015-4,390.60767782169,
2015-5,388.749505901926,
2015-6,387.131067686017,
2015-7,384.924142564039,
2015-8,383.420255211919,
2015-9,380.880907595104,
2015-10,377.800662720803,
2015-11,372.864284986682,
2015-12,368.275658774947,
2016-1,405.824223362167,
2016-2,402.336446943571,
2016-3,402.298116843425,
2016-4,401.635536448041,
2016-5,399.346748830268,
2016-6,398.784069997837,
2016-7,395.606829109617,
2016-8,394.746376240156,
2016-9,395.379402818128,
2016-10,395.200299058369,
2016-11,394.309667178873,
2016-12,393.887085119411,
2017-1,420.080148120819,
2017-2,420.392630014008,
2017-3,419.391849374123,
2017-4,420.299455679902,
2017-5,419.149426134801,
2017-6,420.791681207164,
2017-7,419.788039546223,
2017-8,421.171305268338,
2017-9,423.486009202391,
2017-10,421.658084585841,
2017-11,420.9104877949,
2017-12,419.571974356588,
2018-1,428.525745572934,
2018-2,429.695366852464,
2018-3,430.366091266204,
2018-4,431.171463965055,
2018-5,431.111277223658,
2018-6,425.711138829627,
2018-7,424.67827589278,
2018-8,424.914202650973,
2018-9,424.135266669438,
2018-10,423.192183112473,
2018-11,422.831471200281,
2018-12,420.891900877365,
2019-1,439.560990743676,
2019-2,439.048031762517,
2019-3,438.150773501384,
2019-4,437.843881075197,
2019-5,438.119030859496,
2019-6,438.162821281452,
2019-7,438.456837945103,
2019-8,437.909067377229,
2019-9,438.471555543606,
2019-10,439.298367156104,
2019-11,436.704449081415,
2019-12,431.048092159987,
2020-1,449.643617193687,
2020-2,452.710214672172,
2020-3,450.91286149107,
2020-4,448.929972750917,
2020-5,450.064151439378,
2020-6,451.17333326963,
2020-7,451.468636476653,
2020-8,451.267364409725,
2020-9,447.997906985525,
2020-10,444.230541579088,
2020-11,439.781502271376,
2020-12,433.861528179752,
2021-1,457.403733680736,
2021-2,456.167188505729,
2021-3,455.481325695547,
2021-4,457.486115791917,
2021-5,456.769188819646,
2021-6,458.263222413653,
2021-7,455.818569612408,
2021-8,452.775497671789,
2021-9,448.622058686244,
2021-10,447.161918869192,
2021-11,445.615972785516,
2021-12,443.745677888924,
2022-1,489.76015890826,
2022-2,489.340215881562,
2022-3,487.536562415734,
2022-4,485.211804539295,
2022-5,488.36269526859,
2022-6,492.020127319725,
2022-7,494.931960377595,
2022-8,496.294937180744,
2022-9,498.958995691514,
2022-10,498.639303453766,
2022-11,496.25013276258,
2022-12,491.336034907587,
2023-1,529.605189125483,
2023-2,528.492495983225,
2023-3,526.870127492346,
2023-4,526.743940878031,
2023-5,533.450348310747,
2023-6,535.708268653297,
2023-7,537.213809501558,
2023-8,538.482966190551,
