Ano,Amapá - IDH Longevidade
2014,0.793502527946128
2015,0.8046189809611266
2016,0.8040388883212288
2017,0.8030424236231588
2018,0.8015008257707187
2019,0.7994554462953295
2020,0.7968604868676322
2021,0.7952114402192351
2022,0.7967761166028019
