Ano,Pernambuco - IDH
2008,0.7047952827978812
2009,0.7070567893812323
2010,0.7090197156222232
2011,0.7106933266922011
2012,0.7115999865319865
2013,0.7135666520763188
2014,0.714447206416012
2015,0.7144011402840129
2016,0.7229104532098483
2017,0.7228114035016526
2018,0.7228851674563483
2019,0.721783819043289
2020,0.7201278025926791
2021,0.7184121482829225
2022,0.7183587072177336
