Ano,Pernambuco
2014,0.6669337751157407
2015,0.6681764069549664
2016,0.6663742621326906
2017,0.6654082859629352
2018,0.6648999483232021
2019,0.6645272163525839
2020,0.6631205996573644
2021,0.6627679268989429
2022,0.6642013747988469
