Ano,Pernambuco
2014,0.7950299417613637
2015,0.8094357410898761
2016,0.8097480811889558
2017,0.8094524522061337
2018,0.8085844933157822
2019,0.8070012654353987
2020,0.8048195622931622
2021,0.8024395225016314
2022,0.8029340245472344
