Ano,Distrito Federal - IDH Educacao
2008,0.7955267497612364
2009,0.7975139293028365
2010,0.7994496591510338
2011,0.8013248496556937
2012,0.8026612228956229
2013,0.8055496581369247
2014,0.8065121296483352
2015,0.8078048071190298
2016,0.8136843470727193
2017,0.8129283786247847
2018,0.8143764130452197
2019,0.8149560869584215
2020,0.8124975494091871
2021,0.8113609629918405
2022,0.8108483232638259
