Ano,Paraná - IDH Educacao
2014,0.7601521613741582
2015,0.7695262849297904
2016,0.7715741290143168
2017,0.7714445043792547
2018,0.7721212775046414
2019,0.7716777572777906
2020,0.7710120988484989
2021,0.7691950169256351
2022,0.7682127457370563
