Ano,Paraná - IDH
2014,0.7853107610479798
2015,0.7883107837178603
2016,0.7885208549649387
2017,0.7877500235981149
2018,0.786909116652489
2019,0.7852644908936243
2020,0.7832885355203174
2021,0.7829511296585281
2022,0.7842194141729397
