Ano,Mato Grosso - IDH Educacao
2014,0.7465176792824074
2015,0.758124148242845
2016,0.7573172526285584
2017,0.7565279119584272
2018,0.7564849948637388
2019,0.7558018125786241
2020,0.7544201591766808
2021,0.7534583554654699
2022,0.7530454786896036
