Ano,Mato Grosso - IDH Educacao
2008,0.7324535236703728
2009,0.7355812673765546
2010,0.7384775665853203
2011,0.7411418020294529
2012,0.742721422222222
2013,0.7467815407407405
2014,0.7480133358024691
2015,0.7490144471193414
2016,0.7568664314440703
2017,0.7560361070298949
2018,0.7559484803962491
2019,0.755216524068635
2020,0.7537816626203292
2021,0.752761813767632
2022,0.7522856150192347
