Ano,Mato Grosso - IDH Longevidade
2008,0.7873668046055163
2009,0.7882467091585993
2010,0.7885637017124725
2011,0.7883279816130631
2012,0.787467973063973
2013,0.7861736374859708
2014,0.7844381072764683
2015,0.7821412828828408
2016,0.7884746364281139
2017,0.7856086942852152
2018,0.7821185755838712
2019,0.7779475370005868
2020,0.7730336767279128
2021,0.7734003746122685
2022,0.7773458632133838
