Ano,Mato Grosso - IDH
2008,0.7527655242804686
2009,0.7537043821647857
2010,0.7544603496002364
2011,0.7550385897256698
2012,0.7550273912457913
2013,0.7561130071829406
2014,0.755955757781519
2015,0.7554520709299789
2016,0.7587771115582028
2017,0.7578477580634939
2018,0.7567430087965388
2019,0.7548105550507695
2020,0.7526115146008396
2021,0.7523034704736431
2022,0.7537856041530653
