Ano,Mato Grosso
2014,0.7375612675084176
2015,0.7323928103611876
2016,0.7327012476667502
2017,0.7334013610910002
2018,0.7334378484629093
2019,0.7324776528686283
2020,0.731975621311231
2021,0.7317006777940701
2022,0.7327643757753491
