Ano,Sergipe
2014,0.6374141748842593
2015,0.6500065884995792
2016,0.651552641999541
2017,0.6539665185449537
2018,0.6553271111399496
2019,0.6549023030617632
2020,0.6563479669764689
2021,0.6540159639743297
2022,0.6512901425174505
