Ano,Sergipe - IDH Renda
2008,0.6710029935252628
2009,0.6716279093234545
2010,0.6718743313318322
2011,0.6717478047296787
2012,0.6710980996632997
2013,0.6704396079685747
2014,0.6692262419659559
2015,0.6676617621297857
2016,0.6727659737934197
2017,0.6718356077746397
2018,0.6720024812086978
2019,0.6716390704094886
2020,0.670697167719442
2021,0.6692150920575731
2022,0.6698710095173526
