State,Date,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Year
Tocantins,2005-07,,981.6721774193549,1545.5059139784933,26.622513440860214,13.25114247311828,46.78360215053763,2.4201612903225804,2005
Tocantins,2005-08,,979.9126344086021,1614.8597333333337,28.931317204301077,11.657123655913978,36.840053763440864,2.7818548387096773,2005
Tocantins,2005-09,5.3066666666666675,978.4425694444445,1510.9292479108615,29.941875000000003,14.0125,42.390277777777776,2.3286805555555556,2005
Tocantins,2005-10,3.5074074074073613,977.3974563249645,1509.6579945799454,28.439225893367105,18.836704723236235,59.790740085425526,1.6373839057339394,2005
Tocantins,2005-11,4.193939393939394,975.5613090197586,1197.6222222222225,28.474883243520658,20.768321785989222,64.43359635617142,1.7270644085193738,2005
Tocantins,2005-12,2.606201550387594,976.8471774193549,1117.2540229885044,25.935080645161293,21.003629032258065,75.74462365591398,1.4553763440860215,2005
Tocantins,2006-01,2.979310344827586,977.014247311828,1424.254411764706,26.889112903225808,20.191397849462366,69.64516129032258,1.4530913978494622,2006
Tocantins,2006-02,3.3936170212765964,977.929613095238,1258.9022653721681,26.170163690476187,21.26391369047619,75.71056547619048,1.429017857142857,2006
Tocantins,2006-03,4.139361702127658,978.4038306451612,1258.8470886075954,25.9190188172043,21.442204301075268,77.48521505376344,1.3099462365591392,2006
Tocantins,2006-04,4.55121951219513,978.2838194444444,1077.8970414201176,25.337777777777777,21.435347222222223,80.01388888888889,1.2507638888888881,2006
Tocantins,2006-05,2.605128205128207,980.2796370967743,1230.140310077519,26.024798387096777,20.245564516129033,72.40255376344086,1.2834005376344089,2006
Tocantins,2006-06,,981.2640972222223,1471.3754874651815,26.24604166666667,15.165625,52.91736111111111,2.194722222222222,2006
Tocantins,2006-07,,981.4194892473118,1433.3629032258068,26.683131720430108,13.693817204301077,47.84274193548387,2.1311827956989244,2006
Tocantins,2006-08,0.3333333333333333,979.6914650537634,1563.8544235924944,28.686155913978496,12.300940860215054,39.41129032258065,2.481317204301074,2006
Tocantins,2006-09,6.459999999999998,978.9688888888888,1506.6994694960217,28.807152777777773,16.18145833333333,50.72291666666667,2.0167361111111117,2006
Tocantins,2006-10,3.4190476190476184,977.5251344086021,1369.8804568527914,27.465591397849465,20.65201612903226,68.40994623655914,1.5595430107526882,2006
Tocantins,2006-11,1.9333333333333342,977.0620138888889,1307.4402439024384,26.825347222222224,20.637777777777778,70.89305555555555,1.7268749999999995,2006
Tocantins,2006-12,5.0576923076923075,978.308938172043,1240.5713197969542,26.643010752688163,21.178225806451614,73.77553763440864,1.4602150537634406,2006
Tocantins,2007-01,4.539130434782607,978.021438172043,1283.8110837438417,26.308131720430108,21.45779569892473,76.02620967741936,1.49247311827957,2007
Tocantins,2007-02,3.251381215469611,978.8459821428571,1026.8769863013697,24.786755952380954,21.243824404761906,81.55877976190476,1.4408482142857142,2007
Tocantins,2007-03,3.7368421052631584,978.2273521505376,1356.938366336634,26.84146505376344,20.163440860215054,69.29032258064517,1.5376344086021505,2007
Tocantins,2007-04,2.3200000000000003,978.6981944444444,1164.9431266846373,26.49638888888889,20.994722222222222,73.50555555555556,1.3780555555555556,2007
Tocantins,2007-05,3.34,978.9420698924731,1413.124258760108,27.312836021505376,18.99590053763441,63.32459677419355,1.599193548387097,2007
Tocantins,2007-06,,980.7332638888888,1485.569359331477,27.078888888888887,14.342708333333333,48.8,2.4068055555555556,2007
Tocantins,2007-07,,980.2466397849462,1432.724932975871,27.567002688172042,13.066733870967742,44.07728494623656,2.2881720430107526,2007
Tocantins,2007-08,,979.6090725806451,1573.7043927648572,29.11182795698925,9.689448924731183,31.678763440860216,3.280107526881723,2007
Tocantins,2007-09,5.480000000000001,979.1161805555556,1671.9506925207766,30.113958333333333,11.222569444444446,34.734722222222224,3.0718055555555552,2007
Tocantins,2007-10,3.434782608695653,977.0005376344086,1497.709585492229,28.774865591397848,17.165725806451615,53.73924731182796,1.8258064516129036,2007
Tocantins,2007-11,4.610344827586202,976.3443055555556,1464.7673992673979,28.567291666666673,19.79527777777777,61.763888888888886,1.6547916666666644,2007
Tocantins,2007-12,2.7659574468085113,977.1076612903225,1265.3475059382426,26.59287634408602,20.42311827956989,70.81048387096774,1.4654569892473117,2007
Tocantins,2008-01,3.049484536082473,977.4522849462365,1193.779012345679,25.70255376344086,20.858198924731184,75.89112903225806,1.301747311827957,2008
Tocantins,2008-02,3.079999999999999,978.517816091954,1141.544587628866,25.22169540229885,20.923994252873563,78.316091954023,1.3772988505747126,2008
Tocantins,2008-03,2.9575757575757557,978.3912634408601,1066.8387533875348,24.954301075268816,20.886760752688172,79.12298387096773,1.222110215053763,2008
Tocantins,2008-04,3.146478873239435,977.4365277777779,1194.0897297297292,25.91763888888889,21.24347222222222,76.85,1.1779166666666667,2008
