Ano,Amazonas - IDH Longevidade
2008,0.7600198577851012
2009,0.7615672144233335
2010,0.7626931482909978
2011,0.763405955469608
2012,0.7636407205387207
2013,0.763610780583614
2014,0.7631616789655818
2015,0.7623418188793804
2016,0.7700686362697543
2017,0.7690748759306409
2018,0.7676271373788811
2019,0.7656841498678703
2020,0.7632917998558585
2021,0.7615001452973001
2022,0.7630910675970547
