Ano,Amazonas - IDH Educacao
2008,0.6789603709850851
2009,0.6829596788975972
2010,0.6869177363998775
2011,0.690831031636403
2012,0.6940618276094277
2013,0.6992336465768799
2014,0.7025864504582865
2015,0.7055519879964772
2016,0.7162212647855518
2017,0.7172413797660566
2018,0.7158996870175164
2019,0.7157996585645633
2020,0.7140541729795236
2021,0.7109681887049348
2022,0.710147114950838
