data,Pará - PIB - Per Capita,Pará - PIB - Preços de Mercado,Pará - PIB - Estadual,Pará - PIB - Construção Civil,Pará - População,Pará - INCC (%),Pará - IPCA - Variação mensal durante o Plano Real (%),Pará - IGP-DI,Pará - Taxa Selic (%),Pará - IDH - Longevidade,Pará - IDH - Renda,Pará - IDH - Educação,Pará - NFSP - Fluxo Mensal (Milhões de reais),Pará - Estoque liquido de capital fixo - (R$),Pará - Desemprego,Pará - Produção de Cimento (t),Pará - Valor,Pará - Consumo de Cimento (t)
2013-02-01,6938504.554294041,8112671.28760365,0.8921203719833333,6332866.1654453,7792561.0,0.65,0.86,0.31,0.02726,0.77,0.646,0.59,0.98,7469859.82561107,7.7984712634,65246.0,0.5352,152624.0
2013-03-01,6938504.554294041,8112671.28760365,0.8921203719833333,6332866.1654453,7792561.0,0.6,1.47,0.2,0.0273115,0.77,0.646,0.59,1.0,7469859.82561107,8.0,58287.0,0.5384,175476.0
2013-04-01,6938504.554294041,8112671.28760365,0.8921203719833333,6332866.1654453,7792561.0,0.5,1.94,0.31,0.02739875,0.77,0.646,0.59,1.03,7469859.82561107,7.8,163066.0,0.5322,170566.0
2013-05-01,6938504.554294041,8112671.28760365,0.8921203719833333,6332866.1654453,7792561.0,0.74,2.5,-0.06,0.02781163636,0.77,0.646,0.59,0.98,7469859.82561107,7.7,195039.0,0.5334,197499.0
2013-06-01,6938504.554294041,8112671.28760365,0.8921203719833333,6332866.1654453,7792561.0,2.25,2.88,0.32,0.02842080952,0.77,0.646,0.59,0.88,7469859.82561107,7.6,93957.0,0.5334,174928.0
2013-07-01,6938504.554294041,8112671.28760365,0.8921203719833333,6332866.1654453,7792561.0,1.15,3.15,0.76,0.030177,0.77,0.646,0.59,0.76,7469859.82561107,7.5,1232283.0,0.5346,222278.0
2013-08-01,6938504.554294041,8112671.28760365,0.8921203719833333,6332866.1654453,7792561.0,0.48,3.18,0.14,0.03137373913,0.77,0.646,0.59,0.82,7469859.82561107,7.4,180851.0,0.5374,179082.0
2013-09-01,6938504.554294041,8112671.28760365,0.8921203719833333,6332866.1654453,7792561.0,0.31,3.43,0.46,0.03217809091,0.77,0.646,0.59,0.73,7469859.82561107,7.1,105903.0,0.539,211698.0
2013-10-01,6938504.554294041,8112671.28760365,0.8921203719833333,6332866.1654453,7792561.0,0.43,3.79,1.36,0.033839,0.77,0.646,0.59,0.63,7469859.82561107,7.0,102762.0,0.5386,216306.0
2013-11-01,6938504.554294041,8112671.28760365,0.8921203719833333,6332866.1654453,7792561.0,0.26,4.38,0.63,0.03510369565,0.77,0.646,0.59,0.71,7469859.82561107,6.8,54706.0,0.5404,214322.0
2013-12-01,6938504.554294041,8112671.28760365,0.8921203719833333,6332866.1654453,7792561.0,0.35,4.95,0.28,0.0358381,0.77,0.646,0.59,0.81,7469859.82561107,6.9,154148.0,0.5414,206527.0
2014-01-01,7318967.47549455,9199722.41059025,0.918354482575,6851317.83000416,7969654.0,0.1,5.91,0.69,0.0374662381,0.78,0.646,0.59,0.82,7469859.82561107,7.3,824417.0,0.5429999999999999,173385.0
2014-02-01,7318967.47549455,9199722.41059025,0.918354482575,6851317.83000416,7969654.0,0.88,0.55,0.4,0.03845090909,0.78,0.646,0.59,0.77,7640474.20151994,7.8,67456.0,0.545,194793.0
2014-03-01,7318967.47549455,9199722.41059025,0.918354482575,6851317.83000416,7969654.0,0.33,1.24,0.85,0.0393598,0.78,0.646,0.59,0.75,7640474.20151994,8.1,-1.0,0.5494,178547.0
2014-04-01,7318967.47549455,9199722.41059025,0.918354482575,6851317.83000416,7969654.0,0.28,2.18,1.48,0.040168,0.78,0.646,0.59,0.84,7640474.20151994,7.9,-1.0,0.5479999999999999,217998.0
2014-05-01,7318967.47549455,9199722.41059025,0.918354482575,6851317.83000416,7969654.0,0.88,2.86,0.45,0.0409735,0.78,0.646,0.59,1.0,7640474.20151994,7.7,-1.0,0.5492,191981.0
2014-06-01,7318967.47549455,9199722.41059025,0.918354482575,6851317.83000416,7969654.0,2.05,3.33,-0.45,0.041063,0.78,0.646,0.59,1.06,7640474.20151994,7.5,133359.0,0.5506,193204.0
2014-07-01,7318967.47549455,9199722.41059025,0.918354482575,6851317.83000416,7969654.0,0.66,3.75,-0.63,0.041063,0.78,0.646,0.59,1.04,7640474.20151994,7.4,-1.0,0.5548,212295.0
2014-08-01,7318967.47549455,9199722.41059025,0.918354482575,6851317.83000416,7969654.0,0.75,3.76,-0.55,0.041063,0.78,0.646,0.59,0.93,7640474.20151994,7.2,-1.0,0.5554,207853.0
2014-09-01,7318967.47549455,9199722.41059025,0.918354482575,6851317.83000416,7969654.0,0.08,4.02,0.06,0.04106814286,0.78,0.646,0.59,0.9,7640474.20151994,7.0,-1.0,0.5558,222453.0
2014-10-01,7318967.47549455,9199722.41059025,0.918354482575,6851317.83000416,7969654.0,0.15,4.61,0.02,0.041063,0.78,0.646,0.59,0.96,7640474.20151994,6.8,126783.0,0.5548,225625.0
2014-11-01,7318967.47549455,9199722.41059025,0.918354482575,6851317.83000416,7969654.0,0.17,5.05,0.59,0.04114073913,0.78,0.646,0.59,0.87,7640474.20151994,6.6,-1.0,0.5556,228943.0
2014-12-01,7318967.47549455,9199722.41059025,0.918354482575,6851317.83000416,7969654.0,0.44,5.58,1.14,0.041957,0.78,0.646,0.59,0.91,7640474.20151994,6.3,-1.0,0.56,210489.0
2015-01-01,6946590.388899908,9416803.2610575,0.8603735171250001,7082051.26708447,8073924.0,0.08,6.41,0.38,0.043496,0.78,0.646,0.63,1.12,7640474.20151994,6.5,-1.0,0.5611999999999999,178047.0
2015-02-01,6946590.388899908,9416803.2610575,0.8603735171250001,7082051.26708447,8073924.0,0.92,1.24,0.67,0.04433033333,0.78,0.646,0.63,1.04,7751228.17009106,6.8,-1.0,0.5602,198319.0
2015-03-01,6946590.388899908,9416803.2610575,0.8603735171250001,7082051.26708447,8073924.0,0.31,2.48,0.53,0.045513,0.78,0.646,0.63,1.08,7751228.17009106,7.2,-1.0,0.552,192792.0
2015-04-01,6946590.388899908,9416803.2610575,0.8603735171250001,7082051.26708447,8073924.0,0.62,3.83,1.21,0.04703818182,0.78,0.646,0.63,1.09,7751228.17009106,7.2,-1.0,0.557,167150.0
2015-05-01,6946590.388899908,9416803.2610575,0.8603735171250001,7082051.26708447,8073924.0,0.46,4.56,0.92,0.04737575,0.78,0.646,0.63,1.03,7751228.17009106,7.1,-1.0,0.5579999999999999,179879.0
2015-06-01,6946590.388899908,9416803.2610575,0.8603735171250001,7082051.26708447,8073924.0,0.95,5.34,0.4,0.049037,0.78,0.646,0.63,1.05,7751228.17009106,6.9,-1.0,0.563,194350.0
2015-07-01,6946590.388899908,9416803.2610575,0.8603735171250001,7082051.26708447,8073924.0,1.84,6.17,0.68,0.05053785714,0.78,0.646,0.63,1.13,7751228.17009106,7.0,-1.0,0.563,205508.0
2015-08-01,6946590.388899908,9416803.2610575,0.8603735171250001,7082051.26708447,8073924.0,0.55,6.83,0.58,0.05093956522,0.78,0.646,0.63,1.27,7751228.17009106,7.0,-1.0,0.5616,211647.0
2015-09-01,6946590.388899908,9416803.2610575,0.8603735171250001,7082051.26708447,8073924.0,0.59,7.06,0.4,0.052531,0.78,0.646,0.63,1.36,7751228.17009106,6.9,-1.0,0.5616,208421.0
2015-10-01,6946590.388899908,9416803.2610575,0.8603735171250001,7082051.26708447,8073924.0,0.22,7.64,1.42,0.052531,0.78,0.646,0.63,1.34,7751228.17009106,6.7,-1.0,0.5624,204222.0
2015-11-01,6946590.388899908,9416803.2610575,0.8603735171250001,7082051.26708447,8073924.0,0.36,8.52,1.76,0.052531,0.78,0.646,0.63,1.45,7751228.17009106,6.6,-1.0,0.563,182339.0
2015-12-01,6946590.388899908,9416803.2610575,0.8603735171250001,7082051.26708447,8073924.0,0.34,9.62,1.19,0.052531,0.78,0.646,0.63,1.49,7751228.17009106,6.6,-1.0,0.563,172796.0
2016-01-01,6761481.2722887,9859374.90572275,0.8270810779333333,6905157.35236395,8175113.0,0.1,10.67,0.44,0.052531,0.78,0.646,0.64,1.49,7751228.17009106,6.9,-1.0,0.5632,149602.0
2016-02-01,6761481.2722887,9859374.90572275,0.8270810779333333,6905157.35236395,8175113.0,0.39,1.27,1.53,0.052531,0.78,0.646,0.64,1.55,7806241.86849827,7.5,-1.0,0.5632,151880.0
2016-03-01,6761481.2722887,9859374.90572275,0.8270810779333333,6905157.35236395,8175113.0,0.54,2.18,0.79,0.052531,0.78,0.646,0.64,1.67,7806241.86849827,8.0,-1.0,0.563,156611.0
2016-04-01,6761481.2722887,9859374.90572275,0.8270810779333333,6905157.35236395,8175113.0,0.64,2.62,0.43,0.052531,0.78,0.646,0.64,1.67,7806241.86849827,8.1,-1.0,0.5636,149708.0
2016-05-01,6761481.2722887,9859374.90572275,0.8270810779333333,6905157.35236395,8175113.0,0.55,3.25,0.36,0.052531,0.78,0.646,0.64,1.63,7806241.86849827,8.3,-1.0,0.5622,158758.0
2016-06-01,6761481.2722887,9859374.90572275,0.8270810779333333,6905157.35236395,8175113.0,0.08,4.05,1.13,0.052531,0.78,0.646,0.64,1.62,7806241.86849827,8.4,-1.0,0.5642,175131.0
2016-07-01,6761481.2722887,9859374.90572275,0.8270810779333333,6905157.35236395,8175113.0,1.93,4.42,1.63,0.052531,0.78,0.646,0.64,1.64,7806241.86849827,8.7,-1.0,0.5644,170586.0
2016-08-01,6761481.2722887,9859374.90572275,0.8270810779333333,6905157.35236395,8175113.0,0.49,4.96,-0.39,0.052531,0.78,0.646,0.64,1.66,7806241.86849827,8.9,-1.0,0.5656,175167.0
2016-09-01,6761481.2722887,9859374.90572275,0.8270810779333333,6905157.35236395,8175113.0,0.29,5.42,0.43,0.052531,0.78,0.646,0.64,1.61,7806241.86849827,9.0,-1.0,0.5652,170954.0
2016-10-01,6761481.2722887,9859374.90572275,0.8270810779333333,6905157.35236395,8175113.0,0.33,5.51,0.03,0.052531,0.78,0.646,0.64,1.62,7806241.86849827,9.1,-1.0,0.5666,182802.0
2016-11-01,6761481.2722887,9859374.90572275,0.8270810779333333,6905157.35236395,8175113.0,0.21,5.78,0.13,0.0521826,0.78,0.646,0.64,1.52,7806241.86849827,9.1,-1.0,0.5672,171904.0
2016-12-01,6761481.2722887,9859374.90572275,0.8270810779333333,6905157.35236395,8175113.0,0.16,5.97,0.05,0.05166,0.78,0.646,0.64,1.41,7806241.86849827,9.1,-1.0,0.5676,148917.0
2017-01-01,6599092.347972951,10402360.774070166,0.7977127575499999,4524575.1743912,8272724.0,0.35,6.29,0.83,0.050788,0.79,0.66,0.64,1.25,7806241.86849827,9.6,-1.0,0.5696,135014.0
2017-02-01,6599092.347972951,10402360.774070166,0.7977127575499999,4524575.1743912,8272724.0,0.41,0.38,0.43,0.049115,0.79,0.66,0.64,1.2,7820758.2968949,10.3,21749.0,0.5702,116872.0
2017-03-01,6599092.347972951,10402360.774070166,0.7977127575499999,4524575.1743912,8272724.0,0.65,0.71,0.06,0.047865,0.79,0.66,0.64,1.07,7820758.2968949,11.1,44561.0,0.5706,131959.0
2017-04-01,6599092.347972951,10402360.774070166,0.7977127575499999,4524575.1743912,8272724.0,0.16,0.96,-0.38,0.045513,0.79,0.66,0.64,1.02,7820758.2968949,11.3,222619.0,0.5724,116171.0
2017-05-01,6599092.347972951,10402360.774070166,0.7977127575499999,4524575.1743912,8272724.0,-0.02,1.1,-1.24,0.04353744444,0.79,0.66,0.64,1.0,7820758.2968949,11.3,120559.0,0.5674,132242.0
2017-06-01,6599092.347972951,10402360.774070166,0.7977127575499999,4524575.1743912,8272724.0,0.63,1.42,-0.51,0.041957,0.79,0.66,0.64,0.93,7820758.2968949,11.4,51583.0,0.5716,135615.0
2017-07-01,6599092.347972951,10402360.774070166,0.7977127575499999,4524575.1743912,8272724.0,0.93,1.18,-0.96,0.03837,0.79,0.66,0.64,0.86,7820758.2968949,11.7,915386.0,0.5720000000000001,136117.0
2017-08-01,6599092.347972951,10402360.774070166,0.7977127575499999,4524575.1743912,8272724.0,0.3,1.43,-0.3,0.03785271429,0.79,0.66,0.64,0.75,7820758.2968949,11.9,201930.0,0.5722,136475.0
2017-09-01,6599092.347972951,10402360.774070166,0.7977127575499999,4524575.1743912,8272724.0,0.36,1.62,0.24,0.034749,0.79,0.66,0.64,0.7,7820758.2968949,11.9,33732.0,0.5720000000000001,125300.0
2017-10-01,6599092.347972951,10402360.774070166,0.7977127575499999,4524575.1743912,8272724.0,0.06,1.78,0.62,0.0318266,0.79,0.66,0.64,0.65,7820758.2968949,11.9,87930.0,0.5716,132627.0
2017-11-01,6599092.347972951,10402360.774070166,0.7977127575499999,4524575.1743912,8272724.0,0.31,2.21,0.1,0.03056971429,0.79,0.66,0.64,0.65,7820758.2968949,12.0,18722.0,0.5736,135172.0
2017-12-01,6599092.347972951,10402360.774070166,0.7977127575499999,4524575.1743912,8272724.0,0.31,2.5,0.8,0.028333,0.79,0.66,0.64,0.65,7820758.2968949,12.2,142174.0,0.5760000000000001,131376.0
2018-01-01,7225505.711722133,11804086.5072905,0.8636102515499999,3957236.07982581,8366628.0,0.07,2.95,0.74,0.0268514,0.79,0.65,0.66,0.71,7820758.2968949,12.7,380534.0,0.5764,111175.0
2018-02-01,7225505.711722133,11804086.5072905,0.8636102515499999,3957236.07982581,8366628.0,0.31,0.29,0.58,0.026481,0.79,0.65,0.66,0.68,7813724.30644261,13.3,-1.0,0.5764,80970.0
2018-03-01,7225505.711722133,11804086.5072905,0.8636102515499999,3957236.07982581,8366628.0,0.13,0.61,0.15,0.02581005556,0.79,0.65,0.66,0.71,7813724.30644261,13.9,23021.0,0.5768,92173.0
2018-04-01,7225505.711722133,11804086.5072905,0.8636102515499999,3957236.07982581,8366628.0,0.24,0.7,0.56,0.02528571429,0.79,0.65,0.66,0.69,7813724.30644261,13.7,211105.0,0.5774,86782.0
2018-05-01,7225505.711722133,11804086.5072905,0.8636102515499999,3957236.07982581,8366628.0,0.29,0.92,0.93,0.02462,0.79,0.65,0.66,0.74,7813724.30644261,13.4,63462.0,0.5804,85150.0
2018-06-01,7225505.711722133,11804086.5072905,0.8636102515499999,3957236.07982581,8366628.0,0.23,1.33,1.64,0.02462,0.79,0.65,0.66,0.73,7813724.30644261,13.1,69260.0,0.5834,135094.0
2018-07-01,7225505.711722133,11804086.5072905,0.8636102515499999,3957236.07982581,8366628.0,0.97,2.6,1.48,0.02462,0.79,0.65,0.66,0.75,7813724.30644261,12.9,799299.0,0.526,132351.0
2018-08-01,7225505.711722133,11804086.5072905,0.8636102515499999,3957236.07982581,8366628.0,0.61,2.94,0.44,0.02462,0.79,0.65,0.66,0.77,7813724.30644261,12.7,222510.0,0.5207999999999999,133744.0
2018-09-01,7225505.711722133,11804086.5072905,0.8636102515499999,3957236.07982581,8366628.0,0.15,2.85,0.68,0.02462,0.79,0.65,0.66,0.84,7813724.30644261,12.5,16687.0,0.5334,128527.0
2018-10-01,7225505.711722133,11804086.5072905,0.8636102515499999,3957236.07982581,8366628.0,0.23,3.34,1.79,0.02462,0.79,0.65,0.66,0.87,7813724.30644261,12.3,43639.0,0.5529999999999999,147510.0
2018-11-01,7225505.711722133,11804086.5072905,0.8636102515499999,3957236.07982581,8366628.0,0.35,3.81,0.26,0.02462,0.79,0.65,0.66,0.88,7813724.30644261,12.1,15356.0,0.551,138511.0
2018-12-01,7225505.711722133,11804086.5072905,0.8636102515499999,3957236.07982581,8366628.0,0.13,3.59,-1.14,0.02462,0.79,0.65,0.66,0.86,7813724.30644261,11.9,127548.0,0.5518,103294.0
2019-01-01,7254460.662128984,12240759.592776418,0.8537155465,4174709.04880585,8513497.0,0.13,3.75,-0.45,0.02462,0.79,0.65,0.66,0.85,7813724.30644261,12.3,434208.0,0.5426,110704.0
2019-02-01,7254460.662128984,12240759.592776418,0.8537155465,4174709.04880585,8513497.0,0.49,0.32,0.07,0.02462,0.79,0.65,0.66,0.81,7827728.36985003,12.7,17943.0,0.546,91638.0
2019-03-01,7254460.662128984,12240759.592776418,0.8537155465,4174709.04880585,8513497.0,0.09,0.75,1.25,0.02462,0.79,0.65,0.66,0.75,7827728.36985003,13.2,26407.0,0.5429999999999999,90744.0
2019-04-01,7254460.662128984,12240759.592776418,0.8537155465,4174709.04880585,8513497.0,0.31,1.51,1.07,0.02462,0.79,0.65,0.66,0.74,7827728.36985003,13.0,229096.0,0.5456,82108.0
2019-05-01,7254460.662128984,12240759.592776418,0.8537155465,4174709.04880585,8513497.0,0.38,2.09,0.9,0.02462,0.79,0.65,0.66,0.7,7827728.36985003,12.8,50137.0,0.552,97490.0
2019-06-01,7254460.662128984,12240759.592776418,0.8537155465,4174709.04880585,8513497.0,0.03,2.22,0.4,0.02462,0.79,0.65,0.66,0.71,7827728.36985003,12.6,74313.0,0.5524,96803.0
2019-07-01,7254460.662128984,12240759.592776418,0.8537155465,4174709.04880585,8513497.0,0.88,2.23,0.63,0.02462,0.79,0.65,0.66,0.7,7827728.36985003,12.4,1517745.0,0.564,118687.0
2019-08-01,7254460.662128984,12240759.592776418,0.8537155465,4174709.04880585,8513497.0,0.58,2.42,-0.01,0.02462,0.79,0.65,0.66,0.69,7827728.36985003,12.3,295080.0,0.5656,109761.0
2019-09-01,7254460.662128984,12240759.592776418,0.8537155465,4174709.04880585,8513497.0,0.42,2.54,-0.51,0.022751,0.79,0.65,0.66,0.62,7827728.36985003,12.0,31724.0,0.562,120188.0
2019-10-01,7254460.662128984,12240759.592776418,0.8537155465,4174709.04880585,8513497.0,0.46,2.49,0.5,0.02203519048,0.79,0.65,0.66,0.59,7827728.36985003,11.9,74308.0,0.5704,131620.0
2019-11-01,7254460.662128984,12240759.592776418,0.8537155465,4174709.04880585,8513497.0,0.18,2.6,0.55,0.02078995652,0.79,0.65,0.66,0.57,7827728.36985003,11.7,14373.0,0.5684,125374.0
2019-12-01,7254460.662128984,12240759.592776418,0.8537155465,4174709.04880585,8513497.0,0.04,3.12,0.85,0.018985,0.79,0.65,0.66,0.54,7827728.36985003,11.7,139833.0,0.5706,115811.0
