data,Tocantins - PIB - Per Capita,Tocantins - PIB - Preços de Mercado,Tocantins - PIB - Estadual,Tocantins - PIB - Construção Civil,Tocantins - População,Tocantins - INCC (%),Tocantins - IPCA - Variação mensal durante o Plano Real (%),Tocantins - IGP-DI,Tocantins - Taxa Selic (%),Tocantins - IDH - Longevidade,Tocantins - IDH - Renda,Tocantins - IDH - Educação,Tocantins - NFSP - Fluxo Mensal (Milhões de reais),Tocantins - Estoque liquido de capital fixo - (R$),Tocantins - Desemprego,Tocantins - Produção de Cimento (t),Tocantins - Valor,Tocantins - Consumo de Cimento (t)
2003-01-01,755850.7300581558,397869.4071811992,0.6262153794916666,927755.471936457,1207014.0,1.7,12.53,2.7,0.08229309524,0.688,0.605,0.348,3.46,6098524.41582601,8.6346148858,-1.0,-1.0,17555.0
2003-02-01,755850.7300581558,397869.4071811992,0.6262153794916666,927755.471936457,1207014.0,1.51,2.25,2.17,0.08877068182,0.688,0.605,0.348,3.59,6172460.00795063,8.6346148858,-1.0,-1.0,14976.0
2003-03-01,755850.7300581558,397869.4071811992,0.6262153794916666,927755.471936457,1207014.0,1.39,3.86,1.59,0.09073265,0.688,0.605,0.348,3.84,6172460.00795063,8.6346148858,30695.0,-1.0,13334.0
2003-04-01,755850.7300581558,397869.4071811992,0.6262153794916666,927755.471936457,1207014.0,1.38,5.13,1.66,0.092749,0.688,0.605,0.348,3.95,6172460.00795063,8.6346148858,137203.0,-1.0,15173.0
2003-05-01,755850.7300581558,397869.4071811992,0.6262153794916666,927755.471936457,1207014.0,0.9,6.15,0.41,0.0927578,0.688,0.605,0.348,4.06,6172460.00795063,8.6346148858,55045.0,-1.0,18728.0
2003-06-01,755850.7300581558,397869.4071811992,0.6262153794916666,927755.471936457,1207014.0,2.84,6.8,-0.67,0.09272338095,0.688,0.605,0.348,3.94,6172460.00795063,8.6346148858,53027.0,-1.0,18887.0
2003-07-01,755850.7300581558,397869.4071811992,0.6262153794916666,927755.471936457,1207014.0,1.05,6.64,-0.7,0.092025,0.688,0.605,0.348,3.6,6172460.00795063,8.6346148858,305708.0,-1.0,20089.0
2003-08-01,755850.7300581558,397869.4071811992,0.6262153794916666,927755.471936457,1207014.0,0.99,6.85,-0.2,0.08972826087,0.688,0.605,0.348,3.23,6172460.00795063,8.6346148858,45910.0,-1.0,22678.0
2003-09-01,755850.7300581558,397869.4071811992,0.6262153794916666,927755.471936457,1207014.0,1.44,7.22,0.62,0.083783,0.688,0.605,0.348,3.17,6172460.00795063,8.6346148858,22541.0,-1.0,24584.0
2003-10-01,755850.7300581558,397869.4071811992,0.6262153794916666,927755.471936457,1207014.0,0.22,8.05,1.05,0.07573604545,0.688,0.605,0.348,2.7,6172460.00795063,8.6346148858,145249.0,-1.0,26564.0
2003-11-01,755850.7300581558,397869.4071811992,0.6262153794916666,927755.471936457,1207014.0,0.65,8.37,0.44,0.07083917391,0.688,0.605,0.348,2.65,6172460.00795063,8.6346148858,-1.0,-1.0,22246.0
2003-12-01,755850.7300581558,397869.4071811992,0.6262153794916666,927755.471936457,1207014.0,1.04,8.74,0.48,0.0667516,0.688,0.605,0.348,2.36,6172460.00795063,8.6346148858,153312.0,-1.0,24679.0
2004-01-01,819534.6025955683,492179.2201262133,0.6661902619166666,705334.751504,1230181.0,0.16,9.3,0.6,0.062015,0.688,0.605,0.348,1.57,6172460.00795063,8.0650733331,-1.0,-1.0,19115.0
2004-02-01,819534.6025955683,492179.2201262133,0.6661902619166666,705334.751504,1230181.0,0.33,0.76,0.8,0.0599982381,0.688,0.605,0.348,1.43,6261937.06181048,8.0650733331,-1.0,-1.0,22973.0
2004-03-01,819534.6025955683,492179.2201262133,0.6661902619166666,705334.751504,1230181.0,1.0,1.37,1.08,0.05993777778,0.688,0.605,0.348,1.27,6261937.06181048,8.0650733331,44000.0,-1.0,30126.0
2004-04-01,819534.6025955683,492179.2201262133,0.6661902619166666,705334.751504,1230181.0,1.16,1.85,0.93,0.05956991304,0.688,0.605,0.348,1.24,6261937.06181048,8.0650733331,202467.0,-1.0,29497.0
2004-05-01,819534.6025955683,492179.2201262133,0.6661902619166666,705334.751504,1230181.0,0.59,2.23,1.15,0.0587633,0.688,0.605,0.348,1.21,6261937.06181048,8.0650733331,61293.0,-1.0,29528.0
2004-06-01,819534.6025955683,492179.2201262133,0.6661902619166666,705334.751504,1230181.0,1.83,2.75,1.46,0.0581277619,0.688,0.605,0.348,1.35,6261937.06181048,8.0650733331,61759.0,-1.0,40329.0
2004-07-01,819534.6025955683,492179.2201262133,0.6661902619166666,705334.751504,1230181.0,0.7,3.48,1.29,0.05822585714,0.688,0.605,0.348,1.59,6261937.06181048,8.0650733331,320872.0,-1.0,40416.0
2004-08-01,819534.6025955683,492179.2201262133,0.6661902619166666,705334.751504,1230181.0,1.12,4.42,1.14,0.05813868182,0.688,0.605,0.348,1.72,6261937.06181048,8.0650733331,49114.0,-1.0,36605.0
2004-09-01,819534.6025955683,492179.2201262133,0.6661902619166666,705334.751504,1230181.0,0.81,5.14,1.31,0.05843936364,0.688,0.605,0.348,1.83,6261937.06181048,8.0650733331,36012.0,-1.0,43797.0
2004-10-01,819534.6025955683,492179.2201262133,0.6661902619166666,705334.751504,1230181.0,0.58,5.49,0.48,0.05923480952,0.688,0.605,0.348,1.87,6261937.06181048,8.0650733331,143950.0,-1.0,37795.0
2004-11-01,819534.6025955683,492179.2201262133,0.6661902619166666,705334.751504,1230181.0,1.19,5.95,0.53,0.06031435,0.688,0.605,0.348,1.76,6261937.06181048,8.0650733331,-1.0,-1.0,35968.0
2004-12-01,819534.6025955683,492179.2201262133,0.6661902619166666,705334.751504,1230181.0,0.71,6.68,0.82,0.0621806,0.688,0.605,0.348,1.71,6261937.06181048,8.0650733331,169033.0,-1.0,31277.0
2005-01-01,837815.3768581417,542163.018183965,0.6635404570583333,927839.142207934,1262644.0,0.51,7.6,0.52,0.06401773913,0.688,0.605,0.348,1.74,6261937.06181048,5.5117554543,-1.0,-1.0,29644.0
2005-02-01,837815.3768581417,542163.018183965,0.6635404570583333,927839.142207934,1262644.0,0.75,0.58,0.33,0.0654687619,0.688,0.605,0.348,1.57,6344077.42160595,5.5117554543,-1.0,-1.0,25375.0
2005-03-01,837815.3768581417,542163.018183965,0.6635404570583333,927839.142207934,1262644.0,0.44,1.17,0.4,0.06729072222,0.688,0.605,0.348,1.49,6344077.42160595,5.5117554543,45290.0,-1.0,25608.0
2005-04-01,837815.3768581417,542163.018183965,0.6635404570583333,927839.142207934,1262644.0,0.67,1.79,0.99,0.068961,0.688,0.605,0.348,1.37,6344077.42160595,5.5117554543,225937.0,-1.0,30043.0
2005-05-01,837815.3768581417,542163.018183965,0.6635404570583333,927839.142207934,1262644.0,0.72,2.68,0.51,0.07010755,0.688,0.605,0.348,1.37,6344077.42160595,5.5117554543,68873.0,-1.0,28702.0
2005-06-01,837815.3768581417,542163.018183965,0.6635404570583333,927839.142207934,1262644.0,2.09,3.18,-0.25,0.07106719048,0.688,0.605,0.348,1.18,6344077.42160595,5.5117554543,44827.0,-1.0,36483.0
2005-07-01,837815.3768581417,542163.018183965,0.6635404570583333,927839.142207934,1262644.0,0.76,3.16,-0.45,0.071533,0.688,0.605,0.348,0.95,6344077.42160595,5.5117554543,334202.0,-1.0,33900.0
2005-08-01,837815.3768581417,542163.018183965,0.6635404570583333,927839.142207934,1262644.0,0.11,3.42,-0.4,0.07145590476,0.688,0.605,0.348,0.76,6344077.42160595,5.5117554543,67871.0,-1.0,49981.0
2005-09-01,837815.3768581417,542163.018183965,0.6635404570583333,927839.142207934,1262644.0,0.02,3.59,-0.79,0.07154213043,0.688,0.605,0.348,0.55,6344077.42160595,5.5117554543,39566.0,-1.0,46402.0
2005-10-01,837815.3768581417,542163.018183965,0.6635404570583333,927839.142207934,1262644.0,0.24,3.95,-0.13,0.07107052381,0.688,0.605,0.348,0.29,6344077.42160595,5.5117554543,131915.0,-1.0,42995.0
2005-11-01,837815.3768581417,542163.018183965,0.6635404570583333,927839.142207934,1262644.0,0.19,4.73,0.63,0.0698922,0.688,0.605,0.348,0.25,6344077.42160595,5.5117554543,-1.0,-1.0,42388.0
2005-12-01,837815.3768581417,542163.018183965,0.6635404570583333,927839.142207934,1262644.0,0.28,5.31,0.33,0.0686031,0.688,0.605,0.348,0.24,6344077.42160595,5.5117554543,159357.0,-1.0,39682.0
2006-01-01,818472.6098295074,569005.2069182317,0.6268323952833333,747887.156493563,1305728.0,0.37,5.69,0.07,0.06651395455,0.688,0.605,0.348,0.25,6344077.42160595,7.0985834807,-1.0,-1.0,37092.0
2006-02-01,818472.6098295074,569005.2069182317,0.6268323952833333,747887.156493563,1305728.0,0.34,0.59,0.72,0.06452986364,0.688,0.605,0.348,0.27,6428173.06422105,7.0985834807,-1.0,-1.0,29357.0
2006-03-01,818472.6098295074,569005.2069182317,0.6268323952833333,747887.156493563,1305728.0,0.19,1.0,-0.06,0.06327316667,0.688,0.605,0.348,0.37,6428173.06422105,7.0985834807,52791.0,-1.0,29126.0
2006-04-01,818472.6098295074,569005.2069182317,0.6268323952833333,747887.156493563,1305728.0,0.2,1.44,-0.45,0.06142243478,0.688,0.605,0.348,0.29,6428173.06422105,7.0985834807,240199.0,-1.0,18553.0
2006-05-01,818472.6098295074,569005.2069182317,0.6268323952833333,747887.156493563,1305728.0,0.36,1.65,0.02,0.05957944444,0.688,0.605,0.348,0.12,6428173.06422105,7.0985834807,66955.0,-1.0,22552.0
2006-06-01,818472.6098295074,569005.2069182317,0.6268323952833333,747887.156493563,1305728.0,1.32,1.75,0.38,0.05789063636,0.688,0.605,0.348,0.13,6428173.06422105,7.0985834807,58544.0,-1.0,18245.0
2006-07-01,818472.6098295074,569005.2069182317,0.6268323952833333,747887.156493563,1305728.0,0.9,1.54,0.67,0.05608404762,0.688,0.605,0.348,0.21,6428173.06422105,7.0985834807,318156.0,-1.0,27738.0
2006-08-01,818472.6098295074,569005.2069182317,0.6268323952833333,747887.156493563,1305728.0,0.47,1.73,0.17,0.05540461905,0.688,0.605,0.348,0.33,6428173.06422105,7.0985834807,71246.0,-1.0,28597.0
2006-09-01,818472.6098295074,569005.2069182317,0.6268323952833333,747887.156493563,1305728.0,0.24,1.78,0.41,0.05429469565,0.688,0.605,0.348,0.44,6428173.06422105,7.0985834807,34927.0,-1.0,26180.0
2006-10-01,818472.6098295074,569005.2069182317,0.6268323952833333,747887.156493563,1305728.0,0.11,2.0,0.24,0.0526018,0.688,0.605,0.348,0.6,6428173.06422105,7.0985834807,143879.0,-1.0,27381.0
2006-11-01,818472.6098295074,569005.2069182317,0.6268323952833333,747887.156493563,1305728.0,0.21,2.33,0.81,0.05183728571,0.688,0.605,0.348,0.57,6428173.06422105,7.0985834807,-1.0,-1.0,25572.0
2006-12-01,818472.6098295074,569005.2069182317,0.6268323952833333,747887.156493563,1305728.0,0.23,2.65,0.57,0.0507845,0.688,0.605,0.348,0.59,6428173.06422105,7.0985834807,196846.0,-1.0,22114.0
2007-01-01,864043.1570107917,641378.1387166566,0.6484663538666667,657980.603584492,1332441.0,0.36,3.14,0.26,0.049164,0.688,0.605,0.348,0.69,6428173.06422105,6.9111471443,-1.0,-1.0,27135.0
2007-02-01,864043.1570107917,641378.1387166566,0.6484663538666667,657980.603584492,1332441.0,0.45,0.44,0.43,0.04896572727,0.688,0.605,0.348,0.68,6529451.68540568,6.9111471443,-1.0,-1.0,22195.0
2007-03-01,864043.1570107917,641378.1387166566,0.6484663538666667,657980.603584492,1332441.0,0.21,0.88,0.23,0.04827277778,0.688,0.605,0.348,0.6,6529451.68540568,6.9111471443,56016.0,-1.0,25910.0
2007-04-01,864043.1570107917,641378.1387166566,0.6484663538666667,657980.603584492,1332441.0,0.27,1.26,0.22,0.04758977273,0.688,0.605,0.348,0.57,6529451.68540568,6.9111471443,257109.0,-1.0,31577.0
2007-05-01,864043.1570107917,641378.1387166566,0.6484663538666667,657980.603584492,1332441.0,0.46,1.51,0.14,0.04703045,0.688,0.605,0.348,0.54,6529451.68540568,6.9111471443,61245.0,-1.0,38954.0
2007-06-01,864043.1570107917,641378.1387166566,0.6484663538666667,657980.603584492,1332441.0,1.15,1.79,0.16,0.046503,0.688,0.605,0.348,0.48,6529451.68540568,6.9111471443,65952.0,-1.0,41066.0
2007-07-01,864043.1570107917,641378.1387166566,0.6484663538666667,657980.603584492,1332441.0,0.92,2.08,0.26,0.0450878,0.688,0.605,0.348,0.39,6529451.68540568,6.9111471443,365726.0,-1.0,45450.0
2007-08-01,864043.1570107917,641378.1387166566,0.6484663538666667,657980.603584492,1332441.0,0.31,2.32,0.37,0.04400663636,0.688,0.605,0.348,0.3,6529451.68540568,6.9111471443,76295.0,-1.0,47715.0
2007-09-01,864043.1570107917,641378.1387166566,0.6484663538666667,657980.603584492,1332441.0,0.26,2.8,1.39,0.04295447826,0.688,0.605,0.348,0.28,6529451.68540568,6.9111471443,47442.0,-1.0,35123.0
2007-10-01,864043.1570107917,641378.1387166566,0.6484663538666667,657980.603584492,1332441.0,0.51,2.99,1.17,0.04220568421,0.688,0.605,0.348,0.4,6529451.68540568,6.9111471443,129635.0,-1.0,44051.0
2007-11-01,864043.1570107917,641378.1387166566,0.6484663538666667,657980.603584492,1332441.0,0.51,3.3,0.75,0.04206336364,0.688,0.605,0.348,0.5,6529451.68540568,6.9111471443,-1.0,-1.0,39677.0
2007-12-01,864043.1570107917,641378.1387166566,0.6484663538666667,657980.603584492,1332441.0,0.36,3.69,1.05,0.042065,0.688,0.605,0.348,0.52,6529451.68540568,6.9111471443,260928.0,-1.0,27884.0
2008-01-01,964526.4657779668,762068.1443789983,0.7119306303916666,809760.15795557,1243627.0,0.59,4.46,1.47,0.042065,0.688,0.605,0.348,0.47,6529451.68540568,6.8309930842,-1.0,-1.0,33036.0
2008-02-01,964526.4657779668,762068.1443789983,0.7119306303916666,809760.15795557,1243627.0,0.38,0.54,0.99,0.04205845455,0.688,0.605,0.348,0.63,6647965.94362564,6.8309930842,-1.0,-1.0,29256.0
2008-03-01,964526.4657779668,762068.1443789983,0.7119306303916666,809760.15795557,1243627.0,0.4,1.03,0.38,0.04206310526,0.688,0.605,0.348,0.65,6647965.94362564,6.8309930842,65150.0,-1.0,30511.0
2008-04-01,964526.4657779668,762068.1443789983,0.7119306303916666,809760.15795557,1243627.0,0.66,1.52,0.7,0.0420614,0.688,0.605,0.348,0.7,6647965.94362564,6.8309930842,227172.0,-1.0,37629.0
2008-05-01,964526.4657779668,762068.1443789983,0.7119306303916666,809760.15795557,1243627.0,0.87,2.08,1.12,0.04274185714,0.688,0.605,0.348,0.83,6647965.94362564,6.8309930842,93200.0,-1.0,36796.0
2008-06-01,964526.4657779668,762068.1443789983,0.7119306303916666,809760.15795557,1243627.0,2.02,2.88,1.88,0.0436576,0.688,0.605,0.348,0.93,6647965.94362564,6.8309930842,67983.0,-1.0,36515.0
2008-07-01,964526.4657779668,762068.1443789983,0.7119306303916666,809760.15795557,1243627.0,1.92,3.64,1.89,0.04529861905,0.688,0.605,0.348,1.14,6647965.94362564,6.8309930842,446178.0,-1.0,43649.0
2008-08-01,964526.4657779668,762068.1443789983,0.7119306303916666,809760.15795557,1243627.0,1.46,4.19,1.12,0.04627117391,0.688,0.605,0.348,1.33,6647965.94362564,6.8309930842,120175.0,-1.0,45329.0
2008-09-01,964526.4657779668,762068.1443789983,0.7119306303916666,809760.15795557,1243627.0,1.18,4.48,-0.38,0.04822657143,0.688,0.605,0.348,1.42,6647965.94362564,6.8309930842,51697.0,-1.0,39840.0
2008-10-01,964526.4657779668,762068.1443789983,0.7119306303916666,809760.15795557,1243627.0,0.95,4.76,0.36,0.04987840909,0.688,0.605,0.348,1.23,6647965.94362564,6.8309930842,152858.0,-1.0,45950.0
2008-11-01,964526.4657779668,762068.1443789983,0.7119306303916666,809760.15795557,1243627.0,0.77,5.23,1.09,0.05083973913,0.688,0.605,0.348,1.22,6647965.94362564,6.8309930842,-1.0,-1.0,37101.0
2008-12-01,964526.4657779668,762068.1443789983,0.7119306303916666,809760.15795557,1243627.0,0.5,5.61,0.07,0.050753,0.688,0.605,0.348,1.24,6647965.94362564,6.8309930842,265608.0,-1.0,35133.0
2009-01-01,1053710.415698225,905616.253327625,0.8228814668000001,912825.964086903,1280509.0,0.17,5.9,-0.44,0.050823,0.688,0.605,0.348,1.13,6647965.94362564,6.4944623581,-1.0,-1.0,36028.0
2009-02-01,1053710.415698225,905616.253327625,0.8228814668000001,912825.964086903,1280509.0,0.33,0.48,0.01,0.04964833333,0.688,0.605,0.348,0.95,6773699.30541316,6.4944623581,-1.0,-1.0,31811.0
2009-03-01,1053710.415698225,905616.253327625,0.8228814668000001,912825.964086903,1280509.0,0.27,1.03,-0.13,0.047314,0.688,0.605,0.348,0.87,6773699.30541316,6.4944623581,71148.0,-1.0,43789.0
2009-04-01,1053710.415698225,905616.253327625,0.8228814668000001,912825.964086903,1280509.0,-0.25,1.23,-0.84,0.04392790909,0.688,0.605,0.348,0.82,6773699.30541316,6.4944623581,273106.0,-1.0,33436.0
2009-05-01,1053710.415698225,905616.253327625,0.8228814668000001,912825.964086903,1280509.0,-0.04,1.72,0.04,0.04181185,0.688,0.605,0.348,0.67,6773699.30541316,6.4944623581,89164.0,-1.0,40730.0
