data,Tocantins - PIB - Per Capita,Tocantins - PIB - Preços de Mercado,Tocantins - PIB - Estadual,Tocantins - PIB - Construção Civil,Tocantins - População,Tocantins - INCC (%),Tocantins - IPCA - Variação mensal durante o Plano Real (%),Tocantins - IGP-DI,Tocantins - Taxa Selic (%),Tocantins - IDH - Longevidade,Tocantins - IDH - Renda,Tocantins - IDH - Educação,Tocantins - NFSP - Fluxo Mensal (Milhões de reais),Tocantins - Estoque liquido de capital fixo - (R$),Tocantins - Desemprego,Tocantins - Produção de Cimento (t),Tocantins - Valor,Tocantins - Consumo de Cimento (t)
2009-06-01,1053710.415698225,905616.253327625,0.8228814668000001,912825.964086903,1280509.0,1.39,2.2,0.18,0.0384042,0.688,0.605,0.348,0.55,6773699.30541316,6.4944623581,70763.0,-1.0,47101.0
2009-07-01,1053710.415698225,905616.253327625,0.8228814668000001,912825.964086903,1280509.0,0.7,2.57,-0.32,0.03616333333,0.688,0.605,0.348,0.38,6773699.30541316,6.4944623581,424541.0,-1.0,48825.0
2009-08-01,1053710.415698225,905616.253327625,0.8228814668000001,912825.964086903,1280509.0,0.26,2.81,-0.64,0.03422486957,0.688,0.605,0.348,0.19,6773699.30541316,6.4944623581,120409.0,-1.0,44550.0
2009-09-01,1053710.415698225,905616.253327625,0.8228814668000001,912825.964086903,1280509.0,-0.05,2.97,0.09,0.032927,0.688,0.605,0.348,0.02,6773699.30541316,6.4944623581,60541.0,-1.0,40560.0
2009-10-01,1053710.415698225,905616.253327625,0.8228814668000001,912825.964086903,1280509.0,0.15,3.21,0.25,0.032927,0.688,0.605,0.348,0.04,6773699.30541316,6.4944623581,167813.0,-1.0,36123.0
2009-11-01,1053710.415698225,905616.253327625,0.8228814668000001,912825.964086903,1280509.0,0.06,3.5,-0.04,0.032927,0.688,0.605,0.348,0.0,6773699.30541316,6.4944623581,-1.0,-1.0,33062.0
2009-12-01,1053710.415698225,905616.253327625,0.8228814668000001,912825.964086903,1280509.0,0.29,3.93,0.07,0.032927,0.688,0.605,0.348,-0.07,6773699.30541316,6.4944623581,235403.0,-1.0,31573.0
2010-01-01,1121677.4102961584,1034535.0249411332,0.868137101625,1114237.78450151,1292051.0,0.1,4.31,-0.11,0.03292531818,0.688,0.605,0.348,-0.06,6773699.30541316,7.883585098,11121.0,-1.0,30470.0
2010-02-01,1121677.4102961584,1034535.0249411332,0.868137101625,1114237.78450151,1292051.0,0.64,0.75,1.01,0.03292515,0.688,0.605,0.348,-0.02,6930862.75002851,7.883585098,-1.0,-1.0,31553.0
2010-03-01,1121677.4102961584,1034535.0249411332,0.868137101625,1114237.78450151,1292051.0,0.36,1.54,1.09,0.032927,0.688,0.605,0.348,0.08,6930862.75002851,7.883585098,93762.0,-1.0,34995.0
2010-04-01,1121677.4102961584,1034535.0249411332,0.868137101625,1114237.78450151,1292051.0,0.75,2.06,0.63,0.032927,0.688,0.605,0.348,0.18,6930862.75002851,7.883585098,282774.0,-1.0,41649.0
2010-05-01,1121677.4102961584,1034535.0249411332,0.868137101625,1114237.78450151,1292051.0,0.84,2.65,0.72,0.0331908,0.688,0.605,0.348,0.29,6930862.75002851,7.883585098,105524.0,-1.0,46038.0
2010-06-01,1121677.4102961584,1034535.0249411332,0.868137101625,1114237.78450151,1292051.0,1.81,3.09,1.57,0.03565185714,0.688,0.605,0.348,0.43,6930862.75002851,7.883585098,75632.0,-1.0,43433.0
2010-07-01,1121677.4102961584,1034535.0249411332,0.868137101625,1114237.78450151,1292051.0,1.09,3.09,0.34,0.0376,0.688,0.605,0.348,0.6,6930862.75002851,7.883585098,467828.0,-1.0,50079.0
2010-08-01,1121677.4102961584,1034535.0249411332,0.868137101625,1114237.78450151,1292051.0,0.44,3.1,0.22,0.03897777273,0.688,0.605,0.348,0.67,6930862.75002851,7.883585098,143345.0,-1.0,53189.0
2010-09-01,1121677.4102961584,1034535.0249411332,0.868137101625,1114237.78450151,1292051.0,0.14,3.14,1.1,0.040203,0.688,0.605,0.348,0.74,6930862.75002851,7.883585098,57565.0,-1.0,43757.0
2010-10-01,1121677.4102961584,1034535.0249411332,0.868137101625,1114237.78450151,1292051.0,0.21,3.6,1.1,0.040203,0.688,0.605,0.348,0.85,6930862.75002851,7.883585098,183775.0,-1.0,37019.0
2010-11-01,1121677.4102961584,1034535.0249411332,0.868137101625,1114237.78450151,1292051.0,0.2,4.38,1.03,0.040203,0.688,0.605,0.348,0.93,6930862.75002851,7.883585098,-1.0,-1.0,39748.0
2010-12-01,1121677.4102961584,1034535.0249411332,0.868137101625,1114237.78450151,1292051.0,0.37,5.25,1.58,0.040203,0.688,0.605,0.348,0.99,6930862.75002851,7.883585098,246919.0,-1.0,35278.0
2011-01-01,1234098.5214501584,1234098.5214501584,0.8696352555,1465063.01407845,1383445.0,0.67,5.91,0.38,0.04020769565,0.793,0.69,0.624,1.23,6930862.75002851,7.883585098,48498.0,-1.0,32445.0
2011-02-01,1234098.5214501584,1234098.5214501584,0.8696352555,1465063.01407845,1383445.0,0.41,0.83,0.98,0.04089519048,0.793,0.69,0.624,1.22,7102235.53510611,7.883585098,-1.0,-1.0,30100.0
2011-03-01,1234098.5214501584,1234098.5214501584,0.8696352555,1465063.01407845,1383445.0,0.28,1.64,0.96,0.0420272,0.793,0.69,0.624,1.18,7102235.53510611,7.883585098,102185.0,-1.0,34206.0
2011-04-01,1234098.5214501584,1234098.5214501584,0.8696352555,1465063.01407845,1383445.0,0.43,2.44,0.61,0.04364038095,0.793,0.69,0.624,1.15,7102235.53510611,7.883585098,304245.0,-1.0,30737.0
2011-05-01,1234098.5214501584,1234098.5214501584,0.8696352555,1465063.01407845,1383445.0,1.06,3.23,0.5,0.04404368421,0.793,0.69,0.624,1.17,7102235.53510611,7.883585098,98836.0,-1.0,40127.0
2011-06-01,1234098.5214501584,1234098.5214501584,0.8696352555,1465063.01407845,1383445.0,2.94,3.71,0.01,0.044698,0.793,0.69,0.624,1.11,7102235.53510611,7.883585098,65730.0,-1.0,41291.0
2011-07-01,1234098.5214501584,1234098.5214501584,0.8696352555,1465063.01407845,1383445.0,0.37,3.87,-0.13,0.04533085714,0.793,0.69,0.624,0.91,7102235.53510611,7.883585098,474696.0,-1.0,39823.0
2011-08-01,1234098.5214501584,1234098.5214501584,0.8696352555,1465063.01407845,1383445.0,0.45,4.04,-0.05,0.04587866667,0.793,0.69,0.624,0.84,7102235.53510611,7.883585098,131339.0,-1.0,45730.0
2011-09-01,1234098.5214501584,1234098.5214501584,0.8696352555,1465063.01407845,1383445.0,0.13,4.42,0.61,0.04646017391,0.793,0.69,0.624,0.78,7102235.53510611,7.883585098,56537.0,-1.0,42797.0
2011-10-01,1234098.5214501584,1234098.5214501584,0.8696352555,1465063.01407845,1383445.0,0.14,4.97,0.75,0.04464585714,0.793,0.69,0.624,0.73,7102235.53510611,7.883585098,181258.0,-1.0,49488.0
2011-11-01,1234098.5214501584,1234098.5214501584,0.8696352555,1465063.01407845,1383445.0,0.23,5.43,0.4,0.04391405,0.793,0.69,0.624,0.7,7102235.53510611,7.883585098,-1.0,-1.0,36702.0
2011-12-01,1234098.5214501584,1234098.5214501584,0.8696352555,1465063.01407845,1383445.0,0.72,5.97,0.43,0.042849,0.793,0.69,0.624,0.64,7102235.53510611,7.883585098,287866.0,-1.0,34885.0
2012-01-01,1273823.7146816666,1379787.9150926585,0.909294731275,1138722.24069726,1400892.0,0.11,6.5,-0.16,0.04106463636,0.793,0.69,0.624,0.46,7102235.53510611,7.3286521524,50560.0,-1.0,38254.0
2012-02-01,1273823.7146816666,1379787.9150926585,0.909294731275,1138722.24069726,1400892.0,0.89,0.56,0.3,0.0403295,0.793,0.69,0.624,0.38,7283723.05855449,7.3286521524,-1.0,-1.0,33022.0
2012-03-01,1273823.7146816666,1379787.9150926585,0.909294731275,1138722.24069726,1400892.0,0.3,1.01,0.07,0.03927,0.793,0.69,0.624,0.3,7283723.05855449,7.3286521524,107479.0,-1.0,41822.0
2012-04-01,1273823.7146816666,1379787.9150926585,0.909294731275,1138722.24069726,1400892.0,0.51,1.22,0.56,0.037179,0.793,0.69,0.624,0.26,7283723.05855449,7.3286521524,367485.0,-1.0,37661.0
2012-05-01,1273823.7146816666,1379787.9150926585,0.909294731275,1138722.24069726,1400892.0,0.75,1.87,1.02,0.035474,0.793,0.69,0.624,0.25,7283723.05855449,7.3286521524,120741.0,-1.0,45791.0
2012-06-01,1273823.7146816666,1379787.9150926585,0.909294731275,1138722.24069726,1400892.0,1.88,2.24,0.91,0.03373136364,0.793,0.69,0.624,0.35,7283723.05855449,7.3286521524,92239.0,-1.0,45696.0
2012-07-01,1273823.7146816666,1379787.9150926585,0.909294731275,1138722.24069726,1400892.0,0.73,2.32,0.69,0.0319778,0.793,0.69,0.624,0.51,7283723.05855449,7.3286521524,448595.0,-1.0,45949.0
2012-08-01,1273823.7146816666,1379787.9150926585,0.909294731275,1138722.24069726,1400892.0,0.67,2.76,1.52,0.03080763636,0.793,0.69,0.624,0.61,7283723.05855449,7.3286521524,132795.0,-1.0,50708.0
2012-09-01,1273823.7146816666,1379787.9150926585,0.909294731275,1138722.24069726,1400892.0,0.26,3.18,1.29,0.02997965217,0.793,0.69,0.624,0.79,7283723.05855449,7.3286521524,58982.0,-1.0,44096.0
2012-10-01,1273823.7146816666,1379787.9150926585,0.909294731275,1138722.24069726,1400892.0,0.22,3.77,0.88,0.028296,0.793,0.69,0.624,0.88,7283723.05855449,7.3286521524,188435.0,-1.0,44344.0
2012-11-01,1273823.7146816666,1379787.9150926585,0.909294731275,1138722.24069726,1400892.0,0.21,4.38,-0.31,0.02770736364,0.793,0.69,0.624,0.89,7283723.05855449,7.3286521524,-1.0,-1.0,42572.0
2012-12-01,1273823.7146816666,1379787.9150926585,0.909294731275,1138722.24069726,1400892.0,0.33,5.01,0.25,0.027371,0.793,0.69,0.624,0.84,7283723.05855449,7.3286521524,238614.0,-1.0,38768.0
2013-01-01,1333967.4030061832,1559707.709966125,0.9409417004,934711.556114848,1417694.0,0.16,5.84,0.66,0.02743595,0.79,0.69,0.67,0.88,7283723.05855449,6.470417399,50306.0,-1.0,39734.0
2013-02-01,1333967.4030061832,1559707.709966125,0.9409417004,934711.556114848,1417694.0,0.65,0.86,0.31,0.02726,0.79,0.69,0.67,0.98,7469859.82561107,6.470417399,-1.0,-1.0,34634.0
