data,Rio_Grande_do_Norte - PIB - Per Capita,Rio_Grande_do_Norte - PIB - Preços de Mercado,Rio_Grande_do_Norte - PIB - Estadual,Rio_Grande_do_Norte - PIB - Construção Civil,Rio_Grande_do_Norte - População,Rio_Grande_do_Norte - INCC (%),Rio_Grande_do_Norte - IPCA - Variação mensal durante o Plano Real (%),Rio_Grande_do_Norte - IGP-DI,Rio_Grande_do_Norte - Taxa Selic (%),Rio_Grande_do_Norte - IDH - Longevidade,Rio_Grande_do_Norte - IDH - Renda,Rio_Grande_do_Norte - IDH - Educação,Rio_Grande_do_Norte - NFSP - Fluxo Mensal (Milhões de reais),Rio_Grande_do_Norte - Estoque liquido de capital fixo - (R$),Rio_Grande_do_Norte - Desemprego,Rio_Grande_do_Norte - Produção de Cimento (t),Rio_Grande_do_Norte - Valor,Rio_Grande_do_Norte - Consumo de Cimento (t)
2012-10-01,2800613.71558255,3033585.350206208,0.8755592473916667,2634571.26183284,3198657.0,0.22,3.77,0.88,0.028296,0.792,0.678,0.597,0.88,7283723.05855449,10.5261119369,114128.0,-1.0,85023.0
2012-11-01,2800613.71558255,3033585.350206208,0.8755592473916667,2634571.26183284,3198657.0,0.21,4.38,-0.31,0.02770736364,0.792,0.678,0.597,0.89,7283723.05855449,10.5261119369,67455.0,-1.0,85182.0
2012-12-01,2800613.71558255,3033585.350206208,0.8755592473916667,2634571.26183284,3198657.0,0.33,5.01,0.25,0.027371,0.792,0.678,0.597,0.84,7283723.05855449,10.5261119369,235831.0,-1.0,77938.0
2013-01-01,2940483.355627084,3438085.9310828,0.9108745360833334,2900912.30803799,3228198.0,0.16,5.84,0.66,0.02743595,0.83,0.678,0.62,0.88,7283723.05855449,8.1171632059,54122.0,-1.0,83158.0
2013-02-01,2940483.355627084,3438085.9310828,0.9108745360833334,2900912.30803799,3228198.0,0.65,0.86,0.31,0.02726,0.83,0.678,0.62,0.98,7469859.82561107,8.1171632059,71979.0,-1.0,72593.0
2013-03-01,2940483.355627084,3438085.9310828,0.9108745360833334,2900912.30803799,3228198.0,0.6,1.47,0.2,0.0273115,0.83,0.678,0.62,1.0,7469859.82561107,8.0,73437.0,-1.0,80256.0
2013-04-01,2940483.355627084,3438085.9310828,0.9108745360833334,2900912.30803799,3228198.0,0.5,1.94,0.31,0.02739875,0.83,0.678,0.62,1.03,7469859.82561107,7.8,295225.0,-1.0,79004.0
2013-05-01,2940483.355627084,3438085.9310828,0.9108745360833334,2900912.30803799,3228198.0,0.74,2.5,-0.06,0.02781163636,0.83,0.678,0.62,0.98,7469859.82561107,7.7,131445.0,-1.0,73572.0
2013-06-01,2940483.355627084,3438085.9310828,0.9108745360833334,2900912.30803799,3228198.0,2.25,2.88,0.32,0.02842080952,0.83,0.678,0.62,0.88,7469859.82561107,7.6,163884.0,-1.0,74461.0
2013-07-01,2940483.355627084,3438085.9310828,0.9108745360833334,2900912.30803799,3228198.0,1.15,3.15,0.76,0.030177,0.83,0.678,0.62,0.76,7469859.82561107,7.5,1220116.0,-1.0,80092.0
2013-08-01,2940483.355627084,3438085.9310828,0.9108745360833334,2900912.30803799,3228198.0,0.48,3.18,0.14,0.03137373913,0.83,0.678,0.62,0.82,7469859.82561107,7.4,126369.0,-1.0,85507.0
2013-09-01,2940483.355627084,3438085.9310828,0.9108745360833334,2900912.30803799,3228198.0,0.31,3.43,0.46,0.03217809091,0.83,0.678,0.62,0.73,7469859.82561107,7.1,49918.0,-1.0,83962.0
2013-10-01,2940483.355627084,3438085.9310828,0.9108745360833334,2900912.30803799,3228198.0,0.43,3.79,1.36,0.033839,0.83,0.678,0.62,0.63,7469859.82561107,7.0,131838.0,-1.0,87210.0
2013-11-01,2940483.355627084,3438085.9310828,0.9108745360833334,2900912.30803799,3228198.0,0.26,4.38,0.63,0.03510369565,0.83,0.678,0.62,0.71,7469859.82561107,6.8,43138.0,-1.0,79636.0
2013-12-01,2940483.355627084,3438085.9310828,0.9108745360833334,2900912.30803799,3228198.0,0.35,4.95,0.28,0.0358381,0.83,0.678,0.62,0.81,7469859.82561107,6.9,256042.0,-1.0,74719.0
2014-01-01,3043284.0581407,3825316.705561317,0.901992009425,3276311.0986799,3373959.0,0.1,5.91,0.69,0.0374662381,0.83,0.678,0.64,0.82,7469859.82561107,7.3,47497.0,-1.0,77969.0
2014-02-01,3043284.0581407,3825316.705561317,0.901992009425,3276311.0986799,3373959.0,0.88,0.55,0.4,0.03845090909,0.83,0.678,0.64,0.77,7640474.20151994,7.8,-1.0,-1.0,90176.0
2014-03-01,3043284.0581407,3825316.705561317,0.901992009425,3276311.0986799,3373959.0,0.33,1.24,0.85,0.0393598,0.83,0.678,0.64,0.75,7640474.20151994,8.1,-1.0,-1.0,84086.0
2014-04-01,3043284.0581407,3825316.705561317,0.901992009425,3276311.0986799,3373959.0,0.28,2.18,1.48,0.040168,0.83,0.678,0.64,0.84,7640474.20151994,7.9,342769.0,-1.0,92183.0
2014-05-01,3043284.0581407,3825316.705561317,0.901992009425,3276311.0986799,3373959.0,0.88,2.86,0.45,0.0409735,0.83,0.678,0.64,1.0,7640474.20151994,7.7,-1.0,-1.0,93672.0
2014-06-01,3043284.0581407,3825316.705561317,0.901992009425,3276311.0986799,3373959.0,2.05,3.33,-0.45,0.041063,0.83,0.678,0.64,1.06,7640474.20151994,7.5,-1.0,-1.0,86553.0
2014-07-01,3043284.0581407,3825316.705561317,0.901992009425,3276311.0986799,3373959.0,0.66,3.75,-0.63,0.041063,0.83,0.678,0.64,1.04,7640474.20151994,7.4,-1.0,-1.0,95750.0
2014-08-01,3043284.0581407,3825316.705561317,0.901992009425,3276311.0986799,3373959.0,0.75,3.76,-0.55,0.041063,0.83,0.678,0.64,0.93,7640474.20151994,7.2,113474.0,-1.0,93185.0
2014-09-01,3043284.0581407,3825316.705561317,0.901992009425,3276311.0986799,3373959.0,0.08,4.02,0.06,0.04106814286,0.83,0.678,0.64,0.9,7640474.20151994,7.0,-1.0,-1.0,100075.0
2014-10-01,3043284.0581407,3825316.705561317,0.901992009425,3276311.0986799,3373959.0,0.15,4.61,0.02,0.041063,0.83,0.678,0.64,0.96,7640474.20151994,6.8,-1.0,-1.0,105152.0
2014-11-01,3043284.0581407,3825316.705561317,0.901992009425,3276311.0986799,3373959.0,0.17,5.05,0.59,0.04114073913,0.83,0.678,0.64,0.87,7640474.20151994,6.6,-1.0,-1.0,96391.0
2014-12-01,3043284.0581407,3825316.705561317,0.901992009425,3276311.0986799,3373959.0,0.44,5.58,1.14,0.041957,0.83,0.678,0.64,0.91,7640474.20151994,6.3,294882.0,-1.0,95672.0
2015-01-01,2965168.0300703584,4019584.0566284,0.8699308583750001,2873106.18673367,3408510.0,0.08,6.41,0.38,0.043496,0.84,0.678,0.67,1.12,7640474.20151994,6.5,-1.0,-1.0,76706.0
2015-02-01,2965168.0300703584,4019584.0566284,0.8699308583750001,2873106.18673367,3408510.0,0.92,1.24,0.67,0.04433033333,0.84,0.678,0.67,1.04,7751228.17009106,6.8,-1.0,-1.0,86994.0
2015-03-01,2965168.0300703584,4019584.0566284,0.8699308583750001,2873106.18673367,3408510.0,0.31,2.48,0.53,0.045513,0.84,0.678,0.67,1.08,7751228.17009106,7.2,-1.0,-1.0,78992.0
2015-04-01,2965168.0300703584,4019584.0566284,0.8699308583750001,2873106.18673367,3408510.0,0.62,3.83,1.21,0.04703818182,0.84,0.678,0.67,1.09,7751228.17009106,7.2,-1.0,-1.0,72453.0
2015-05-01,2965168.0300703584,4019584.0566284,0.8699308583750001,2873106.18673367,3408510.0,0.46,4.56,0.92,0.04737575,0.84,0.678,0.67,1.03,7751228.17009106,7.1,-1.0,-1.0,75853.0
2015-06-01,2965168.0300703584,4019584.0566284,0.8699308583750001,2873106.18673367,3408510.0,0.95,5.34,0.4,0.049037,0.84,0.678,0.67,1.05,7751228.17009106,6.9,-1.0,-1.0,71141.0
2015-07-01,2965168.0300703584,4019584.0566284,0.8699308583750001,2873106.18673367,3408510.0,1.84,6.17,0.68,0.05053785714,0.84,0.678,0.67,1.13,7751228.17009106,7.0,-1.0,-1.0,73757.0
2015-08-01,2965168.0300703584,4019584.0566284,0.8699308583750001,2873106.18673367,3408510.0,0.55,6.83,0.58,0.05093956522,0.84,0.678,0.67,1.27,7751228.17009106,7.0,-1.0,-1.0,75672.0
2015-09-01,2965168.0300703584,4019584.0566284,0.8699308583750001,2873106.18673367,3408510.0,0.59,7.06,0.4,0.052531,0.84,0.678,0.67,1.36,7751228.17009106,6.9,-1.0,-1.0,72539.0
2015-10-01,2965168.0300703584,4019584.0566284,0.8699308583750001,2873106.18673367,3408510.0,0.22,7.64,1.42,0.052531,0.84,0.678,0.67,1.34,7751228.17009106,6.7,-1.0,-1.0,70133.0
2015-11-01,2965168.0300703584,4019584.0566284,0.8699308583750001,2873106.18673367,3408510.0,0.36,8.52,1.76,0.052531,0.84,0.678,0.67,1.45,7751228.17009106,6.6,-1.0,-1.0,70074.0
2015-12-01,2965168.0300703584,4019584.0566284,0.8699308583750001,2873106.18673367,3408510.0,0.34,9.62,1.19,0.052531,0.84,0.678,0.67,1.49,7751228.17009106,6.6,-1.0,-1.0,70581.0
2016-01-01,2925125.440410192,4265324.0025184,0.8497898684416666,2732651.2735509,3442175.0,0.1,10.67,0.44,0.052531,0.84,0.678,0.68,1.49,7751228.17009106,6.9,-1.0,-1.0,65712.0
2016-02-01,2925125.440410192,4265324.0025184,0.8497898684416666,2732651.2735509,3442175.0,0.39,1.27,1.53,0.052531,0.84,0.678,0.68,1.55,7806241.86849827,7.5,-1.0,-1.0,68895.0
2016-03-01,2925125.440410192,4265324.0025184,0.8497898684416666,2732651.2735509,3442175.0,0.54,2.18,0.79,0.052531,0.84,0.678,0.68,1.67,7806241.86849827,8.0,-1.0,-1.0,75639.0
2016-04-01,2925125.440410192,4265324.0025184,0.8497898684416666,2732651.2735509,3442175.0,0.64,2.62,0.43,0.052531,0.84,0.678,0.68,1.67,7806241.86849827,8.1,-1.0,-1.0,69032.0
2016-05-01,2925125.440410192,4265324.0025184,0.8497898684416666,2732651.2735509,3442175.0,0.55,3.25,0.36,0.052531,0.84,0.678,0.68,1.63,7806241.86849827,8.3,-1.0,-1.0,69072.0
2016-06-01,2925125.440410192,4265324.0025184,0.8497898684416666,2732651.2735509,3442175.0,0.08,4.05,1.13,0.052531,0.84,0.678,0.68,1.62,7806241.86849827,8.4,-1.0,-1.0,72400.0
2016-07-01,2925125.440410192,4265324.0025184,0.8497898684416666,2732651.2735509,3442175.0,1.93,4.42,1.63,0.052531,0.84,0.678,0.68,1.64,7806241.86849827,8.7,-1.0,-1.0,71696.0
2016-08-01,2925125.440410192,4265324.0025184,0.8497898684416666,2732651.2735509,3442175.0,0.49,4.96,-0.39,0.052531,0.84,0.678,0.68,1.66,7806241.86849827,8.9,-1.0,-1.0,70312.0
2016-09-01,2925125.440410192,4265324.0025184,0.8497898684416666,2732651.2735509,3442175.0,0.29,5.42,0.43,0.052531,0.84,0.678,0.68,1.61,7806241.86849827,9.0,-1.0,-1.0,65712.0
2016-10-01,2925125.440410192,4265324.0025184,0.8497898684416666,2732651.2735509,3442175.0,0.33,5.51,0.03,0.052531,0.84,0.678,0.68,1.62,7806241.86849827,9.1,-1.0,-1.0,61702.0
2016-11-01,2925125.440410192,4265324.0025184,0.8497898684416666,2732651.2735509,3442175.0,0.21,5.78,0.13,0.0521826,0.84,0.678,0.68,1.52,7806241.86849827,9.1,-1.0,-1.0,66370.0
2016-12-01,2925125.440410192,4265324.0025184,0.8497898684416666,2732651.2735509,3442175.0,0.16,5.97,0.05,0.05166,0.84,0.678,0.68,1.41,7806241.86849827,9.1,-1.0,-1.0,66364.0
2017-01-01,2808895.7111934167,4427752.33681155,0.8083157777916666,2106918.58410999,3474998.0,0.35,6.29,0.83,0.050788,0.85,0.7,0.68,1.25,7806241.86849827,9.6,-1.0,-1.0,57594.0
2017-02-01,2808895.7111934167,4427752.33681155,0.8083157777916666,2106918.58410999,3474998.0,0.41,0.38,0.43,0.049115,0.85,0.7,0.68,1.2,7820758.2968949,10.3,-1.0,-1.0,52722.0
2017-03-01,2808895.7111934167,4427752.33681155,0.8083157777916666,2106918.58410999,3474998.0,0.65,0.71,0.06,0.047865,0.85,0.7,0.68,1.07,7820758.2968949,11.1,52978.0,-1.0,63109.0
2017-04-01,2808895.7111934167,4427752.33681155,0.8083157777916666,2106918.58410999,3474998.0,0.16,0.96,-0.38,0.045513,0.85,0.7,0.68,1.02,7820758.2968949,11.3,166038.0,-1.0,49356.0
2017-05-01,2808895.7111934167,4427752.33681155,0.8083157777916666,2106918.58410999,3474998.0,-0.02,1.1,-1.24,0.04353744444,0.85,0.7,0.68,1.0,7820758.2968949,11.3,133469.0,-1.0,55725.0
2017-06-01,2808895.7111934167,4427752.33681155,0.8083157777916666,2106918.58410999,3474998.0,0.63,1.42,-0.51,0.041957,0.85,0.7,0.68,0.93,7820758.2968949,11.4,106747.0,-1.0,50796.0
2017-07-01,2808895.7111934167,4427752.33681155,0.8083157777916666,2106918.58410999,3474998.0,0.93,1.18,-0.96,0.03837,0.85,0.7,0.68,0.86,7820758.2968949,11.7,938199.0,-1.0,48750.0
2017-08-01,2808895.7111934167,4427752.33681155,0.8083157777916666,2106918.58410999,3474998.0,0.3,1.43,-0.3,0.03785271429,0.85,0.7,0.68,0.75,7820758.2968949,11.9,100690.0,-1.0,59738.0
2017-09-01,2808895.7111934167,4427752.33681155,0.8083157777916666,2106918.58410999,3474998.0,0.36,1.62,0.24,0.034749,0.85,0.7,0.68,0.7,7820758.2968949,11.9,22825.0,-1.0,60303.0
2017-10-01,2808895.7111934167,4427752.33681155,0.8083157777916666,2106918.58410999,3474998.0,0.06,1.78,0.62,0.0318266,0.85,0.7,0.68,0.65,7820758.2968949,11.9,84719.0,-1.0,51009.0
2017-11-01,2808895.7111934167,4427752.33681155,0.8083157777916666,2106918.58410999,3474998.0,0.31,2.21,0.1,0.03056971429,0.85,0.7,0.68,0.65,7820758.2968949,12.0,19839.0,-1.0,48874.0
2017-12-01,2808895.7111934167,4427752.33681155,0.8083157777916666,2106918.58410999,3474998.0,0.31,2.5,0.8,0.028333,0.85,0.7,0.68,0.65,7820758.2968949,12.2,153737.0,-1.0,48506.0
2018-01-01,2927447.6353337583,4782481.187023633,0.8347434077833333,1747817.06299601,3507003.0,0.07,2.95,0.74,0.0268514,0.85,0.68,0.68,0.71,7820758.2968949,12.7,46412.0,-1.0,42721.0
2018-02-01,2927447.6353337583,4782481.187023633,0.8347434077833333,1747817.06299601,3507003.0,0.31,0.29,0.58,0.026481,0.85,0.68,0.68,0.68,7813724.30644261,13.3,-1.0,-1.0,32801.0
2018-03-01,2927447.6353337583,4782481.187023633,0.8347434077833333,1747817.06299601,3507003.0,0.13,0.61,0.15,0.02581005556,0.85,0.68,0.68,0.71,7813724.30644261,13.9,31411.0,-1.0,37638.0
2018-04-01,2927447.6353337583,4782481.187023633,0.8347434077833333,1747817.06299601,3507003.0,0.24,0.7,0.56,0.02528571429,0.85,0.68,0.68,0.69,7813724.30644261,13.7,181325.0,-1.0,37358.0
2018-05-01,2927447.6353337583,4782481.187023633,0.8347434077833333,1747817.06299601,3507003.0,0.29,0.92,0.93,0.02462,0.85,0.68,0.68,0.74,7813724.30644261,13.4,121287.0,-1.0,31339.0
2018-06-01,2927447.6353337583,4782481.187023633,0.8347434077833333,1747817.06299601,3507003.0,0.23,1.33,1.64,0.02462,0.85,0.68,0.68,0.73,7813724.30644261,13.1,141724.0,-1.0,45311.0
2018-07-01,2927447.6353337583,4782481.187023633,0.8347434077833333,1747817.06299601,3507003.0,0.97,2.6,1.48,0.02462,0.85,0.68,0.68,0.75,7813724.30644261,12.9,1060119.0,-1.0,42085.0
2018-08-01,2927447.6353337583,4782481.187023633,0.8347434077833333,1747817.06299601,3507003.0,0.61,2.94,0.44,0.02462,0.85,0.68,0.68,0.77,7813724.30644261,12.7,65171.0,-1.0,48520.0
2018-09-01,2927447.6353337583,4782481.187023633,0.8347434077833333,1747817.06299601,3507003.0,0.15,2.85,0.68,0.02462,0.85,0.68,0.68,0.84,7813724.30644261,12.5,-1.0,-1.0,41365.0
2018-10-01,2927447.6353337583,4782481.187023633,0.8347434077833333,1747817.06299601,3507003.0,0.23,3.34,1.79,0.02462,0.85,0.68,0.68,0.87,7813724.30644261,12.3,82074.0,-1.0,43813.0
2018-11-01,2927447.6353337583,4782481.187023633,0.8347434077833333,1747817.06299601,3507003.0,0.35,3.81,0.26,0.02462,0.85,0.68,0.68,0.88,7813724.30644261,12.1,16346.0,-1.0,43816.0
2018-12-01,2927447.6353337583,4782481.187023633,0.8347434077833333,1747817.06299601,3507003.0,0.13,3.59,-1.14,0.02462,0.85,0.68,0.68,0.86,7813724.30644261,11.9,153175.0,-1.0,38245.0
2019-01-01,2942285.067281533,4964642.561234825,0.8457248088666667,1584312.52923715,3479010.0,0.13,3.75,-0.45,0.02462,0.85,0.68,0.68,0.85,7813724.30644261,12.3,48601.0,-1.0,46081.0
2019-02-01,2942285.067281533,4964642.561234825,0.8457248088666667,1584312.52923715,3479010.0,0.49,0.32,0.07,0.02462,0.85,0.68,0.68,0.81,7827728.36985003,12.7,28602.0,-1.0,38703.0
2019-03-01,2942285.067281533,4964642.561234825,0.8457248088666667,1584312.52923715,3479010.0,0.09,0.75,1.25,0.02462,0.85,0.68,0.68,0.75,7827728.36985003,13.2,33271.0,-1.0,36037.0
2019-04-01,2942285.067281533,4964642.561234825,0.8457248088666667,1584312.52923715,3479010.0,0.31,1.51,1.07,0.02462,0.85,0.68,0.68,0.74,7827728.36985003,13.0,170260.0,-1.0,38430.0
2019-05-01,2942285.067281533,4964642.561234825,0.8457248088666667,1584312.52923715,3479010.0,0.38,2.09,0.9,0.02462,0.85,0.68,0.68,0.7,7827728.36985003,12.8,171916.0,-1.0,44471.0
2019-06-01,2942285.067281533,4964642.561234825,0.8457248088666667,1584312.52923715,3479010.0,0.03,2.22,0.4,0.02462,0.85,0.68,0.68,0.71,7827728.36985003,12.6,114311.0,-1.0,37884.0
2019-07-01,2942285.067281533,4964642.561234825,0.8457248088666667,1584312.52923715,3479010.0,0.88,2.23,0.63,0.02462,0.85,0.68,0.68,0.7,7827728.36985003,12.4,1184030.0,-1.0,51585.0
2019-08-01,2942285.067281533,4964642.561234825,0.8457248088666667,1584312.52923715,3479010.0,0.58,2.42,-0.01,0.02462,0.85,0.68,0.68,0.69,7827728.36985003,12.3,51720.0,-1.0,54306.0
2019-09-01,2942285.067281533,4964642.561234825,0.8457248088666667,1584312.52923715,3479010.0,0.42,2.54,-0.51,0.022751,0.85,0.68,0.68,0.62,7827728.36985003,12.0,-1.0,-1.0,52511.0
2019-10-01,2942285.067281533,4964642.561234825,0.8457248088666667,1584312.52923715,3479010.0,0.46,2.49,0.5,0.02203519048,0.85,0.68,0.68,0.59,7827728.36985003,11.9,71296.0,-1.0,59472.0
2019-11-01,2942285.067281533,4964642.561234825,0.8457248088666667,1584312.52923715,3479010.0,0.18,2.6,0.55,0.02078995652,0.85,0.68,0.68,0.57,7827728.36985003,11.7,14520.0,-1.0,54022.0
2019-12-01,2942285.067281533,4964642.561234825,0.8457248088666667,1584312.52923715,3479010.0,0.04,3.12,0.85,0.018985,0.85,0.68,0.68,0.54,7827728.36985003,11.7,156827.0,-1.0,49791.0
