data,Bahia - PIB - Per Capita,Bahia - PIB - Preços de Mercado,Bahia - PIB - Estadual,Bahia - PIB - Construção Civil,Bahia - População,Bahia - INCC (%),Bahia - IPCA - Variação mensal durante o Plano Real (%),Bahia - IGP-DI,Bahia - Taxa Selic (%),Bahia - IDH - Longevidade,Bahia - IDH - Renda,Bahia - IDH - Educação,Bahia - NFSP - Fluxo Mensal (Milhões de reais),Bahia - Estoque liquido de capital fixo - (R$),Bahia - Desemprego,Bahia - Produção de Cimento (t),Bahia - Valor,Bahia - Consumo de Cimento (t)
2003-11-01,7990762.016885433,4206226.997147483,0.599762430925,7050329.77092363,13323212.0,0.65,8.37,0.44,0.07083917391,0.68,0.594,0.332,2.65,6172460.00795063,10.7354322161,145977.0,0.35,142678.0
2003-12-01,7990762.016885433,4206226.997147483,0.599762430925,7050329.77092363,13323212.0,1.04,8.74,0.48,0.0667516,0.68,0.594,0.332,2.36,6172460.00795063,10.7354322161,-1.0,0.34,142702.0
2004-01-01,8028397.716956917,4821529.822755883,0.5975461123,5031595.62092464,13435612.0,0.16,9.3,0.6,0.062015,0.68,0.594,0.332,1.57,6172460.00795063,10.7918787186,453300.0,0.35,129857.0
2004-02-01,8028397.716956917,4821529.822755883,0.5975461123,5031595.62092464,13435612.0,0.33,0.76,0.8,0.0599982381,0.68,0.594,0.332,1.43,6261937.06181048,10.7918787186,-1.0,0.35,126813.0
2004-03-01,8028397.716956917,4821529.822755883,0.5975461123,5031595.62092464,13435612.0,1.0,1.37,1.08,0.05993777778,0.68,0.594,0.332,1.27,6261937.06181048,10.7918787186,-1.0,0.35,152225.0
2004-04-01,8028397.716956917,4821529.822755883,0.5975461123,5031595.62092464,13435612.0,1.16,1.85,0.93,0.05956991304,0.68,0.594,0.332,1.24,6261937.06181048,10.7918787186,37828.0,0.34,136288.0
2004-05-01,8028397.716956917,4821529.822755883,0.5975461123,5031595.62092464,13435612.0,0.59,2.23,1.15,0.0587633,0.68,0.594,0.332,1.21,6261937.06181048,10.7918787186,82637.0,0.35,148117.0
2004-06-01,8028397.716956917,4821529.822755883,0.5975461123,5031595.62092464,13435612.0,1.83,2.75,1.46,0.0581277619,0.68,0.594,0.332,1.35,6261937.06181048,10.7918787186,21853.0,0.34,135806.0
2004-07-01,8028397.716956917,4821529.822755883,0.5975461123,5031595.62092464,13435612.0,0.7,3.48,1.29,0.05822585714,0.68,0.594,0.332,1.59,6261937.06181048,10.7918787186,76232.0,0.3344,147816.0
2004-08-01,8028397.716956917,4821529.822755883,0.5975461123,5031595.62092464,13435612.0,1.12,4.42,1.14,0.05813868182,0.68,0.594,0.332,1.72,6261937.06181048,10.7918787186,350934.0,0.3472,147060.0
2004-09-01,8028397.716956917,4821529.822755883,0.5975461123,5031595.62092464,13435612.0,0.81,5.14,1.31,0.05843936364,0.68,0.594,0.332,1.83,6261937.06181048,10.7918787186,25116.0,0.348,156749.0
2004-10-01,8028397.716956917,4821529.822755883,0.5975461123,5031595.62092464,13435612.0,0.58,5.49,0.48,0.05923480952,0.68,0.594,0.332,1.87,6261937.06181048,10.7918787186,199446.0,0.336,150946.0
2004-11-01,8028397.716956917,4821529.822755883,0.5975461123,5031595.62092464,13435612.0,1.19,5.95,0.53,0.06031435,0.68,0.594,0.332,1.76,6261937.06181048,10.7918787186,137036.0,0.348,142002.0
2004-12-01,8028397.716956917,4821529.822755883,0.5975461123,5031595.62092464,13435612.0,0.71,6.68,0.82,0.0621806,0.68,0.594,0.332,1.71,6261937.06181048,10.7918787186,-1.0,0.336,159878.0
2005-01-01,8548139.644328667,5531630.6162902415,0.62476928895,6569968.39149285,13682074.0,0.51,7.6,0.52,0.06401773913,0.68,0.594,0.332,1.74,6261937.06181048,11.530352869,404329.0,0.348,139997.0
2005-02-01,8548139.644328667,5531630.6162902415,0.62476928895,6569968.39149285,13682074.0,0.75,0.58,0.33,0.0654687619,0.68,0.594,0.332,1.57,6344077.42160595,11.530352869,-1.0,0.336,111865.0
2005-03-01,8548139.644328667,5531630.6162902415,0.62476928895,6569968.39149285,13682074.0,0.44,1.17,0.4,0.06729072222,0.68,0.594,0.332,1.49,6344077.42160595,11.530352869,-1.0,0.33,159603.0
2005-04-01,8548139.644328667,5531630.6162902415,0.62476928895,6569968.39149285,13682074.0,0.67,1.79,0.99,0.068961,0.68,0.594,0.332,1.37,6344077.42160595,11.530352869,40683.0,0.3303999999999999,142063.0
2005-05-01,8548139.644328667,5531630.6162902415,0.62476928895,6569968.39149285,13682074.0,0.72,2.68,0.51,0.07010755,0.68,0.594,0.332,1.37,6344077.42160595,11.530352869,85561.0,0.3328,137144.0
2005-06-01,8548139.644328667,5531630.6162902415,0.62476928895,6569968.39149285,13682074.0,2.09,3.18,-0.25,0.07106719048,0.68,0.594,0.332,1.18,6344077.42160595,11.530352869,25392.0,0.3328,122740.0
2005-07-01,8548139.644328667,5531630.6162902415,0.62476928895,6569968.39149285,13682074.0,0.76,3.16,-0.45,0.071533,0.68,0.594,0.332,0.95,6344077.42160595,11.530352869,65370.0,0.3154,124170.0
2005-08-01,8548139.644328667,5531630.6162902415,0.62476928895,6569968.39149285,13682074.0,0.11,3.42,-0.4,0.07145590476,0.68,0.594,0.332,0.76,6344077.42160595,11.530352869,337174.0,0.3214,160949.0
2005-09-01,8548139.644328667,5531630.6162902415,0.62476928895,6569968.39149285,13682074.0,0.02,3.59,-0.79,0.07154213043,0.68,0.594,0.332,0.55,6344077.42160595,11.530352869,36114.0,0.3154,145708.0
2005-10-01,8548139.644328667,5531630.6162902415,0.62476928895,6569968.39149285,13682074.0,0.24,3.95,-0.13,0.07107052381,0.68,0.594,0.332,0.29,6344077.42160595,11.530352869,193649.0,0.3154,138694.0
2005-11-01,8548139.644328667,5531630.6162902415,0.62476928895,6569968.39149285,13682074.0,0.19,4.73,0.63,0.0698922,0.68,0.594,0.332,0.25,6344077.42160595,11.530352869,125525.0,0.3154,129206.0
2005-12-01,8548139.644328667,5531630.6162902415,0.62476928895,6569968.39149285,13682074.0,0.28,5.31,0.33,0.0686031,0.68,0.594,0.332,0.24,6344077.42160595,11.530352869,-1.0,0.312,155862.0
2006-01-01,8980876.161437834,6243538.558499166,0.6500658009,5885434.14020885,13815334.0,0.37,5.69,0.07,0.06651395455,0.68,0.594,0.332,0.25,6344077.42160595,11.0715030796,383283.0,0.312,146547.0
2006-02-01,8980876.161437834,6243538.558499166,0.6500658009,5885434.14020885,13815334.0,0.34,0.59,0.72,0.06452986364,0.68,0.594,0.332,0.27,6428173.06422105,11.0715030796,-1.0,0.312,137490.0
2006-03-01,8980876.161437834,6243538.558499166,0.6500658009,5885434.14020885,13815334.0,0.19,1.0,-0.06,0.06327316667,0.68,0.594,0.332,0.37,6428173.06422105,11.0715030796,-1.0,0.312,175839.0
2006-04-01,8980876.161437834,6243538.558499166,0.6500658009,5885434.14020885,13815334.0,0.2,1.44,-0.45,0.06142243478,0.68,0.594,0.332,0.29,6428173.06422105,11.0715030796,49541.0,0.312,133213.0
2006-05-01,8980876.161437834,6243538.558499166,0.6500658009,5885434.14020885,13815334.0,0.36,1.65,0.02,0.05957944444,0.68,0.594,0.332,0.12,6428173.06422105,11.0715030796,95899.0,0.313,169039.0
2006-06-01,8980876.161437834,6243538.558499166,0.6500658009,5885434.14020885,13815334.0,1.32,1.75,0.38,0.05789063636,0.68,0.594,0.332,0.13,6428173.06422105,11.0715030796,21419.0,0.313,141216.0
2006-07-01,8980876.161437834,6243538.558499166,0.6500658009,5885434.14020885,13815334.0,0.9,1.54,0.67,0.05608404762,0.68,0.594,0.332,0.21,6428173.06422105,11.0715030796,60013.0,0.313,155953.0
2006-08-01,8980876.161437834,6243538.558499166,0.6500658009,5885434.14020885,13815334.0,0.47,1.73,0.17,0.05540461905,0.68,0.594,0.332,0.33,6428173.06422105,11.0715030796,333433.0,0.318,185222.0
2006-09-01,8980876.161437834,6243538.558499166,0.6500658009,5885434.14020885,13815334.0,0.24,1.78,0.41,0.05429469565,0.68,0.594,0.332,0.44,6428173.06422105,11.0715030796,36371.0,0.318,178863.0
2006-10-01,8980876.161437834,6243538.558499166,0.6500658009,5885434.14020885,13815334.0,0.11,2.0,0.24,0.0526018,0.68,0.594,0.332,0.6,6428173.06422105,11.0715030796,213250.0,0.316,171744.0
2006-11-01,8980876.161437834,6243538.558499166,0.6500658009,5885434.14020885,13815334.0,0.21,2.33,0.81,0.05183728571,0.68,0.594,0.332,0.57,6428173.06422105,11.0715030796,130121.0,0.318,167800.0
2006-12-01,8980876.161437834,6243538.558499166,0.6500658009,5885434.14020885,13815334.0,0.23,2.65,0.57,0.0507845,0.68,0.594,0.332,0.59,6428173.06422105,11.0715030796,-1.0,0.32,172041.0
2007-01-01,9057264.284576831,6723195.782029841,0.6492594618416666,6749842.91247472,13950146.0,0.36,3.14,0.26,0.049164,0.68,0.594,0.332,0.69,6428173.06422105,10.2487041687,479980.0,0.32,191238.0
2007-02-01,9057264.284576831,6723195.782029841,0.6492594618416666,6749842.91247472,13950146.0,0.45,0.44,0.43,0.04896572727,0.68,0.594,0.332,0.68,6529451.68540568,10.2487041687,-1.0,0.32,148904.0
2007-03-01,9057264.284576831,6723195.782029841,0.6492594618416666,6749842.91247472,13950146.0,0.21,0.88,0.23,0.04827277778,0.68,0.594,0.332,0.6,6529451.68540568,10.2487041687,-1.0,0.3462,185388.0
2007-04-01,9057264.284576831,6723195.782029841,0.6492594618416666,6749842.91247472,13950146.0,0.27,1.26,0.22,0.04758977273,0.68,0.594,0.332,0.57,6529451.68540568,10.2487041687,64296.0,0.3484,178255.0
2007-05-01,9057264.284576831,6723195.782029841,0.6492594618416666,6749842.91247472,13950146.0,0.46,1.51,0.14,0.04703045,0.68,0.594,0.332,0.54,6529451.68540568,10.2487041687,125840.0,0.3394,192947.0
2007-06-01,9057264.284576831,6723195.782029841,0.6492594618416666,6749842.91247472,13950146.0,1.15,1.79,0.16,0.046503,0.68,0.594,0.332,0.48,6529451.68540568,10.2487041687,25589.0,0.3372,166769.0
2007-07-01,9057264.284576831,6723195.782029841,0.6492594618416666,6749842.91247472,13950146.0,0.92,2.08,0.26,0.0450878,0.68,0.594,0.332,0.39,6529451.68540568,10.2487041687,65251.0,0.3471,182507.0
2007-08-01,9057264.284576831,6723195.782029841,0.6492594618416666,6749842.91247472,13950146.0,0.31,2.32,0.37,0.04400663636,0.68,0.594,0.332,0.3,6529451.68540568,10.2487041687,434459.0,0.35,200526.0
2007-09-01,9057264.284576831,6723195.782029841,0.6492594618416666,6749842.91247472,13950146.0,0.26,2.8,1.39,0.04295447826,0.68,0.594,0.332,0.28,6529451.68540568,10.2487041687,33136.0,0.35,185443.0
2007-10-01,9057264.284576831,6723195.782029841,0.6492594618416666,6749842.91247472,13950146.0,0.51,2.99,1.17,0.04220568421,0.68,0.594,0.332,0.4,6529451.68540568,10.2487041687,236914.0,0.36,214502.0
2007-11-01,9057264.284576831,6723195.782029841,0.6492594618416666,6749842.91247472,13950146.0,0.51,3.3,0.75,0.04206336364,0.68,0.594,0.332,0.5,6529451.68540568,10.2487041687,141342.0,0.3573333333333333,210569.0
2007-12-01,9057264.284576831,6723195.782029841,0.6492594618416666,6749842.91247472,13950146.0,0.36,3.69,1.05,0.042065,0.68,0.594,0.332,0.52,6529451.68540568,10.2487041687,-1.0,0.3573333333333333,202756.0
