data,Rio_de_Janeiro - PIB - Per Capita,Rio_de_Janeiro - PIB - Preços de Mercado,Rio_de_Janeiro - PIB - Estadual,Rio_de_Janeiro - PIB - Construção Civil,Rio_de_Janeiro - População,Rio_de_Janeiro - INCC (%),Rio_de_Janeiro - IPCA - Variação mensal durante o Plano Real (%),Rio_de_Janeiro - IGP-DI,Rio_de_Janeiro - Taxa Selic (%),Rio_de_Janeiro - IDH - Longevidade,Rio_de_Janeiro - IDH - Renda,Rio_de_Janeiro - IDH - Educação,Rio_de_Janeiro - NFSP - Fluxo Mensal (Milhões de reais),Rio_de_Janeiro - Estoque liquido de capital fixo - (R$),Rio_de_Janeiro - Desemprego,Rio_de_Janeiro - Produção de Cimento (t),Rio_de_Janeiro - Valor,Rio_de_Janeiro - Consumo de Cimento (t)
2013-02-01,34896436.1634515,40801777.0238,2.1499384779666664,23860891.7112164,16231365.0,0.65,0.86,0.31,0.02726,0.83,0.782,0.7,0.98,7469859.82561107,6.8291569579,69917.0,0.364,338512.0
2013-03-01,34896436.1634515,40801777.0238,2.1499384779666664,23860891.7112164,16231365.0,0.6,1.47,0.2,0.0273115,0.83,0.782,0.7,1.0,7469859.82561107,8.0,63863.0,0.364,376414.0
2013-04-01,34896436.1634515,40801777.0238,2.1499384779666664,23860891.7112164,16231365.0,0.5,1.94,0.31,0.02739875,0.83,0.782,0.7,1.03,7469859.82561107,7.8,226091.0,0.364,428665.0
2013-05-01,34896436.1634515,40801777.0238,2.1499384779666664,23860891.7112164,16231365.0,0.74,2.5,-0.06,0.02781163636,0.83,0.782,0.7,0.98,7469859.82561107,7.7,118376.0,0.37,423907.0
2013-06-01,34896436.1634515,40801777.0238,2.1499384779666664,23860891.7112164,16231365.0,2.25,2.88,0.32,0.02842080952,0.83,0.782,0.7,0.88,7469859.82561107,7.6,145949.0,0.37,419748.0
2013-07-01,34896436.1634515,40801777.0238,2.1499384779666664,23860891.7112164,16231365.0,1.15,3.15,0.76,0.030177,0.83,0.782,0.7,0.76,7469859.82561107,7.5,1372559.0,0.37,442922.0
2013-08-01,34896436.1634515,40801777.0238,2.1499384779666664,23860891.7112164,16231365.0,0.48,3.18,0.14,0.03137373913,0.83,0.782,0.7,0.82,7469859.82561107,7.4,138833.0,0.37,469707.0
2013-09-01,34896436.1634515,40801777.0238,2.1499384779666664,23860891.7112164,16231365.0,0.31,3.43,0.46,0.03217809091,0.83,0.782,0.7,0.73,7469859.82561107,7.1,48167.0,0.37,426004.0
2013-10-01,34896436.1634515,40801777.0238,2.1499384779666664,23860891.7112164,16231365.0,0.43,3.79,1.36,0.033839,0.83,0.782,0.7,0.63,7469859.82561107,7.0,136655.0,0.37,458546.0
2013-11-01,34896436.1634515,40801777.0238,2.1499384779666664,23860891.7112164,16231365.0,0.26,4.38,0.63,0.03510369565,0.83,0.782,0.7,0.71,7469859.82561107,6.8,45333.0,0.37,391296.0
2013-12-01,34896436.1634515,40801777.0238,2.1499384779666664,23860891.7112164,16231365.0,0.35,4.95,0.28,0.0358381,0.83,0.782,0.7,0.81,7469859.82561107,6.9,256389.0,0.37,319901.0
2014-01-01,35466270.33133841,44580037.15410984,2.166649306683333,26917567.5779876,16369179.0,0.1,5.91,0.69,0.0374662381,0.84,0.782,0.72,0.82,7469859.82561107,7.3,46428.0,0.371,395560.0
2014-02-01,35466270.33133841,44580037.15410984,2.166649306683333,26917567.5779876,16369179.0,0.88,0.55,0.4,0.03845090909,0.84,0.782,0.72,0.77,7640474.20151994,7.8,-1.0,0.38,391870.0
2014-03-01,35466270.33133841,44580037.15410984,2.166649306683333,26917567.5779876,16369179.0,0.33,1.24,0.85,0.0393598,0.84,0.782,0.72,0.75,7640474.20151994,8.1,-1.0,0.38,400356.0
2014-04-01,35466270.33133841,44580037.15410984,2.166649306683333,26917567.5779876,16369179.0,0.28,2.18,1.48,0.040168,0.84,0.782,0.72,0.84,7640474.20151994,7.9,331269.0,0.384,394739.0
2014-05-01,35466270.33133841,44580037.15410984,2.166649306683333,26917567.5779876,16369179.0,0.88,2.86,0.45,0.0409735,0.84,0.782,0.72,1.0,7640474.20151994,7.7,-1.0,0.384,430492.0
2014-06-01,35466270.33133841,44580037.15410984,2.166649306683333,26917567.5779876,16369179.0,2.05,3.33,-0.45,0.041063,0.84,0.782,0.72,1.06,7640474.20151994,7.5,-1.0,0.39,353003.0
2014-07-01,35466270.33133841,44580037.15410984,2.166649306683333,26917567.5779876,16369179.0,0.66,3.75,-0.63,0.041063,0.84,0.782,0.72,1.04,7640474.20151994,7.4,-1.0,0.39,440878.0
2014-08-01,35466270.33133841,44580037.15410984,2.166649306683333,26917567.5779876,16369179.0,0.75,3.76,-0.55,0.041063,0.84,0.782,0.72,0.93,7640474.20151994,7.2,133905.0,0.3994,454365.0
2014-09-01,35466270.33133841,44580037.15410984,2.166649306683333,26917567.5779876,16369179.0,0.08,4.02,0.06,0.04106814286,0.84,0.782,0.72,0.9,7640474.20151994,7.0,-1.0,0.401,470872.0
2014-10-01,35466270.33133841,44580037.15410984,2.166649306683333,26917567.5779876,16369179.0,0.15,4.61,0.02,0.041063,0.84,0.782,0.72,0.96,7640474.20151994,6.8,-1.0,0.401,465635.0
2014-11-01,35466270.33133841,44580037.15410984,2.166649306683333,26917567.5779876,16369179.0,0.17,5.05,0.59,0.04114073913,0.84,0.782,0.72,0.87,7640474.20151994,6.6,-1.0,0.4036,402700.0
2014-12-01,35466270.33133841,44580037.15410984,2.166649306683333,26917567.5779876,16369179.0,0.44,5.58,1.14,0.041957,0.84,0.782,0.72,0.91,7640474.20151994,6.3,289157.0,0.4038,355798.0
2015-01-01,35613904.018497504,48278235.61272175,2.163509491,26448007.6644208,16461173.0,0.08,6.41,0.38,0.043496,0.84,0.782,0.74,1.12,7640474.20151994,6.5,-1.0,0.4039999999999999,328434.0
2015-02-01,35613904.018497504,48278235.61272175,2.163509491,26448007.6644208,16461173.0,0.92,1.24,0.67,0.04433033333,0.84,0.782,0.74,1.04,7751228.17009106,6.8,-1.0,0.4075999999999999,372398.0
2015-03-01,35613904.018497504,48278235.61272175,2.163509491,26448007.6644208,16461173.0,0.31,2.48,0.53,0.045513,0.84,0.782,0.74,1.08,7751228.17009106,7.2,-1.0,0.41,404283.0
2015-04-01,35613904.018497504,48278235.61272175,2.163509491,26448007.6644208,16461173.0,0.62,3.83,1.21,0.04703818182,0.84,0.782,0.74,1.09,7751228.17009106,7.2,-1.0,0.41,364253.0
2015-05-01,35613904.018497504,48278235.61272175,2.163509491,26448007.6644208,16461173.0,0.46,4.56,0.92,0.04737575,0.84,0.782,0.74,1.03,7751228.17009106,7.1,-1.0,0.419,381638.0
2015-06-01,35613904.018497504,48278235.61272175,2.163509491,26448007.6644208,16461173.0,0.95,5.34,0.4,0.049037,0.84,0.782,0.74,1.05,7751228.17009106,6.9,-1.0,0.42,377080.0
2015-07-01,35613904.018497504,48278235.61272175,2.163509491,26448007.6644208,16461173.0,1.84,6.17,0.68,0.05053785714,0.84,0.782,0.74,1.13,7751228.17009106,7.0,-1.0,0.42,417635.0
2015-08-01,35613904.018497504,48278235.61272175,2.163509491,26448007.6644208,16461173.0,0.55,6.83,0.58,0.05093956522,0.84,0.782,0.74,1.27,7751228.17009106,7.0,-1.0,0.423,359578.0
2015-09-01,35613904.018497504,48278235.61272175,2.163509491,26448007.6644208,16461173.0,0.59,7.06,0.4,0.052531,0.84,0.782,0.74,1.36,7751228.17009106,6.9,-1.0,0.426,334858.0
2015-10-01,35613904.018497504,48278235.61272175,2.163509491,26448007.6644208,16461173.0,0.22,7.64,1.42,0.052531,0.84,0.782,0.74,1.34,7751228.17009106,6.7,-1.0,0.426,330024.0
2015-11-01,35613904.018497504,48278235.61272175,2.163509491,26448007.6644208,16461173.0,0.36,8.52,1.76,0.052531,0.84,0.782,0.74,1.45,7751228.17009106,6.6,-1.0,0.426,294085.0
2015-12-01,35613904.018497504,48278235.61272175,2.163509491,26448007.6644208,16461173.0,0.34,9.62,1.19,0.052531,0.84,0.782,0.74,1.49,7751228.17009106,6.6,-1.0,0.426,270730.0
2016-01-01,31797848.57254542,46366601.88012458,1.9213173692416667,21548041.4957669,16550024.0,0.1,10.67,0.44,0.052531,0.85,0.782,0.75,1.49,7751228.17009106,6.9,-1.0,0.427,259035.0
2016-02-01,31797848.57254542,46366601.88012458,1.9213173692416667,21548041.4957669,16550024.0,0.39,1.27,1.53,0.052531,0.85,0.782,0.75,1.55,7806241.86849827,7.5,-1.0,0.429,258112.0
2016-03-01,31797848.57254542,46366601.88012458,1.9213173692416667,21548041.4957669,16550024.0,0.54,2.18,0.79,0.052531,0.85,0.782,0.75,1.67,7806241.86849827,8.0,-1.0,0.429,285101.0
2016-04-01,31797848.57254542,46366601.88012458,1.9213173692416667,21548041.4957669,16550024.0,0.64,2.62,0.43,0.052531,0.85,0.782,0.75,1.67,7806241.86849827,8.1,-1.0,0.429,280296.0
2016-05-01,31797848.57254542,46366601.88012458,1.9213173692416667,21548041.4957669,16550024.0,0.55,3.25,0.36,0.052531,0.85,0.782,0.75,1.63,7806241.86849827,8.3,-1.0,0.43,281139.0
2016-06-01,31797848.57254542,46366601.88012458,1.9213173692416667,21548041.4957669,16550024.0,0.08,4.05,1.13,0.052531,0.85,0.782,0.75,1.62,7806241.86849827,8.4,-1.0,0.43,267397.0
2016-07-01,31797848.57254542,46366601.88012458,1.9213173692416667,21548041.4957669,16550024.0,1.93,4.42,1.63,0.052531,0.85,0.782,0.75,1.64,7806241.86849827,8.7,-1.0,0.43,263114.0
2016-08-01,31797848.57254542,46366601.88012458,1.9213173692416667,21548041.4957669,16550024.0,0.49,4.96,-0.39,0.052531,0.85,0.782,0.75,1.66,7806241.86849827,8.9,-1.0,0.43,248575.0
2016-09-01,31797848.57254542,46366601.88012458,1.9213173692416667,21548041.4957669,16550024.0,0.29,5.42,0.43,0.052531,0.85,0.782,0.75,1.61,7806241.86849827,9.0,-1.0,0.43,237193.0
2016-10-01,31797848.57254542,46366601.88012458,1.9213173692416667,21548041.4957669,16550024.0,0.33,5.51,0.03,0.052531,0.85,0.782,0.75,1.62,7806241.86849827,9.1,-1.0,0.43,218805.0
2016-11-01,31797848.57254542,46366601.88012458,1.9213173692416667,21548041.4957669,16550024.0,0.21,5.78,0.13,0.0521826,0.85,0.782,0.75,1.52,7806241.86849827,9.1,-1.0,0.43,219024.0
2016-12-01,31797848.57254542,46366601.88012458,1.9213173692416667,21548041.4957669,16550024.0,0.16,5.97,0.05,0.05166,0.85,0.782,0.75,1.41,7806241.86849827,9.1,-1.0,0.4276,203375.0
2017-01-01,28660026.536947165,45177718.40597567,1.7227719059916666,18525428.9672548,16635996.0,0.35,6.29,0.83,0.050788,0.85,0.77,0.76,1.25,7806241.86849827,9.6,-1.0,0.4276,196955.0
2017-02-01,28660026.536947165,45177718.40597567,1.7227719059916666,18525428.9672548,16635996.0,0.41,0.38,0.43,0.049115,0.85,0.77,0.76,1.2,7820758.2968949,10.3,-1.0,0.426,175917.0
2017-03-01,28660026.536947165,45177718.40597567,1.7227719059916666,18525428.9672548,16635996.0,0.65,0.71,0.06,0.047865,0.85,0.77,0.76,1.07,7820758.2968949,11.1,50343.0,0.426,208629.0
2017-04-01,28660026.536947165,45177718.40597567,1.7227719059916666,18525428.9672548,16635996.0,0.16,0.96,-0.38,0.045513,0.85,0.77,0.76,1.02,7820758.2968949,11.3,206422.0,0.42,181933.0
2017-05-01,28660026.536947165,45177718.40597567,1.7227719059916666,18525428.9672548,16635996.0,-0.02,1.1,-1.24,0.04353744444,0.85,0.77,0.76,1.0,7820758.2968949,11.3,110694.0,0.42,187947.0
2017-06-01,28660026.536947165,45177718.40597567,1.7227719059916666,18525428.9672548,16635996.0,0.63,1.42,-0.51,0.041957,0.85,0.77,0.76,0.93,7820758.2968949,11.4,104310.0,0.42,181556.0
2017-07-01,28660026.536947165,45177718.40597567,1.7227719059916666,18525428.9672548,16635996.0,0.93,1.18,-0.96,0.03837,0.85,0.77,0.76,0.86,7820758.2968949,11.7,1018451.0,0.42,185846.0
2017-08-01,28660026.536947165,45177718.40597567,1.7227719059916666,18525428.9672548,16635996.0,0.3,1.43,-0.3,0.03785271429,0.85,0.77,0.76,0.75,7820758.2968949,11.9,111322.0,0.42,200671.0
2017-09-01,28660026.536947165,45177718.40597567,1.7227719059916666,18525428.9672548,16635996.0,0.36,1.62,0.24,0.034749,0.85,0.77,0.76,0.7,7820758.2968949,11.9,26853.0,0.417,207913.0
2017-10-01,28660026.536947165,45177718.40597567,1.7227719059916666,18525428.9672548,16635996.0,0.06,1.78,0.62,0.0318266,0.85,0.77,0.76,0.65,7820758.2968949,11.9,90399.0,0.416,188107.0
2017-11-01,28660026.536947165,45177718.40597567,1.7227719059916666,18525428.9672548,16635996.0,0.31,2.21,0.1,0.03056971429,0.85,0.77,0.76,0.65,7820758.2968949,12.0,21381.0,0.416,193661.0
2017-12-01,28660026.536947165,45177718.40597567,1.7227719059916666,18525428.9672548,16635996.0,0.31,2.5,0.8,0.028333,0.85,0.77,0.76,0.65,7820758.2968949,12.2,187864.0,0.417,175783.0
2018-01-01,28743449.80347792,46957290.12403625,1.719213197491667,14468907.3679225,16718956.0,0.07,2.95,0.74,0.0268514,0.86,0.77,0.76,0.71,7820758.2968949,12.7,36601.0,0.417,185078.0
2018-02-01,28743449.80347792,46957290.12403625,1.719213197491667,14468907.3679225,16718956.0,0.31,0.29,0.58,0.026481,0.86,0.77,0.76,0.68,7813724.30644261,13.3,-1.0,0.417,146761.0
2018-03-01,28743449.80347792,46957290.12403625,1.719213197491667,14468907.3679225,16718956.0,0.13,0.61,0.15,0.02581005556,0.86,0.77,0.76,0.71,7813724.30644261,13.9,27936.0,0.42,173121.0
2018-04-01,28743449.80347792,46957290.12403625,1.719213197491667,14468907.3679225,16718956.0,0.24,0.7,0.56,0.02528571429,0.86,0.77,0.76,0.69,7813724.30644261,13.7,205266.0,0.42,169841.0
2018-05-01,28743449.80347792,46957290.12403625,1.719213197491667,14468907.3679225,16718956.0,0.29,0.92,0.93,0.02462,0.86,0.77,0.76,0.74,7813724.30644261,13.4,137975.0,0.42,142706.0
2018-06-01,28743449.80347792,46957290.12403625,1.719213197491667,14468907.3679225,16718956.0,0.23,1.33,1.64,0.02462,0.86,0.77,0.76,0.73,7813724.30644261,13.1,116375.0,0.42,242422.0
2018-07-01,28743449.80347792,46957290.12403625,1.719213197491667,14468907.3679225,16718956.0,0.97,2.6,1.48,0.02462,0.86,0.77,0.76,0.75,7813724.30644261,12.9,1157109.0,0.424,226205.0
2018-08-01,28743449.80347792,46957290.12403625,1.719213197491667,14468907.3679225,16718956.0,0.61,2.94,0.44,0.02462,0.86,0.77,0.76,0.77,7813724.30644261,12.7,72788.0,0.426,229696.0
2018-09-01,28743449.80347792,46957290.12403625,1.719213197491667,14468907.3679225,16718956.0,0.15,2.85,0.68,0.02462,0.86,0.77,0.76,0.84,7813724.30644261,12.5,-1.0,0.432,232624.0
2018-10-01,28743449.80347792,46957290.12403625,1.719213197491667,14468907.3679225,16718956.0,0.23,3.34,1.79,0.02462,0.86,0.77,0.76,0.87,7813724.30644261,12.3,75416.0,0.444,234262.0
2018-11-01,28743449.80347792,46957290.12403625,1.719213197491667,14468907.3679225,16718956.0,0.35,3.81,0.26,0.02462,0.86,0.77,0.76,0.88,7813724.30644261,12.1,22452.0,0.444,217727.0
2018-12-01,28743449.80347792,46957290.12403625,1.719213197491667,14468907.3679225,16718956.0,0.13,3.59,-1.14,0.02462,0.86,0.77,0.76,0.86,7813724.30644261,11.9,177816.0,0.444,190769.0
2019-01-01,31135379.280027583,52536047.867255576,1.814420271375,13762006.476777,17159960.0,0.13,3.75,-0.45,0.02462,0.86,0.77,0.76,0.85,7813724.30644261,12.3,46907.0,0.4454,232609.0
2019-02-01,31135379.280027583,52536047.867255576,1.814420271375,13762006.476777,17159960.0,0.49,0.32,0.07,0.02462,0.86,0.77,0.76,0.81,7827728.36985003,12.7,17951.0,0.4456,195364.0
2019-03-01,31135379.280027583,52536047.867255576,1.814420271375,13762006.476777,17159960.0,0.09,0.75,1.25,0.02462,0.86,0.77,0.76,0.75,7827728.36985003,13.2,29614.0,0.4456,205690.0
2019-04-01,31135379.280027583,52536047.867255576,1.814420271375,13762006.476777,17159960.0,0.31,1.51,1.07,0.02462,0.86,0.77,0.76,0.74,7827728.36985003,13.0,177341.0,0.4492,231354.0
2019-05-01,31135379.280027583,52536047.867255576,1.814420271375,13762006.476777,17159960.0,0.38,2.09,0.9,0.02462,0.86,0.77,0.76,0.7,7827728.36985003,12.8,148890.0,0.4492,236711.0
2019-06-01,31135379.280027583,52536047.867255576,1.814420271375,13762006.476777,17159960.0,0.03,2.22,0.4,0.02462,0.86,0.77,0.76,0.71,7827728.36985003,12.6,105540.0,0.45,215360.0
2019-07-01,31135379.280027583,52536047.867255576,1.814420271375,13762006.476777,17159960.0,0.88,2.23,0.63,0.02462,0.86,0.77,0.76,0.7,7827728.36985003,12.4,1263612.0,0.45,258015.0
2019-08-01,31135379.280027583,52536047.867255576,1.814420271375,13762006.476777,17159960.0,0.58,2.42,-0.01,0.02462,0.86,0.77,0.76,0.69,7827728.36985003,12.3,62024.0,0.45,244870.0
2019-09-01,31135379.280027583,52536047.867255576,1.814420271375,13762006.476777,17159960.0,0.42,2.54,-0.51,0.022751,0.86,0.77,0.76,0.62,7827728.36985003,12.0,-1.0,0.45,225410.0
2019-10-01,31135379.280027583,52536047.867255576,1.814420271375,13762006.476777,17159960.0,0.46,2.49,0.5,0.02203519048,0.86,0.77,0.76,0.59,7827728.36985003,11.9,69404.0,0.45,252849.0
2019-11-01,31135379.280027583,52536047.867255576,1.814420271375,13762006.476777,17159960.0,0.18,2.6,0.55,0.02078995652,0.86,0.77,0.76,0.57,7827728.36985003,11.7,17273.0,0.45,226618.0
2019-12-01,31135379.280027583,52536047.867255576,1.814420271375,13762006.476777,17159960.0,0.04,3.12,0.85,0.018985,0.86,0.77,0.76,0.54,7827728.36985003,11.7,162393.0,0.45,190993.0
