data,Rondônia - PIB - Per Capita,Rondônia - PIB - Preços de Mercado,Rondônia - PIB - Estadual,Rondônia - PIB - Construção Civil,Rondônia - População,Rondônia - INCC (%),Rondônia - IPCA - Variação mensal durante o Plano Real (%),Rondônia - IGP-DI,Rondônia - Taxa Selic (%),Rondônia - IDH - Longevidade,Rondônia - IDH - Renda,Rondônia - IDH - Educação,Rondônia - NFSP - Fluxo Mensal (Milhões de reais),Rondônia - Estoque liquido de capital fixo - (R$),Rondônia - Desemprego,Rondônia - Produção de Cimento (t),Rondônia - Valor,Rondônia - Consumo de Cimento (t)
2013-02-01,1893196.575425825,2213572.3020807835,1.1906814326583333,2959144.34351676,1590011.0,0.65,0.86,0.31,0.02726,0.76,0.712,0.64,0.98,7469859.82561107,6.3937666643,72073.0,0.54,63171.0
2013-03-01,1893196.575425825,2213572.3020807835,1.1906814326583333,2959144.34351676,1590011.0,0.6,1.47,0.2,0.0273115,0.76,0.712,0.64,1.0,7469859.82561107,8.0,64672.0,0.53,67048.0
2013-04-01,1893196.575425825,2213572.3020807835,1.1906814326583333,2959144.34351676,1590011.0,0.5,1.94,0.31,0.02739875,0.76,0.712,0.64,1.03,7469859.82561107,7.8,317866.0,0.53,55862.0
2013-05-01,1893196.575425825,2213572.3020807835,1.1906814326583333,2959144.34351676,1590011.0,0.74,2.5,-0.06,0.02781163636,0.76,0.712,0.64,0.98,7469859.82561107,7.7,137140.0,0.54,77398.0
2013-06-01,1893196.575425825,2213572.3020807835,1.1906814326583333,2959144.34351676,1590011.0,2.25,2.88,0.32,0.02842080952,0.76,0.712,0.64,0.88,7469859.82561107,7.6,152872.0,0.53,71219.0
2013-07-01,1893196.575425825,2213572.3020807835,1.1906814326583333,2959144.34351676,1590011.0,1.15,3.15,0.76,0.030177,0.76,0.712,0.64,0.76,7469859.82561107,7.5,1074475.0,0.53,81103.0
2013-08-01,1893196.575425825,2213572.3020807835,1.1906814326583333,2959144.34351676,1590011.0,0.48,3.18,0.14,0.03137373913,0.76,0.712,0.64,0.82,7469859.82561107,7.4,152127.0,0.53,77081.0
2013-09-01,1893196.575425825,2213572.3020807835,1.1906814326583333,2959144.34351676,1590011.0,0.31,3.43,0.46,0.03217809091,0.76,0.712,0.64,0.73,7469859.82561107,7.1,52941.0,0.53,73869.0
2013-10-01,1893196.575425825,2213572.3020807835,1.1906814326583333,2959144.34351676,1590011.0,0.43,3.79,1.36,0.033839,0.76,0.712,0.64,0.63,7469859.82561107,7.0,138719.0,0.53,73104.0
2013-11-01,1893196.575425825,2213572.3020807835,1.1906814326583333,2959144.34351676,1590011.0,0.26,4.38,0.63,0.03510369565,0.76,0.712,0.64,0.71,7469859.82561107,6.8,30055.0,0.56,65958.0
2013-12-01,1893196.575425825,2213572.3020807835,1.1906814326583333,2959144.34351676,1590011.0,0.35,4.95,0.28,0.0358381,0.76,0.712,0.64,0.81,7469859.82561107,6.9,305625.0,0.57,48894.0
2014-01-01,1835542.7378562752,2307222.120824042,1.0621038470083333,2208180.24924171,1728214.0,0.1,5.91,0.69,0.0374662381,0.76,0.712,0.62,0.82,7469859.82561107,7.3,36151.0,0.58,54117.0
2014-02-01,1835542.7378562752,2307222.120824042,1.0621038470083333,2208180.24924171,1728214.0,0.88,0.55,0.4,0.03845090909,0.76,0.712,0.62,0.77,7640474.20151994,7.8,-1.0,0.58,59150.0
2014-03-01,1835542.7378562752,2307222.120824042,1.0621038470083333,2208180.24924171,1728214.0,0.33,1.24,0.85,0.0393598,0.76,0.712,0.62,0.75,7640474.20151994,8.1,-1.0,0.59,57345.0
2014-04-01,1835542.7378562752,2307222.120824042,1.0621038470083333,2208180.24924171,1728214.0,0.28,2.18,1.48,0.040168,0.76,0.712,0.62,0.84,7640474.20151994,7.9,-1.0,0.59,56187.0
2014-05-01,1835542.7378562752,2307222.120824042,1.0621038470083333,2208180.24924171,1728214.0,0.88,2.86,0.45,0.0409735,0.76,0.712,0.62,1.0,7640474.20151994,7.7,-1.0,0.57,63403.0
2014-06-01,1835542.7378562752,2307222.120824042,1.0621038470083333,2208180.24924171,1728214.0,2.05,3.33,-0.45,0.041063,0.76,0.712,0.62,1.06,7640474.20151994,7.5,-1.0,0.58,73497.0
2014-07-01,1835542.7378562752,2307222.120824042,1.0621038470083333,2208180.24924171,1728214.0,0.66,3.75,-0.63,0.041063,0.76,0.712,0.62,1.04,7640474.20151994,7.4,-1.0,0.62,73696.0
2014-08-01,1835542.7378562752,2307222.120824042,1.0621038470083333,2208180.24924171,1728214.0,0.75,3.76,-0.55,0.041063,0.76,0.712,0.62,0.93,7640474.20151994,7.2,-1.0,0.61,72366.0
2014-09-01,1835542.7378562752,2307222.120824042,1.0621038470083333,2208180.24924171,1728214.0,0.08,4.02,0.06,0.04106814286,0.76,0.712,0.62,0.9,7640474.20151994,7.0,-1.0,0.61,75142.0
2014-10-01,1835542.7378562752,2307222.120824042,1.0621038470083333,2208180.24924171,1728214.0,0.15,4.61,0.02,0.041063,0.76,0.712,0.62,0.96,7640474.20151994,6.8,-1.0,0.61,73101.0
2014-11-01,1835542.7378562752,2307222.120824042,1.0621038470083333,2208180.24924171,1728214.0,0.17,5.05,0.59,0.04114073913,0.76,0.712,0.62,0.87,7640474.20151994,6.6,-1.0,0.59,62809.0
2014-12-01,1835542.7378562752,2307222.120824042,1.0621038470083333,2208180.24924171,1728214.0,0.44,5.58,1.14,0.041957,0.76,0.712,0.62,0.91,7640474.20151994,6.3,-1.0,0.59,51082.0
2015-01-01,1867326.1071149,2531348.7035360164,1.0679399490833337,2264099.25585777,1748531.0,0.08,6.41,0.38,0.043496,0.77,0.712,0.63,1.12,7640474.20151994,6.5,-1.0,0.59,43969.0
2015-02-01,1867326.1071149,2531348.7035360164,1.0679399490833337,2264099.25585777,1748531.0,0.92,1.24,0.67,0.04433033333,0.77,0.712,0.63,1.04,7751228.17009106,6.8,-1.0,0.59,56610.0
2015-03-01,1867326.1071149,2531348.7035360164,1.0679399490833337,2264099.25585777,1748531.0,0.31,2.48,0.53,0.045513,0.77,0.712,0.63,1.08,7751228.17009106,7.2,-1.0,0.59,50875.0
2015-04-01,1867326.1071149,2531348.7035360164,1.0679399490833337,2264099.25585777,1748531.0,0.62,3.83,1.21,0.04703818182,0.77,0.712,0.63,1.09,7751228.17009106,7.2,-1.0,0.62,42192.0
2015-05-01,1867326.1071149,2531348.7035360164,1.0679399490833337,2264099.25585777,1748531.0,0.46,4.56,0.92,0.04737575,0.77,0.712,0.63,1.03,7751228.17009106,7.1,-1.0,0.62,48218.0
2015-06-01,1867326.1071149,2531348.7035360164,1.0679399490833337,2264099.25585777,1748531.0,0.95,5.34,0.4,0.049037,0.77,0.712,0.63,1.05,7751228.17009106,6.9,-1.0,0.62,50789.0
2015-07-01,1867326.1071149,2531348.7035360164,1.0679399490833337,2264099.25585777,1748531.0,1.84,6.17,0.68,0.05053785714,0.77,0.712,0.63,1.13,7751228.17009106,7.0,-1.0,0.62,55824.0
2015-08-01,1867326.1071149,2531348.7035360164,1.0679399490833337,2264099.25585777,1748531.0,0.55,6.83,0.58,0.05093956522,0.77,0.712,0.63,1.27,7751228.17009106,7.0,-1.0,0.62,51939.0
2015-09-01,1867326.1071149,2531348.7035360164,1.0679399490833337,2264099.25585777,1748531.0,0.59,7.06,0.4,0.052531,0.77,0.712,0.63,1.36,7751228.17009106,6.9,-1.0,0.61,55288.0
2015-10-01,1867326.1071149,2531348.7035360164,1.0679399490833337,2264099.25585777,1748531.0,0.22,7.64,1.42,0.052531,0.77,0.712,0.63,1.34,7751228.17009106,6.7,-1.0,0.61,49204.0
2015-11-01,1867326.1071149,2531348.7035360164,1.0679399490833337,2264099.25585777,1748531.0,0.36,8.52,1.76,0.052531,0.77,0.712,0.63,1.45,7751228.17009106,6.6,-1.0,0.62,42726.0
2015-12-01,1867326.1071149,2531348.7035360164,1.0679399490833337,2264099.25585777,1748531.0,0.34,9.62,1.19,0.052531,0.77,0.712,0.63,1.49,7751228.17009106,6.6,-1.0,0.61,35764.0
2016-01-01,1861586.930022575,2714506.2928605,1.0528123056083334,1766957.98927504,1768204.0,0.1,10.67,0.44,0.052531,0.77,0.712,0.66,1.49,7751228.17009106,6.9,-1.0,0.62,32110.0
2016-02-01,1861586.930022575,2714506.2928605,1.0528123056083334,1766957.98927504,1768204.0,0.39,1.27,1.53,0.052531,0.77,0.712,0.66,1.55,7806241.86849827,7.5,-1.0,0.62,34825.0
2016-03-01,1861586.930022575,2714506.2928605,1.0528123056083334,1766957.98927504,1768204.0,0.54,2.18,0.79,0.052531,0.77,0.712,0.66,1.67,7806241.86849827,8.0,-1.0,0.62,34328.0
2016-04-01,1861586.930022575,2714506.2928605,1.0528123056083334,1766957.98927504,1768204.0,0.64,2.62,0.43,0.052531,0.77,0.712,0.66,1.67,7806241.86849827,8.1,-1.0,0.61,35450.0
2016-05-01,1861586.930022575,2714506.2928605,1.0528123056083334,1766957.98927504,1768204.0,0.55,3.25,0.36,0.052531,0.77,0.712,0.66,1.63,7806241.86849827,8.3,-1.0,0.61,36695.0
2016-06-01,1861586.930022575,2714506.2928605,1.0528123056083334,1766957.98927504,1768204.0,0.08,4.05,1.13,0.052531,0.77,0.712,0.66,1.62,7806241.86849827,8.4,-1.0,0.6,36606.0
2016-07-01,1861586.930022575,2714506.2928605,1.0528123056083334,1766957.98927504,1768204.0,1.93,4.42,1.63,0.052531,0.77,0.712,0.66,1.64,7806241.86849827,8.7,-1.0,0.6,40673.0
2016-08-01,1861586.930022575,2714506.2928605,1.0528123056083334,1766957.98927504,1768204.0,0.49,4.96,-0.39,0.052531,0.77,0.712,0.66,1.66,7806241.86849827,8.9,-1.0,0.59,40519.0
2016-09-01,1861586.930022575,2714506.2928605,1.0528123056083334,1766957.98927504,1768204.0,0.29,5.42,0.43,0.052531,0.77,0.712,0.66,1.61,7806241.86849827,9.0,-1.0,0.59,35289.0
2016-10-01,1861586.930022575,2714506.2928605,1.0528123056083334,1766957.98927504,1768204.0,0.33,5.51,0.03,0.052531,0.77,0.712,0.66,1.62,7806241.86849827,9.1,-1.0,0.59,37441.0
2016-11-01,1861586.930022575,2714506.2928605,1.0528123056083334,1766957.98927504,1768204.0,0.21,5.78,0.13,0.0521826,0.77,0.712,0.66,1.52,7806241.86849827,9.1,-1.0,0.61,34310.0
2016-12-01,1861586.930022575,2714506.2928605,1.0528123056083334,1766957.98927504,1768204.0,0.16,5.97,0.05,0.05166,0.77,0.712,0.66,1.41,7806241.86849827,9.1,-1.0,0.6,32447.0
2017-01-01,1870631.4395338,2948736.2933064834,1.046636501375,1086804.21452971,1787279.0,0.35,6.29,0.83,0.050788,0.77,0.69,0.69,1.25,7806241.86849827,9.6,-1.0,0.6,29715.0
2017-02-01,1870631.4395338,2948736.2933064834,1.046636501375,1086804.21452971,1787279.0,0.41,0.38,0.43,0.049115,0.77,0.69,0.69,1.2,7820758.2968949,10.3,-1.0,0.6,29662.0
2017-03-01,1870631.4395338,2948736.2933064834,1.046636501375,1086804.21452971,1787279.0,0.65,0.71,0.06,0.047865,0.77,0.69,0.69,1.07,7820758.2968949,11.1,51986.0,0.6,31408.0
2017-04-01,1870631.4395338,2948736.2933064834,1.046636501375,1086804.21452971,1787279.0,0.16,0.96,-0.38,0.045513,0.77,0.69,0.69,1.02,7820758.2968949,11.3,200892.0,0.59,29484.0
2017-05-01,1870631.4395338,2948736.2933064834,1.046636501375,1086804.21452971,1787279.0,-0.02,1.1,-1.24,0.04353744444,0.77,0.69,0.69,1.0,7820758.2968949,11.3,122073.0,0.57,33601.0
2017-06-01,1870631.4395338,2948736.2933064834,1.046636501375,1086804.21452971,1787279.0,0.63,1.42,-0.51,0.041957,0.77,0.69,0.69,0.93,7820758.2968949,11.4,98606.0,0.58,36905.0
2017-07-01,1870631.4395338,2948736.2933064834,1.046636501375,1086804.21452971,1787279.0,0.93,1.18,-0.96,0.03837,0.77,0.69,0.69,0.86,7820758.2968949,11.7,879399.0,0.58,36094.0
2017-08-01,1870631.4395338,2948736.2933064834,1.046636501375,1086804.21452971,1787279.0,0.3,1.43,-0.3,0.03785271429,0.77,0.69,0.69,0.75,7820758.2968949,11.9,110957.0,0.58,42556.0
2017-09-01,1870631.4395338,2948736.2933064834,1.046636501375,1086804.21452971,1787279.0,0.36,1.62,0.24,0.034749,0.77,0.69,0.69,0.7,7820758.2968949,11.9,21482.0,0.58,41193.0
2017-10-01,1870631.4395338,2948736.2933064834,1.046636501375,1086804.21452971,1787279.0,0.06,1.78,0.62,0.0318266,0.77,0.69,0.69,0.65,7820758.2968949,11.9,78832.0,0.59,37053.0
2017-11-01,1870631.4395338,2948736.2933064834,1.046636501375,1086804.21452971,1787279.0,0.31,2.21,0.1,0.03056971429,0.77,0.69,0.69,0.65,7820758.2968949,12.0,18629.0,0.6,33527.0
2017-12-01,1870631.4395338,2948736.2933064834,1.046636501375,1086804.21452971,1787279.0,0.31,2.5,0.8,0.028333,0.77,0.69,0.69,0.65,7820758.2968949,12.2,161834.0,0.6,25616.0
2018-01-01,2003723.01348345,3273420.675515642,1.109611434725,964774.755059808,1805788.0,0.07,2.95,0.74,0.0268514,0.78,0.7,0.7,0.71,7820758.2968949,12.7,45486.0,0.59,25221.0
2018-02-01,2003723.01348345,3273420.675515642,1.109611434725,964774.755059808,1805788.0,0.31,0.29,0.58,0.026481,0.78,0.7,0.7,0.68,7813724.30644261,13.3,1653.0,0.59,23321.0
2018-03-01,2003723.01348345,3273420.675515642,1.109611434725,964774.755059808,1805788.0,0.13,0.61,0.15,0.02581005556,0.78,0.7,0.7,0.71,7813724.30644261,13.9,25726.0,0.6,23927.0
2018-04-01,2003723.01348345,3273420.675515642,1.109611434725,964774.755059808,1805788.0,0.24,0.7,0.56,0.02528571429,0.78,0.7,0.7,0.69,7813724.30644261,13.7,188453.0,0.6,24561.0
2018-05-01,2003723.01348345,3273420.675515642,1.109611434725,964774.755059808,1805788.0,0.29,0.92,0.93,0.02462,0.78,0.7,0.7,0.74,7813724.30644261,13.4,174914.0,0.6,20135.0
2018-06-01,2003723.01348345,3273420.675515642,1.109611434725,964774.755059808,1805788.0,0.23,1.33,1.64,0.02462,0.78,0.7,0.7,0.73,7813724.30644261,13.1,122802.0,0.61,34837.0
2018-07-01,2003723.01348345,3273420.675515642,1.109611434725,964774.755059808,1805788.0,0.97,2.6,1.48,0.02462,0.78,0.7,0.7,0.75,7813724.30644261,12.9,1089076.0,0.62,34338.0
2018-08-01,2003723.01348345,3273420.675515642,1.109611434725,964774.755059808,1805788.0,0.61,2.94,0.44,0.02462,0.78,0.7,0.7,0.77,7813724.30644261,12.7,64160.0,0.63,39293.0
2018-09-01,2003723.01348345,3273420.675515642,1.109611434725,964774.755059808,1805788.0,0.15,2.85,0.68,0.02462,0.78,0.7,0.7,0.84,7813724.30644261,12.5,-1.0,0.66,41610.0
2018-10-01,2003723.01348345,3273420.675515642,1.109611434725,964774.755059808,1805788.0,0.23,3.34,1.79,0.02462,0.78,0.7,0.7,0.87,7813724.30644261,12.3,80405.0,0.66,43544.0
2018-11-01,2003723.01348345,3273420.675515642,1.109611434725,964774.755059808,1805788.0,0.35,3.81,0.26,0.02462,0.78,0.7,0.7,0.88,7813724.30644261,12.1,16235.0,0.7,35658.0
2018-12-01,2003723.01348345,3273420.675515642,1.109611434725,964774.755059808,1805788.0,0.13,3.59,-1.14,0.02462,0.78,0.7,0.7,0.86,7813724.30644261,11.9,169808.0,0.7,29693.0
2019-01-01,1988323.360595525,3354982.456078067,1.1312789057,803737.234956266,1757589.0,0.13,3.75,-0.45,0.02462,0.78,0.7,0.7,0.85,7813724.30644261,12.3,60689.0,0.71,32559.0
2019-02-01,1988323.360595525,3354982.456078067,1.1312789057,803737.234956266,1757589.0,0.49,0.32,0.07,0.02462,0.78,0.7,0.7,0.81,7827728.36985003,12.7,31217.0,0.69,24910.0
2019-03-01,1988323.360595525,3354982.456078067,1.1312789057,803737.234956266,1757589.0,0.09,0.75,1.25,0.02462,0.78,0.7,0.7,0.75,7827728.36985003,13.2,30749.0,0.7,28713.0
2019-04-01,1988323.360595525,3354982.456078067,1.1312789057,803737.234956266,1757589.0,0.31,1.51,1.07,0.02462,0.78,0.7,0.7,0.74,7827728.36985003,13.0,172500.0,0.68,32660.0
2019-05-01,1988323.360595525,3354982.456078067,1.1312789057,803737.234956266,1757589.0,0.38,2.09,0.9,0.02462,0.78,0.7,0.7,0.7,7827728.36985003,12.8,165909.0,0.67,31635.0
2019-06-01,1988323.360595525,3354982.456078067,1.1312789057,803737.234956266,1757589.0,0.03,2.22,0.4,0.02462,0.78,0.7,0.7,0.71,7827728.36985003,12.6,118880.0,0.67,35142.0
2019-07-01,1988323.360595525,3354982.456078067,1.1312789057,803737.234956266,1757589.0,0.88,2.23,0.63,0.02462,0.78,0.7,0.7,0.7,7827728.36985003,12.4,957550.0,0.66,36419.0
2019-08-01,1988323.360595525,3354982.456078067,1.1312789057,803737.234956266,1757589.0,0.58,2.42,-0.01,0.02462,0.78,0.7,0.7,0.69,7827728.36985003,12.3,67783.0,0.66,40300.0
2019-09-01,1988323.360595525,3354982.456078067,1.1312789057,803737.234956266,1757589.0,0.42,2.54,-0.51,0.022751,0.78,0.7,0.7,0.62,7827728.36985003,12.0,-1.0,0.66,35493.0
2019-10-01,1988323.360595525,3354982.456078067,1.1312789057,803737.234956266,1757589.0,0.46,2.49,0.5,0.02203519048,0.78,0.7,0.7,0.59,7827728.36985003,11.9,71600.0,0.67,38489.0
2019-11-01,1988323.360595525,3354982.456078067,1.1312789057,803737.234956266,1757589.0,0.18,2.6,0.55,0.02078995652,0.78,0.7,0.7,0.57,7827728.36985003,11.7,13027.0,0.68,35591.0
2019-12-01,1988323.360595525,3354982.456078067,1.1312789057,803737.234956266,1757589.0,0.04,3.12,0.85,0.018985,0.78,0.7,0.7,0.54,7827728.36985003,11.7,152886.0,0.66,27530.0
