data,Rondônia - PIB - Per Capita,Rondônia - PIB - Preços de Mercado,Rondônia - PIB - Estadual,Rondônia - PIB - Construção Civil,Rondônia - População,Rondônia - INCC (%),Rondônia - IPCA - Variação mensal durante o Plano Real (%),Rondônia - IGP-DI,Rondônia - Taxa Selic (%),Rondônia - IDH - Longevidade,Rondônia - IDH - Renda,Rondônia - IDH - Educação,Rondônia - NFSP - Fluxo Mensal (Milhões de reais),Rondônia - Estoque liquido de capital fixo - (R$),Rondônia - Desemprego,Rondônia - Produção de Cimento (t),Rondônia - Valor,Rondônia - Consumo de Cimento (t)
2003-11-01,1049276.8859675415,552324.8916578008,0.7328493794583334,1138406.0954206,1431777.0,0.65,8.37,0.44,0.07083917391,0.688,0.654,0.345,2.65,6172460.00795063,6.8787887412,-1.0,0.47,18156.0
2003-12-01,1049276.8859675415,552324.8916578008,0.7328493794583334,1138406.0954206,1431777.0,1.04,8.74,0.48,0.0667516,0.688,0.654,0.345,2.36,6172460.00795063,6.8787887412,138609.0,0.46,15494.0
2004-01-01,1154003.9953952916,693047.9624378724,0.7926357901916666,745905.354805603,1455907.0,0.16,9.3,0.6,0.062015,0.688,0.654,0.345,1.57,6172460.00795063,9.7200834375,-1.0,0.47,13420.0
2004-02-01,1154003.9953952916,693047.9624378724,0.7926357901916666,745905.354805603,1455907.0,0.33,0.76,0.8,0.0599982381,0.688,0.654,0.345,1.43,6261937.06181048,9.7200834375,26481.0,0.43,11302.0
2004-03-01,1154003.9953952916,693047.9624378724,0.7926357901916666,745905.354805603,1455907.0,1.0,1.37,1.08,0.05993777778,0.688,0.654,0.345,1.27,6261937.06181048,9.7200834375,61352.0,0.43,16993.0
2004-04-01,1154003.9953952916,693047.9624378724,0.7926357901916666,745905.354805603,1455907.0,1.16,1.85,0.93,0.05956991304,0.688,0.654,0.345,1.24,6261937.06181048,9.7200834375,150557.0,0.43,16214.0
2004-05-01,1154003.9953952916,693047.9624378724,0.7926357901916666,745905.354805603,1455907.0,0.59,2.23,1.15,0.0587633,0.688,0.654,0.345,1.21,6261937.06181048,9.7200834375,61285.0,0.41,15406.0
2004-06-01,1154003.9953952916,693047.9624378724,0.7926357901916666,745905.354805603,1455907.0,1.83,2.75,1.46,0.0581277619,0.688,0.654,0.345,1.35,6261937.06181048,9.7200834375,61052.0,0.28,19759.0
2004-07-01,1154003.9953952916,693047.9624378724,0.7926357901916666,745905.354805603,1455907.0,0.7,3.48,1.29,0.05822585714,0.688,0.654,0.345,1.59,6261937.06181048,9.7200834375,618334.0,0.39,20185.0
2004-08-01,1154003.9953952916,693047.9624378724,0.7926357901916666,745905.354805603,1455907.0,1.12,4.42,1.14,0.05813868182,0.688,0.654,0.345,1.72,6261937.06181048,9.7200834375,42719.0,0.39,19467.0
2004-09-01,1154003.9953952916,693047.9624378724,0.7926357901916666,745905.354805603,1455907.0,0.81,5.14,1.31,0.05843936364,0.688,0.654,0.345,1.83,6261937.06181048,9.7200834375,26063.0,0.4,18700.0
2004-10-01,1154003.9953952916,693047.9624378724,0.7926357901916666,745905.354805603,1455907.0,0.58,5.49,0.48,0.05923480952,0.688,0.654,0.345,1.87,6261937.06181048,9.7200834375,24850.0,0.39,22264.0
2004-11-01,1154003.9953952916,693047.9624378724,0.7926357901916666,745905.354805603,1455907.0,1.19,5.95,0.53,0.06031435,0.688,0.654,0.345,1.76,6261937.06181048,9.7200834375,-1.0,0.39,14075.0
2004-12-01,1154003.9953952916,693047.9624378724,0.7926357901916666,745905.354805603,1455907.0,0.71,6.68,0.82,0.0621806,0.688,0.654,0.345,1.71,6261937.06181048,9.7200834375,130334.0,0.37,21219.0
2005-01-01,1251172.8492584666,809652.8984316491,0.8009633593916666,1375161.52243374,1562085.0,0.51,7.6,0.52,0.06401773913,0.688,0.654,0.345,1.74,6261937.06181048,6.1489939779,-1.0,0.38,21211.0
2005-02-01,1251172.8492584666,809652.8984316491,0.8009633593916666,1375161.52243374,1562085.0,0.75,0.58,0.33,0.0654687619,0.688,0.654,0.345,1.57,6344077.42160595,6.1489939779,46204.0,0.38,15823.0
2005-03-01,1251172.8492584666,809652.8984316491,0.8009633593916666,1375161.52243374,1562085.0,0.44,1.17,0.4,0.06729072222,0.688,0.654,0.345,1.49,6344077.42160595,6.1489939779,56263.0,0.38,15195.0
2005-04-01,1251172.8492584666,809652.8984316491,0.8009633593916666,1375161.52243374,1562085.0,0.67,1.79,0.99,0.068961,0.688,0.654,0.345,1.37,6344077.42160595,6.1489939779,163913.0,0.38,15479.0
2005-05-01,1251172.8492584666,809652.8984316491,0.8009633593916666,1375161.52243374,1562085.0,0.72,2.68,0.51,0.07010755,0.688,0.654,0.345,1.37,6344077.42160595,6.1489939779,63766.0,0.37,18536.0
2005-06-01,1251172.8492584666,809652.8984316491,0.8009633593916666,1375161.52243374,1562085.0,2.09,3.18,-0.25,0.07106719048,0.688,0.654,0.345,1.18,6344077.42160595,6.1489939779,61777.0,0.37,22600.0
2005-07-01,1251172.8492584666,809652.8984316491,0.8009633593916666,1375161.52243374,1562085.0,0.76,3.16,-0.45,0.071533,0.688,0.654,0.345,0.95,6344077.42160595,6.1489939779,829934.0,0.34,17735.0
2005-08-01,1251172.8492584666,809652.8984316491,0.8009633593916666,1375161.52243374,1562085.0,0.11,3.42,-0.4,0.07145590476,0.688,0.654,0.345,0.76,6344077.42160595,6.1489939779,52795.0,0.34,23933.0
2005-09-01,1251172.8492584666,809652.8984316491,0.8009633593916666,1375161.52243374,1562085.0,0.02,3.59,-0.79,0.07154213043,0.688,0.654,0.345,0.55,6344077.42160595,6.1489939779,36822.0,0.36,21268.0
2005-10-01,1251172.8492584666,809652.8984316491,0.8009633593916666,1375161.52243374,1562085.0,0.24,3.95,-0.13,0.07107052381,0.688,0.654,0.345,0.29,6344077.42160595,6.1489939779,31590.0,0.37,22834.0
2005-11-01,1251172.8492584666,809652.8984316491,0.8009633593916666,1375161.52243374,1562085.0,0.19,4.73,0.63,0.0698922,0.688,0.654,0.345,0.25,6344077.42160595,6.1489939779,-1.0,0.37,19522.0
2005-12-01,1251172.8492584666,809652.8984316491,0.8009633593916666,1375161.52243374,1562085.0,0.28,5.31,0.33,0.0686031,0.688,0.654,0.345,0.24,6344077.42160595,6.1489939779,207487.0,0.37,18921.0
2006-01-01,1322834.8989613082,919639.748920775,0.8620096904833333,932276.625724608,1534594.0,0.37,5.69,0.07,0.06651395455,0.688,0.654,0.345,0.25,6344077.42160595,7.6810389441,-1.0,0.37,15232.0
2006-02-01,1322834.8989613082,919639.748920775,0.8620096904833333,932276.625724608,1534594.0,0.34,0.59,0.72,0.06452986364,0.688,0.654,0.345,0.27,6428173.06422105,7.6810389441,52171.0,0.37,14323.0
2006-03-01,1322834.8989613082,919639.748920775,0.8620096904833333,932276.625724608,1534594.0,0.19,1.0,-0.06,0.06327316667,0.688,0.654,0.345,0.37,6428173.06422105,7.6810389441,54366.0,0.37,18022.0
2006-04-01,1322834.8989613082,919639.748920775,0.8620096904833333,932276.625724608,1534594.0,0.2,1.44,-0.45,0.06142243478,0.688,0.654,0.345,0.29,6428173.06422105,7.6810389441,198216.0,0.37,18153.0
2006-05-01,1322834.8989613082,919639.748920775,0.8620096904833333,932276.625724608,1534594.0,0.36,1.65,0.02,0.05957944444,0.688,0.654,0.345,0.12,6428173.06422105,7.6810389441,65728.0,0.37,24051.0
2006-06-01,1322834.8989613082,919639.748920775,0.8620096904833333,932276.625724608,1534594.0,1.32,1.75,0.38,0.05789063636,0.688,0.654,0.345,0.13,6428173.06422105,7.6810389441,60660.0,0.37,19856.0
2006-07-01,1322834.8989613082,919639.748920775,0.8620096904833333,932276.625724608,1534594.0,0.9,1.54,0.67,0.05608404762,0.688,0.654,0.345,0.21,6428173.06422105,7.6810389441,793982.0,0.38,24547.0
2006-08-01,1322834.8989613082,919639.748920775,0.8620096904833333,932276.625724608,1534594.0,0.47,1.73,0.17,0.05540461905,0.688,0.654,0.345,0.33,6428173.06422105,7.6810389441,52786.0,0.38,31799.0
2006-09-01,1322834.8989613082,919639.748920775,0.8620096904833333,932276.625724608,1534594.0,0.24,1.78,0.41,0.05429469565,0.688,0.654,0.345,0.44,6428173.06422105,7.6810389441,30063.0,0.38,23772.0
2006-10-01,1322834.8989613082,919639.748920775,0.8620096904833333,932276.625724608,1534594.0,0.11,2.0,0.24,0.0526018,0.688,0.654,0.345,0.6,6428173.06422105,7.6810389441,33186.0,0.35,24950.0
2006-11-01,1322834.8989613082,919639.748920775,0.8620096904833333,932276.625724608,1534594.0,0.21,2.33,0.81,0.05183728571,0.688,0.654,0.345,0.57,6428173.06422105,7.6810389441,-1.0,0.35,31004.0
2006-12-01,1322834.8989613082,919639.748920775,0.8620096904833333,932276.625724608,1534594.0,0.23,2.65,0.57,0.0507845,0.688,0.654,0.345,0.59,6428173.06422105,7.6810389441,156943.0,0.38,26292.0
2007-01-01,1284400.1681205,953408.6145030252,0.8220597754083333,1781248.01967914,1562417.0,0.36,3.14,0.26,0.049164,0.688,0.654,0.345,0.69,6428173.06422105,7.7170307443,-1.0,0.39,23886.0
2007-02-01,1284400.1681205,953408.6145030252,0.8220597754083333,1781248.01967914,1562417.0,0.45,0.44,0.43,0.04896572727,0.688,0.654,0.345,0.68,6529451.68540568,7.7170307443,42114.0,0.39,17043.0
2007-03-01,1284400.1681205,953408.6145030252,0.8220597754083333,1781248.01967914,1562417.0,0.21,0.88,0.23,0.04827277778,0.688,0.654,0.345,0.6,6529451.68540568,7.7170307443,59649.0,0.3983,26506.0
2007-04-01,1284400.1681205,953408.6145030252,0.8220597754083333,1781248.01967914,1562417.0,0.27,1.26,0.22,0.04758977273,0.688,0.654,0.345,0.57,6529451.68540568,7.7170307443,214852.0,0.3983,24619.0
2007-05-01,1284400.1681205,953408.6145030252,0.8220597754083333,1781248.01967914,1562417.0,0.46,1.51,0.14,0.04703045,0.688,0.654,0.345,0.54,6529451.68540568,7.7170307443,72269.0,0.403,27225.0
2007-06-01,1284400.1681205,953408.6145030252,0.8220597754083333,1781248.01967914,1562417.0,1.15,1.79,0.16,0.046503,0.688,0.654,0.345,0.48,6529451.68540568,7.7170307443,77596.0,0.4102,30325.0
2007-07-01,1284400.1681205,953408.6145030252,0.8220597754083333,1781248.01967914,1562417.0,0.92,2.08,0.26,0.0450878,0.688,0.654,0.345,0.39,6529451.68540568,7.7170307443,864051.0,0.4055,31345.0
2007-08-01,1284400.1681205,953408.6145030252,0.8220597754083333,1781248.01967914,1562417.0,0.31,2.32,0.37,0.04400663636,0.688,0.654,0.345,0.3,6529451.68540568,7.7170307443,66992.0,0.4115798,41466.0
2007-09-01,1284400.1681205,953408.6145030252,0.8220597754083333,1781248.01967914,1562417.0,0.26,2.8,1.39,0.04295447826,0.688,0.654,0.345,0.28,6529451.68540568,7.7170307443,30728.0,0.43,31547.0
2007-10-01,1284400.1681205,953408.6145030252,0.8220597754083333,1781248.01967914,1562417.0,0.51,2.99,1.17,0.04220568421,0.688,0.654,0.345,0.4,6529451.68540568,7.7170307443,36130.0,0.44,30362.0
2007-11-01,1284400.1681205,953408.6145030252,0.8220597754083333,1781248.01967914,1562417.0,0.51,3.3,0.75,0.04206336364,0.688,0.654,0.345,0.5,6529451.68540568,7.7170307443,-1.0,0.4705042016806722,37141.0
2007-12-01,1284400.1681205,953408.6145030252,0.8220597754083333,1781248.01967914,1562417.0,0.36,3.69,1.05,0.042065,0.688,0.654,0.345,0.52,6529451.68540568,7.7170307443,219952.0,0.4883627450980392,29912.0
2008-01-01,1336548.9355249417,1056001.4715051667,0.8392034204333334,1334928.13348751,1453756.0,0.59,4.46,1.47,0.042065,0.688,0.654,0.345,0.47,6529451.68540568,8.3670929006,-1.0,0.4883627450980392,25691.0
2008-02-01,1336548.9355249417,1056001.4715051667,0.8392034204333334,1334928.13348751,1453756.0,0.38,0.54,0.99,0.04205845455,0.688,0.654,0.345,0.63,6647965.94362564,8.3670929006,48682.0,0.4978,20925.0
2008-03-01,1336548.9355249417,1056001.4715051667,0.8392034204333334,1334928.13348751,1453756.0,0.4,1.03,0.38,0.04206310526,0.688,0.654,0.345,0.65,6647965.94362564,8.3670929006,66868.0,0.5124,26599.0
2008-04-01,1336548.9355249417,1056001.4715051667,0.8392034204333334,1334928.13348751,1453756.0,0.66,1.52,0.7,0.0420614,0.688,0.654,0.345,0.7,6647965.94362564,8.3670929006,194928.0,0.4929,31491.0
2008-05-01,1336548.9355249417,1056001.4715051667,0.8392034204333334,1334928.13348751,1453756.0,0.87,2.08,1.12,0.04274185714,0.688,0.654,0.345,0.83,6647965.94362564,8.3670929006,98448.0,0.4674,34899.0
2008-06-01,1336548.9355249417,1056001.4715051667,0.8392034204333334,1334928.13348751,1453756.0,2.02,2.88,1.88,0.0436576,0.688,0.654,0.345,0.93,6647965.94362564,8.3670929006,71023.0,0.4985714285714285,36232.0
2008-07-01,1336548.9355249417,1056001.4715051667,0.8392034204333334,1334928.13348751,1453756.0,1.92,3.64,1.89,0.04529861905,0.688,0.654,0.345,1.14,6647965.94362564,8.3670929006,906015.0,0.48,48534.0
2008-08-01,1336548.9355249417,1056001.4715051667,0.8392034204333334,1334928.13348751,1453756.0,1.46,4.19,1.12,0.04627117391,0.688,0.654,0.345,1.33,6647965.94362564,8.3670929006,86298.0,0.575,33365.0
2008-09-01,1336548.9355249417,1056001.4715051667,0.8392034204333334,1334928.13348751,1453756.0,1.18,4.48,-0.38,0.04822657143,0.688,0.654,0.345,1.42,6647965.94362564,8.3670929006,21359.0,0.5785714285714285,39081.0
2008-10-01,1336548.9355249417,1056001.4715051667,0.8392034204333334,1334928.13348751,1453756.0,0.95,4.76,0.36,0.04987840909,0.688,0.654,0.345,1.23,6647965.94362564,8.3670929006,42324.0,0.5900789915966387,34094.0
2008-11-01,1336548.9355249417,1056001.4715051667,0.8392034204333334,1334928.13348751,1453756.0,0.77,5.23,1.09,0.05083973913,0.688,0.654,0.345,1.22,6647965.94362564,8.3670929006,-1.0,0.5843647058823529,30893.0
2008-12-01,1336548.9355249417,1056001.4715051667,0.8392034204333334,1334928.13348751,1453756.0,0.5,5.61,0.07,0.050753,0.688,0.654,0.345,1.24,6647965.94362564,8.3670929006,231465.0,0.5774571428571429,28984.0
2009-01-01,1477179.88373855,1269569.031369775,0.989029525825,1440544.79176352,1493566.0,0.17,5.9,-0.44,0.050823,0.688,0.654,0.345,1.13,6647965.94362564,8.0529841745,-1.0,0.5640168067226891,29450.0
2009-02-01,1477179.88373855,1269569.031369775,0.989029525825,1440544.79176352,1493566.0,0.33,0.48,0.01,0.04964833333,0.688,0.654,0.345,0.95,6773699.30541316,8.0529841745,43185.0,0.58,21202.0
2009-03-01,1477179.88373855,1269569.031369775,0.989029525825,1440544.79176352,1493566.0,0.27,1.03,-0.13,0.047314,0.688,0.654,0.345,0.87,6773699.30541316,8.0529841745,57997.0,0.54744,23438.0
2009-04-01,1477179.88373855,1269569.031369775,0.989029525825,1440544.79176352,1493566.0,-0.25,1.23,-0.84,0.04392790909,0.688,0.654,0.345,0.82,6773699.30541316,8.0529841745,218144.0,0.5642,30851.0
2009-05-01,1477179.88373855,1269569.031369775,0.989029525825,1440544.79176352,1493566.0,-0.04,1.72,0.04,0.04181185,0.688,0.654,0.345,0.67,6773699.30541316,8.0529841745,100939.0,0.55025,30705.0
2009-06-01,1477179.88373855,1269569.031369775,0.989029525825,1440544.79176352,1493566.0,1.39,2.2,0.18,0.0384042,0.688,0.654,0.345,0.55,6773699.30541316,8.0529841745,77718.0,0.5207999999999999,33157.0
2009-07-01,1477179.88373855,1269569.031369775,0.989029525825,1440544.79176352,1493566.0,0.7,2.57,-0.32,0.03616333333,0.688,0.654,0.345,0.38,6773699.30541316,8.0529841745,1042051.0,0.52,46931.0
2009-08-01,1477179.88373855,1269569.031369775,0.989029525825,1440544.79176352,1493566.0,0.26,2.81,-0.64,0.03422486957,0.688,0.654,0.345,0.19,6773699.30541316,8.0529841745,80085.0,0.54,52028.0
2009-09-01,1477179.88373855,1269569.031369775,0.989029525825,1440544.79176352,1493566.0,-0.05,2.97,0.09,0.032927,0.688,0.654,0.345,0.02,6773699.30541316,8.0529841745,41581.0,0.52,39746.0
2009-10-01,1477179.88373855,1269569.031369775,0.989029525825,1440544.79176352,1493566.0,0.15,3.21,0.25,0.032927,0.688,0.654,0.345,0.04,6773699.30541316,8.0529841745,41947.0,0.52,56136.0
2009-11-01,1477179.88373855,1269569.031369775,0.989029525825,1440544.79176352,1493566.0,0.06,3.5,-0.04,0.032927,0.688,0.654,0.345,0.0,6773699.30541316,8.0529841745,28594.0,0.51,43751.0
2009-12-01,1477179.88373855,1269569.031369775,0.989029525825,1440544.79176352,1493566.0,0.29,3.93,0.07,0.032927,0.688,0.654,0.345,-0.07,6773699.30541316,8.0529841745,250928.0,0.52,44930.0
2010-01-01,1575317.4020810833,1452932.0220702833,1.0474686302,2037655.45997698,1503928.0,0.1,4.31,-0.11,0.03292531818,0.688,0.654,0.345,-0.06,6773699.30541316,9.121725941,18745.0,0.5228,41841.0
2010-02-01,1575317.4020810833,1452932.0220702833,1.0474686302,2037655.45997698,1503928.0,0.64,0.75,1.01,0.03292515,0.688,0.654,0.345,-0.02,6930862.75002851,9.121725941,62476.0,0.52,51530.0
2010-03-01,1575317.4020810833,1452932.0220702833,1.0474686302,2037655.45997698,1503928.0,0.36,1.54,1.09,0.032927,0.688,0.654,0.345,0.08,6930862.75002851,9.121725941,74530.0,0.51905,66877.0
2010-04-01,1575317.4020810833,1452932.0220702833,1.0474686302,2037655.45997698,1503928.0,0.75,2.06,0.63,0.032927,0.688,0.654,0.345,0.18,6930862.75002851,9.121725941,243465.0,0.51345,68114.0
2010-05-01,1575317.4020810833,1452932.0220702833,1.0474686302,2037655.45997698,1503928.0,0.84,2.65,0.72,0.0331908,0.688,0.654,0.345,0.29,6930862.75002851,9.121725941,109432.0,0.51,74693.0
2010-06-01,1575317.4020810833,1452932.0220702833,1.0474686302,2037655.45997698,1503928.0,1.81,3.09,1.57,0.03565185714,0.688,0.654,0.345,0.43,6930862.75002851,9.121725941,98718.0,0.54,69723.0
2010-07-01,1575317.4020810833,1452932.0220702833,1.0474686302,2037655.45997698,1503928.0,1.09,3.09,0.34,0.0376,0.688,0.654,0.345,0.6,6930862.75002851,9.121725941,1183978.0,0.52,88606.0
2010-08-01,1575317.4020810833,1452932.0220702833,1.0474686302,2037655.45997698,1503928.0,0.44,3.1,0.22,0.03897777273,0.688,0.654,0.345,0.67,6930862.75002851,9.121725941,114063.0,0.52585,91828.0
2010-09-01,1575317.4020810833,1452932.0220702833,1.0474686302,2037655.45997698,1503928.0,0.14,3.14,1.1,0.040203,0.688,0.654,0.345,0.74,6930862.75002851,9.121725941,21889.0,0.54165,79600.0
2010-10-01,1575317.4020810833,1452932.0220702833,1.0474686302,2037655.45997698,1503928.0,0.21,3.6,1.1,0.040203,0.688,0.654,0.345,0.85,6930862.75002851,9.121725941,38874.0,0.54165,98639.0
2010-11-01,1575317.4020810833,1452932.0220702833,1.0474686302,2037655.45997698,1503928.0,0.2,4.38,1.03,0.040203,0.688,0.654,0.345,0.93,6930862.75002851,9.121725941,60892.0,0.54165,103767.0
2010-12-01,1575317.4020810833,1452932.0220702833,1.0474686302,2037655.45997698,1503928.0,0.37,5.25,1.58,0.040203,0.688,0.654,0.345,0.99,6930862.75002851,9.121725941,252391.0,0.55,86207.0
2011-01-01,1746413.1537863084,1746413.1537863084,1.0498501665083333,2659473.67092714,1562409.0,0.67,5.91,0.38,0.04020769565,0.8,0.712,0.577,1.23,6930862.75002851,9.121725941,37759.0,0.54,86627.0
2011-02-01,1746413.1537863084,1746413.1537863084,1.0498501665083333,2659473.67092714,1562409.0,0.41,0.83,0.98,0.04089519048,0.8,0.712,0.577,1.22,7102235.53510611,9.121725941,59757.0,0.54,89239.0
2011-03-01,1746413.1537863084,1746413.1537863084,1.0498501665083333,2659473.67092714,1562409.0,0.28,1.64,0.96,0.0420272,0.8,0.712,0.577,1.18,7102235.53510611,9.121725941,74921.0,0.54,70964.0
2011-04-01,1746413.1537863084,1746413.1537863084,1.0498501665083333,2659473.67092714,1562409.0,0.43,2.44,0.61,0.04364038095,0.8,0.712,0.577,1.15,7102235.53510611,9.121725941,256264.0,0.51,51254.0
2011-05-01,1746413.1537863084,1746413.1537863084,1.0498501665083333,2659473.67092714,1562409.0,1.06,3.23,0.5,0.04404368421,0.8,0.712,0.577,1.17,7102235.53510611,9.121725941,121334.0,0.51,79718.0
2011-06-01,1746413.1537863084,1746413.1537863084,1.0498501665083333,2659473.67092714,1562409.0,2.94,3.71,0.01,0.044698,0.8,0.712,0.577,1.11,7102235.53510611,9.121725941,103826.0,0.51,92461.0
2011-07-01,1746413.1537863084,1746413.1537863084,1.0498501665083333,2659473.67092714,1562409.0,0.37,3.87,-0.13,0.04533085714,0.8,0.712,0.577,0.91,7102235.53510611,9.121725941,1139804.0,0.52,95233.0
2011-08-01,1746413.1537863084,1746413.1537863084,1.0498501665083333,2659473.67092714,1562409.0,0.45,4.04,-0.05,0.04587866667,0.8,0.712,0.577,0.84,7102235.53510611,9.121725941,109524.0,0.52,111497.0
2011-09-01,1746413.1537863084,1746413.1537863084,1.0498501665083333,2659473.67092714,1562409.0,0.13,4.42,0.61,0.04646017391,0.8,0.712,0.577,0.78,7102235.53510611,9.121725941,45391.0,0.51465,101484.0
2011-10-01,1746413.1537863084,1746413.1537863084,1.0498501665083333,2659473.67092714,1562409.0,0.14,4.97,0.75,0.04464585714,0.8,0.712,0.577,0.73,7102235.53510611,9.121725941,68859.0,0.52085,88575.0
2011-11-01,1746413.1537863084,1746413.1537863084,1.0498501665083333,2659473.67092714,1562409.0,0.23,5.43,0.4,0.04391405,0.8,0.712,0.577,0.7,7102235.53510611,9.121725941,51705.0,0.52,85509.0
2011-12-01,1746413.1537863084,1746413.1537863084,1.0498501665083333,2659473.67092714,1562409.0,0.72,5.97,0.43,0.042849,0.8,0.712,0.577,0.64,7102235.53510611,9.121725941,242402.0,0.52,69009.0
2012-01-01,1861155.597842492,2015977.5425847496,1.18059544855,3753918.96869849,1576455.0,0.11,6.5,-0.16,0.04106463636,0.8,0.712,0.577,0.46,7102235.53510611,4.212619561,40931.0,0.52,76504.0
2012-02-01,1861155.597842492,2015977.5425847496,1.18059544855,3753918.96869849,1576455.0,0.89,0.56,0.3,0.0403295,0.8,0.712,0.577,0.38,7283723.05855449,4.212619561,52411.0,0.53,71465.0
2012-03-01,1861155.597842492,2015977.5425847496,1.18059544855,3753918.96869849,1576455.0,0.3,1.01,0.07,0.03927,0.8,0.712,0.577,0.3,7283723.05855449,4.212619561,75763.0,0.53,60310.0
2012-04-01,1861155.597842492,2015977.5425847496,1.18059544855,3753918.96869849,1576455.0,0.51,1.22,0.56,0.037179,0.8,0.712,0.577,0.26,7283723.05855449,4.212619561,304858.0,0.52,59470.0
2012-05-01,1861155.597842492,2015977.5425847496,1.18059544855,3753918.96869849,1576455.0,0.75,1.87,1.02,0.035474,0.8,0.712,0.577,0.25,7283723.05855449,4.212619561,121187.0,0.52,83207.0
2012-06-01,1861155.597842492,2015977.5425847496,1.18059544855,3753918.96869849,1576455.0,1.88,2.24,0.91,0.03373136364,0.8,0.712,0.577,0.35,7283723.05855449,4.212619561,84336.0,0.52,78851.0
2012-07-01,1861155.597842492,2015977.5425847496,1.18059544855,3753918.96869849,1576455.0,0.73,2.32,0.69,0.0319778,0.8,0.712,0.577,0.51,7283723.05855449,4.212619561,1198132.0,0.52,87357.0
2012-08-01,1861155.597842492,2015977.5425847496,1.18059544855,3753918.96869849,1576455.0,0.67,2.76,1.52,0.03080763636,0.8,0.712,0.577,0.61,7283723.05855449,4.212619561,133491.0,0.52,103474.0
2012-09-01,1861155.597842492,2015977.5425847496,1.18059544855,3753918.96869849,1576455.0,0.26,3.18,1.29,0.02997965217,0.8,0.712,0.577,0.79,7283723.05855449,4.212619561,48742.0,0.53,76909.0
2012-10-01,1861155.597842492,2015977.5425847496,1.18059544855,3753918.96869849,1576455.0,0.22,3.77,0.88,0.028296,0.8,0.712,0.577,0.88,7283723.05855449,4.212619561,146194.0,0.53,81917.0
2012-11-01,1861155.597842492,2015977.5425847496,1.18059544855,3753918.96869849,1576455.0,0.21,4.38,-0.31,0.02770736364,0.8,0.712,0.577,0.89,7283723.05855449,4.212619561,60456.0,0.53,84588.0
2012-12-01,1861155.597842492,2015977.5425847496,1.18059544855,3753918.96869849,1576455.0,0.33,5.01,0.25,0.027371,0.8,0.712,0.577,0.84,7283723.05855449,4.212619561,280925.0,0.53,69449.0
2013-01-01,1893196.575425825,2213572.3020807835,1.1906814326583333,2959144.34351676,1590011.0,0.16,5.84,0.66,0.02743595,0.76,0.712,0.64,0.88,7283723.05855449,6.3937666643,47485.0,0.53,71963.0
