data,Mato_Grosso_do_Sul - PIB - Per Capita,Mato_Grosso_do_Sul - PIB - Preços de Mercado,Mato_Grosso_do_Sul - PIB - Estadual,Mato_Grosso_do_Sul - PIB - Construção Civil,Mato_Grosso_do_Sul - População,Mato_Grosso_do_Sul - INCC (%),Mato_Grosso_do_Sul - IPCA - Variação mensal durante o Plano Real (%),Mato_Grosso_do_Sul - IGP-DI,Mato_Grosso_do_Sul - Taxa Selic (%),Mato_Grosso_do_Sul - IDH - Longevidade,Mato_Grosso_do_Sul - IDH - Renda,Mato_Grosso_do_Sul - IDH - Educação,Mato_Grosso_do_Sul - NFSP - Fluxo Mensal (Milhões de reais),Mato_Grosso_do_Sul - Estoque liquido de capital fixo - (R$),Mato_Grosso_do_Sul - Desemprego,Mato_Grosso_do_Sul - Produção de Cimento (t),Mato_Grosso_do_Sul - Valor,Mato_Grosso_do_Sul - Consumo de Cimento (t)
2003-11-01,2313678.2194192666,1217888.3276299334,1.080842884791667,1410315.70500235,2140624.0,0.65,8.37,0.44,0.07083917391,0.752,0.687,0.445,2.65,6172460.00795063,8.4950922097,-1.0,0.39,33128.0
2003-12-01,2313678.2194192666,1217888.3276299334,1.080842884791667,1410315.70500235,2140624.0,1.04,8.74,0.48,0.0667516,0.752,0.687,0.445,2.36,6172460.00795063,8.4950922097,16802.0,0.39,30870.0
2004-01-01,2686225.643969475,1613238.0967742668,1.23807001005,1410606.32059983,2169688.0,0.16,9.3,0.6,0.062015,0.752,0.687,0.445,1.57,6172460.00795063,8.5401564118,441806.0,0.39,36256.0
2004-02-01,2686225.643969475,1613238.0967742668,1.23807001005,1410606.32059983,2169688.0,0.33,0.76,0.8,0.0599982381,0.752,0.687,0.445,1.43,6261937.06181048,8.5401564118,-1.0,0.39,33675.0
2004-03-01,2686225.643969475,1613238.0967742668,1.23807001005,1410606.32059983,2169688.0,1.0,1.37,1.08,0.05993777778,0.752,0.687,0.445,1.27,6261937.06181048,8.5401564118,44110.0,0.39,43734.0
2004-04-01,2686225.643969475,1613238.0967742668,1.23807001005,1410606.32059983,2169688.0,1.16,1.85,0.93,0.05956991304,0.752,0.687,0.445,1.24,6261937.06181048,8.5401564118,92220.0,0.39,36187.0
2004-05-01,2686225.643969475,1613238.0967742668,1.23807001005,1410606.32059983,2169688.0,0.59,2.23,1.15,0.0587633,0.752,0.687,0.445,1.21,6261937.06181048,8.5401564118,97999.0,0.38,33413.0
2004-06-01,2686225.643969475,1613238.0967742668,1.23807001005,1410606.32059983,2169688.0,1.83,2.75,1.46,0.0581277619,0.752,0.687,0.445,1.35,6261937.06181048,8.5401564118,33829.0,0.39,39588.0
2004-07-01,2686225.643969475,1613238.0967742668,1.23807001005,1410606.32059983,2169688.0,0.7,3.48,1.29,0.05822585714,0.752,0.687,0.445,1.59,6261937.06181048,8.5401564118,621585.0,0.38,42637.0
2004-08-01,2686225.643969475,1613238.0967742668,1.23807001005,1410606.32059983,2169688.0,1.12,4.42,1.14,0.05813868182,0.752,0.687,0.445,1.72,6261937.06181048,8.5401564118,109581.0,0.37,44213.0
2004-09-01,2686225.643969475,1613238.0967742668,1.23807001005,1410606.32059983,2169688.0,0.81,5.14,1.31,0.05843936364,0.752,0.687,0.445,1.83,6261937.06181048,8.5401564118,37808.0,0.37,42226.0
2004-10-01,2686225.643969475,1613238.0967742668,1.23807001005,1410606.32059983,2169688.0,0.58,5.49,0.48,0.05923480952,0.752,0.687,0.445,1.87,6261937.06181048,8.5401564118,209152.0,0.36,36618.0
2004-11-01,2686225.643969475,1613238.0967742668,1.23807001005,1410606.32059983,2169688.0,1.19,5.95,0.53,0.06031435,0.752,0.687,0.445,1.76,6261937.06181048,8.5401564118,-1.0,0.36,37872.0
2004-12-01,2686225.643969475,1613238.0967742668,1.23807001005,1410606.32059983,2169688.0,0.71,6.68,0.82,0.0621806,0.752,0.687,0.445,1.71,6261937.06181048,8.5401564118,16284.0,0.36,39746.0
2005-01-01,2624054.4899582253,1698065.3989546085,1.176335740925,1559347.55300303,2230702.0,0.51,7.6,0.52,0.06401773913,0.752,0.687,0.445,1.74,6261937.06181048,7.5277475999,435056.0,0.36,33550.0
2005-02-01,2624054.4899582253,1698065.3989546085,1.176335740925,1559347.55300303,2230702.0,0.75,0.58,0.33,0.0654687619,0.752,0.687,0.445,1.57,6344077.42160595,7.5277475999,-1.0,0.35,33682.0
2005-03-01,2624054.4899582253,1698065.3989546085,1.176335740925,1559347.55300303,2230702.0,0.44,1.17,0.4,0.06729072222,0.752,0.687,0.445,1.49,6344077.42160595,7.5277475999,42163.0,0.36,40149.0
2005-04-01,2624054.4899582253,1698065.3989546085,1.176335740925,1559347.55300303,2230702.0,0.67,1.79,0.99,0.068961,0.752,0.687,0.445,1.37,6344077.42160595,7.5277475999,124026.0,0.335,39205.0
2005-05-01,2624054.4899582253,1698065.3989546085,1.176335740925,1559347.55300303,2230702.0,0.72,2.68,0.51,0.07010755,0.752,0.687,0.445,1.37,6344077.42160595,7.5277475999,109349.0,0.335,38897.0
2005-06-01,2624054.4899582253,1698065.3989546085,1.176335740925,1559347.55300303,2230702.0,2.09,3.18,-0.25,0.07106719048,0.752,0.687,0.445,1.18,6344077.42160595,7.5277475999,25603.0,0.31,40481.0
2005-07-01,2624054.4899582253,1698065.3989546085,1.176335740925,1559347.55300303,2230702.0,0.76,3.16,-0.45,0.071533,0.752,0.687,0.445,0.95,6344077.42160595,7.5277475999,683734.0,0.32,41787.0
2005-08-01,2624054.4899582253,1698065.3989546085,1.176335740925,1559347.55300303,2230702.0,0.11,3.42,-0.4,0.07145590476,0.752,0.687,0.445,0.76,6344077.42160595,7.5277475999,127101.0,0.32,51050.0
2005-09-01,2624054.4899582253,1698065.3989546085,1.176335740925,1559347.55300303,2230702.0,0.02,3.59,-0.79,0.07154213043,0.752,0.687,0.445,0.55,6344077.42160595,7.5277475999,45117.0,0.32,40518.0
2005-10-01,2624054.4899582253,1698065.3989546085,1.176335740925,1559347.55300303,2230702.0,0.24,3.95,-0.13,0.07107052381,0.752,0.687,0.445,0.29,6344077.42160595,7.5277475999,208553.0,0.31,37686.0
2005-11-01,2624054.4899582253,1698065.3989546085,1.176335740925,1559347.55300303,2230702.0,0.19,4.73,0.63,0.0698922,0.752,0.687,0.445,0.25,6344077.42160595,7.5277475999,-1.0,0.31,41135.0
2005-12-01,2624054.4899582253,1698065.3989546085,1.176335740925,1559347.55300303,2230702.0,0.28,5.31,0.33,0.0686031,0.752,0.687,0.445,0.24,6344077.42160595,7.5277475999,17376.0,0.31,41341.0
2006-01-01,2444537.4701767666,1699451.5544350918,1.079519547275,1315244.77288099,2264468.0,0.37,5.69,0.07,0.06651395455,0.752,0.687,0.445,0.25,6344077.42160595,9.2016820325,482250.0,0.31,43106.0
2006-02-01,2444537.4701767666,1699451.5544350918,1.079519547275,1315244.77288099,2264468.0,0.34,0.59,0.72,0.06452986364,0.752,0.687,0.445,0.27,6428173.06422105,9.2016820325,-1.0,0.29,32601.0
2006-03-01,2444537.4701767666,1699451.5544350918,1.079519547275,1315244.77288099,2264468.0,0.19,1.0,-0.06,0.06327316667,0.752,0.687,0.445,0.37,6428173.06422105,9.2016820325,61054.0,0.29,42728.0
2006-04-01,2444537.4701767666,1699451.5544350918,1.079519547275,1315244.77288099,2264468.0,0.2,1.44,-0.45,0.06142243478,0.752,0.687,0.445,0.29,6428173.06422105,9.2016820325,117279.0,0.29,37874.0
2006-05-01,2444537.4701767666,1699451.5544350918,1.079519547275,1315244.77288099,2264468.0,0.36,1.65,0.02,0.05957944444,0.752,0.687,0.445,0.12,6428173.06422105,9.2016820325,123899.0,0.29,42090.0
2006-06-01,2444537.4701767666,1699451.5544350918,1.079519547275,1315244.77288099,2264468.0,1.32,1.75,0.38,0.05789063636,0.752,0.687,0.445,0.13,6428173.06422105,9.2016820325,32855.0,0.29,41427.0
2006-07-01,2444537.4701767666,1699451.5544350918,1.079519547275,1315244.77288099,2264468.0,0.9,1.54,0.67,0.05608404762,0.752,0.687,0.445,0.21,6428173.06422105,9.2016820325,815524.0,0.2849,44939.0
2006-08-01,2444537.4701767666,1699451.5544350918,1.079519547275,1315244.77288099,2264468.0,0.47,1.73,0.17,0.05540461905,0.752,0.687,0.445,0.33,6428173.06422105,9.2016820325,125906.0,0.28,49562.0
2006-09-01,2444537.4701767666,1699451.5544350918,1.079519547275,1315244.77288099,2264468.0,0.24,1.78,0.41,0.05429469565,0.752,0.687,0.445,0.44,6428173.06422105,9.2016820325,41568.0,0.28,47439.0
2006-10-01,2444537.4701767666,1699451.5544350918,1.079519547275,1315244.77288099,2264468.0,0.11,2.0,0.24,0.0526018,0.752,0.687,0.445,0.6,6428173.06422105,9.2016820325,237930.0,0.28,48032.0
2006-11-01,2444537.4701767666,1699451.5544350918,1.079519547275,1315244.77288099,2264468.0,0.21,2.33,0.81,0.05183728571,0.752,0.687,0.445,0.57,6428173.06422105,9.2016820325,-1.0,0.28,46778.0
2006-12-01,2444537.4701767666,1699451.5544350918,1.079519547275,1315244.77288099,2264468.0,0.23,2.65,0.57,0.0507845,0.752,0.687,0.445,0.59,6428173.06422105,9.2016820325,18571.0,0.29,38909.0
2007-01-01,2569232.0003917417,1907137.6527572328,1.1180388351333332,1496107.60848482,2297981.0,0.36,3.14,0.26,0.049164,0.752,0.687,0.445,0.69,6428173.06422105,8.4652372036,596654.0,0.3,42744.0
2007-02-01,2569232.0003917417,1907137.6527572328,1.1180388351333332,1496107.60848482,2297981.0,0.45,0.44,0.43,0.04896572727,0.752,0.687,0.445,0.68,6529451.68540568,8.4652372036,-1.0,0.298,37565.0
2007-03-01,2569232.0003917417,1907137.6527572328,1.1180388351333332,1496107.60848482,2297981.0,0.21,0.88,0.23,0.04827277778,0.752,0.687,0.445,0.6,6529451.68540568,8.4652372036,61279.0,0.29,47589.0
2007-04-01,2569232.0003917417,1907137.6527572328,1.1180388351333332,1496107.60848482,2297981.0,0.27,1.26,0.22,0.04758977273,0.752,0.687,0.445,0.57,6529451.68540568,8.4652372036,142960.0,0.29,44965.0
2007-05-01,2569232.0003917417,1907137.6527572328,1.1180388351333332,1496107.60848482,2297981.0,0.46,1.51,0.14,0.04703045,0.752,0.687,0.445,0.54,6529451.68540568,8.4652372036,165887.0,0.29,47485.0
2007-06-01,2569232.0003917417,1907137.6527572328,1.1180388351333332,1496107.60848482,2297981.0,1.15,1.79,0.16,0.046503,0.752,0.687,0.445,0.48,6529451.68540568,8.4652372036,37656.0,0.29,50767.0
2007-07-01,2569232.0003917417,1907137.6527572328,1.1180388351333332,1496107.60848482,2297981.0,0.92,2.08,0.26,0.0450878,0.752,0.687,0.445,0.39,6529451.68540568,8.4652372036,870073.0,0.29,52952.0
2007-08-01,2569232.0003917417,1907137.6527572328,1.1180388351333332,1496107.60848482,2297981.0,0.31,2.32,0.37,0.04400663636,0.752,0.687,0.445,0.3,6529451.68540568,8.4652372036,139622.0,0.29,56268.0
2007-09-01,2569232.0003917417,1907137.6527572328,1.1180388351333332,1496107.60848482,2297981.0,0.26,2.8,1.39,0.04295447826,0.752,0.687,0.445,0.28,6529451.68540568,8.4652372036,42702.0,0.29,57078.0
2007-10-01,2569232.0003917417,1907137.6527572328,1.1180388351333332,1496107.60848482,2297981.0,0.51,2.99,1.17,0.04220568421,0.752,0.687,0.445,0.4,6529451.68540568,8.4652372036,234227.0,0.29,68763.0
2007-11-01,2569232.0003917417,1907137.6527572328,1.1180388351333332,1496107.60848482,2297981.0,0.51,3.3,0.75,0.04206336364,0.752,0.687,0.445,0.5,6529451.68540568,8.4652372036,-1.0,0.32,65294.0
2007-12-01,2569232.0003917417,1907137.6527572328,1.1180388351333332,1496107.60848482,2297981.0,0.36,3.69,1.05,0.042065,0.752,0.687,0.445,0.52,6529451.68540568,8.4652372036,25029.0,0.32,61459.0
2008-01-01,2713365.134237625,2143817.931634775,1.1390724564333332,1426863.95034931,2265813.0,0.59,4.46,1.47,0.042065,0.752,0.687,0.445,0.47,6529451.68540568,6.4836562489,621601.0,0.32,65910.0
2008-02-01,2713365.134237625,2143817.931634775,1.1390724564333332,1426863.95034931,2265813.0,0.38,0.54,0.99,0.04205845455,0.752,0.687,0.445,0.63,6647965.94362564,6.4836562489,-1.0,0.32,58929.0
2008-03-01,2713365.134237625,2143817.931634775,1.1390724564333332,1426863.95034931,2265813.0,0.4,1.03,0.38,0.04206310526,0.752,0.687,0.445,0.65,6647965.94362564,6.4836562489,61949.0,0.32,62311.0
2008-04-01,2713365.134237625,2143817.931634775,1.1390724564333332,1426863.95034931,2265813.0,0.66,1.52,0.7,0.0420614,0.752,0.687,0.445,0.7,6647965.94362564,6.4836562489,128561.0,0.32,65439.0
2008-05-01,2713365.134237625,2143817.931634775,1.1390724564333332,1426863.95034931,2265813.0,0.87,2.08,1.12,0.04274185714,0.752,0.687,0.445,0.83,6647965.94362564,6.4836562489,230849.0,0.32,68618.0
2008-06-01,2713365.134237625,2143817.931634775,1.1390724564333332,1426863.95034931,2265813.0,2.02,2.88,1.88,0.0436576,0.752,0.687,0.445,0.93,6647965.94362564,6.4836562489,25430.0,0.32,72138.0
2008-07-01,2713365.134237625,2143817.931634775,1.1390724564333332,1426863.95034931,2265813.0,1.92,3.64,1.89,0.04529861905,0.752,0.687,0.445,1.14,6647965.94362564,6.4836562489,988891.0,0.32,82637.0
2008-08-01,2713365.134237625,2143817.931634775,1.1390724564333332,1426863.95034931,2265813.0,1.46,4.19,1.12,0.04627117391,0.752,0.687,0.445,1.33,6647965.94362564,6.4836562489,141446.0,0.33,70990.0
2008-09-01,2713365.134237625,2143817.931634775,1.1390724564333332,1426863.95034931,2265813.0,1.18,4.48,-0.38,0.04822657143,0.752,0.687,0.445,1.42,6647965.94362564,6.4836562489,71393.0,0.34,73662.0
2008-10-01,2713365.134237625,2143817.931634775,1.1390724564333332,1426863.95034931,2265813.0,0.95,4.76,0.36,0.04987840909,0.752,0.687,0.445,1.23,6647965.94362564,6.4836562489,234534.0,0.35,72422.0
2008-11-01,2713365.134237625,2143817.931634775,1.1390724564333332,1426863.95034931,2265813.0,0.77,5.23,1.09,0.05083973913,0.752,0.687,0.445,1.22,6647965.94362564,6.4836562489,-1.0,0.37,63729.0
2008-12-01,2713365.134237625,2143817.931634775,1.1390724564333332,1426863.95034931,2265813.0,0.5,5.61,0.07,0.050753,0.752,0.687,0.445,1.24,6647965.94362564,6.4836562489,35162.0,0.37,57986.0
2009-01-01,2983287.313897383,2563999.9752885834,1.2770593708666669,1533613.80902712,2336058.0,0.17,5.9,-0.44,0.050823,0.752,0.687,0.445,1.13,6647965.94362564,7.8671825199,704405.0,0.37,55541.0
2009-02-01,2983287.313897383,2563999.9752885834,1.2770593708666669,1533613.80902712,2336058.0,0.33,0.48,0.01,0.04964833333,0.752,0.687,0.445,0.95,6773699.30541316,7.8671825199,-1.0,0.37,50236.0
2009-03-01,2983287.313897383,2563999.9752885834,1.2770593708666669,1533613.80902712,2336058.0,0.27,1.03,-0.13,0.047314,0.752,0.687,0.445,0.87,6773699.30541316,7.8671825199,55200.0,0.37,57625.0
2009-04-01,2983287.313897383,2563999.9752885834,1.2770593708666669,1533613.80902712,2336058.0,-0.25,1.23,-0.84,0.04392790909,0.752,0.687,0.445,0.82,6773699.30541316,7.8671825199,142514.0,0.37,56675.0
2009-05-01,2983287.313897383,2563999.9752885834,1.2770593708666669,1533613.80902712,2336058.0,-0.04,1.72,0.04,0.04181185,0.752,0.687,0.445,0.67,6773699.30541316,7.8671825199,186781.0,0.364,58566.0
2009-06-01,2983287.313897383,2563999.9752885834,1.2770593708666669,1533613.80902712,2336058.0,1.39,2.2,0.18,0.0384042,0.752,0.687,0.445,0.55,6773699.30541316,7.8671825199,36268.0,0.364,58508.0
2009-07-01,2983287.313897383,2563999.9752885834,1.2770593708666669,1533613.80902712,2336058.0,0.7,2.57,-0.32,0.03616333333,0.752,0.687,0.445,0.38,6773699.30541316,7.8671825199,996100.0,0.36,59896.0
2009-08-01,2983287.313897383,2563999.9752885834,1.2770593708666669,1533613.80902712,2336058.0,0.26,2.81,-0.64,0.03422486957,0.752,0.687,0.445,0.19,6773699.30541316,7.8671825199,152702.0,0.37,59722.0
2009-09-01,2983287.313897383,2563999.9752885834,1.2770593708666669,1533613.80902712,2336058.0,-0.05,2.97,0.09,0.032927,0.752,0.687,0.445,0.02,6773699.30541316,7.8671825199,76001.0,0.37,63228.0
2009-10-01,2983287.313897383,2563999.9752885834,1.2770593708666669,1533613.80902712,2336058.0,0.15,3.21,0.25,0.032927,0.752,0.687,0.445,0.04,6773699.30541316,7.8671825199,275347.0,0.37,64044.0
2009-11-01,2983287.313897383,2563999.9752885834,1.2770593708666669,1533613.80902712,2336058.0,0.06,3.5,-0.04,0.032927,0.752,0.687,0.445,0.0,6773699.30541316,7.8671825199,-1.0,0.37,59624.0
2009-12-01,2983287.313897383,2563999.9752885834,1.2770593708666669,1533613.80902712,2336058.0,0.29,3.93,0.07,0.032927,0.752,0.687,0.445,-0.07,6773699.30541316,7.8671825199,30927.0,0.37,49662.0
2010-01-01,3085657.434786375,2845934.724150025,1.3072061212416666,1925867.67472388,2360498.0,0.1,4.31,-0.11,0.03292531818,0.752,0.687,0.445,-0.06,6773699.30541316,7.2091149998,667221.0,0.37,54036.0
2010-02-01,3085657.434786375,2845934.724150025,1.3072061212416666,1925867.67472388,2360498.0,0.64,0.75,1.01,0.03292515,0.752,0.687,0.445,-0.02,6930862.75002851,7.2091149998,-1.0,0.37,54854.0
2010-03-01,3085657.434786375,2845934.724150025,1.3072061212416666,1925867.67472388,2360498.0,0.36,1.54,1.09,0.032927,0.752,0.687,0.445,0.08,6930862.75002851,7.2091149998,58740.0,0.37,66686.0
2010-04-01,3085657.434786375,2845934.724150025,1.3072061212416666,1925867.67472388,2360498.0,0.75,2.06,0.63,0.032927,0.752,0.687,0.445,0.18,6930862.75002851,7.2091149998,152618.0,0.37,63328.0
2010-05-01,3085657.434786375,2845934.724150025,1.3072061212416666,1925867.67472388,2360498.0,0.84,2.65,0.72,0.0331908,0.752,0.687,0.445,0.29,6930862.75002851,7.2091149998,226627.0,0.37,68015.0
2010-06-01,3085657.434786375,2845934.724150025,1.3072061212416666,1925867.67472388,2360498.0,1.81,3.09,1.57,0.03565185714,0.752,0.687,0.445,0.43,6930862.75002851,7.2091149998,32050.0,0.37,69188.0
2010-07-01,3085657.434786375,2845934.724150025,1.3072061212416666,1925867.67472388,2360498.0,1.09,3.09,0.34,0.0376,0.752,0.687,0.445,0.6,6930862.75002851,7.2091149998,1174064.0,0.38,81537.0
2010-08-01,3085657.434786375,2845934.724150025,1.3072061212416666,1925867.67472388,2360498.0,0.44,3.1,0.22,0.03897777273,0.752,0.687,0.445,0.67,6930862.75002851,7.2091149998,162233.0,0.4,75708.0
2010-09-01,3085657.434786375,2845934.724150025,1.3072061212416666,1925867.67472388,2360498.0,0.14,3.14,1.1,0.040203,0.752,0.687,0.445,0.74,6930862.75002851,7.2091149998,70113.0,0.39,70757.0
2010-10-01,3085657.434786375,2845934.724150025,1.3072061212416666,1925867.67472388,2360498.0,0.21,3.6,1.1,0.040203,0.752,0.687,0.445,0.85,6930862.75002851,7.2091149998,269682.0,0.39,69162.0
2010-11-01,3085657.434786375,2845934.724150025,1.3072061212416666,1925867.67472388,2360498.0,0.2,4.38,1.03,0.040203,0.752,0.687,0.445,0.93,6930862.75002851,7.2091149998,48304.0,0.39,70414.0
2010-12-01,3085657.434786375,2845934.724150025,1.3072061212416666,1925867.67472388,2360498.0,0.37,5.25,1.58,0.040203,0.752,0.687,0.445,0.99,6930862.75002851,7.2091149998,35643.0,0.4,69464.0
2011-01-01,3458001.0456318334,3458001.0456318334,1.3908439402083337,2527682.2021484,2449024.0,0.67,5.91,0.38,0.04020769565,0.833,0.74,0.629,1.23,6930862.75002851,7.2091149998,788817.0,0.4,69038.0
2011-02-01,3458001.0456318334,3458001.0456318334,1.3908439402083337,2527682.2021484,2449024.0,0.41,0.83,0.98,0.04089519048,0.833,0.74,0.629,1.22,7102235.53510611,7.2091149998,-1.0,0.4,65487.0
2011-03-01,3458001.0456318334,3458001.0456318334,1.3908439402083337,2527682.2021484,2449024.0,0.28,1.64,0.96,0.0420272,0.833,0.74,0.629,1.18,7102235.53510611,7.2091149998,65741.0,0.4,62968.0
2011-04-01,3458001.0456318334,3458001.0456318334,1.3908439402083337,2527682.2021484,2449024.0,0.43,2.44,0.61,0.04364038095,0.833,0.74,0.629,1.15,7102235.53510611,7.2091149998,123878.0,0.39,67299.0
2011-05-01,3458001.0456318334,3458001.0456318334,1.3908439402083337,2527682.2021484,2449024.0,1.06,3.23,0.5,0.04404368421,0.833,0.74,0.629,1.17,7102235.53510611,7.2091149998,228130.0,0.39,78552.0
2011-06-01,3458001.0456318334,3458001.0456318334,1.3908439402083337,2527682.2021484,2449024.0,2.94,3.71,0.01,0.044698,0.833,0.74,0.629,1.11,7102235.53510611,7.2091149998,34538.0,0.4,80201.0
2011-07-01,3458001.0456318334,3458001.0456318334,1.3908439402083337,2527682.2021484,2449024.0,0.37,3.87,-0.13,0.04533085714,0.833,0.74,0.629,0.91,7102235.53510611,7.2091149998,1137733.0,0.4,82136.0
2011-08-01,3458001.0456318334,3458001.0456318334,1.3908439402083337,2527682.2021484,2449024.0,0.45,4.04,-0.05,0.04587866667,0.833,0.74,0.629,0.84,7102235.53510611,7.2091149998,175805.0,0.4,92562.0
2011-09-01,3458001.0456318334,3458001.0456318334,1.3908439402083337,2527682.2021484,2449024.0,0.13,4.42,0.61,0.04646017391,0.833,0.74,0.629,0.78,7102235.53510611,7.2091149998,101603.0,0.4,87281.0
2011-10-01,3458001.0456318334,3458001.0456318334,1.3908439402083337,2527682.2021484,2449024.0,0.14,4.97,0.75,0.04464585714,0.833,0.74,0.629,0.73,7102235.53510611,7.2091149998,247648.0,0.4,83106.0
2011-11-01,3458001.0456318334,3458001.0456318334,1.3908439402083337,2527682.2021484,2449024.0,0.23,5.43,0.4,0.04391405,0.833,0.74,0.629,0.7,7102235.53510611,7.2091149998,42554.0,0.4,79173.0
2011-12-01,3458001.0456318334,3458001.0456318334,1.3908439402083337,2527682.2021484,2449024.0,0.72,5.97,0.43,0.042849,0.833,0.74,0.629,0.64,7102235.53510611,7.2091149998,75201.0,0.4,75445.0
2012-01-01,3719420.897785817,4028824.355174192,1.5012550338333333,2889094.52187166,2477542.0,0.11,6.5,-0.16,0.04106463636,0.833,0.74,0.629,0.46,7102235.53510611,4.8634755756,832778.0,0.4,72993.0
2012-02-01,3719420.897785817,4028824.355174192,1.5012550338333333,2889094.52187166,2477542.0,0.89,0.56,0.3,0.0403295,0.833,0.74,0.629,0.38,7283723.05855449,4.8634755756,-1.0,0.4,75727.0
2012-03-01,3719420.897785817,4028824.355174192,1.5012550338333333,2889094.52187166,2477542.0,0.3,1.01,0.07,0.03927,0.833,0.74,0.629,0.3,7283723.05855449,4.8634755756,67473.0,0.4,85555.0
2012-04-01,3719420.897785817,4028824.355174192,1.5012550338333333,2889094.52187166,2477542.0,0.51,1.22,0.56,0.037179,0.833,0.74,0.629,0.26,7283723.05855449,4.8634755756,147301.0,0.4,77221.0
2012-05-01,3719420.897785817,4028824.355174192,1.5012550338333333,2889094.52187166,2477542.0,0.75,1.87,1.02,0.035474,0.833,0.74,0.629,0.25,7283723.05855449,4.8634755756,222038.0,0.4,92229.0
2012-06-01,3719420.897785817,4028824.355174192,1.5012550338333333,2889094.52187166,2477542.0,1.88,2.24,0.91,0.03373136364,0.833,0.74,0.629,0.35,7283723.05855449,4.8634755756,76545.0,0.4,75154.0
2012-07-01,3719420.897785817,4028824.355174192,1.5012550338333333,2889094.52187166,2477542.0,0.73,2.32,0.69,0.0319778,0.833,0.74,0.629,0.51,7283723.05855449,4.8634755756,1330940.0,0.4,94693.0
2012-08-01,3719420.897785817,4028824.355174192,1.5012550338333333,2889094.52187166,2477542.0,0.67,2.76,1.52,0.03080763636,0.833,0.74,0.629,0.61,7283723.05855449,4.8634755756,154622.0,0.4,101556.0
2012-09-01,3719420.897785817,4028824.355174192,1.5012550338333333,2889094.52187166,2477542.0,0.26,3.18,1.29,0.02997965217,0.833,0.74,0.629,0.79,7283723.05855449,4.8634755756,108190.0,0.4,85395.0
2012-10-01,3719420.897785817,4028824.355174192,1.5012550338333333,2889094.52187166,2477542.0,0.22,3.77,0.88,0.028296,0.833,0.74,0.629,0.88,7283723.05855449,4.8634755756,261916.0,0.4,88491.0
