data,Maranhão - PIB - Per Capita,Maranhão - PIB - Preços de Mercado,Maranhão - PIB - Estadual,Maranhão - PIB - Construção Civil,Maranhão - População,Maranhão - INCC (%),Maranhão - IPCA - Variação mensal durante o Plano Real (%),Maranhão - IGP-DI,Maranhão - Taxa Selic (%),Maranhão - IDH - Longevidade,Maranhão - IDH - Renda,Maranhão - IDH - Educação,Maranhão - NFSP - Fluxo Mensal (Milhões de reais),Maranhão - Estoque liquido de capital fixo - (R$),Maranhão - Desemprego,Maranhão - Produção de Cimento (t),Maranhão - Valor,Maranhão - Consumo de Cimento (t)
2013-02-01,3776295.950896975,4415338.7080183085,0.5624246871499999,4229202.67627697,6714314.0,0.65,0.86,0.31,0.02726,0.74,0.612,0.61,0.98,7469859.82561107,6.8261011017,-1.0,0.5,98573.0
2013-03-01,3776295.950896975,4415338.7080183085,0.5624246871499999,4229202.67627697,6714314.0,0.6,1.47,0.2,0.0273115,0.74,0.612,0.61,1.0,7469859.82561107,8.0,61557.0,0.48,102713.0
2013-04-01,3776295.950896975,4415338.7080183085,0.5624246871499999,4229202.67627697,6714314.0,0.5,1.94,0.31,0.02739875,0.74,0.612,0.61,1.03,7469859.82561107,7.8,115711.0,0.48,134120.0
2013-05-01,3776295.950896975,4415338.7080183085,0.5624246871499999,4229202.67627697,6714314.0,0.74,2.5,-0.06,0.02781163636,0.74,0.612,0.61,0.98,7469859.82561107,7.7,241014.0,0.5,110967.0
2013-06-01,3776295.950896975,4415338.7080183085,0.5624246871499999,4229202.67627697,6714314.0,2.25,2.88,0.32,0.02842080952,0.74,0.612,0.61,0.88,7469859.82561107,7.6,82643.0,0.5,128004.0
2013-07-01,3776295.950896975,4415338.7080183085,0.5624246871499999,4229202.67627697,6714314.0,1.15,3.15,0.76,0.030177,0.74,0.612,0.61,0.76,7469859.82561107,7.5,1130321.0,0.5,152977.0
2013-08-01,3776295.950896975,4415338.7080183085,0.5624246871499999,4229202.67627697,6714314.0,0.48,3.18,0.14,0.03137373913,0.74,0.612,0.61,0.82,7469859.82561107,7.4,191798.0,0.47,139219.0
2013-09-01,3776295.950896975,4415338.7080183085,0.5624246871499999,4229202.67627697,6714314.0,0.31,3.43,0.46,0.03217809091,0.74,0.612,0.61,0.73,7469859.82561107,7.1,83057.0,0.47,138733.0
2013-10-01,3776295.950896975,4415338.7080183085,0.5624246871499999,4229202.67627697,6714314.0,0.43,3.79,1.36,0.033839,0.74,0.612,0.61,0.63,7469859.82561107,7.0,298648.0,0.5,143257.0
2013-11-01,3776295.950896975,4415338.7080183085,0.5624246871499999,4229202.67627697,6714314.0,0.26,4.38,0.63,0.03510369565,0.74,0.612,0.61,0.71,7469859.82561107,6.8,49842.0,0.61,148120.0
2013-12-01,3776295.950896975,4415338.7080183085,0.5624246871499999,4229202.67627697,6714314.0,0.35,4.95,0.28,0.0358381,0.74,0.612,0.61,0.81,7469859.82561107,6.9,153659.0,0.61,125336.0
2014-01-01,3979734.7631890415,5002407.130746492,0.5857460190833333,4175609.35012108,6794301.0,0.1,5.91,0.69,0.0374662381,0.75,0.612,0.64,0.82,7469859.82561107,7.3,820767.0,0.61,109760.0
2014-02-01,3979734.7631890415,5002407.130746492,0.5857460190833333,4175609.35012108,6794301.0,0.88,0.55,0.4,0.03845090909,0.75,0.612,0.64,0.77,7640474.20151994,7.8,-1.0,0.56,131005.0
2014-03-01,3979734.7631890415,5002407.130746492,0.5857460190833333,4175609.35012108,6794301.0,0.33,1.24,0.85,0.0393598,0.75,0.612,0.64,0.75,7640474.20151994,8.1,54166.0,0.54,112690.0
2014-04-01,3979734.7631890415,5002407.130746492,0.5857460190833333,4175609.35012108,6794301.0,0.28,2.18,1.48,0.040168,0.75,0.612,0.64,0.84,7640474.20151994,7.9,-1.0,0.54,126768.0
2014-05-01,3979734.7631890415,5002407.130746492,0.5857460190833333,4175609.35012108,6794301.0,0.88,2.86,0.45,0.0409735,0.75,0.612,0.64,1.0,7640474.20151994,7.7,-1.0,0.54,117345.0
2014-06-01,3979734.7631890415,5002407.130746492,0.5857460190833333,4175609.35012108,6794301.0,2.05,3.33,-0.45,0.041063,0.75,0.612,0.64,1.06,7640474.20151994,7.5,-1.0,0.58,125040.0
2014-07-01,3979734.7631890415,5002407.130746492,0.5857460190833333,4175609.35012108,6794301.0,0.66,3.75,-0.63,0.041063,0.75,0.612,0.64,1.04,7640474.20151994,7.4,1151416.0,0.59,151260.0
2014-08-01,3979734.7631890415,5002407.130746492,0.5857460190833333,4175609.35012108,6794301.0,0.75,3.76,-0.55,0.041063,0.75,0.612,0.64,0.93,7640474.20151994,7.2,-1.0,0.5,168172.0
2014-09-01,3979734.7631890415,5002407.130746492,0.5857460190833333,4175609.35012108,6794301.0,0.08,4.02,0.06,0.04106814286,0.75,0.612,0.64,0.9,7640474.20151994,7.0,-1.0,0.64,167879.0
2014-10-01,3979734.7631890415,5002407.130746492,0.5857460190833333,4175609.35012108,6794301.0,0.15,4.61,0.02,0.041063,0.75,0.612,0.64,0.96,7640474.20151994,6.8,-1.0,0.61,164017.0
2014-11-01,3979734.7631890415,5002407.130746492,0.5857460190833333,4175609.35012108,6794301.0,0.17,5.05,0.59,0.04114073913,0.75,0.612,0.64,0.87,7640474.20151994,6.6,38013.0,0.6,157151.0
2014-12-01,3979734.7631890415,5002407.130746492,0.5857460190833333,4175609.35012108,6794301.0,0.44,5.58,1.14,0.041957,0.75,0.612,0.64,0.91,7640474.20151994,6.3,-1.0,0.59,148655.0
2015-01-01,4215002.697050675,5713860.890139367,0.6152494622666667,4760524.69801486,6850884.0,0.08,6.41,0.38,0.043496,0.75,0.612,0.64,1.12,7640474.20151994,6.5,-1.0,0.59,104733.0
2015-02-01,4215002.697050675,5713860.890139367,0.6152494622666667,4760524.69801486,6850884.0,0.92,1.24,0.67,0.04433033333,0.75,0.612,0.64,1.04,7751228.17009106,6.8,-1.0,0.59,137766.0
2015-03-01,4215002.697050675,5713860.890139367,0.6152494622666667,4760524.69801486,6850884.0,0.31,2.48,0.53,0.045513,0.75,0.612,0.64,1.08,7751228.17009106,7.2,-1.0,0.52,105347.0
2015-04-01,4215002.697050675,5713860.890139367,0.6152494622666667,4760524.69801486,6850884.0,0.62,3.83,1.21,0.04703818182,0.75,0.612,0.64,1.09,7751228.17009106,7.2,-1.0,0.52,96104.0
2015-05-01,4215002.697050675,5713860.890139367,0.6152494622666667,4760524.69801486,6850884.0,0.46,4.56,0.92,0.04737575,0.75,0.612,0.64,1.03,7751228.17009106,7.1,-1.0,0.52,101534.0
2015-06-01,4215002.697050675,5713860.890139367,0.6152494622666667,4760524.69801486,6850884.0,0.95,5.34,0.4,0.049037,0.75,0.612,0.64,1.05,7751228.17009106,6.9,-1.0,0.51,105247.0
2015-07-01,4215002.697050675,5713860.890139367,0.6152494622666667,4760524.69801486,6850884.0,1.84,6.17,0.68,0.05053785714,0.75,0.612,0.64,1.13,7751228.17009106,7.0,-1.0,0.48,119953.0
2015-08-01,4215002.697050675,5713860.890139367,0.6152494622666667,4760524.69801486,6850884.0,0.55,6.83,0.58,0.05093956522,0.75,0.612,0.64,1.27,7751228.17009106,7.0,-1.0,0.48,114554.0
2015-09-01,4215002.697050675,5713860.890139367,0.6152494622666667,4760524.69801486,6850884.0,0.59,7.06,0.4,0.052531,0.75,0.612,0.64,1.36,7751228.17009106,6.9,-1.0,0.48,111012.0
2015-10-01,4215002.697050675,5713860.890139367,0.6152494622666667,4760524.69801486,6850884.0,0.22,7.64,1.42,0.052531,0.75,0.612,0.64,1.34,7751228.17009106,6.7,-1.0,0.47,127530.0
2015-11-01,4215002.697050675,5713860.890139367,0.6152494622666667,4760524.69801486,6850884.0,0.36,8.52,1.76,0.052531,0.75,0.612,0.64,1.45,7751228.17009106,6.6,-1.0,0.47,118563.0
2015-12-01,4215002.697050675,5713860.890139367,0.6152494622666667,4760524.69801486,6850884.0,0.34,9.62,1.19,0.052531,0.75,0.612,0.64,1.49,7751228.17009106,6.6,-1.0,0.49,113426.0
2016-01-01,3992197.485885442,5821294.199592658,0.5782239475583334,4022870.66108951,6904241.0,0.1,10.67,0.44,0.052531,0.76,0.612,0.65,1.49,7751228.17009106,6.9,-1.0,0.49,90869.0
2016-02-01,3992197.485885442,5821294.199592658,0.5782239475583334,4022870.66108951,6904241.0,0.39,1.27,1.53,0.052531,0.76,0.612,0.65,1.55,7806241.86849827,7.5,-1.0,0.49,92763.0
2016-03-01,3992197.485885442,5821294.199592658,0.5782239475583334,4022870.66108951,6904241.0,0.54,2.18,0.79,0.052531,0.76,0.612,0.65,1.67,7806241.86849827,8.0,-1.0,0.51,87250.0
2016-04-01,3992197.485885442,5821294.199592658,0.5782239475583334,4022870.66108951,6904241.0,0.64,2.62,0.43,0.052531,0.76,0.612,0.65,1.67,7806241.86849827,8.1,-1.0,0.51,86571.0
2016-05-01,3992197.485885442,5821294.199592658,0.5782239475583334,4022870.66108951,6904241.0,0.55,3.25,0.36,0.052531,0.76,0.612,0.65,1.63,7806241.86849827,8.3,-1.0,0.5,94443.0
2016-06-01,3992197.485885442,5821294.199592658,0.5782239475583334,4022870.66108951,6904241.0,0.08,4.05,1.13,0.052531,0.76,0.612,0.65,1.62,7806241.86849827,8.4,-1.0,0.5,95000.0
2016-07-01,3992197.485885442,5821294.199592658,0.5782239475583334,4022870.66108951,6904241.0,1.93,4.42,1.63,0.052531,0.76,0.612,0.65,1.64,7806241.86849827,8.7,-1.0,0.5,100278.0
2016-08-01,3992197.485885442,5821294.199592658,0.5782239475583334,4022870.66108951,6904241.0,0.49,4.96,-0.39,0.052531,0.76,0.612,0.65,1.66,7806241.86849827,8.9,-1.0,0.48,97036.0
2016-09-01,3992197.485885442,5821294.199592658,0.5782239475583334,4022870.66108951,6904241.0,0.29,5.42,0.43,0.052531,0.76,0.612,0.65,1.61,7806241.86849827,9.0,-1.0,0.49,98001.0
2016-10-01,3992197.485885442,5821294.199592658,0.5782239475583334,4022870.66108951,6904241.0,0.33,5.51,0.03,0.052531,0.76,0.612,0.65,1.62,7806241.86849827,9.1,-1.0,0.49,104152.0
2016-11-01,3992197.485885442,5821294.199592658,0.5782239475583334,4022870.66108951,6904241.0,0.21,5.78,0.13,0.0521826,0.76,0.612,0.65,1.52,7806241.86849827,9.1,-1.0,0.5,108978.0
2016-12-01,3992197.485885442,5821294.199592658,0.5782239475583334,4022870.66108951,6904241.0,0.16,5.97,0.05,0.05166,0.76,0.612,0.65,1.41,7806241.86849827,9.1,-1.0,0.5,101536.0
2017-01-01,4012921.788016125,6325697.231664459,0.5770637063166667,3177980.34757245,6954036.0,0.35,6.29,0.83,0.050788,0.76,0.62,0.67,1.25,7806241.86849827,9.6,-1.0,0.5,87564.0
2017-02-01,4012921.788016125,6325697.231664459,0.5770637063166667,3177980.34757245,6954036.0,0.41,0.38,0.43,0.049115,0.76,0.62,0.67,1.2,7820758.2968949,10.3,-1.0,0.5,66661.0
2017-03-01,4012921.788016125,6325697.231664459,0.5770637063166667,3177980.34757245,6954036.0,0.65,0.71,0.06,0.047865,0.76,0.62,0.67,1.07,7820758.2968949,11.1,41998.0,0.5,78801.0
2017-04-01,4012921.788016125,6325697.231664459,0.5770637063166667,3177980.34757245,6954036.0,0.16,0.96,-0.38,0.045513,0.76,0.62,0.67,1.02,7820758.2968949,11.3,152416.0,0.5,67256.0
2017-05-01,4012921.788016125,6325697.231664459,0.5770637063166667,3177980.34757245,6954036.0,-0.02,1.1,-1.24,0.04353744444,0.76,0.62,0.67,1.0,7820758.2968949,11.3,131808.0,0.5,84280.0
2017-06-01,4012921.788016125,6325697.231664459,0.5770637063166667,3177980.34757245,6954036.0,0.63,1.42,-0.51,0.041957,0.76,0.62,0.67,0.93,7820758.2968949,11.4,40935.0,0.5,86501.0
2017-07-01,4012921.788016125,6325697.231664459,0.5770637063166667,3177980.34757245,6954036.0,0.93,1.18,-0.96,0.03837,0.76,0.62,0.67,0.86,7820758.2968949,11.7,939937.0,0.5,88780.0
2017-08-01,4012921.788016125,6325697.231664459,0.5770637063166667,3177980.34757245,6954036.0,0.3,1.43,-0.3,0.03785271429,0.76,0.62,0.67,0.75,7820758.2968949,11.9,166528.0,0.5,86195.0
2017-09-01,4012921.788016125,6325697.231664459,0.5770637063166667,3177980.34757245,6954036.0,0.36,1.62,0.24,0.034749,0.76,0.62,0.67,0.7,7820758.2968949,11.9,27385.0,0.5,84121.0
2017-10-01,4012921.788016125,6325697.231664459,0.5770637063166667,3177980.34757245,6954036.0,0.06,1.78,0.62,0.0318266,0.76,0.62,0.67,0.65,7820758.2968949,11.9,167621.0,0.5,88187.0
2017-11-01,4012921.788016125,6325697.231664459,0.5770637063166667,3177980.34757245,6954036.0,0.31,2.21,0.1,0.03056971429,0.76,0.62,0.67,0.65,7820758.2968949,12.0,10207.0,0.5,79514.0
2017-12-01,4012921.788016125,6325697.231664459,0.5770637063166667,3177980.34757245,6954036.0,0.31,2.5,0.8,0.028333,0.76,0.62,0.67,0.65,7820758.2968949,12.2,111038.0,0.5,74061.0
2018-01-01,4041158.099550392,6601915.727413,0.577289414325,2683603.68273587,7000229.0,0.07,2.95,0.74,0.0268514,0.76,0.62,0.68,0.71,7820758.2968949,12.7,482173.0,0.5,64818.0
2018-02-01,4041158.099550392,6601915.727413,0.577289414325,2683603.68273587,7000229.0,0.31,0.29,0.58,0.026481,0.76,0.62,0.68,0.68,7813724.30644261,13.3,-1.0,0.5,44254.0
2018-03-01,4041158.099550392,6601915.727413,0.577289414325,2683603.68273587,7000229.0,0.13,0.61,0.15,0.02581005556,0.76,0.62,0.68,0.71,7813724.30644261,13.9,20121.0,0.5,52169.0
2018-04-01,4041158.099550392,6601915.727413,0.577289414325,2683603.68273587,7000229.0,0.24,0.7,0.56,0.02528571429,0.76,0.62,0.68,0.69,7813724.30644261,13.7,138903.0,0.5,53399.0
2018-05-01,4041158.099550392,6601915.727413,0.577289414325,2683603.68273587,7000229.0,0.29,0.92,0.93,0.02462,0.76,0.62,0.68,0.74,7813724.30644261,13.4,66746.0,0.5,45364.0
2018-06-01,4041158.099550392,6601915.727413,0.577289414325,2683603.68273587,7000229.0,0.23,1.33,1.64,0.02462,0.76,0.62,0.68,0.73,7813724.30644261,13.1,31202.0,0.5,67103.0
2018-07-01,4041158.099550392,6601915.727413,0.577289414325,2683603.68273587,7000229.0,0.97,2.6,1.48,0.02462,0.76,0.62,0.68,0.75,7813724.30644261,12.9,939625.0,0.5,61062.0
2018-08-01,4041158.099550392,6601915.727413,0.577289414325,2683603.68273587,7000229.0,0.61,2.94,0.44,0.02462,0.76,0.62,0.68,0.77,7813724.30644261,12.7,185689.0,0.5,73445.0
2018-09-01,4041158.099550392,6601915.727413,0.577289414325,2683603.68273587,7000229.0,0.15,2.85,0.68,0.02462,0.76,0.62,0.68,0.84,7813724.30644261,12.5,16379.0,0.5,69471.0
2018-10-01,4041158.099550392,6601915.727413,0.577289414325,2683603.68273587,7000229.0,0.23,3.34,1.79,0.02462,0.76,0.62,0.68,0.87,7813724.30644261,12.3,233264.0,0.5,83004.0
2018-11-01,4041158.099550392,6601915.727413,0.577289414325,2683603.68273587,7000229.0,0.35,3.81,0.26,0.02462,0.76,0.62,0.68,0.88,7813724.30644261,12.1,15914.0,0.51,77332.0
2018-12-01,4041158.099550392,6601915.727413,0.577289414325,2683603.68273587,7000229.0,0.13,3.59,-1.14,0.02462,0.76,0.62,0.68,0.86,7813724.30644261,11.9,116659.0,0.51,58591.0
2019-01-01,4295840.383482466,7248553.935602625,0.6106335179333333,2312154.15208134,7035055.0,0.13,3.75,-0.45,0.02462,0.76,0.62,0.68,0.85,7813724.30644261,12.3,452880.0,0.51,70660.0
2019-02-01,4295840.383482466,7248553.935602625,0.6106335179333333,2312154.15208134,7035055.0,0.49,0.32,0.07,0.02462,0.76,0.62,0.68,0.81,7827728.36985003,12.7,-1.0,0.51,50796.0
2019-03-01,4295840.383482466,7248553.935602625,0.6106335179333333,2312154.15208134,7035055.0,0.09,0.75,1.25,0.02462,0.76,0.62,0.68,0.75,7827728.36985003,13.2,25376.0,0.51,47834.0
2019-04-01,4295840.383482466,7248553.935602625,0.6106335179333333,2312154.15208134,7035055.0,0.31,1.51,1.07,0.02462,0.76,0.62,0.68,0.74,7827728.36985003,13.0,128361.0,0.51,45327.0
2019-05-01,4295840.383482466,7248553.935602625,0.6106335179333333,2312154.15208134,7035055.0,0.38,2.09,0.9,0.02462,0.76,0.62,0.68,0.7,7827728.36985003,12.8,61548.0,0.51,54032.0
2019-06-01,4295840.383482466,7248553.935602625,0.6106335179333333,2312154.15208134,7035055.0,0.03,2.22,0.4,0.02462,0.76,0.62,0.68,0.71,7827728.36985003,12.6,27854.0,0.51,60657.0
2019-07-01,4295840.383482466,7248553.935602625,0.6106335179333333,2312154.15208134,7035055.0,0.88,2.23,0.63,0.02462,0.76,0.62,0.68,0.7,7827728.36985003,12.4,1089666.0,0.51,67250.0
2019-08-01,4295840.383482466,7248553.935602625,0.6106335179333333,2312154.15208134,7035055.0,0.58,2.42,-0.01,0.02462,0.76,0.62,0.68,0.69,7827728.36985003,12.3,179318.0,0.51,70773.0
2019-09-01,4295840.383482466,7248553.935602625,0.6106335179333333,2312154.15208134,7035055.0,0.42,2.54,-0.51,0.022751,0.76,0.62,0.68,0.62,7827728.36985003,12.0,22608.0,0.51,67010.0
2019-10-01,4295840.383482466,7248553.935602625,0.6106335179333333,2312154.15208134,7035055.0,0.46,2.49,0.5,0.02203519048,0.76,0.62,0.68,0.59,7827728.36985003,11.9,249484.0,0.51,81128.0
2019-11-01,4295840.383482466,7248553.935602625,0.6106335179333333,2312154.15208134,7035055.0,0.18,2.6,0.55,0.02078995652,0.76,0.62,0.68,0.57,7827728.36985003,11.7,14612.0,0.51,81737.0
2019-12-01,4295840.383482466,7248553.935602625,0.6106335179333333,2312154.15208134,7035055.0,0.04,3.12,0.85,0.018985,0.76,0.62,0.68,0.54,7827728.36985003,11.7,133995.0,0.51,76841.0
