data,Ceara - PIB - Per Capita,Ceara - PIB - Preços de Mercado,Ceara - PIB - Estadual,Ceara - PIB - Construção Civil,Ceara - População,Ceara - INCC (%),Ceara - IPCA - Variação mensal durante o Plano Real (%),Ceara - IGP-DI,Ceara - Taxa Selic (%),Ceara - IDH - Longevidade,Ceara - IDH - Renda,Ceara - IDH - Educação,Ceara - NFSP - Fluxo Mensal (Milhões de reais),Ceara - Estoque liquido de capital fixo - (R$),Ceara - Desemprego,Ceara - Produção de Cimento (t),Ceara - Valor,Ceara - Consumo de Cimento (t)
2005-03-01,4146557.2713594497,2683300.0054778666,0.5198426028083333,2732332.67899123,7976563.0,0.44,1.17,0.4,0.06729072222,0.713,0.588,0.377,1.49,6344077.42160595,8.5796670726,-1.0,0.28,77682.0
2005-04-01,4146557.2713594497,2683300.0054778666,0.5198426028083333,2732332.67899123,7976563.0,0.67,1.79,0.99,0.068961,0.713,0.588,0.377,1.37,6344077.42160595,8.5796670726,61500.0,0.28,66140.0
2005-05-01,4146557.2713594497,2683300.0054778666,0.5198426028083333,2732332.67899123,7976563.0,0.72,2.68,0.51,0.07010755,0.713,0.588,0.377,1.37,6344077.42160595,8.5796670726,110319.0,0.27,76289.0
2005-06-01,4146557.2713594497,2683300.0054778666,0.5198426028083333,2732332.67899123,7976563.0,2.09,3.18,-0.25,0.07106719048,0.713,0.588,0.377,1.18,6344077.42160595,8.5796670726,29634.0,0.27,80340.0
2005-07-01,4146557.2713594497,2683300.0054778666,0.5198426028083333,2732332.67899123,7976563.0,0.76,3.16,-0.45,0.071533,0.713,0.588,0.377,0.95,6344077.42160595,8.5796670726,57823.0,0.25,93393.0
2005-08-01,4146557.2713594497,2683300.0054778666,0.5198426028083333,2732332.67899123,7976563.0,0.11,3.42,-0.4,0.07145590476,0.713,0.588,0.377,0.76,6344077.42160595,8.5796670726,353746.0,0.25,91998.0
2005-09-01,4146557.2713594497,2683300.0054778666,0.5198426028083333,2732332.67899123,7976563.0,0.02,3.59,-0.79,0.07154213043,0.713,0.588,0.377,0.55,6344077.42160595,8.5796670726,41374.0,0.25,81500.0
2005-10-01,4146557.2713594497,2683300.0054778666,0.5198426028083333,2732332.67899123,7976563.0,0.24,3.95,-0.13,0.07107052381,0.713,0.588,0.377,0.29,6344077.42160595,8.5796670726,186107.0,0.27,81596.0
2005-11-01,4146557.2713594497,2683300.0054778666,0.5198426028083333,2732332.67899123,7976563.0,0.19,4.73,0.63,0.0698922,0.713,0.588,0.377,0.25,6344077.42160595,8.5796670726,103781.0,0.28,80195.0
2005-12-01,4146557.2713594497,2683300.0054778666,0.5198426028083333,2732332.67899123,7976563.0,0.28,5.31,0.33,0.0686031,0.713,0.588,0.377,0.24,6344077.42160595,8.5796670726,-1.0,0.3,95958.0
2006-01-01,4327059.281150975,3008187.72925295,0.534384561075,2544182.25522236,8097276.0,0.37,5.69,0.07,0.06651395455,0.713,0.588,0.377,0.25,6344077.42160595,9.1205042553,425953.0,0.31,93559.0
2006-02-01,4327059.281150975,3008187.72925295,0.534384561075,2544182.25522236,8097276.0,0.34,0.59,0.72,0.06452986364,0.713,0.588,0.377,0.27,6428173.06422105,9.1205042553,-1.0,0.31,67351.0
2006-03-01,4327059.281150975,3008187.72925295,0.534384561075,2544182.25522236,8097276.0,0.19,1.0,-0.06,0.06327316667,0.713,0.588,0.377,0.37,6428173.06422105,9.1205042553,-1.0,0.31,80250.0
2006-04-01,4327059.281150975,3008187.72925295,0.534384561075,2544182.25522236,8097276.0,0.2,1.44,-0.45,0.06142243478,0.713,0.588,0.377,0.29,6428173.06422105,9.1205042553,52322.0,0.31,60193.0
2006-05-01,4327059.281150975,3008187.72925295,0.534384561075,2544182.25522236,8097276.0,0.36,1.65,0.02,0.05957944444,0.713,0.588,0.377,0.12,6428173.06422105,9.1205042553,100200.0,0.31,77034.0
2006-06-01,4327059.281150975,3008187.72925295,0.534384561075,2544182.25522236,8097276.0,1.32,1.75,0.38,0.05789063636,0.713,0.588,0.377,0.13,6428173.06422105,9.1205042553,20294.0,0.31,82997.0
2006-07-01,4327059.281150975,3008187.72925295,0.534384561075,2544182.25522236,8097276.0,0.9,1.54,0.67,0.05608404762,0.713,0.588,0.377,0.21,6428173.06422105,9.1205042553,50437.0,0.31,88693.0
2006-08-01,4327059.281150975,3008187.72925295,0.534384561075,2544182.25522236,8097276.0,0.47,1.73,0.17,0.05540461905,0.713,0.588,0.377,0.33,6428173.06422105,9.1205042553,349395.0,0.32,100211.0
2006-09-01,4327059.281150975,3008187.72925295,0.534384561075,2544182.25522236,8097276.0,0.24,1.78,0.41,0.05429469565,0.713,0.588,0.377,0.44,6428173.06422105,9.1205042553,44132.0,0.32,97804.0
2006-10-01,4327059.281150975,3008187.72925295,0.534384561075,2544182.25522236,8097276.0,0.11,2.0,0.24,0.0526018,0.713,0.588,0.377,0.6,6428173.06422105,9.1205042553,205265.0,0.32,99213.0
2006-11-01,4327059.281150975,3008187.72925295,0.534384561075,2544182.25522236,8097276.0,0.21,2.33,0.81,0.05183728571,0.713,0.588,0.377,0.57,6428173.06422105,9.1205042553,118069.0,0.32,101183.0
2006-12-01,4327059.281150975,3008187.72925295,0.534384561075,2544182.25522236,8097276.0,0.23,2.65,0.57,0.0507845,0.713,0.588,0.377,0.59,6428173.06422105,9.1205042553,-1.0,0.32,106958.0
2007-01-01,4538998.540344584,3369292.8551339083,0.552385491975,2784261.39480396,8217085.0,0.36,3.14,0.26,0.049164,0.713,0.588,0.377,0.69,6428173.06422105,8.3568286848,575295.0,0.33,95626.0
2007-02-01,4538998.540344584,3369292.8551339083,0.552385491975,2784261.39480396,8217085.0,0.45,0.44,0.43,0.04896572727,0.713,0.588,0.377,0.68,6529451.68540568,8.3568286848,-1.0,0.33,65624.0
2007-03-01,4538998.540344584,3369292.8551339083,0.552385491975,2784261.39480396,8217085.0,0.21,0.88,0.23,0.04827277778,0.713,0.588,0.377,0.6,6529451.68540568,8.3568286848,-1.0,0.33,78343.0
2007-04-01,4538998.540344584,3369292.8551339083,0.552385491975,2784261.39480396,8217085.0,0.27,1.26,0.22,0.04758977273,0.713,0.588,0.377,0.57,6529451.68540568,8.3568286848,60522.0,0.32,69913.0
2007-05-01,4538998.540344584,3369292.8551339083,0.552385491975,2784261.39480396,8217085.0,0.46,1.51,0.14,0.04703045,0.713,0.588,0.377,0.54,6529451.68540568,8.3568286848,176381.0,0.33,84748.0
2007-06-01,4538998.540344584,3369292.8551339083,0.552385491975,2784261.39480396,8217085.0,1.15,1.79,0.16,0.046503,0.713,0.588,0.377,0.48,6529451.68540568,8.3568286848,22944.0,0.33,91821.0
2007-07-01,4538998.540344584,3369292.8551339083,0.552385491975,2784261.39480396,8217085.0,0.92,2.08,0.26,0.0450878,0.713,0.588,0.377,0.39,6529451.68540568,8.3568286848,70320.0,0.33,105940.0
2007-08-01,4538998.540344584,3369292.8551339083,0.552385491975,2784261.39480396,8217085.0,0.31,2.32,0.37,0.04400663636,0.713,0.588,0.377,0.3,6529451.68540568,8.3568286848,426311.0,0.32,113440.0
2007-09-01,4538998.540344584,3369292.8551339083,0.552385491975,2784261.39480396,8217085.0,0.26,2.8,1.39,0.04295447826,0.713,0.588,0.377,0.28,6529451.68540568,8.3568286848,35907.0,0.32,107511.0
2007-10-01,4538998.540344584,3369292.8551339083,0.552385491975,2784261.39480396,8217085.0,0.51,2.99,1.17,0.04220568421,0.713,0.588,0.377,0.4,6529451.68540568,8.3568286848,248936.0,0.32,118965.0
2007-11-01,4538998.540344584,3369292.8551339083,0.552385491975,2784261.39480396,8217085.0,0.51,3.3,0.75,0.04206336364,0.713,0.588,0.377,0.5,6529451.68540568,8.3568286848,145703.0,0.32,124128.0
2007-12-01,4538998.540344584,3369292.8551339083,0.552385491975,2784261.39480396,8217085.0,0.36,3.69,1.05,0.042065,0.713,0.588,0.377,0.52,6529451.68540568,8.3568286848,-1.0,0.33,117705.0
2008-01-01,4671355.968975283,3690817.931200458,0.5610265955083333,2963109.56172557,8185250.0,0.59,4.46,1.47,0.042065,0.713,0.588,0.377,0.47,6529451.68540568,7.8824280673,659054.0,0.33,113871.0
2008-02-01,4671355.968975283,3690817.931200458,0.5610265955083333,2963109.56172557,8185250.0,0.38,0.54,0.99,0.04205845455,0.713,0.588,0.377,0.63,6647965.94362564,7.8824280673,-1.0,0.33,91401.0
2008-03-01,4671355.968975283,3690817.931200458,0.5610265955083333,2963109.56172557,8185250.0,0.4,1.03,0.38,0.04206310526,0.713,0.588,0.377,0.65,6647965.94362564,7.8824280673,-1.0,0.33,82105.0
2008-04-01,4671355.968975283,3690817.931200458,0.5610265955083333,2963109.56172557,8185250.0,0.66,1.52,0.7,0.0420614,0.713,0.588,0.377,0.7,6647965.94362564,7.8824280673,63774.0,0.33,84652.0
2008-05-01,4671355.968975283,3690817.931200458,0.5610265955083333,2963109.56172557,8185250.0,0.87,2.08,1.12,0.04274185714,0.713,0.588,0.377,0.83,6647965.94362564,7.8824280673,174313.0,0.33,88592.0
2008-06-01,4671355.968975283,3690817.931200458,0.5610265955083333,2963109.56172557,8185250.0,2.02,2.88,1.88,0.0436576,0.713,0.588,0.377,0.93,6647965.94362564,7.8824280673,35178.0,0.33,99885.0
2008-07-01,4671355.968975283,3690817.931200458,0.5610265955083333,2963109.56172557,8185250.0,1.92,3.64,1.89,0.04529861905,0.713,0.588,0.377,1.14,6647965.94362564,7.8824280673,81078.0,0.324,125601.0
2008-08-01,4671355.968975283,3690817.931200458,0.5610265955083333,2963109.56172557,8185250.0,1.46,4.19,1.12,0.04627117391,0.713,0.588,0.377,1.33,6647965.94362564,7.8824280673,439621.0,0.33,122065.0
2008-09-01,4671355.968975283,3690817.931200458,0.5610265955083333,2963109.56172557,8185250.0,1.18,4.48,-0.38,0.04822657143,0.713,0.588,0.377,1.42,6647965.94362564,7.8824280673,58243.0,0.33,124340.0
2008-10-01,4671355.968975283,3690817.931200458,0.5610265955083333,2963109.56172557,8185250.0,0.95,4.76,0.36,0.04987840909,0.713,0.588,0.377,1.23,6647965.94362564,7.8824280673,257512.0,0.34,131923.0
2008-11-01,4671355.968975283,3690817.931200458,0.5610265955083333,2963109.56172557,8185250.0,0.77,5.23,1.09,0.05083973913,0.713,0.588,0.377,1.22,6647965.94362564,7.8824280673,179784.0,0.34,130250.0
2008-12-01,4671355.968975283,3690817.931200458,0.5610265955083333,2963109.56172557,8185250.0,0.5,5.61,0.07,0.050753,0.713,0.588,0.377,1.24,6647965.94362564,7.8824280673,-1.0,0.3382,133906.0
2009-01-01,5103628.358647984,4386336.818615141,0.603941949975,3034907.8908179,8450527.0,0.17,5.9,-0.44,0.050823,0.713,0.588,0.377,1.13,6647965.94362564,6.9986345632,667207.0,0.356,121805.0
2009-02-01,5103628.358647984,4386336.818615141,0.603941949975,3034907.8908179,8450527.0,0.33,0.48,0.01,0.04964833333,0.713,0.588,0.377,0.95,6773699.30541316,6.9986345632,-1.0,0.36,94761.0
2009-03-01,5103628.358647984,4386336.818615141,0.603941949975,3034907.8908179,8450527.0,0.27,1.03,-0.13,0.047314,0.713,0.588,0.377,0.87,6773699.30541316,6.9986345632,-1.0,0.35,93343.0
2009-04-01,5103628.358647984,4386336.818615141,0.603941949975,3034907.8908179,8450527.0,-0.25,1.23,-0.84,0.04392790909,0.713,0.588,0.377,0.82,6773699.30541316,6.9986345632,92176.0,0.338,78375.0
2009-05-01,5103628.358647984,4386336.818615141,0.603941949975,3034907.8908179,8450527.0,-0.04,1.72,0.04,0.04181185,0.713,0.588,0.377,0.67,6773699.30541316,6.9986345632,172878.0,0.3334,85658.0
2009-06-01,5103628.358647984,4386336.818615141,0.603941949975,3034907.8908179,8450527.0,1.39,2.2,0.18,0.0384042,0.713,0.588,0.377,0.55,6773699.30541316,6.9986345632,31301.0,0.32,109614.0
2009-07-01,5103628.358647984,4386336.818615141,0.603941949975,3034907.8908179,8450527.0,0.7,2.57,-0.32,0.03616333333,0.713,0.588,0.377,0.38,6773699.30541316,6.9986345632,71324.0,0.31,135487.0
2009-08-01,5103628.358647984,4386336.818615141,0.603941949975,3034907.8908179,8450527.0,0.26,2.81,-0.64,0.03422486957,0.713,0.588,0.377,0.19,6773699.30541316,6.9986345632,482995.0,0.305,138674.0
2009-09-01,5103628.358647984,4386336.818615141,0.603941949975,3034907.8908179,8450527.0,-0.05,2.97,0.09,0.032927,0.713,0.588,0.377,0.02,6773699.30541316,6.9986345632,69195.0,0.32,146728.0
2009-10-01,5103628.358647984,4386336.818615141,0.603941949975,3034907.8908179,8450527.0,0.15,3.21,0.25,0.032927,0.713,0.588,0.377,0.04,6773699.30541316,6.9986345632,264566.0,0.32,146172.0
2009-11-01,5103628.358647984,4386336.818615141,0.603941949975,3034907.8908179,8450527.0,0.06,3.5,-0.04,0.032927,0.713,0.588,0.377,0.0,6773699.30541316,6.9986345632,145722.0,0.3279999999999999,140885.0
2009-12-01,5103628.358647984,4386336.818615141,0.603941949975,3034907.8908179,8450527.0,0.29,3.93,0.07,0.032927,0.713,0.588,0.377,-0.07,6773699.30541316,6.9986345632,-1.0,0.32,145983.0
2010-01-01,5328664.505008933,4914684.0401616255,0.6233953642416666,3756353.97543812,8547809.0,0.1,4.31,-0.11,0.03292531818,0.713,0.588,0.377,-0.06,6773699.30541316,7.9116600356,685759.0,0.3189,138520.0
2010-02-01,5328664.505008933,4914684.0401616255,0.6233953642416666,3756353.97543812,8547809.0,0.64,0.75,1.01,0.03292515,0.713,0.588,0.377,-0.02,6930862.75002851,7.9116600356,-1.0,0.31,130778.0
2010-03-01,5328664.505008933,4914684.0401616255,0.6233953642416666,3756353.97543812,8547809.0,0.36,1.54,1.09,0.032927,0.713,0.588,0.377,0.08,6930862.75002851,7.9116600356,-1.0,0.32,143283.0
2010-04-01,5328664.505008933,4914684.0401616255,0.6233953642416666,3756353.97543812,8547809.0,0.75,2.06,0.63,0.032927,0.713,0.588,0.377,0.18,6930862.75002851,7.9116600356,103501.0,0.332,125297.0
2010-05-01,5328664.505008933,4914684.0401616255,0.6233953642416666,3756353.97543812,8547809.0,0.84,2.65,0.72,0.0331908,0.713,0.588,0.377,0.29,6930862.75002851,7.9116600356,198039.0,0.34,130266.0
2010-06-01,5328664.505008933,4914684.0401616255,0.6233953642416666,3756353.97543812,8547809.0,1.81,3.09,1.57,0.03565185714,0.713,0.588,0.377,0.43,6930862.75002851,7.9116600356,36115.0,0.34,148729.0
2010-07-01,5328664.505008933,4914684.0401616255,0.6233953642416666,3756353.97543812,8547809.0,1.09,3.09,0.34,0.0376,0.713,0.588,0.377,0.6,6930862.75002851,7.9116600356,73366.0,0.37,153951.0
2010-08-01,5328664.505008933,4914684.0401616255,0.6233953642416666,3756353.97543812,8547809.0,0.44,3.1,0.22,0.03897777273,0.713,0.588,0.377,0.67,6930862.75002851,7.9116600356,473234.0,0.36,178971.0
2010-09-01,5328664.505008933,4914684.0401616255,0.6233953642416666,3756353.97543812,8547809.0,0.14,3.14,1.1,0.040203,0.713,0.588,0.377,0.74,6930862.75002851,7.9116600356,70111.0,0.3696,155598.0
2010-10-01,5328664.505008933,4914684.0401616255,0.6233953642416666,3756353.97543812,8547809.0,0.21,3.6,1.1,0.040203,0.713,0.588,0.377,0.85,6930862.75002851,7.9116600356,266205.0,0.3692,149923.0
2010-11-01,5328664.505008933,4914684.0401616255,0.6233953642416666,3756353.97543812,8547809.0,0.2,4.38,1.03,0.040203,0.713,0.588,0.377,0.93,6930862.75002851,7.9116600356,182294.0,0.3686,137036.0
2010-12-01,5328664.505008933,4914684.0401616255,0.6233953642416666,3756353.97543812,8547809.0,0.37,5.25,1.58,0.040203,0.713,0.588,0.377,0.99,6930862.75002851,7.9116600356,-1.0,0.37,201888.0
2011-01-01,5764864.962593582,5764864.962593582,0.6726964900416667,4727354.53573715,8452381.0,0.67,5.91,0.38,0.04020769565,0.793,0.651,0.615,1.23,6930862.75002851,7.9116600356,783438.0,0.37,141567.0
2011-02-01,5764864.962593582,5764864.962593582,0.6726964900416667,4727354.53573715,8452381.0,0.41,0.83,0.98,0.04089519048,0.793,0.651,0.615,1.22,7102235.53510611,7.9116600356,-1.0,0.38,115864.0
2011-03-01,5764864.962593582,5764864.962593582,0.6726964900416667,4727354.53573715,8452381.0,0.28,1.64,0.96,0.0420272,0.793,0.651,0.615,1.18,7102235.53510611,7.9116600356,-1.0,0.38,141204.0
2011-04-01,5764864.962593582,5764864.962593582,0.6726964900416667,4727354.53573715,8452381.0,0.43,2.44,0.61,0.04364038095,0.793,0.651,0.615,1.15,7102235.53510611,7.9116600356,102570.0,0.38,139449.0
2011-05-01,5764864.962593582,5764864.962593582,0.6726964900416667,4727354.53573715,8452381.0,1.06,3.23,0.5,0.04404368421,0.793,0.651,0.615,1.17,7102235.53510611,7.9116600356,189287.0,0.39,113440.0
2011-06-01,5764864.962593582,5764864.962593582,0.6726964900416667,4727354.53573715,8452381.0,2.94,3.71,0.01,0.044698,0.793,0.651,0.615,1.11,7102235.53510611,7.9116600356,32134.0,0.385,136542.0
2011-07-01,5764864.962593582,5764864.962593582,0.6726964900416667,4727354.53573715,8452381.0,0.37,3.87,-0.13,0.04533085714,0.793,0.651,0.615,0.91,7102235.53510611,7.9116600356,83021.0,0.38,153277.0
2011-08-01,5764864.962593582,5764864.962593582,0.6726964900416667,4727354.53573715,8452381.0,0.45,4.04,-0.05,0.04587866667,0.793,0.651,0.615,0.84,7102235.53510611,7.9116600356,474913.0,0.375,167021.0
2011-09-01,5764864.962593582,5764864.962593582,0.6726964900416667,4727354.53573715,8452381.0,0.13,4.42,0.61,0.04646017391,0.793,0.651,0.615,0.78,7102235.53510611,7.9116600356,78812.0,0.38,163692.0
2011-10-01,5764864.962593582,5764864.962593582,0.6726964900416667,4727354.53573715,8452381.0,0.14,4.97,0.75,0.04464585714,0.793,0.651,0.615,0.73,7102235.53510611,7.9116600356,273592.0,0.375,145031.0
2011-11-01,5764864.962593582,5764864.962593582,0.6726964900416667,4727354.53573715,8452381.0,0.23,5.43,0.4,0.04391405,0.793,0.651,0.615,0.7,7102235.53510611,7.9116600356,173989.0,0.375,173692.0
2011-12-01,5764864.962593582,5764864.962593582,0.6726964900416667,4727354.53573715,8452381.0,0.72,5.97,0.43,0.042849,0.793,0.651,0.615,0.64,7102235.53510611,7.9116600356,-1.0,0.37,126961.0
2012-01-01,6027544.563843783,6528951.4169176,0.7066160654583333,5224902.14158869,8530155.0,0.11,6.5,-0.16,0.04106463636,0.793,0.651,0.615,0.46,7102235.53510611,6.1174055103,745613.0,0.37,142397.0
2012-02-01,6027544.563843783,6528951.4169176,0.7066160654583333,5224902.14158869,8530155.0,0.89,0.56,0.3,0.0403295,0.793,0.651,0.615,0.38,7283723.05855449,6.1174055103,-1.0,0.37,143499.0
2012-03-01,6027544.563843783,6528951.4169176,0.7066160654583333,5224902.14158869,8530155.0,0.3,1.01,0.07,0.03927,0.793,0.651,0.615,0.3,7283723.05855449,6.1174055103,-1.0,0.37,160587.0
2012-04-01,6027544.563843783,6528951.4169176,0.7066160654583333,5224902.14158869,8530155.0,0.51,1.22,0.56,0.037179,0.793,0.651,0.615,0.26,7283723.05855449,6.1174055103,110716.0,0.37,116653.0
2012-05-01,6027544.563843783,6528951.4169176,0.7066160654583333,5224902.14158869,8530155.0,0.75,1.87,1.02,0.035474,0.793,0.651,0.615,0.25,7283723.05855449,6.1174055103,250606.0,0.37,163844.0
2012-06-01,6027544.563843783,6528951.4169176,0.7066160654583333,5224902.14158869,8530155.0,1.88,2.24,0.91,0.03373136364,0.793,0.651,0.615,0.35,7283723.05855449,6.1174055103,61671.0,0.368,152401.0
2012-07-01,6027544.563843783,6528951.4169176,0.7066160654583333,5224902.14158869,8530155.0,0.73,2.32,0.69,0.0319778,0.793,0.651,0.615,0.51,7283723.05855449,6.1174055103,89587.0,0.365,179893.0
2012-08-01,6027544.563843783,6528951.4169176,0.7066160654583333,5224902.14158869,8530155.0,0.67,2.76,1.52,0.03080763636,0.793,0.651,0.615,0.61,7283723.05855449,6.1174055103,457259.0,0.365,157767.0
2012-09-01,6027544.563843783,6528951.4169176,0.7066160654583333,5224902.14158869,8530155.0,0.26,3.18,1.29,0.02997965217,0.793,0.651,0.615,0.79,7283723.05855449,6.1174055103,127407.0,0.36,148487.0
2012-10-01,6027544.563843783,6528951.4169176,0.7066160654583333,5224902.14158869,8530155.0,0.22,3.77,0.88,0.028296,0.793,0.651,0.615,0.88,7283723.05855449,6.1174055103,262875.0,0.36,203179.0
2012-11-01,6027544.563843783,6528951.4169176,0.7066160654583333,5224902.14158869,8530155.0,0.21,4.38,-0.31,0.02770736364,0.793,0.651,0.615,0.89,7283723.05855449,6.1174055103,176901.0,0.36,172222.0
2012-12-01,6027544.563843783,6528951.4169176,0.7066160654583333,5224902.14158869,8530155.0,0.33,5.01,0.25,0.027371,0.793,0.651,0.615,0.84,7283723.05855449,6.1174055103,-1.0,0.36,162812.0
2013-01-01,5992317.872174417,7006366.396012225,0.696294955925,5658434.03798085,8606005.0,0.16,5.84,0.66,0.02743595,0.8,0.651,0.67,0.88,7283723.05855449,6.5796532886,828553.0,0.36,178673.0
2013-02-01,5992317.872174417,7006366.396012225,0.696294955925,5658434.03798085,8606005.0,0.65,0.86,0.31,0.02726,0.8,0.651,0.67,0.98,7469859.82561107,6.5796532886,-1.0,0.36,145178.0
