data,Ceara - PIB - Per Capita,Ceara - PIB - Preços de Mercado,Ceara - PIB - Estadual,Ceara - PIB - Construção Civil,Ceara - População,Ceara - INCC (%),Ceara - IPCA - Variação mensal durante o Plano Real (%),Ceara - IGP-DI,Ceara - Taxa Selic (%),Ceara - IDH - Longevidade,Ceara - IDH - Renda,Ceara - IDH - Educação,Ceara - NFSP - Fluxo Mensal (Milhões de reais),Ceara - Estoque liquido de capital fixo - (R$),Ceara - Desemprego,Ceara - Produção de Cimento (t),Ceara - Valor,Ceara - Consumo de Cimento (t)
2013-03-01,5992317.872174417,7006366.396012225,0.696294955925,5658434.03798085,8606005.0,0.6,1.47,0.2,0.0273115,0.8,0.651,0.67,1.0,7469859.82561107,8.0,-1.0,0.365,134031.0
2013-04-01,5992317.872174417,7006366.396012225,0.696294955925,5658434.03798085,8606005.0,0.5,1.94,0.31,0.02739875,0.8,0.651,0.67,1.03,7469859.82561107,7.8,114611.0,0.37,143115.0
2013-05-01,5992317.872174417,7006366.396012225,0.696294955925,5658434.03798085,8606005.0,0.74,2.5,-0.06,0.02781163636,0.8,0.651,0.67,0.98,7469859.82561107,7.7,231396.0,0.365,162691.0
2013-06-01,5992317.872174417,7006366.396012225,0.696294955925,5658434.03798085,8606005.0,2.25,2.88,0.32,0.02842080952,0.8,0.651,0.67,0.88,7469859.82561107,7.6,64317.0,0.37,160042.0
2013-07-01,5992317.872174417,7006366.396012225,0.696294955925,5658434.03798085,8606005.0,1.15,3.15,0.76,0.030177,0.8,0.651,0.67,0.76,7469859.82561107,7.5,84589.0,0.37,185124.0
2013-08-01,5992317.872174417,7006366.396012225,0.696294955925,5658434.03798085,8606005.0,0.48,3.18,0.14,0.03137373913,0.8,0.651,0.67,0.82,7469859.82561107,7.4,507113.0,0.37,206687.0
2013-09-01,5992317.872174417,7006366.396012225,0.696294955925,5658434.03798085,8606005.0,0.31,3.43,0.46,0.03217809091,0.8,0.651,0.67,0.73,7469859.82561107,7.1,118099.0,0.37,184866.0
2013-10-01,5992317.872174417,7006366.396012225,0.696294955925,5658434.03798085,8606005.0,0.43,3.79,1.36,0.033839,0.8,0.651,0.67,0.63,7469859.82561107,7.0,252763.0,0.37,190547.0
2013-11-01,5992317.872174417,7006366.396012225,0.696294955925,5658434.03798085,8606005.0,0.26,4.38,0.63,0.03510369565,0.8,0.651,0.67,0.71,7469859.82561107,6.8,179112.0,0.365,190100.0
2013-12-01,5992317.872174417,7006366.396012225,0.696294955925,5658434.03798085,8606005.0,0.35,4.95,0.28,0.0358381,0.8,0.651,0.67,0.81,7469859.82561107,6.9,-1.0,0.37,184335.0
2014-01-01,6289589.20206535,7905824.821517958,0.7164703252666667,5498766.69153699,8778576.0,0.1,5.91,0.69,0.0374662381,0.8,0.651,0.67,0.82,7469859.82561107,7.3,842494.0,0.37,157986.0
2014-02-01,6289589.20206535,7905824.821517958,0.7164703252666667,5498766.69153699,8778576.0,0.88,0.55,0.4,0.03845090909,0.8,0.651,0.67,0.77,7640474.20151994,7.8,-1.0,0.37,192846.0
2014-03-01,6289589.20206535,7905824.821517958,0.7164703252666667,5498766.69153699,8778576.0,0.33,1.24,0.85,0.0393598,0.8,0.651,0.67,0.75,7640474.20151994,8.1,-1.0,0.37,177432.0
2014-04-01,6289589.20206535,7905824.821517958,0.7164703252666667,5498766.69153699,8778576.0,0.28,2.18,1.48,0.040168,0.8,0.651,0.67,0.84,7640474.20151994,7.9,-1.0,0.37,181792.0
2014-05-01,6289589.20206535,7905824.821517958,0.7164703252666667,5498766.69153699,8778576.0,0.88,2.86,0.45,0.0409735,0.8,0.651,0.67,1.0,7640474.20151994,7.7,-1.0,0.37,218147.0
2014-06-01,6289589.20206535,7905824.821517958,0.7164703252666667,5498766.69153699,8778576.0,2.05,3.33,-0.45,0.041063,0.8,0.651,0.67,1.06,7640474.20151994,7.5,-1.0,0.38,194505.0
2014-07-01,6289589.20206535,7905824.821517958,0.7164703252666667,5498766.69153699,8778576.0,0.66,3.75,-0.63,0.041063,0.8,0.651,0.67,1.04,7640474.20151994,7.4,-1.0,0.39,245934.0
2014-08-01,6289589.20206535,7905824.821517958,0.7164703252666667,5498766.69153699,8778576.0,0.75,3.76,-0.55,0.041063,0.8,0.651,0.67,0.93,7640474.20151994,7.2,-1.0,0.405,252316.0
2014-09-01,6289589.20206535,7905824.821517958,0.7164703252666667,5498766.69153699,8778576.0,0.08,4.02,0.06,0.04106814286,0.8,0.651,0.67,0.9,7640474.20151994,7.0,-1.0,0.4,259590.0
2014-10-01,6289589.20206535,7905824.821517958,0.7164703252666667,5498766.69153699,8778576.0,0.15,4.61,0.02,0.041063,0.8,0.651,0.67,0.96,7640474.20151994,6.8,-1.0,0.375,265342.0
2014-11-01,6289589.20206535,7905824.821517958,0.7164703252666667,5498766.69153699,8778576.0,0.17,5.05,0.59,0.04114073913,0.8,0.651,0.67,0.87,7640474.20151994,6.6,-1.0,0.4,242444.0
2014-12-01,6289589.20206535,7905824.821517958,0.7164703252666667,5498766.69153699,8778576.0,0.44,5.58,1.14,0.041957,0.8,0.651,0.67,0.91,7640474.20151994,6.3,-1.0,0.4052,255148.0
2015-01-01,6809944.42466525,9231565.887097584,0.7701125611416666,5814013.88853749,8842791.0,0.08,6.41,0.38,0.043496,0.81,0.651,0.68,1.12,7640474.20151994,6.5,-1.0,0.392,184119.0
2015-02-01,6809944.42466525,9231565.887097584,0.7701125611416666,5814013.88853749,8842791.0,0.92,1.24,0.67,0.04433033333,0.81,0.651,0.68,1.04,7751228.17009106,6.8,-1.0,0.3802,223927.0
2015-03-01,6809944.42466525,9231565.887097584,0.7701125611416666,5814013.88853749,8842791.0,0.31,2.48,0.53,0.045513,0.81,0.651,0.68,1.08,7751228.17009106,7.2,-1.0,0.3829999999999999,197279.0
2015-04-01,6809944.42466525,9231565.887097584,0.7701125611416666,5814013.88853749,8842791.0,0.62,3.83,1.21,0.04703818182,0.81,0.651,0.68,1.09,7751228.17009106,7.2,-1.0,0.3948,172931.0
2015-05-01,6809944.42466525,9231565.887097584,0.7701125611416666,5814013.88853749,8842791.0,0.46,4.56,0.92,0.04737575,0.81,0.651,0.68,1.03,7751228.17009106,7.1,-1.0,0.3879999999999999,208089.0
2015-06-01,6809944.42466525,9231565.887097584,0.7701125611416666,5814013.88853749,8842791.0,0.95,5.34,0.4,0.049037,0.81,0.651,0.68,1.05,7751228.17009106,6.9,-1.0,0.37,221808.0
2015-07-01,6809944.42466525,9231565.887097584,0.7701125611416666,5814013.88853749,8842791.0,1.84,6.17,0.68,0.05053785714,0.81,0.651,0.68,1.13,7751228.17009106,7.0,-1.0,0.37,240917.0
2015-08-01,6809944.42466525,9231565.887097584,0.7701125611416666,5814013.88853749,8842791.0,0.55,6.83,0.58,0.05093956522,0.81,0.651,0.68,1.27,7751228.17009106,7.0,-1.0,0.37,231904.0
2015-09-01,6809944.42466525,9231565.887097584,0.7701125611416666,5814013.88853749,8842791.0,0.59,7.06,0.4,0.052531,0.81,0.651,0.68,1.36,7751228.17009106,6.9,-1.0,0.37,228548.0
2015-10-01,6809944.42466525,9231565.887097584,0.7701125611416666,5814013.88853749,8842791.0,0.22,7.64,1.42,0.052531,0.81,0.651,0.68,1.34,7751228.17009106,6.7,-1.0,0.359,239349.0
2015-11-01,6809944.42466525,9231565.887097584,0.7701125611416666,5814013.88853749,8842791.0,0.36,8.52,1.76,0.052531,0.81,0.651,0.68,1.45,7751228.17009106,6.6,-1.0,0.3504,214106.0
2015-12-01,6809944.42466525,9231565.887097584,0.7701125611416666,5814013.88853749,8842791.0,0.34,9.62,1.19,0.052531,0.81,0.651,0.68,1.49,7751228.17009106,6.6,-1.0,0.36,207243.0
2016-01-01,6551798.691620083,9553622.4987045,0.73578851805,6382918.90724481,8904459.0,0.1,10.67,0.44,0.052531,0.81,0.651,0.69,1.49,7751228.17009106,6.9,-1.0,0.36,176773.0
2016-02-01,6551798.691620083,9553622.4987045,0.73578851805,6382918.90724481,8904459.0,0.39,1.27,1.53,0.052531,0.81,0.651,0.69,1.55,7806241.86849827,7.5,-1.0,0.3511999999999999,187312.0
2016-03-01,6551798.691620083,9553622.4987045,0.73578851805,6382918.90724481,8904459.0,0.54,2.18,0.79,0.052531,0.81,0.651,0.69,1.67,7806241.86849827,8.0,-1.0,0.35,186485.0
2016-04-01,6551798.691620083,9553622.4987045,0.73578851805,6382918.90724481,8904459.0,0.64,2.62,0.43,0.052531,0.81,0.651,0.69,1.67,7806241.86849827,8.1,-1.0,0.35,176721.0
2016-05-01,6551798.691620083,9553622.4987045,0.73578851805,6382918.90724481,8904459.0,0.55,3.25,0.36,0.052531,0.81,0.651,0.69,1.63,7806241.86849827,8.3,-1.0,0.34,190157.0
2016-06-01,6551798.691620083,9553622.4987045,0.73578851805,6382918.90724481,8904459.0,0.08,4.05,1.13,0.052531,0.81,0.651,0.69,1.62,7806241.86849827,8.4,-1.0,0.3348,202906.0
2016-07-01,6551798.691620083,9553622.4987045,0.73578851805,6382918.90724481,8904459.0,1.93,4.42,1.63,0.052531,0.81,0.651,0.69,1.64,7806241.86849827,8.7,-1.0,0.32,208659.0
2016-08-01,6551798.691620083,9553622.4987045,0.73578851805,6382918.90724481,8904459.0,0.49,4.96,-0.39,0.052531,0.81,0.651,0.69,1.66,7806241.86849827,8.9,-1.0,0.3,206965.0
2016-09-01,6551798.691620083,9553622.4987045,0.73578851805,6382918.90724481,8904459.0,0.29,5.42,0.43,0.052531,0.81,0.651,0.69,1.61,7806241.86849827,9.0,-1.0,0.31,195841.0
2016-10-01,6551798.691620083,9553622.4987045,0.73578851805,6382918.90724481,8904459.0,0.33,5.51,0.03,0.052531,0.81,0.651,0.69,1.62,7806241.86849827,9.1,-1.0,0.3087999999999999,188222.0
2016-11-01,6551798.691620083,9553622.4987045,0.73578851805,6382918.90724481,8904459.0,0.21,5.78,0.13,0.0521826,0.81,0.651,0.69,1.52,7806241.86849827,9.1,-1.0,0.3098,203406.0
2016-12-01,6551798.691620083,9553622.4987045,0.73578851805,6382918.90724481,8904459.0,0.16,5.97,0.05,0.05166,0.81,0.651,0.69,1.41,7806241.86849827,9.1,-1.0,0.3024,204557.0
2017-01-01,6439009.430916275,10150016.94113375,0.718345773475,5410117.86938993,8963663.0,0.35,6.29,0.83,0.050788,0.81,0.67,0.71,1.25,7806241.86849827,9.6,-1.0,0.3122,183792.0
2017-02-01,6439009.430916275,10150016.94113375,0.718345773475,5410117.86938993,8963663.0,0.41,0.38,0.43,0.049115,0.81,0.67,0.71,1.2,7820758.2968949,10.3,-1.0,0.3144,134739.0
2017-03-01,6439009.430916275,10150016.94113375,0.718345773475,5410117.86938993,8963663.0,0.65,0.71,0.06,0.047865,0.81,0.67,0.71,1.07,7820758.2968949,11.1,-1.0,0.3114,151819.0
2017-04-01,6439009.430916275,10150016.94113375,0.718345773475,5410117.86938993,8963663.0,0.16,0.96,-0.38,0.045513,0.81,0.67,0.71,1.02,7820758.2968949,11.3,72003.0,0.32,124858.0
2017-05-01,6439009.430916275,10150016.94113375,0.718345773475,5410117.86938993,8963663.0,-0.02,1.1,-1.24,0.04353744444,0.81,0.67,0.71,1.0,7820758.2968949,11.3,139016.0,0.3157999999999999,162684.0
2017-06-01,6439009.430916275,10150016.94113375,0.718345773475,5410117.86938993,8963663.0,0.63,1.42,-0.51,0.041957,0.81,0.67,0.71,0.93,7820758.2968949,11.4,39160.0,0.31,169251.0
2017-07-01,6439009.430916275,10150016.94113375,0.718345773475,5410117.86938993,8963663.0,0.93,1.18,-0.96,0.03837,0.81,0.67,0.71,0.86,7820758.2968949,11.7,62559.0,0.305,179243.0
2017-08-01,6439009.430916275,10150016.94113375,0.718345773475,5410117.86938993,8963663.0,0.3,1.43,-0.3,0.03785271429,0.81,0.67,0.71,0.75,7820758.2968949,11.9,459978.0,0.3,194134.0
2017-09-01,6439009.430916275,10150016.94113375,0.718345773475,5410117.86938993,8963663.0,0.36,1.62,0.24,0.034749,0.81,0.67,0.71,0.7,7820758.2968949,11.9,39614.0,0.315,186948.0
2017-10-01,6439009.430916275,10150016.94113375,0.718345773475,5410117.86938993,8963663.0,0.06,1.78,0.62,0.0318266,0.81,0.67,0.71,0.65,7820758.2968949,11.9,149956.0,0.3114,194907.0
2017-11-01,6439009.430916275,10150016.94113375,0.718345773475,5410117.86938993,8963663.0,0.31,2.21,0.1,0.03056971429,0.81,0.67,0.71,0.65,7820758.2968949,12.0,121070.0,0.3126,179505.0
2017-12-01,6439009.430916275,10150016.94113375,0.718345773475,5410117.86938993,8963663.0,0.31,2.5,0.8,0.028333,0.81,0.67,0.71,0.65,7820758.2968949,12.2,-1.0,0.34,173278.0
2018-01-01,6636901.158274934,10842501.347070666,0.7357608324083333,3565491.78056617,9020460.0,0.07,2.95,0.74,0.0268514,0.82,0.68,0.72,0.71,7820758.2968949,12.7,470059.0,0.36,160261.0
2018-02-01,6636901.158274934,10842501.347070666,0.7357608324083333,3565491.78056617,9020460.0,0.31,0.29,0.58,0.026481,0.82,0.68,0.72,0.68,7813724.30644261,13.3,-1.0,0.3508,113987.0
2018-03-01,6636901.158274934,10842501.347070666,0.7357608324083333,3565491.78056617,9020460.0,0.13,0.61,0.15,0.02581005556,0.82,0.68,0.72,0.71,7813724.30644261,13.9,-1.0,0.3656,114289.0
2018-04-01,6636901.158274934,10842501.347070666,0.7357608324083333,3565491.78056617,9020460.0,0.24,0.7,0.56,0.02528571429,0.82,0.68,0.72,0.69,7813724.30644261,13.7,56822.0,0.3702,117313.0
2018-05-01,6636901.158274934,10842501.347070666,0.7357608324083333,3565491.78056617,9020460.0,0.29,0.92,0.93,0.02462,0.82,0.68,0.72,0.74,7813724.30644261,13.4,66014.0,0.3666,110502.0
2018-06-01,6636901.158274934,10842501.347070666,0.7357608324083333,3565491.78056617,9020460.0,0.23,1.33,1.64,0.02462,0.82,0.68,0.72,0.73,7813724.30644261,13.1,30005.0,0.37,147996.0
2018-07-01,6636901.158274934,10842501.347070666,0.7357608324083333,3565491.78056617,9020460.0,0.97,2.6,1.48,0.02462,0.82,0.68,0.72,0.75,7813724.30644261,12.9,53538.0,0.38,152386.0
2018-08-01,6636901.158274934,10842501.347070666,0.7357608324083333,3565491.78056617,9020460.0,0.61,2.94,0.44,0.02462,0.82,0.68,0.72,0.77,7813724.30644261,12.7,514934.0,0.39,177259.0
2018-09-01,6636901.158274934,10842501.347070666,0.7357608324083333,3565491.78056617,9020460.0,0.15,2.85,0.68,0.02462,0.82,0.68,0.72,0.84,7813724.30644261,12.5,16454.0,0.39,155913.0
2018-10-01,6636901.158274934,10842501.347070666,0.7357608324083333,3565491.78056617,9020460.0,0.23,3.34,1.79,0.02462,0.82,0.68,0.72,0.87,7813724.30644261,12.3,247839.0,0.395,172410.0
2018-11-01,6636901.158274934,10842501.347070666,0.7357608324083333,3565491.78056617,9020460.0,0.35,3.81,0.26,0.02462,0.82,0.68,0.72,0.88,7813724.30644261,12.1,105851.0,0.4,179419.0
2018-12-01,6636901.158274934,10842501.347070666,0.7357608324083333,3565491.78056617,9020460.0,0.13,3.59,-1.14,0.02462,0.82,0.68,0.72,0.86,7813724.30644261,11.9,-1.0,0.38,157165.0
2019-01-01,6771225.816439576,11425376.913287085,0.7460872292916667,3927731.31790342,9075649.0,0.13,3.75,-0.45,0.02462,0.82,0.68,0.72,0.85,7813724.30644261,12.3,456364.0,0.3934,151601.0
2019-02-01,6771225.816439576,11425376.913287085,0.7460872292916667,3927731.31790342,9075649.0,0.49,0.32,0.07,0.02462,0.82,0.68,0.72,0.81,7827728.36985003,12.7,-1.0,0.405,129537.0
2019-03-01,6771225.816439576,11425376.913287085,0.7460872292916667,3927731.31790342,9075649.0,0.09,0.75,1.25,0.02462,0.82,0.68,0.72,0.75,7827728.36985003,13.2,-1.0,0.39,105236.0
2019-04-01,6771225.816439576,11425376.913287085,0.7460872292916667,3927731.31790342,9075649.0,0.31,1.51,1.07,0.02462,0.82,0.68,0.72,0.74,7827728.36985003,13.0,98788.0,0.38,110835.0
2019-05-01,6771225.816439576,11425376.913287085,0.7460872292916667,3927731.31790342,9075649.0,0.38,2.09,0.9,0.02462,0.82,0.68,0.72,0.7,7827728.36985003,12.8,56117.0,0.39,127925.0
2019-06-01,6771225.816439576,11425376.913287085,0.7460872292916667,3927731.31790342,9075649.0,0.03,2.22,0.4,0.02462,0.82,0.68,0.72,0.71,7827728.36985003,12.6,29190.0,0.37,127138.0
2019-07-01,6771225.816439576,11425376.913287085,0.7460872292916667,3927731.31790342,9075649.0,0.88,2.23,0.63,0.02462,0.82,0.68,0.72,0.7,7827728.36985003,12.4,60456.0,0.369,157128.0
2019-08-01,6771225.816439576,11425376.913287085,0.7460872292916667,3927731.31790342,9075649.0,0.58,2.42,-0.01,0.02462,0.82,0.68,0.72,0.69,7827728.36985003,12.3,455729.0,0.3779999999999999,164440.0
2019-09-01,6771225.816439576,11425376.913287085,0.7460872292916667,3927731.31790342,9075649.0,0.42,2.54,-0.51,0.022751,0.82,0.68,0.72,0.62,7827728.36985003,12.0,24230.0,0.3779999999999999,140298.0
2019-10-01,6771225.816439576,11425376.913287085,0.7460872292916667,3927731.31790342,9075649.0,0.46,2.49,0.5,0.02203519048,0.82,0.68,0.72,0.59,7827728.36985003,11.9,296815.0,0.381,168407.0
2019-11-01,6771225.816439576,11425376.913287085,0.7460872292916667,3927731.31790342,9075649.0,0.18,2.6,0.55,0.02078995652,0.82,0.68,0.72,0.57,7827728.36985003,11.7,109670.0,0.391,163615.0
2019-12-01,6771225.816439576,11425376.913287085,0.7460872292916667,3927731.31790342,9075649.0,0.04,3.12,0.85,0.018985,0.82,0.68,0.72,0.54,7827728.36985003,11.7,-1.0,0.4,155070.0
