data,Goiás - PIB - Per Capita,Goiás - PIB - Preços de Mercado,Goiás - PIB - Estadual,Goiás - PIB - Construção Civil,Goiás - População,Goiás - INCC (%),Goiás - IPCA - Variação mensal durante o Plano Real (%),Goiás - IGP-DI,Goiás - Taxa Selic (%),Goiás - IDH - Longevidade,Goiás - IDH - Renda,Goiás - IDH - Educação,Goiás - NFSP - Fluxo Mensal (Milhões de reais),Goiás - Estoque liquido de capital fixo - (R$),Goiás - Desemprego,Goiás - Produção de Cimento (t),Goiás - Valor,Goiás - Consumo de Cimento (t)
2013-04-01,8729180.201330999,10206373.582306,1.4182267870416665,7602583.60586423,6154996.0,0.5,1.94,0.31,0.02739875,0.81,0.742,0.7,1.03,7469859.82561107,7.8,147116.0,0.354,264062.0
2013-05-01,8729180.201330999,10206373.582306,1.4182267870416665,7602583.60586423,6154996.0,0.74,2.5,-0.06,0.02781163636,0.81,0.742,0.7,0.98,7469859.82561107,7.7,252821.0,0.336,281799.0
2013-06-01,8729180.201330999,10206373.582306,1.4182267870416665,7602583.60586423,6154996.0,2.25,2.88,0.32,0.02842080952,0.81,0.742,0.7,0.88,7469859.82561107,7.6,82014.0,0.336,264866.0
2013-07-01,8729180.201330999,10206373.582306,1.4182267870416665,7602583.60586423,6154996.0,1.15,3.15,0.76,0.030177,0.81,0.742,0.7,0.76,7469859.82561107,7.5,72495.0,0.336,302427.0
2013-08-01,8729180.201330999,10206373.582306,1.4182267870416665,7602583.60586423,6154996.0,0.48,3.18,0.14,0.03137373913,0.81,0.742,0.7,0.82,7469859.82561107,7.4,203131.0,0.336,297689.0
2013-09-01,8729180.201330999,10206373.582306,1.4182267870416665,7602583.60586423,6154996.0,0.31,3.43,0.46,0.03217809091,0.81,0.742,0.7,0.73,7469859.82561107,7.1,68053.0,0.34,300093.0
2013-10-01,8729180.201330999,10206373.582306,1.4182267870416665,7602583.60586423,6154996.0,0.43,3.79,1.36,0.033839,0.81,0.742,0.7,0.63,7469859.82561107,7.0,279778.0,0.35,307120.0
2013-11-01,8729180.201330999,10206373.582306,1.4182267870416665,7602583.60586423,6154996.0,0.26,4.38,0.63,0.03510369565,0.81,0.742,0.7,0.71,7469859.82561107,6.8,171768.0,0.35,265977.0
2013-12-01,8729180.201330999,10206373.582306,1.4182267870416665,7602583.60586423,6154996.0,0.35,4.95,0.28,0.0358381,0.81,0.742,0.7,0.81,7469859.82561107,6.9,138518.0,0.36,206717.0
2014-01-01,8871087.314951332,11150690.456121666,1.3787723242,8391928.75444781,6434048.0,0.1,5.91,0.69,0.0374662381,0.81,0.742,0.71,0.82,7469859.82561107,7.3,767622.0,0.36,245793.0
2014-02-01,8871087.314951332,11150690.456121666,1.3787723242,8391928.75444781,6434048.0,0.88,0.55,0.4,0.03845090909,0.81,0.742,0.71,0.77,7640474.20151994,7.8,-1.0,0.36,269698.0
2014-03-01,8871087.314951332,11150690.456121666,1.3787723242,8391928.75444781,6434048.0,0.33,1.24,0.85,0.0393598,0.81,0.742,0.71,0.75,7640474.20151994,8.1,-1.0,0.36,253273.0
2014-04-01,8871087.314951332,11150690.456121666,1.3787723242,8391928.75444781,6434048.0,0.28,2.18,1.48,0.040168,0.81,0.742,0.71,0.84,7640474.20151994,7.9,-1.0,0.35,260760.0
2014-05-01,8871087.314951332,11150690.456121666,1.3787723242,8391928.75444781,6434048.0,0.88,2.86,0.45,0.0409735,0.81,0.742,0.71,1.0,7640474.20151994,7.7,-1.0,0.35,303247.0
2014-06-01,8871087.314951332,11150690.456121666,1.3787723242,8391928.75444781,6434048.0,2.05,3.33,-0.45,0.041063,0.81,0.742,0.71,1.06,7640474.20151994,7.5,-1.0,0.35,270923.0
2014-07-01,8871087.314951332,11150690.456121666,1.3787723242,8391928.75444781,6434048.0,0.66,3.75,-0.63,0.041063,0.81,0.742,0.71,1.04,7640474.20151994,7.4,-1.0,0.35,305678.0
2014-08-01,8871087.314951332,11150690.456121666,1.3787723242,8391928.75444781,6434048.0,0.75,3.76,-0.55,0.041063,0.81,0.742,0.71,0.93,7640474.20151994,7.2,-1.0,0.36,295812.0
2014-09-01,8871087.314951332,11150690.456121666,1.3787723242,8391928.75444781,6434048.0,0.08,4.02,0.06,0.04106814286,0.81,0.742,0.71,0.9,7640474.20151994,7.0,-1.0,0.36,313652.0
2014-10-01,8871087.314951332,11150690.456121666,1.3787723242,8391928.75444781,6434048.0,0.15,4.61,0.02,0.041063,0.81,0.742,0.71,0.96,7640474.20151994,6.8,-1.0,0.36,317006.0
2014-11-01,8871087.314951332,11150690.456121666,1.3787723242,8391928.75444781,6434048.0,0.17,5.05,0.59,0.04114073913,0.81,0.742,0.71,0.87,7640474.20151994,6.6,-1.0,0.36,259291.0
2014-12-01,8871087.314951332,11150690.456121666,1.3787723242,8391928.75444781,6434048.0,0.44,5.58,1.14,0.041957,0.81,0.742,0.71,0.91,7640474.20151994,6.3,-1.0,0.36,207747.0
2015-01-01,9009556.574197415,12213361.804685416,1.3811513044,9242176.78862396,6523222.0,0.08,6.41,0.38,0.043496,0.81,0.742,0.72,1.12,7640474.20151994,6.5,-1.0,0.36,217498.0
2015-02-01,9009556.574197415,12213361.804685416,1.3811513044,9242176.78862396,6523222.0,0.92,1.24,0.67,0.04433033333,0.81,0.742,0.72,1.04,7751228.17009106,6.8,-1.0,0.36,258765.0
2015-03-01,9009556.574197415,12213361.804685416,1.3811513044,9242176.78862396,6523222.0,0.31,2.48,0.53,0.045513,0.81,0.742,0.72,1.08,7751228.17009106,7.2,-1.0,0.36,255725.0
2015-04-01,9009556.574197415,12213361.804685416,1.3811513044,9242176.78862396,6523222.0,0.62,3.83,1.21,0.04703818182,0.81,0.742,0.72,1.09,7751228.17009106,7.2,-1.0,0.36,221936.0
2015-05-01,9009556.574197415,12213361.804685416,1.3811513044,9242176.78862396,6523222.0,0.46,4.56,0.92,0.04737575,0.81,0.742,0.72,1.03,7751228.17009106,7.1,-1.0,0.36,244930.0
2015-06-01,9009556.574197415,12213361.804685416,1.3811513044,9242176.78862396,6523222.0,0.95,5.34,0.4,0.049037,0.81,0.742,0.72,1.05,7751228.17009106,6.9,-1.0,0.36,265023.0
2015-07-01,9009556.574197415,12213361.804685416,1.3811513044,9242176.78862396,6523222.0,1.84,6.17,0.68,0.05053785714,0.81,0.742,0.72,1.13,7751228.17009106,7.0,-1.0,0.36,284794.0
2015-08-01,9009556.574197415,12213361.804685416,1.3811513044,9242176.78862396,6523222.0,0.55,6.83,0.58,0.05093956522,0.81,0.742,0.72,1.27,7751228.17009106,7.0,-1.0,0.36,266305.0
2015-09-01,9009556.574197415,12213361.804685416,1.3811513044,9242176.78862396,6523222.0,0.59,7.06,0.4,0.052531,0.81,0.742,0.72,1.36,7751228.17009106,6.9,-1.0,0.36,268194.0
2015-10-01,9009556.574197415,12213361.804685416,1.3811513044,9242176.78862396,6523222.0,0.22,7.64,1.42,0.052531,0.81,0.742,0.72,1.34,7751228.17009106,6.7,-1.0,0.3794,268335.0
2015-11-01,9009556.574197415,12213361.804685416,1.3811513044,9242176.78862396,6523222.0,0.36,8.52,1.76,0.052531,0.81,0.742,0.72,1.45,7751228.17009106,6.6,-1.0,0.3793999999999999,220665.0
2015-12-01,9009556.574197415,12213361.804685416,1.3811513044,9242176.78862396,6523222.0,0.34,9.62,1.19,0.052531,0.81,0.742,0.72,1.49,7751228.17009106,6.6,-1.0,0.3793999999999999,197499.0
2016-01-01,8833770.822245916,12881120.99410975,1.336287565875,7948271.28959397,6610681.0,0.1,10.67,0.44,0.052531,0.82,0.742,0.72,1.49,7751228.17009106,6.9,-1.0,0.3714,191021.0
2016-02-01,8833770.822245916,12881120.99410975,1.336287565875,7948271.28959397,6610681.0,0.39,1.27,1.53,0.052531,0.82,0.742,0.72,1.55,7806241.86849827,7.5,-1.0,0.358,158987.0
2016-03-01,8833770.822245916,12881120.99410975,1.336287565875,7948271.28959397,6610681.0,0.54,2.18,0.79,0.052531,0.82,0.742,0.72,1.67,7806241.86849827,8.0,-1.0,0.358,202024.0
2016-04-01,8833770.822245916,12881120.99410975,1.336287565875,7948271.28959397,6610681.0,0.64,2.62,0.43,0.052531,0.82,0.742,0.72,1.67,7806241.86849827,8.1,-1.0,0.358,200155.0
2016-05-01,8833770.822245916,12881120.99410975,1.336287565875,7948271.28959397,6610681.0,0.55,3.25,0.36,0.052531,0.82,0.742,0.72,1.63,7806241.86849827,8.3,-1.0,0.358,205413.0
2016-06-01,8833770.822245916,12881120.99410975,1.336287565875,7948271.28959397,6610681.0,0.08,4.05,1.13,0.052531,0.82,0.742,0.72,1.62,7806241.86849827,8.4,-1.0,0.358,212790.0
2016-07-01,8833770.822245916,12881120.99410975,1.336287565875,7948271.28959397,6610681.0,1.93,4.42,1.63,0.052531,0.82,0.742,0.72,1.64,7806241.86849827,8.7,-1.0,0.36,223793.0
2016-08-01,8833770.822245916,12881120.99410975,1.336287565875,7948271.28959397,6610681.0,0.49,4.96,-0.39,0.052531,0.82,0.742,0.72,1.66,7806241.86849827,8.9,-1.0,0.3774,217446.0
2016-09-01,8833770.822245916,12881120.99410975,1.336287565875,7948271.28959397,6610681.0,0.29,5.42,0.43,0.052531,0.82,0.742,0.72,1.61,7806241.86849827,9.0,-1.0,0.3774,214193.0
2016-10-01,8833770.822245916,12881120.99410975,1.336287565875,7948271.28959397,6610681.0,0.33,5.51,0.03,0.052531,0.82,0.742,0.72,1.62,7806241.86849827,9.1,-1.0,0.3774,190495.0
2016-11-01,8833770.822245916,12881120.99410975,1.336287565875,7948271.28959397,6610681.0,0.21,5.78,0.13,0.0521826,0.82,0.742,0.72,1.52,7806241.86849827,9.1,-1.0,0.3774,174517.0
2016-12-01,8833770.822245916,12881120.99410975,1.336287565875,7948271.28959397,6610681.0,0.16,5.97,0.05,0.05166,0.82,0.742,0.72,1.41,7806241.86849827,9.1,-1.0,0.3774,167738.0
2017-01-01,8569857.625935167,13508941.246257585,1.279875031033333,6543922.74024561,6695855.0,0.35,6.29,0.83,0.050788,0.82,0.74,0.75,1.25,7806241.86849827,9.6,-1.0,0.3774,168182.0
2017-02-01,8569857.625935167,13508941.246257585,1.279875031033333,6543922.74024561,6695855.0,0.41,0.38,0.43,0.049115,0.82,0.74,0.75,1.2,7820758.2968949,10.3,-1.0,0.37,146310.0
2017-03-01,8569857.625935167,13508941.246257585,1.279875031033333,6543922.74024561,6695855.0,0.65,0.71,0.06,0.047865,0.82,0.74,0.75,1.07,7820758.2968949,11.1,-1.0,0.37,191374.0
2017-04-01,8569857.625935167,13508941.246257585,1.279875031033333,6543922.74024561,6695855.0,0.16,0.96,-0.38,0.045513,0.82,0.74,0.75,1.02,7820758.2968949,11.3,167648.0,0.37,164318.0
2017-05-01,8569857.625935167,13508941.246257585,1.279875031033333,6543922.74024561,6695855.0,-0.02,1.1,-1.24,0.04353744444,0.82,0.74,0.75,1.0,7820758.2968949,11.3,125613.0,0.37,211049.0
2017-06-01,8569857.625935167,13508941.246257585,1.279875031033333,6543922.74024561,6695855.0,0.63,1.42,-0.51,0.041957,0.82,0.74,0.75,0.93,7820758.2968949,11.4,33065.0,0.37,198789.0
2017-07-01,8569857.625935167,13508941.246257585,1.279875031033333,6543922.74024561,6695855.0,0.93,1.18,-0.96,0.03837,0.82,0.74,0.75,0.86,7820758.2968949,11.7,39504.0,0.37,205551.0
2017-08-01,8569857.625935167,13508941.246257585,1.279875031033333,6543922.74024561,6695855.0,0.3,1.43,-0.3,0.03785271429,0.82,0.74,0.75,0.75,7820758.2968949,11.9,198204.0,0.37,230558.0
2017-09-01,8569857.625935167,13508941.246257585,1.279875031033333,6543922.74024561,6695855.0,0.36,1.62,0.24,0.034749,0.82,0.74,0.75,0.7,7820758.2968949,11.9,29842.0,0.37,209621.0
2017-10-01,8569857.625935167,13508941.246257585,1.279875031033333,6543922.74024561,6695855.0,0.06,1.78,0.62,0.0318266,0.82,0.74,0.75,0.65,7820758.2968949,11.9,192344.0,0.37,210984.0
2017-11-01,8569857.625935167,13508941.246257585,1.279875031033333,6543922.74024561,6695855.0,0.31,2.21,0.1,0.03056971429,0.82,0.74,0.75,0.65,7820758.2968949,12.0,106272.0,0.37,189889.0
2017-12-01,8569857.625935167,13508941.246257585,1.279875031033333,6543922.74024561,6695855.0,0.31,2.5,0.8,0.028333,0.82,0.74,0.75,0.65,7820758.2968949,12.2,121014.0,0.37,143721.0
2018-01-01,8738059.025803417,14275098.347657584,1.2890327371666668,5813601.59253493,6778772.0,0.07,2.95,0.74,0.0268514,0.82,0.75,0.74,0.71,7820758.2968949,12.7,426497.0,0.37,176275.0
2018-02-01,8738059.025803417,14275098.347657584,1.2890327371666668,5813601.59253493,6778772.0,0.31,0.29,0.58,0.026481,0.82,0.75,0.74,0.68,7813724.30644261,13.3,-1.0,0.37,152632.0
2018-03-01,8738059.025803417,14275098.347657584,1.2890327371666668,5813601.59253493,6778772.0,0.13,0.61,0.15,0.02581005556,0.82,0.75,0.74,0.71,7813724.30644261,13.9,-1.0,0.37,177876.0
2018-04-01,8738059.025803417,14275098.347657584,1.2890327371666668,5813601.59253493,6778772.0,0.24,0.7,0.56,0.02528571429,0.82,0.75,0.74,0.69,7813724.30644261,13.7,178002.0,0.37,181384.0
2018-05-01,8738059.025803417,14275098.347657584,1.2890327371666668,5813601.59253493,6778772.0,0.29,0.92,0.93,0.02462,0.82,0.75,0.74,0.74,7813724.30644261,13.4,73281.0,0.37,160120.0
2018-06-01,8738059.025803417,14275098.347657584,1.2890327371666668,5813601.59253493,6778772.0,0.23,1.33,1.64,0.02462,0.82,0.75,0.74,0.73,7813724.30644261,13.1,30985.0,0.37,236951.0
2018-07-01,8738059.025803417,14275098.347657584,1.2890327371666668,5813601.59253493,6778772.0,0.97,2.6,1.48,0.02462,0.82,0.75,0.74,0.75,7813724.30644261,12.9,53543.0,0.37,206557.0
2018-08-01,8738059.025803417,14275098.347657584,1.2890327371666668,5813601.59253493,6778772.0,0.61,2.94,0.44,0.02462,0.82,0.75,0.74,0.77,7813724.30644261,12.7,193191.0,0.37,224270.0
2018-09-01,8738059.025803417,14275098.347657584,1.2890327371666668,5813601.59253493,6778772.0,0.15,2.85,0.68,0.02462,0.82,0.75,0.74,0.84,7813724.30644261,12.5,19804.0,0.39,213871.0
2018-10-01,8738059.025803417,14275098.347657584,1.2890327371666668,5813601.59253493,6778772.0,0.23,3.34,1.79,0.02462,0.82,0.75,0.74,0.87,7813724.30644261,12.3,224892.0,0.39,211066.0
2018-11-01,8738059.025803417,14275098.347657584,1.2890327371666668,5813601.59253493,6778772.0,0.35,3.81,0.26,0.02462,0.82,0.75,0.74,0.88,7813724.30644261,12.1,105525.0,0.39,182899.0
2018-12-01,8738059.025803417,14275098.347657584,1.2890327371666668,5813601.59253493,6778772.0,0.13,3.59,-1.14,0.02462,0.82,0.75,0.74,0.86,7813724.30644261,11.9,118501.0,0.39,159002.0
2019-01-01,8587970.451860167,14490847.298941417,1.2408280130833331,5366032.62027045,6921161.0,0.13,3.75,-0.45,0.02462,0.82,0.75,0.74,0.85,7813724.30644261,12.3,510336.0,0.3893999999999999,178918.0
2019-02-01,8587970.451860167,14490847.298941417,1.2408280130833331,5366032.62027045,6921161.0,0.49,0.32,0.07,0.02462,0.82,0.75,0.74,0.81,7827728.36985003,12.7,-1.0,0.4,161936.0
2019-03-01,8587970.451860167,14490847.298941417,1.2408280130833331,5366032.62027045,6921161.0,0.09,0.75,1.25,0.02462,0.82,0.75,0.74,0.75,7827728.36985003,13.2,-1.0,0.4,173792.0
2019-04-01,8587970.451860167,14490847.298941417,1.2408280130833331,5366032.62027045,6921161.0,0.31,1.51,1.07,0.02462,0.82,0.75,0.74,0.74,7827728.36985003,13.0,149152.0,0.4,176627.0
2019-05-01,8587970.451860167,14490847.298941417,1.2408280130833331,5366032.62027045,6921161.0,0.38,2.09,0.9,0.02462,0.82,0.75,0.74,0.7,7827728.36985003,12.8,57479.0,0.39,207991.0
2019-06-01,8587970.451860167,14490847.298941417,1.2408280130833331,5366032.62027045,6921161.0,0.03,2.22,0.4,0.02462,0.82,0.75,0.74,0.71,7827728.36985003,12.6,20719.0,0.39,185784.0
2019-07-01,8587970.451860167,14490847.298941417,1.2408280130833331,5366032.62027045,6921161.0,0.88,2.23,0.63,0.02462,0.82,0.75,0.74,0.7,7827728.36985003,12.4,56531.0,0.39,234176.0
2019-08-01,8587970.451860167,14490847.298941417,1.2408280130833331,5366032.62027045,6921161.0,0.58,2.42,-0.01,0.02462,0.82,0.75,0.74,0.69,7827728.36985003,12.3,177394.0,0.39,226996.0
2019-09-01,8587970.451860167,14490847.298941417,1.2408280130833331,5366032.62027045,6921161.0,0.42,2.54,-0.51,0.022751,0.82,0.75,0.74,0.62,7827728.36985003,12.0,25338.0,0.39,218141.0
2019-10-01,8587970.451860167,14490847.298941417,1.2408280130833331,5366032.62027045,6921161.0,0.46,2.49,0.5,0.02203519048,0.82,0.75,0.74,0.59,7827728.36985003,11.9,236610.0,0.39,234939.0
2019-11-01,8587970.451860167,14490847.298941417,1.2408280130833331,5366032.62027045,6921161.0,0.18,2.6,0.55,0.02078995652,0.82,0.75,0.74,0.57,7827728.36985003,11.7,108020.0,0.39,199619.0
2019-12-01,8587970.451860167,14490847.298941417,1.2408280130833331,5366032.62027045,6921161.0,0.04,3.12,0.85,0.018985,0.82,0.75,0.74,0.54,7827728.36985003,11.7,117181.0,0.39,168797.0
