,Amapá - IDH, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Amapá - Consumo de Cimento (t),Amapá - PIB - Estadual,Amapá - PIB - Construção Civil,Amapá - PIB - Per Capita,Amapá - PIB - Preços de Mercado,Amapá - Desemprego
2004-8,0.7138047191704145,0.5366506165950669,-6905.605509166634,5.503636763429107,1.3692624947884502,0.5909034137973287,180599623.9250745,7435667.868871663,0.7295497751500113,5.979,8233872.834041362,358300.2496931704,10.92097425355772,7102915.130357661,8.428690401350627
2004-9,0.713918881352821,0.521373108360619,-6995.222858870797,5.379865840264738,1.2233548439105977,0.5537026055994817,180773173.6423745,7441117.429128372,0.7095428699539044,7.271,8243962.909373599,358447.214745992,10.92284230989456,7106367.02151079,8.426114539925498
2004-10,0.7140330435352275,0.5156158255655208,-7120.238857990881,5.253056293059425,1.0832535786578323,0.5450174136197448,180946723.3596744,7446566.989385082,0.6959159305043552,6.552,8254052.984705837,358594.1797988136,10.924710366231402,7109818.912663918,8.423538678500368
2004-11,0.7141472057176339,0.5071034898207396,-7055.497216121851,5.122595130555095,1.225778954987658,0.5310516981315352,181120273.0769744,7452016.549641792,0.6696517138276467,8.809,8264143.060038075,358741.1448516352,10.926578422568245,7113270.803817047,8.420962817075239
2004-12,0.7142613679000404,0.4969515420076215,-6921.044658255659,4.995239879121229,1.1747086678519794,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,6.668,8274233.135370312,358888.1099044569,10.928446478905087,7116722.694970175,8.41838695565011
2005-1,0.7143755300824468,0.483143045759377,-7202.757774714469,4.860078219431911,1.4639532115258698,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,9.759,8284323.21070255,359035.0749572785,10.930314535241928,7120174.586123304,8.415811094224981
2005-2,0.7144719669732827,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4873522528925844,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,4.782,8293740.694818168,359227.9401919733,10.933116750711536,7123202.921700371,8.40906035317515
2005-3,0.7145684038641186,0.4664937288356185,-7221.778170229833,4.596932598972333,1.394672339987124,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,7.803,8303158.178933786,359420.805426668,10.935918966181148,7126231.257277438,8.40230961212532
2005-4,0.7146648407549545,0.4550001182228941,-7427.695727374902,4.479302822781261,1.513866283918324,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,4.4,8312575.6630494045,359613.6706613628,10.938721181650756,7129259.592854505,8.395558871075488
2005-5,0.7147612776457904,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5686237807140602,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,4.46,8321993.147165023,359806.5358960576,10.941523397120369,7132287.928431573,8.388808130025657
2005-6,0.7148577145366263,0.4302028729547594,-7431.800235590503,4.256101726196984,1.400078135123935,0.4199780553732319,182295321.4014512,7489480.716699338,0.5804670357747842,10.613,8331410.631280641,359999.40113075235,10.944325612589976,7135316.264008641,8.382057388975827
2005-7,0.7149541514274622,0.4313751989691616,-7447.830376487559,4.16168717243741,1.5002475733361442,0.426655987569031,182460911.1794265,7494793.726008162,0.5645649922940777,7.421,8340828.115396259,360192.26636544714,10.947127828059584,7138344.599585708,8.375306647925996
2005-8,0.7150505883182982,0.4316478866297594,-7426.454566904413,4.079825078928361,1.366263537502306,0.4533210772878235,182626500.957402,7500106.735316987,0.5609756759595197,11.699,8350245.599511878,360385.13160014193,10.949930043529196,7141372.935162775,8.368555906876164
2005-9,0.715147025209134,0.4277093852365702,-7512.020875107958,4.012628248908924,1.489061200727286,0.4844114534007803,182792090.7353773,7505419.744625812,0.5646643450021134,9.44,8359663.083627496,360577.9968348367,10.952732258998804,7144401.270739843,8.361805165826334
2005-10,0.7152434620999699,0.4225131084131527,-7687.979669089395,3.9602332396446167,1.2109586000669308,0.4945726100320757,182957680.51335275,7510732.753934638,0.5644640550493971,7.688,8369080.567743114,360770.86206953146,10.955534474468417,7147429.606316911,8.355054424776503
2005-11,0.7153398989908059,0.410747290823505,-7676.736667287167,3.9221772649399615,1.6422607052183609,0.4959029929217597,183123270.29132813,7516045.763243463,0.5622657106505984,11.977,8378498.0518587325,360963.7273042263,10.958336689938024,7150457.941893978,8.348303683726671
2005-12,0.7154363358816417,0.4101195327303973,-7542.184036343686,3.892160292125506,1.377980104178371,0.5121818479826961,183288860.0693036,7521358.772552288,0.5630711908624105,14.155,8387915.535974351,361156.592538921,10.961138905407632,7153486.277471045,8.341552942676842
2006-1,0.7155327727724776,0.4093210137705744,-7965.495545452277,3.8684439286332686,1.0704709367180183,0.5246513831169914,183454449.8472789,7526671.781861113,0.5580933471517024,6.912,8397333.020089969,361349.4577736158,10.963941120877244,7156514.613048113,8.33480220162701
2006-2,0.715611667698046,0.4028183365263698,-7956.205189035386,3.846872965752776,1.272740378704435,0.5117940136540285,183612058.601541,7531879.804076586,0.5540061208774786,6.76,8404997.352329226,361418.4985778295,10.964462256508993,7157725.50952493,8.333463982895623
2006-3,0.7156905626236143,0.3998570076790366,-8153.367564422752,3.842818789820434,1.087038179944784,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,14.45,8412661.684568483,361487.5393820431,10.96498339214074,7158936.406001747,8.332125764164235
2006-4,0.7157694575491826,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2439483036977474,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,8.618,8420326.016807742,361556.5801862568,10.965504527772488,7160147.302478564,8.330787545432848
2006-5,0.715848352474751,0.4056653747218318,-8229.867308086905,3.840605092822108,0.9925459420462728,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683,8.818,8427990.349047,361625.6209904704,10.966025663404237,7161358.19895538,8.32944932670146
2006-6,0.7159272474003193,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1619063477174951,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703,7.726,8435654.681286257,361694.66179468407,10.966546799035983,7162569.095432198,8.328111107970074
2006-7,0.7160061423258877,0.4267485653722618,-8363.641502791654,3.834296240076312,1.0107148892098956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675,6.999,8443319.013525516,361763.70259889774,10.967067934667732,7163779.991909014,8.326772889238686
2006-8,0.7160850372514559,0.4258794259587617,-8483.803210688488,3.837301314139748,1.137471455329126,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,9.315,8450983.345764773,361832.7434031114,10.96758907029948,7164990.888385831,8.325434670507299
2006-9,0.7161639321770242,0.427904503700878,-8564.573776025667,3.830845488644045,1.0587078803302106,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,12.122,8458647.67800403,361901.7842073251,10.968110205931229,7166201.784862649,8.324096451775912
2006-10,0.7162428271025926,0.4308949403404751,-8753.077264130869,3.820865481468113,1.421378557730808,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,9.287,8466312.010243287,361970.8250115387,10.968631341562975,7167412.681339465,8.322758233044524
2006-11,0.7163217220281609,0.4297781875807803,-8585.918047929645,3.797759546537678,1.4120349588618786,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,14.666,8473976.342482544,362039.8658157524,10.969152477194724,7168623.577816282,8.321420014313137
2006-12,0.7164006169537293,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1875702591687969,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,9.867,8481640.674721804,362108.906619966,10.969673612826472,7169834.474293099,8.32008179558175
2007-1,0.7164795118792976,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0484592446587069,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,14.985,8489305.00696106,362177.9474241797,10.97019474845822,7171045.370769916,8.318743576850363
2007-2,0.7165410481659014,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8421045009906388,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155,10.988,8495645.789701616,362238.5585089851,10.969747639502646,7171233.843190375,8.31560614712758
2007-3,0.7166025844525051,0.421374616153345,-8302.699392306728,3.706955628134506,1.018140906308683,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336,16.338,8501986.57244217,362299.16959379055,10.969300530547072,7171422.315610834,8.312468717404796
2007-4,0.7166641207391089,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9033883329680754,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,8.87,8508327.355182726,362359.780678596,10.9688534215915,7171610.788031293,8.309331287682014
2007-5,0.7167256570257127,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9401668232327632,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,11.095,8514668.137923282,362420.3917634014,10.968406312635924,7171799.260451752,8.30619385795923
2007-6,0.7167871933123164,0.427912233110958,-8026.170619784551,3.601931188268772,0.8058311751117864,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,6.493,8521008.920663835,362481.0028482068,10.967959203680351,7171987.732872211,8.303056428236447
2007-7,0.7168487295989203,0.4270491588284315,-7955.022260278307,3.560009340555952,1.076324332364028,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,9.051,8527349.703404391,362541.6139330122,10.967512094724777,7172176.20529267,8.299918998513665
2007-8,0.7169102658855241,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.928096428428659,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,11.339,8533690.486144947,362602.2250178177,10.967064985769202,7172364.677713129,8.29678156879088
2007-9,0.7169718021721279,0.4202971223147698,-7895.376088335307,3.469607481841116,0.8415331129361044,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,15.643,8540031.2688855,362662.8361026231,10.966617876813627,7172553.150133588,8.293644139068098
2007-10,0.7170333384587316,0.422186667969427,-7988.122113095049,3.4226070580234054,0.9901874062377624,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669,5.969,8546372.051626056,362723.4471874285,10.966170767858054,7172741.622554047,8.290506709345314
2007-11,0.7170948747453354,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9668064819595842,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683,10.398,8552712.834366612,362784.05827223393,10.96572365890248,7172930.094974506,8.287369279622531
2007-12,0.7171564110319392,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8691533889591027,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248,13.877,8559053.617107166,362844.6693570394,10.965276549946909,7173118.567394965,8.284231849899747
2008-1,0.7172179473185429,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.1129169419380611,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783,9.107,8565394.399847722,362905.2804418448,10.964829440991332,7173307.039815424,8.281094420176965
2008-2,0.7172623082924852,0.4302154047083354,-7957.479510093275,3.199376609861489,0.9254570735761608,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532,7.36,8569943.183328647,362664.3597005807,10.961863181616314,7172475.17434661,8.282915748569929
2008-3,0.7173066692664274,0.4313867734467428,-7892.607761543437,3.141468520965748,0.843959701601586,0.4484128206903977,187424201.5596823,7656574.290823947,0.6213585443907181,13.53,8574491.96680957,362423.4389593167,10.958896922241294,7171643.308877796,8.284737076962891
2008-4,0.7173510302403696,0.4338669727481246,-8007.976541076512,3.0675634134381013,1.0100789688419711,0.4473258895577853,187565785.01335144,7660974.24001083,0.6263187436812404,6.724,8579040.750290496,362182.5182180527,10.955930662866276,7170811.443408983,8.286558405355855
2008-5,0.7173953912143117,0.4321500462512327,-7622.164669581103,2.983508587016217,0.8788234320750334,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,9.963,8583589.533771422,361941.5974767886,10.952964403491256,7169979.577940169,8.288379733748819
2008-6,0.717439752188254,0.416568100772241,-7526.222983080984,2.8968331481222203,0.7991930023670225,0.4203655844188621,187848951.92068976,7669774.1383845955,0.6287480084855108,10.101,8588138.317252345,361700.67673552455,10.949998144116238,7169147.712471355,8.290201062141783
2008-7,0.7174841131621962,0.4017041211332135,-7372.476799457021,2.8193033709764,0.902092951723226,0.3823654090466765,187990535.3743589,7674174.087571479,0.599023956748628,7.768,8592687.10073327,361459.7559942605,10.947031884741218,7168315.847002541,8.292022390534747
2008-8,0.7175284741361384,0.3911930100262941,-7330.909560613458,2.746140251198851,0.9463193773473402,0.377094781251677,188132118.82802805,7678574.036758362,0.5717904557609863,11.92,8597235.884214196,361218.8352529965,10.9440656253662,7167483.981533727,8.29384371892771
2008-9,0.7175728351100806,0.393954511741958,-7785.307445305803,2.665912474404139,1.072336807943622,0.4025579714905743,188273702.2816972,7682973.985945245,0.5509061927111456,7.539,8601784.66769512,360977.91451173247,10.941099365991182,7166652.116064913,8.295665047320673
2008-10,0.7176171960840227,0.4032616547632046,-7703.954458964581,2.598260780235978,1.0137661057737235,0.412023328025164,188415285.7353664,7687373.935132128,0.5338333005653052,11.505,8606333.451176045,360736.9937704684,10.938133106616162,7165820.250596099,8.297486375713637
2008-11,0.717661557057965,0.4104528122004031,-7476.287871104045,2.5386157863332808,1.0949575949903168,0.4176314374021105,188556869.1890356,7691773.884319011,0.5233099682890817,10.349,8610882.234656971,360496.0730292044,10.935166847241144,7164988.3851272855,8.2993077041066
2008-12,0.7177059180319072,0.4155686208661097,-7673.72643892393,2.504755709594416,1.1610813401906588,0.4199544942195133,188698452.64270467,7696173.833505894,0.524103085853287,10.5,8615431.018137895,360255.1522879404,10.932200587866124,7164156.519658471,8.301129032499563
2009-1,0.7177502790058494,0.4265478197554145,-8468.75016667358,2.46038988184506,0.7012005668165715,0.4453642148556728,188840036.09637383,7700573.782692777,0.5263722830788128,11.81,8619979.80161882,360014.2315466763,10.929234328491106,7163324.654189657,8.302950360892527
2009-2,0.717777647993433,0.4330860958676656,-8362.130172448553,2.419211323171128,0.7911392802955751,0.4617677479747263,188999683.0050093,7704524.6839363,0.5227829360821162,4.505,8638344.515678184,360457.5279559218,10.928365615011462,7168650.995126983,8.300277242542261
2009-3,0.7178050169810166,0.4381030668091561,-8556.283355305572,2.384914975903917,0.6947273574987124,0.4744121661088831,189159329.91364485,7708475.585179822,0.5234789989371754,9.672,8656709.229737546,360900.8243651672,10.927496901531818,7173977.336064309,8.297604124191995
2009-4,0.7178323859686002,0.45007711682254,-8805.162211693303,2.3630365952461503,0.6925605788455927,0.4999622144350261,189318976.8222804,7712426.486423344,0.5478423802413089,6.741,8675073.94379691,361344.1207744128,10.926628188052174,7179303.677001635,8.294931005841729
2009-5,0.7178597549561839,0.450431778065969,-8667.302626906909,2.3525692667827225,0.8262641115749951,0.4981088282193594,189478623.73091587,7716377.387666867,0.6069054336378797,7.113,8693438.657856273,361787.4171836582,10.92575947457253,7184630.017938961,8.292257887491465
2009-6,0.7178871239437675,0.4443889715056729,-8866.763268778828,2.338774353162325,0.8459717013893588,0.4904351794060748,189638270.6395514,7720328.288910389,0.5851435517618442,6.048,8711803.371915637,362230.7135929037,10.924890761092886,7189956.358876287,8.289584769141198
2009-7,0.7179144929313511,0.4406435988198508,-9104.309037125651,2.304832376935664,1.0287709072004996,0.4945814397751699,189797917.5481869,7724279.190153912,0.5788217871313215,8.129,8730168.085974999,362674.0100021492,10.924022047613242,7195282.699813613,8.286911650790932
2009-8,0.7179418619189347,0.4435740975951859,-9151.584889714371,2.2790124389025963,0.9676854539357764,0.519129981023956,189957564.45682243,7728230.091397434,0.5750680318928113,9.164,8748532.800034363,363117.3064113946,10.9231533341336,7200609.0407509385,8.284238532440666
2009-9,0.7179692309065183,0.4517057294318006,-9303.102943424732,2.248138981864224,0.724499229322103,0.5322073984035939,190117211.36545795,7732180.992640956,0.5778898181752461,9.802,8766897.514093727,363560.6028206401,10.922284620653956,7205935.381688264,8.2815654140904
2009-10,0.717996599894102,0.4562242724341889,-9568.345532304107,2.217904930844287,0.7633071541231229,0.5355829324010861,190276858.27409345,7736131.893884479,0.5785426926291699,13.503,8785262.228153089,364003.8992298856,10.921415907174312,7211261.722625591,8.278892295740135
2009-11,0.7180239688816856,0.4618168766069392,-9497.345398002251,2.177604887432468,0.7775651006383951,0.5460484315742349,190436505.18272892,7740082.795128002,0.5912075438524862,13.739,8803626.942212453,364447.1956391311,10.920547193694668,7216588.063562917,8.27621917738987
2009-12,0.7180513378692692,0.4644167127850657,-9190.300907588446,2.124224012723041,0.6588931475137494,0.5427257627326397,190596152.09136447,7744033.696371524,0.5870573500038764,12.503,8821991.656271815,364890.4920483765,10.919678480215024,7221914.404500242,8.273546059039603
2010-1,0.7180787068568528,0.4691088914703447,-9688.588371030834,2.0799573598611705,0.8031841697782718,0.5528867394615864,190755799.0,7747984.597615046,0.6027048817569469,13.688,8840356.37033118,365333.788457622,10.91880976673538,7227240.745437568,8.270872940689337
2010-2,0.7180892671843808,0.4638866746250542,-9576.958631035535,2.030863470139216,0.5926900446632651,0.5359195328522104,190858600.18802968,7751204.361214897,0.5955700194878013,8.696,8858102.512163639,365705.9701073949,10.920078395337526,7232433.594105089,8.269861623237828
2010-3,0.7180998275119089,0.4529411903376403,-9737.230041667011,1.9872203448387613,0.7585008947055016,0.5269652285318539,190961401.3760593,7754424.124814747,0.5982752954789717,11.639,8875848.653996097,366078.1517571678,10.92134702393967,7237626.442772609,8.26885030578632
2010-4,0.7181103878394369,0.455830055988475,-10059.393149424635,1.938766300428007,0.6804934266711138,0.5365275225694347,191064202.56408903,7757643.888414597,0.5978042087664871,8.572,8893594.795828557,366450.3334069407,10.922615652541817,7242819.29144013,8.267838988334812
2010-5,0.718120948166965,0.4519925678913392,-9786.943488370514,1.900423502203311,0.8415792375791469,0.5422255150798765,191167003.7521188,7760863.652014448,0.6184467692784309,8.742,8911340.937661016,366822.5150567136,10.92388428114396,7248012.140107651,8.266827670883304
2010-6,0.718131508494493,0.4452546601697086,-9905.786117325402,1.8856666637377413,0.7475516797723416,0.526058037576734,191269804.9401484,7764083.415614299,0.5958291622572781,14.176,8929087.079493474,367194.6967064865,10.925152909746108,7253204.988775171,8.265816353431795
2010-7,0.718142068822021,0.4546156103614938,-10012.607609861,1.8938061232400991,0.6585535280859806,0.5522966590697518,191372606.1281781,7767303.179214149,0.5865859204975183,15.36,8946833.221325934,367566.8783562594,10.92642153834825,7258397.837442692,8.264805035980288
2010-8,0.7181526291495491,0.4638587019783974,-10127.16701415496,1.9055306692046643,0.8571799086828237,0.5776013784579778,191475407.31620777,7770522.942813999,0.5826586136352507,14.198,8964579.363158394,367939.0600060324,10.927690166950397,7263590.686110213,8.26379371852878
2010-9,0.7181631894770771,0.4761580018141546,-10250.239819329276,1.9300080246741709,0.9272688877681192,0.5772035539111675,191578208.50423744,7773742.706413849,0.5845130658367664,16.247,8982325.504990852,368311.24165580526,10.928958795552544,7268783.534777733,8.26278240107727
2010-10,0.7181737498046052,0.4806927669176689,-9855.109255533838,1.9496834440674369,0.8758085186592697,0.5519922392666898,191681009.69226712,7776962.4700137,0.5851989203903505,12.404,9000071.646823311,368683.4233055782,10.930227424154689,7273976.3834452545,8.261771083625762
2010-11,0.7181843101321332,0.4792117692065355,-9697.432210565865,1.9809369678190991,0.8037657062983529,0.5389303803124353,191783810.88029683,7780182.233613551,0.5889002595704534,12.009,9017817.788655773,369055.60495535104,10.931496052756833,7279169.232112776,8.260759766174253
2010-12,0.7181948704596613,0.4797986866964565,-10050.732911371206,2.016086379686157,0.7859094411250622,0.5226303587391766,191886612.0683265,7783401.997213401,0.5859531226578283,15.811,9035563.930488229,369427.786605124,10.932764681358975,7284362.080780296,8.259748448722746
2011-1,0.7182054307871893,0.485803381917484,-10517.124472033394,2.035093128055376,0.9418321282514702,0.5232972131171288,191989413.25635612,7786621.760813251,0.5868072050415946,15.404,9053310.072320689,369799.96825489687,10.934033309961125,7289554.929447817,8.258737131271237
2011-2,0.7181606864146317,0.4823188015534446,-10136.637212959104,2.0617197249168107,0.9643537751632691,0.5089693151224648,192095145.77648595,7788997.896079644,0.5919181218163453,11.193,9069153.803559588,369924.1915211504,10.933699244300897,7293647.721148329,8.747020195593127
2011-3,0.7181159420420742,0.4765888567715217,-10178.562458683811,2.079526018829988,0.8509315411312844,0.4966673062887451,192200878.2966157,7791374.031346036,0.5978188398925539,9.357,9084997.534798488,370048.41478740383,10.933365178640669,7297740.51284884,9.235303259915014
2011-4,0.7180711976695167,0.4724763218727945,-10225.7655016099,2.095742570726438,0.9119394548460248,0.483448023435273,192306610.81674543,7793750.166612428,0.6056625101161331,11.456,9100841.26603739,370172.6380536573,10.93303111298044,7301833.304549352,9.723586324236903
2011-5,0.718026453296959,0.4647701832003508,-9993.389038138808,2.1045733049199136,0.981952980012904,0.4794375297414004,192412343.33687523,7796126.30187882,0.631128227052354,15.365,9116684.99727629,370296.8613199108,10.932697047320213,7305926.096249864,10.211869388558792
2011-6,0.7179817089244014,0.460777089427583,-9975.112230204764,2.095226448555367,0.8370840617867931,0.4943626052826666,192518075.857005,7798502.437145213,0.5950919575302004,12.067,9132528.72851519,370421.0845861643,10.932362981659985,7310018.887950376,10.700152452880682
2011-7,0.7179369645518439,0.4586625612219078,-9903.241596764476,2.0859703688695106,0.865031119055218,0.4999529609128011,192623808.3771348,7800878.572411605,0.5975398841785342,12.195,9148372.459754089,370545.3078524178,10.932028915999757,7314111.679650888,11.18843551720257
2011-8,0.7178922201792863,0.4606629482097047,-9768.231853083638,2.087218082990609,0.8749809524957644,0.5104707470584671,192729540.8972645,7803254.707677998,0.5950647433019467,13.571,9164216.190992989,370669.5311186713,10.931694850339523,7318204.4713514,11.676718581524458
2011-9,0.7178474758067287,0.4606035369977562,-9679.164240091171,2.075344728788324,1.051632929733649,0.5256001504469264,192835273.4173943,7805630.84294439,0.6015952884327453,13.957,9180059.922231888,370793.7543849248,10.931360784679296,7322297.263051911,12.165001645846347
2011-10,0.7178027314341711,0.4616014514378777,-9537.77691961498,2.077328519541877,0.8454056053728413,0.5230163290600557,192941005.93752408,7808006.978210783,0.6045280531318781,13.166,9195903.653470788,370917.9776511783,10.93102671901907,7326390.054752423,12.653284710168236
2011-11,0.7177579870616135,0.4639560877440755,-9968.453886702957,2.074663694821419,0.9095885485065074,0.5203108881755449,193046738.45765385,7810383.113477174,0.6075073462033619,15.633,9211747.38470969,371042.2009174317,10.93069265335884,7330482.846452936,13.141567774490124
