,Alagoas - IDH,Alagoas - Consumo de Cimento (t), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Alagoas - value,Alagoas - Desemprego,Alagoas - Produção de Cimento (t),Alagoas - PIB - Estadual,Alagoas - PIB - Construção Civil,Alagoas - PIB - Per Capita,Alagoas - PIB - Preços de Mercado
2004-9,0.6430765846350949,27.37,0.521373108360619,-6995.222858870797,5.379865840264738,1.2233548439105977,0.5537026055994817,180773173.6423745,7441117.429128372,0.7095428699539044,0.3072407854013247,8.677407210489404,34.32496188836144,26521266.376693714,1331054.7183361538,7.620243695745227,23785517.23394043
2004-10,0.6434495482540874,26.452,0.5156158255655208,-7120.238857990881,5.253056293059425,1.0832535786578323,0.5450174136197448,180946723.3596744,7446566.989385082,0.6959159305043552,0.3072961782622243,8.674655724867103,34.85091841010057,26550906.76327662,1332391.6133284986,7.622401404490583,23794255.757014178
2004-11,0.6438225118730799,26.598,0.5071034898207396,-7055.497216121851,5.122595130555095,1.225778954987658,0.5310516981315352,181120273.0769744,7452016.549641792,0.6696517138276467,0.3072973515725117,8.671904239244801,34.74370564414312,26580547.149859533,1333728.508320843,7.624559113235938,23802994.28008793
2004-12,0.6441954754920725,30.97,0.4969515420076215,-6921.044658255659,4.995239879121229,1.1747086678519794,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,0.307243493800942,8.6691527536225,34.912413977476454,26610187.53644244,1335065.403313188,7.626716821981295,23811732.80316168
2005-1,0.644568439111065,29.095,0.483143045759377,-7202.757774714469,4.860078219431911,1.4639532115258698,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,0.3069340510771136,8.666401268000198,34.97141397747645,26639827.923025347,1336402.298305533,7.628874530726651,23820471.32623543
2005-2,0.6449041349790676,25.241,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4873522528925844,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,0.3065769037145691,8.659865887634188,35.17257671171067,26667447.21435201,1337338.275680708,7.6309139207299985,23828403.651147854
2005-3,0.6452398308470702,29.04,0.4664937288356185,-7221.778170229833,4.596932598972333,1.394672339987124,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,0.3059721347727041,8.65333050726818,35.71352455669063,26695066.505678687,1338274.253055883,7.632953310733347,23836335.97606028
2005-4,0.6455755267150728,25.685,0.4550001182228941,-7427.695727374902,4.479302822781261,1.513866283918324,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,0.3055323690549003,8.64679512690217,36.095230974470645,26722685.797005355,1339210.2304310584,7.634992700736695,23844268.300972708
2005-5,0.6459112225830753,21.197,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5686237807140602,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,0.3050582093597778,8.640259746536161,36.559651517394855,26750305.088332023,1340146.2078062338,7.637032090740043,23852200.625885133
2005-6,0.646246918451078,20.299,0.4302028729547594,-7431.800235590503,4.256101726196984,1.400078135123935,0.4199780553732319,182295321.4014512,7489480.716699338,0.5804670357747842,0.3045299148566346,8.633724366170151,37.04052399258141,26777924.37965869,1341082.185181409,7.639071480743391,23860132.95079756
2005-7,0.6465826143190805,22.784,0.4313751989691616,-7447.830376487559,4.16168717243741,1.5002475733361442,0.426655987569031,182460911.1794265,7494793.726008162,0.5645649922940777,0.3041927020421754,8.627188985804143,37.47707209651328,26805543.670985363,1342018.162556584,7.641110870746739,23868065.275709983
2005-8,0.6469183101870831,23.659,0.4316478866297594,-7426.454566904413,4.079825078928361,1.366263537502306,0.4533210772878235,182626500.957402,7500106.735316987,0.5609756759595197,0.3042396997740101,8.620653605438132,37.55761426971564,26833162.96231203,1342954.139931759,7.643150260750087,23875997.600622408
2005-9,0.6472540060550858,23.77,0.4277093852365702,-7512.020875107958,4.012628248908924,1.489061200727286,0.4844114534007803,182792090.7353773,7505419.744625812,0.5646643450021134,0.3040679333740219,8.614118225072122,37.979812915840505,26860782.253638703,1343890.1173069344,7.645189650753435,23883929.925534837
2005-10,0.6475897019230883,25.386,0.4225131084131527,-7687.979669089395,3.9602332396446167,1.2109586000669308,0.4945726100320757,182957680.51335275,7510732.753934638,0.5644640550493971,0.3042908123253435,8.607582844706114,38.01302612926414,26888401.54496537,1344826.0946821098,7.647229040756783,23891862.25044726
2005-11,0.6479253977910909,26.776,0.410747290823505,-7676.736667287167,3.9221772649399615,1.6422607052183609,0.4959029929217597,183123270.29132813,7516045.763243463,0.5622657106505984,0.3047138082072878,8.601047464340104,38.35433132903616,26916020.83629204,1345762.0720572849,7.649268430760131,23899794.575359687
2005-12,0.6482610936590935,33.636,0.4101195327303973,-7542.184036343686,3.892160292125506,1.377980104178371,0.5121818479826961,183288860.0693036,7521358.772552288,0.5630711908624105,0.3038681537688154,8.594512083974095,38.45815296145659,26943640.12761871,1346698.0494324602,7.651307820763479,23907726.900272112
2006-1,0.6485967895270961,30.849,0.4093210137705744,-7965.495545452277,3.8684439286332686,1.0704709367180183,0.5246513831169914,183454449.8472789,7526671.781861113,0.5580933471517024,0.3038317966001201,8.587976703608085,38.81902991063843,26971259.41894538,1347634.026807635,7.653347210766827,23915659.225184537
2006-2,0.6488961002357586,25.234,0.4028183365263698,-7956.205189035386,3.846872965752776,1.272740378704435,0.5117940136540285,183612058.601541,7531879.804076586,0.5540061208774786,0.3037859397449551,8.58700307410173,39.01348901487804,26996014.92245601,1348666.2914920966,7.654943377630132,23921774.101682216
2006-3,0.649195410944421,33.238,0.3998570076790366,-8153.367564422752,3.842818789820434,1.087038179944784,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,0.3043440048729757,8.586029444595374,39.46880818676593,27020770.42596665,1349698.5561765577,7.656539544493436,23927888.97817989
2006-4,0.6494947216530835,23.23,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2439483036977474,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,0.3046055216682623,8.585055815089019,39.746581282098944,27045525.92947728,1350730.8208610187,7.65813571135674,23934003.85467757
2006-5,0.649794032361746,24.302,0.4056653747218318,-8229.867308086905,3.840605092822108,0.9925459420462728,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683,0.3046637567709289,8.584082185582663,39.95840229774488,27070281.43298792,1351763.08554548,7.659731878220044,23940118.731175244
2006-6,0.6500933430704084,19.608,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1619063477174951,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703,0.3051281120845965,8.583108556076308,40.33641328931986,27095036.936498556,1352795.3502299413,7.661328045083349,23946233.60767292
2006-7,0.650392653779071,21.908,0.4267485653722618,-8363.641502791654,3.834296240076312,1.0107148892098956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675,0.3060060421070542,8.582134926569953,40.82444880064518,27119792.440009184,1353827.6149144024,7.6629242119466525,23952348.4841706
2006-8,0.6506919644877335,26.927,0.4258794259587617,-8483.803210688488,3.837301314139748,1.137471455329126,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,0.307203095163068,8.581161297063597,41.40271427257181,27144547.94351982,1354859.8795988634,7.664520378809957,23958463.36066828
2006-9,0.6509912751963959,26.885,0.427904503700878,-8564.573776025667,3.830845488644045,1.0587078803302106,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,0.3086249544974759,8.580187667557242,41.91726160014072,27169303.44703045,1355892.1442833247,7.666116545673262,23964578.237165958
2006-10,0.6512905859050584,27.027,0.4308949403404751,-8753.077264130869,3.820865481468113,1.421378557730808,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,0.3106940191729075,8.579214038050885,41.916063635075,27194058.95054109,1356924.408967786,7.667712712536566,23970693.11366363
2006-11,0.6515898966137209,30.102,0.4297781875807803,-8585.918047929645,3.797759546537678,1.4120349588618786,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,0.3128041791914929,8.57824040854453,41.62306659884999,27218814.45405173,1357956.673652247,7.66930887939987,23976807.990161307
2006-12,0.6518892073223833,28.794,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1875702591687969,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,0.3149573797551456,8.577266779038174,41.737094373435845,27243569.95756236,1358988.938336708,7.670905046263174,23982922.866658986
2007-1,0.6521885180310458,34.1,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0484592446587069,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,0.3171556223256395,8.57629314953182,41.755128667230935,27268325.461072996,1360021.2030211694,7.672501213126479,23989037.74315666
2007-2,0.652452326172018,27.356,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8421045009906388,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155,0.319405042147038,8.573521602389544,41.655837130287146,27288733.982250717,1360849.563817445,7.673491697329826,23991790.002863195
2007-3,0.6527161343129901,31.753,0.421374616153345,-8302.699392306728,3.706955628134506,1.018140906308683,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336,0.3219117388497415,8.57075005524727,41.47280162862544,27309142.50342843,1361677.9246137205,7.674482181533174,23994542.26256973
2007-4,0.6529799424539623,28.188,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9033883329680754,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,0.3242778532186606,8.567978508104995,41.17999095662411,27329551.02460615,1362506.2854099963,7.675472665736521,23997294.522276264
2007-5,0.6532437505949344,29.624,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9401668232327632,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,0.3267012304464924,8.565206960962719,40.82249626238234,27349959.54578387,1363334.6462062718,7.676463149939869,24000046.7819828
2007-6,0.6535075587359066,25.216,0.427912233110958,-8026.170619784551,3.601931188268772,0.8058311751117864,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,0.3291837410809152,8.562435413820443,40.431227787790256,27370368.066961583,1364163.0070025474,7.677453634143217,24002799.041689333
2007-7,0.6537713668768788,26.504,0.4270491588284315,-7955.022260278307,3.560009340555952,1.076324332364028,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,0.3317481048814107,8.559663866678168,40.15216051830472,27390776.588139307,1364991.367798823,7.678444118346564,24005551.301395867
2007-8,0.6540351750178509,27.872,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.928096428428659,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,0.3339431131026196,8.556892319535894,40.12930517997393,27411185.109317027,1365819.7285950985,7.679434602549912,24008303.5611024
2007-9,0.6542989831588231,28.082,0.4202971223147698,-7895.376088335307,3.469607481841116,0.8415331129361044,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,0.3359778766399381,8.554120772393619,40.1324825454894,27431593.630494744,1366648.089391374,7.680425086753259,24011055.820808936
2007-10,0.6545627912997952,35.652,0.422186667969427,-7988.122113095049,3.4226070580234054,0.9901874062377624,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669,0.3382617530331201,8.551349225251343,40.3300880481353,27452002.151672464,1367476.4501876496,7.681415570956608,24013808.08051547
2007-11,0.6548265994407674,35.59,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9668064819595842,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683,0.3401795273332788,8.54857767810907,40.47206890362247,27472410.672850184,1368304.8109839254,7.682406055159955,24016560.340222005
2007-12,0.6550904075817395,33.937,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8691533889591027,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248,0.3421278073154419,8.545806130966794,40.30841048677729,27492819.1940279,1369133.171780201,7.683396539363303,24019312.59992854
2008-1,0.6553542157227117,38.282,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.1129169419380611,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783,0.3441331063674139,8.543034583824518,40.48331370157976,27513227.71520562,1369961.5325764765,7.68438702356665,24022064.859635077
2008-2,0.6555834038876434,32.977,0.4302154047083354,-7957.479510093275,3.199376609861489,0.9254570735761608,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532,0.3463841535055219,8.545391389519644,40.16946235037448,27529452.47672982,1370170.061333027,7.684828283301007,24023420.108781267
2008-3,0.655812592052575,35.662,0.4313867734467428,-7892.607761543437,3.141468520965748,0.843959701601586,0.4484128206903977,187424201.5596823,7656574.290823947,0.6213585443907181,0.3486820762353294,8.54774819521477,40.32340058171114,27545677.23825402,1370378.5900895773,7.685269543035363,24024775.357927456
2008-4,0.6560417802175067,39.98,0.4338669727481246,-8007.976541076512,3.0675634134381013,1.0100789688419711,0.4473258895577853,187565785.01335144,7660974.24001083,0.6263187436812404,0.3501991797325203,8.550105000909895,40.3258208346692,27561901.999778222,1370587.1188461278,7.68571080276972,24026130.60707365
2008-5,0.6562709683824383,34.089,0.4321500462512327,-7622.164669581103,2.983508587016217,0.8788234320750334,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,0.3520480298970969,8.55246180660502,40.69700939696656,27578126.761302423,1370795.6476026785,7.686152062504077,24027485.856219843
2008-6,0.6565001565473699,32.715,0.416568100772241,-7526.222983080984,2.8968331481222203,0.7991930023670225,0.4203655844188621,187848951.92068976,7669774.1383845955,0.6287480084855108,0.3541375048588554,8.554818612300146,40.98414423572618,27594351.522826623,1371004.1763592286,7.6865933222384335,24028841.105366036
2008-7,0.6567293447123016,34.859,0.4017041211332135,-7372.476799457021,2.8193033709764,0.902092951723226,0.3823654090466765,187990535.3743589,7674174.087571479,0.599023956748628,0.3558519822624117,8.557175417995271,41.17797547953039,27610576.284350824,1371212.705115779,7.6870345819727905,24030196.354512226
2008-8,0.6569585328772333,36.732,0.3911930100262941,-7330.909560613458,2.746140251198851,0.9463193773473402,0.377094781251677,188132118.82802805,7678574.036758362,0.5717904557609863,0.3572774096125211,8.559532223690395,41.47916990154846,27626801.045875024,1371421.2338723296,7.687475841707148,24031551.60365842
2008-9,0.6571877210421649,37.753,0.393954511741958,-7785.307445305803,2.665912474404139,1.072336807943622,0.4025579714905743,188273702.2816972,7682973.985945245,0.5509061927111456,0.3580952527645508,8.56188902938552,41.57081185316023,27643025.807399224,1371629.76262888,7.687917101441504,24032906.85280461
2008-10,0.6574169092070965,43.724,0.4032616547632046,-7703.954458964581,2.598260780235978,1.0137661057737235,0.412023328025164,188415285.7353664,7687373.935132128,0.5338333005653052,0.3597170955863277,8.564245835080646,41.917639409344304,27659250.568923425,1371838.2913854304,7.688358361175861,24034262.1019508
2008-11,0.6576460973720282,38.241,0.4104528122004031,-7476.287871104045,2.5386157863332808,1.0949575949903168,0.4176314374021105,188556869.1890356,7691773.884319011,0.5233099682890817,0.3596971583702751,8.566602640775772,42.19063075167632,27675475.330447625,1372046.820141981,7.688799620910218,24035617.351096995
2008-12,0.6578752855369598,41.321,0.4155686208661097,-7673.72643892393,2.504755709594416,1.1610813401906588,0.4199544942195133,188698452.64270467,7696173.833505894,0.524103085853287,0.3596337497820871,8.568959446470897,42.796152469080944,27691700.091971826,1372255.3488985312,7.689240880644574,24036972.600243185
2009-1,0.6581044737018915,39.282,0.4265478197554145,-8468.75016667358,2.46038988184506,0.7012005668165715,0.4453642148556728,188840036.09637383,7700573.782692777,0.5263722830788128,0.360137349170392,8.571316252166023,43.41660263429819,27707924.853496023,1372463.8776550817,7.689682140378931,24038327.849389374
2009-2,0.6582999244824325,33.478,0.4330860958676656,-8362.130172448553,2.419211323171128,0.7911392802955751,0.4617677479747263,188999683.0050093,7704524.6839363,0.5227829360821162,0.3606063640039583,8.568695539893916,43.98846944995263,27767829.510708407,1372252.3249476063,7.692905719728611,24053337.97235246
2009-3,0.6584953752629734,41.948,0.4381030668091561,-8556.283355305572,2.384914975903917,0.6947273574987124,0.4744121661088831,189159329.91364485,7708475.585179822,0.5234789989371754,0.3610390440418546,8.566074827621811,44.80450276259886,27827734.167920787,1372040.7722401314,7.696129299078291,24068348.095315546
2009-4,0.6586908260435145,38.575,0.45007711682254,-8805.162211693303,2.3630365952461503,0.6925605788455927,0.4999622144350261,189318976.8222804,7712426.486423344,0.5478423802413089,0.3614293972090406,8.563454115349705,45.51249666329219,27887638.825133167,1371829.2195326565,7.699352878427971,24083358.218278628
2009-5,0.6588862768240554,33.137,0.450431778065969,-8667.302626906909,2.3525692667827225,0.8262641115749951,0.4981088282193594,189478623.73091587,7716377.387666867,0.6069054336378797,0.3623916736170076,8.560833403077599,46.079915147101744,27947543.482345548,1371617.666825181,7.70257645777765,24098368.341241717
2009-6,0.6590817276045964,31.802,0.4443889715056729,-8866.763268778828,2.338774353162325,0.8459717013893588,0.4904351794060748,189638270.6395514,7720328.288910389,0.5851435517618442,0.3633241316408956,8.558212690805494,46.77614818556541,28007448.139557928,1371406.1141177062,7.70580003712733,24113378.4642048
2009-7,0.6592771783851373,39.047,0.4406435988198508,-9104.309037125651,2.304832376935664,1.0287709072004996,0.4945814397751699,189797917.5481869,7724279.190153912,0.5788217871313215,0.363816792672732,8.555591978533387,47.58130982633632,28067352.796770304,1371194.561410231,7.70902361647701,24128388.58716788
2009-8,0.6594726291656783,36.258,0.4435740975951859,-9151.584889714371,2.2790124389025963,0.9676854539357764,0.519129981023956,189957564.45682243,7728230.091397434,0.5750680318928113,0.3642671740562283,8.552971266261281,48.38308838364309,28127257.453982685,1370983.008702756,7.71224719582669,24143398.710130963
2009-9,0.6596680799462192,40.763,0.4517057294318006,-9303.102943424732,2.248138981864224,0.724499229322103,0.5322073984035939,190117211.36545795,7732180.992640956,0.5778898181752461,0.3648860324430366,8.550350553989176,49.03104314290165,28187162.111195065,1370771.4559952808,7.71547077517637,24158408.83309405
2009-10,0.6598635307267602,46.242,0.4562242724341889,-9568.345532304107,2.217904930844287,0.7633071541231229,0.5355829324010861,190276858.27409345,7736131.893884479,0.5785426926291699,0.3654759948063652,8.54772984171707,49.58962601223659,28247066.768407445,1370559.9032878056,7.71869435452605,24173418.95605713
2009-11,0.6600589815073012,45.302,0.4618168766069392,-9497.345398002251,2.177604887432468,0.7775651006383951,0.5460484315742349,190436505.18272892,7740082.795128002,0.5912075438524862,0.3658273058629621,8.545109129444963,49.941800256401926,28306971.425619826,1370348.3505803307,7.721917933875729,24188429.079020213
2009-12,0.6602544322878422,45.238,0.4644167127850657,-9190.300907588446,2.124224012723041,0.6588931475137494,0.5427257627326397,190596152.09136447,7744033.696371524,0.5870573500038764,0.3663507299145882,8.542488417172859,50.440672324826,28366876.08283221,1370136.7978728556,7.7251415132254095,24203439.2019833
2010-1,0.6604498830683831,46.449,0.4691088914703447,-9688.588371030834,2.0799573598611705,0.8031841697782718,0.5528867394615864,190755799.0,7747984.597615046,0.6027048817569469,0.3672532385390606,8.539867704900752,51.01969807662291,28426780.740044583,1369925.2451653804,7.728365092575089,24218449.32494638
2010-2,0.6606124790561833,41.239,0.4638866746250542,-9576.958631035535,2.030863470139216,0.5926900446632651,0.5359195328522104,190858600.18802968,7751204.361214897,0.5955700194878013,0.3683373228690942,8.53878304353091,51.472440614889095,28483842.16594082,1369353.9698684055,7.73168499524205,24232307.621970966
2010-3,0.6607750750439834,51.021,0.4529411903376403,-9737.230041667011,1.9872203448387613,0.7585008947055016,0.5269652285318539,190961401.3760593,7754424.124814747,0.5982752954789717,0.3687853467336569,8.537698382161068,52.25344017130776,28540903.591837056,1368782.6945714313,7.735004897909011,24246165.918995548
2010-4,0.6609376710317835,46.153,0.455830055988475,-10059.393149424635,1.938766300428007,0.6804934266711138,0.5365275225694347,191064202.56408903,7757643.888414597,0.5978042087664871,0.3690935767438269,8.536613720791227,52.55356342823831,28597965.017733287,1368211.4192744566,7.738324800575971,24260024.216020133
2010-5,0.6611002670195836,47.98,0.4519925678913392,-9786.943488370514,1.900423502203311,0.8415792375791469,0.5422255150798765,191167003.7521188,7760863.652014448,0.6184467692784309,0.3693771358665066,8.535529059421386,53.06455817504584,28655026.44362952,1367640.143977482,7.741644703242932,24273882.513044715
2010-6,0.6612628630073837,39.314,0.4452546601697086,-9905.786117325402,1.8856666637377413,0.7475516797723416,0.526058037576734,191269804.9401484,7764083.415614299,0.5958291622572781,0.3699348727230252,8.534444398051544,53.29703876235357,28712087.86952576,1367068.8686805074,7.744964605909893,24287740.8100693
2010-7,0.6614254589951838,45.354,0.4546156103614938,-10012.607609861,1.8938061232400991,0.6585535280859806,0.5522966590697518,191372606.1281781,7767303.179214149,0.5865859204975183,0.3704613496182123,8.533359736681703,53.70630191595821,28769149.295421988,1366497.593383533,7.748284508576853,24301599.10709389
2010-8,0.6615880549829838,51.514,0.4638587019783974,-10127.16701415496,1.9055306692046643,0.8571799086828237,0.5776013784579778,191475407.31620777,7770522.942813999,0.5826586136352507,0.3711676632377184,8.53227507531186,53.86206367996695,28826210.721318223,1365926.3180865585,7.7516044112438145,24315457.404118467
2010-9,0.6617506509707839,50.908,0.4761580018141546,-10250.239819329276,1.9300080246741709,0.9272688877681192,0.5772035539111675,191578208.50423744,7773742.706413849,0.5845130658367664,0.3720633826994572,8.531190413942019,53.89440845095509,28883272.147214457,1365355.0427895836,7.754924313910775,24329315.70114305
