,Alagoas - IDH,Alagoas - Consumo de Cimento (t), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Alagoas - value,Alagoas - Desemprego,Alagoas - Produção de Cimento (t),Alagoas - PIB - Estadual,Alagoas - PIB - Construção Civil,Alagoas - PIB - Per Capita,Alagoas - PIB - Preços de Mercado
2010-10,0.661913246958584,50.898,0.4806927669176689,-9855.109255533838,1.9496834440674369,0.8758085186592697,0.5519922392666898,191681009.69226712,7776962.4700137,0.5851989203903505,0.373164773106292,8.530105752572178,53.968461442746815,28940333.57311069,1364783.767492609,7.758244216577736,24343173.998167638
2010-11,0.6620758429463841,55.138,0.4792117692065355,-9697.432210565865,1.9809369678190991,0.8037657062983529,0.5389303803124353,191783810.88029683,7780182.233613551,0.5889002595704534,0.3732351338720056,8.529021091202335,54.0520700556734,28997394.999006927,1364212.4921956344,7.761564119244698,24357032.29519222
2010-12,0.6622384389341842,57.804,0.4797986866964565,-10050.732911371206,2.016086379686157,0.7859094411250622,0.5226303587391766,191886612.0683265,7783401.997213401,0.5859531226578283,0.3745318272495919,8.527936429832494,54.27405861289783,29054456.42490316,1363641.21689866,7.764884021911658,24370890.5922168
2011-1,0.6624010349219843,61.858,0.485803381917484,-10517.124472033394,2.035093128055376,0.9418321282514702,0.5232972131171288,191989413.25635612,7786621.760813251,0.5868072050415946,0.3757542369938267,8.526851768462652,55.15817914644511,29111517.850799397,1363069.9416016852,7.768203924578619,24384748.889241382
2011-2,0.6625237122026159,60.153,0.4823188015534446,-10136.637212959104,2.0617197249168107,0.9643537751632691,0.5089693151224648,192095145.77648595,7788997.896079644,0.5919181218163453,0.3762770306228764,8.895063330831642,55.48043580995831,29160978.83872524,1361943.6517100749,7.769573541349388,24393901.539111026
2011-3,0.6626463894832473,76.21,0.4765888567715217,-10178.562458683811,2.079526018829988,0.8509315411312844,0.4966673062887451,192200878.2966157,7791374.031346036,0.5978188398925539,0.3768009217783645,9.26327489320063,55.99255757240741,29210439.82665109,1360817.3618184642,7.770943158120158,24403054.18898066
2011-4,0.6627690667638788,59.365,0.4724763218727945,-10225.7655016099,2.095742570726438,0.9119394548460248,0.483448023435273,192306610.81674543,7793750.166612428,0.6056625101161331,0.3773266743852321,9.631486455569618,56.085579099138194,29259900.81457693,1359691.071926854,7.772312774890927,24412206.8388503
2011-5,0.6628917440445103,51.659,0.4647701832003508,-9993.389038138808,2.1045733049199136,0.981952980012904,0.4794375297414004,192412343.33687523,7796126.30187882,0.631128227052354,0.3778551902459707,9.999698017938607,56.23192772027791,29309361.80250278,1358564.7820352432,7.773682391661696,24421359.48871994
2011-6,0.6630144213251419,55.008,0.460777089427583,-9975.112230204764,2.095226448555367,0.8370840617867931,0.4943626052826666,192518075.857005,7798502.437145213,0.5950919575302004,0.3789870987486026,10.367909580307597,56.48858103809783,29358822.79042863,1357438.4921436328,7.775052008432465,24430512.138589576
2011-7,0.6631370986057734,53.624,0.4586625612219078,-9903.241596764476,2.0859703688695106,0.865031119055218,0.4999529609128011,192623808.3771348,7800878.572411605,0.5975398841785342,0.3805312409344742,10.736121142676584,57.06824293304747,29408283.77835448,1356312.2022520225,7.776421625203234,24439664.78845921
2011-8,0.6632597758864048,63.884,0.4606629482097047,-9768.231853083638,2.087218082990609,0.8749809524957644,0.5104707470584671,192729540.8972645,7803254.707677998,0.5950647433019467,0.3820968419194078,11.104332705045572,57.495180343388505,29457744.766280323,1355185.9123604118,7.777791241974004,24448817.43832885
2011-9,0.6633824531670364,59.893,0.4606035369977562,-9679.164240091171,2.075344728788324,1.051632929733649,0.5256001504469264,192835273.4173943,7805630.84294439,0.6015952884327453,0.383889284120697,11.472544267414564,57.83334548542414,29507205.754206173,1354059.6224688014,7.779160858744773,24457970.08819849
2011-10,0.6635051304476679,65.805,0.4616014514378777,-9537.77691961498,2.077328519541877,0.8454056053728413,0.5230163290600557,192941005.93752408,7808006.978210783,0.6045280531318781,0.3852975137467718,11.840755829783552,58.26190267608786,29556666.74213202,1352933.3325771908,7.780530475515542,24467122.73806813
2011-11,0.6636278077282993,66.635,0.4639560877440755,-9968.453886702957,2.074663694821419,0.9095885485065074,0.5203108881755449,193046738.45765385,7810383.113477174,0.6075073462033619,0.3867224427047392,12.20896739215254,58.675683832493,29606127.730057865,1351807.0426855804,7.781900092286312,24476275.38793777
2011-12,0.6637504850089309,68.787,0.4721630104203435,-9986.589161982563,2.076644486808949,0.9509558872325296,0.5250917546367961,193152470.9777836,7812759.248743567,0.5951869340064411,0.3883733638647755,12.577178954521528,59.08837533404586,29655588.717983715,1350680.7527939698,7.783269709057081,24485428.037807405
2012-1,0.6638731622895624,72.505,0.4733415062904513,-10404.150759011012,2.0905714352596823,0.7067068004037954,0.5361604483491258,193258203.49791336,7815135.384009959,0.6110671295983301,0.3904554584351875,12.945390516890518,59.41404274239731,29705049.70590956,1349554.4629023594,7.78463932582785,24494580.687677044
2012-2,0.6639625592499065,70.893,0.476080947409229,-9928.241624071832,2.1011962123086314,0.7404291834197307,0.547043585265198,193353913.43027985,7816645.273799296,0.5998092162889704,0.3921534629228635,12.998100443953907,59.74419263353554,29749475.390510883,1348587.907391064,7.785787429348307,24502537.03230934
2012-3,0.6640519562102507,89.431,0.4859216468538039,-9880.218215766452,2.117529533577395,0.8195461604428426,0.5760461169470958,193449623.3626464,7818155.163588634,0.5994875672440965,0.3934558331280425,13.050810371017295,60.14086454062164,29793901.0751122,1347621.3518797683,7.786935532868765,24510493.376941632
2012-4,0.664141353170595,73.884,0.495982472496991,-10098.092464217463,2.1289644149802243,0.6810678508344918,0.5748028697718967,193545333.2950128,7819665.053377971,0.6070633278923643,0.3960001287687443,13.103520298080689,60.20504346361053,29838326.759713523,1346654.7963684727,7.788083636389222,24518449.721573927
2012-5,0.6642307501309391,75.662,0.4931284401808382,-9610.545103294866,2.157948049971086,0.5439273938364722,0.5455839993066408,193641043.2273793,7821174.943167307,0.6337829017520761,0.3991002624835384,13.156230225144077,60.51220661302047,29882752.44431484,1345688.240857177,7.789231739909679,24526406.06620622
2012-6,0.6643201470912833,60.902,0.4947842743091953,-9553.334932170872,2.190346510129612,0.5485345391500699,0.5142239683724931,193736753.15974572,7822684.832956645,0.6091979248637831,0.4024619589451106,13.208940152207466,60.66925424878088,29927178.128916163,1344721.6853458814,7.790379843430136,24534362.410838515
2012-7,0.6644095440516276,60.518,0.4943665113324502,-9513.302050841186,2.214523649851895,0.5506897392060969,0.4886763343071003,193832463.09211224,7824194.722745982,0.6098789200190179,0.4057788382557654,13.261650079270856,60.836153690194855,29971603.81351748,1343755.1298345858,7.791527946950593,24542318.755470805
2012-8,0.6644989410119717,64.379,0.4915042848216534,-9248.591121065274,2.219844415701115,0.6454078839920825,0.4575820419650054,193928173.0244788,7825704.612535319,0.5983134710296607,0.4091526645544909,13.314360006334246,60.93262063602476,30016029.498118803,1342788.5743232905,7.792676050471051,24550275.1001031
2012-9,0.6645883379723159,64.24,0.495333786512332,-8953.98283753283,2.23523857379288,0.7409720966684825,0.4292143004039244,194023882.9568452,7827214.502324657,0.5963880599560772,0.4123768482548333,13.367069933397635,61.19741159431165,30060455.182720125,1341822.0188119947,7.793824153991507,24558231.444735397
2012-10,0.66467773493266,73.016,0.4926639045673969,-8835.504327700251,2.2363657278565263,0.6128687011734038,0.420275744209899,194119592.8892117,7828724.392113993,0.5956099986115735,0.4156485516335144,13.419779860461023,61.47180699373876,30104880.867321443,1340855.463300699,7.794972257511965,24566187.789367687
2012-11,0.6647671318930042,74.154,0.4912755604377996,-8581.940757744464,2.249359243852222,0.8852303174292789,0.44717948920874,194215302.8215782,7830234.28190333,0.6005163471467005,0.4191686287463148,13.472489787524417,61.69962104288436,30149306.551922765,1339888.907789403,7.796120361032422,24574144.13399998
2012-12,0.6648565288533484,65.28,0.4951952296466009,-8544.01174850321,2.257490310710041,0.6836336087568325,0.4479600832678483,194311012.75394467,7831744.1716926675,0.5956513693421339,0.4227591082335456,13.525199714587805,61.82015706886243,30193732.236524083,1338922.3522781078,7.79726846455288,24582100.478632275
2013-1,0.6649459258136926,73.974,0.5046931182782365,-8401.94723497529,2.2677230439962424,0.6001335188895731,0.4466402817276171,194406722.6863112,7833254.061482005,0.6113594968254873,0.4261923180495447,13.577909641651194,61.93954450090836,30238157.921125405,1337955.7967668122,7.798416568073336,24590056.82326457
2013-2,0.6650636058540654,63.596,0.5124255618774355,-7683.858924014924,2.2834910014644234,0.7074393944091001,0.44956565047477,194494304.85081053,7833744.844245157,0.6049217884945463,0.4297726870506818,13.627184894683117,61.34124700085367,30277477.07853373,1336852.31455877,7.8002661384362835,24597354.721387345
2013-3,0.6651812858944384,72.665,0.5277338631085374,-7874.357530363,2.30250674180213,0.7231039597573724,0.4689655756860415,194581887.01530987,7834235.627008309,0.6055953327124688,0.4335174963655349,13.676460147715035,61.21071720008477,30316796.23594205,1335748.832350728,7.802115708799231,24604652.61951012
2013-4,0.6652989659348112,71.362,0.5336755979317418,-7983.55089917278,2.328894103495439,0.7189617973484183,0.4808492138370067,194669469.17980924,7834726.409771461,0.6049377101169569,0.4375321203367017,13.725735400746958,60.98395311085369,30356115.393350378,1334645.350142686,7.803965279162178,24611950.51763289
2013-5,0.665416645975184,62.454,0.5388021137696795,-7615.094274633246,2.34263188987848,0.7142694802829325,0.4901839320084706,194757051.34430856,7835217.192534613,0.6092086325659531,0.4416179457642827,13.775010653778878,60.99656424228812,30395434.550758705,1333541.8679346438,7.805814849525126,24619248.41575567
2013-6,0.665534326015557,56.918,0.5488843980670126,-7352.877238643337,2.363408595693961,0.6063186036765393,0.4977501851159618,194844633.508808,7835707.975297765,0.6003939469641899,0.4457763693462891,13.8242859068108,60.9873474949239,30434753.70816703,1332438.3857266016,7.807664419888073,24626546.313878447
2013-7,0.6656520060559298,59.718,0.5580294451821031,-7192.841626570655,2.393575578288626,0.6146829914853935,0.4941458500105189,194932215.6733073,7836198.758060917,0.588257252871006,0.448976150378895,13.87356115984272,60.92315730599615,30474072.865575355,1331334.9035185594,7.80951399025102,24633844.212001223
2013-8,0.6657696860963026,60.978,0.5639348917935356,-6960.548770036087,2.4314858886849344,0.7815049760427922,0.4993334599921049,195019797.83780667,7836689.54082407,0.590312709374934,0.4518015566940872,13.92283641287464,60.54281036900093,30513392.02298368,1330231.4213105177,7.811363560613968,24641142.110124
2013-9,0.6658873661366755,65.895,0.5721649314585118,-6847.000952014708,2.4711648234950228,0.804220606343285,0.518698005154016,195107380.00230604,7837180.323587221,0.5883789943968316,0.455060836587448,13.972111665906562,60.08119582141868,30552711.180392005,1329127.9391024753,7.813213130976915,24648440.008246776
2013-10,0.6660050461770484,73.594,0.584033531345466,-6919.499864502943,2.512916253999241,0.5493947941730588,0.5267204103521198,195194962.1668054,7837671.106350373,0.586680702681813,0.4581459703112593,14.021386918938482,59.57863008483548,30592030.33780033,1328024.4568944331,7.815062701339862,24655737.906369552
2013-11,0.6661227262174212,68.06,0.5955117370578658,-6561.5305368475965,2.551397636335105,0.492337346751902,0.5382245752764477,195282544.3313048,7838161.889113526,0.5879491241011995,0.4614694082003304,14.070662171970405,59.03677962378951,30631349.49520865,1326920.9746863912,7.81691227170281,24663035.804492325
2013-12,0.6662404062577941,62.161,0.6067679747989635,-4496.194346034222,2.592147308610895,0.6011934181917633,0.5418554668499356,195370126.4958041,7838652.671876677,0.5824479358950329,0.4648315911696282,14.119937425002323,58.42606262827661,30670668.652616978,1325817.492478349,7.818761842065757,24670333.7026151
2014-1,0.666358086298167,77.726,0.6166578720311803,-4791.082206933234,2.625524917219098,0.8458265355767571,0.559340440568571,195457708.66030347,7839143.45463983,0.5881063236886775,0.4682286978493191,14.169212678034246,57.85605508034547,30709987.810025305,1324714.0102703068,7.820611412428704,24677631.60073788
2014-2,0.6663605730085709,72.138,0.6267255529646644,-3998.777950768382,2.657054580116229,0.8449975925961759,0.5677726853077433,195539057.87683183,7838649.955390375,0.5806989603027664,0.4710403966128728,14.21006694165204,57.25887399103245,30740497.993091226,1323554.7590457525,7.822022607469636,24682721.465064004
2014-3,0.6663630597189748,69.11050000000006,0.6244938102208978,-3922.007671721373,2.686153730479649,0.9519917340746724,0.5596242995943259,195620407.09336025,7838156.45614092,0.586635485690803,0.4738748238310362,14.250921205269831,56.64038352310964,30771008.176157147,1322395.507821198,7.823433802510568,24687811.32939013
2014-4,0.6663655464293787,66.083,0.6209952829426753,-3994.229497353106,2.7114317753143893,0.7872261937543699,0.5364320176075347,195701756.30988863,7837662.956891467,0.591883402393797,0.4769445991515054,14.291775468887623,56.00117545569686,30801518.359223068,1321236.2565966437,7.8248449975515,24692901.193716258
2014-5,0.6663680331397827,66.083,0.6257914627476894,-3354.8084163966905,2.7478086602191683,0.7628605212524775,0.5495264900123437,195783105.52641705,7837169.457642012,0.5752470773836221,0.4794128536491129,14.33262973250542,55.34761255174527,30832028.54228899,1320077.005372089,7.826256192592432,24697991.058042385
2014-6,0.6663705198501866,66.083,0.6262539734123189,-3377.357259521218,2.7716833665507616,0.8204530479465566,0.5920559285981742,195864454.74294543,7836675.958392558,0.5716034891312047,0.4814600493871858,14.37348399612321,54.67444299364345,30862538.72535491,1318917.754147535,7.827667387633364,24703080.92236851
2014-7,0.6663730065605906,66.083,0.6313860080878928,-3216.635878446735,2.7882412615797647,0.8622866555215983,0.5985422951333923,195945803.95947385,7836182.459143104,0.5673668679938052,0.4834804185798812,14.414338259741005,53.98433022750362,30893048.90842083,1317758.5029229806,7.829078582674295,24708170.78669464
2014-8,0.6663754932709945,66.083,0.6429578345522896,-2885.616364724399,2.799745702635436,0.9441698267557116,0.620784457599235,196027153.17600223,7835688.959893649,0.5571115199932906,0.4850661651171081,14.455192523358798,53.27672741631168,30923559.09148675,1316599.2516984262,7.830489777715228,24713260.65102076
2014-9,0.6663779799813985,66.083,0.6425793355672005,-2848.963410513361,2.808315116654504,0.859855655660007,0.6235028742448315,196108502.39253065,7835195.460644195,0.5613727046660177,0.4866154202306308,14.49604678697659,52.55271501824172,30954069.27455267,1315440.0004738718,7.83190097275616,24718350.51534689
2014-10,0.6663804666918024,66.083,0.6392578161601571,-3907.107095676229,2.804908515488413,0.9527685333529272,0.6297128451395438,196189851.609059,7834701.96139474,0.561882595374384,0.4877223298627899,14.536901050594384,51.80852295983796,30984579.45761859,1314280.7492493177,7.833312167797092,24723440.37967301
2014-11,0.6663829534022063,66.083,0.6373515694579686,-3227.51837665533,2.795899184623759,0.903484686433327,0.6229666635258632,196271200.8255874,7834208.462145286,0.5609901993899514,0.4885809783980813,14.577755314212178,51.0435434022948,31015089.64068451,1313121.498024763,7.834723362838024,24728530.243999142
2014-12,0.6663854401126103,66.083,0.6360469982134822,-1917.4317974494293,2.78399183647624,0.8145209650102684,0.620227626267029,196352550.0421158,7833714.962895832,0.5583468086194056,0.4891812304317909,14.61860957782997,50.25830275073759,31045599.823750436,1311962.2468002087,7.836134557878956,24733620.10832527
2015-1,0.6663879268230142,58.54150000000004,0.6307582587964796,-2616.8997576320057,2.7629000308796305,1.0536605772588818,0.6247636985731346,196433899.2586442,7833221.463646377,0.5643201849311866,0.4895163757827754,14.659463841447764,49.45457686086331,31076110.006816357,1310802.9955756543,7.837545752919888,24738709.9726514
2015-2,0.6673598806576451,51.0,0.6147595881948112,-1862.845727482143,2.731373030611945,0.9343924255717088,0.6159498907536554,196510910.34709772,7832032.576236982,0.5578499948925274,0.4897882953283516,14.669227119749843,48.51680434342798,31092476.52012692,1310486.5266815126,7.83779889895134,24739108.685991623
2015-3,0.668331834492276,51.0,0.5970521193441455,-1788.67566224678,2.690513480186384,1.0502918609744532,0.6007740589226123,196587921.43555132,7830843.688827586,0.5538281215537108,0.4899926954972836,14.678990398051926,47.76401863321813,31108843.033437487,1310170.057787371,7.838052044982792,24739507.399331853
2015-4,0.6693037883269068,51.0,0.5743851449816068,-1983.071950652572,2.644962597296267,1.1781201483239936,0.5534640279682566,196664932.5240049,7829654.801418191,0.5397104233667973,0.4903289240509927,14.688753676354006,46.93704052835498,31125209.546748053,1309853.5888932294,7.838305191014244,24739906.11267208
2015-5,0.6702757421615378,51.0,0.5670526867581346,-1293.4323802746076,2.593045627781998,0.981061434687602,0.5257622894811392,196741943.61245853,7828465.914008795,0.5418486420045491,0.4897737567798558,14.698516954656087,46.04558516952847,31141576.06005862,1309537.119999088,7.838558337045696,24740304.826012302
2015-6,0.6712476959961687,51.0,0.5478333106966745,-1067.0845865121862,2.546115295902478,1.0942617674036763,0.4987332763683365,196818954.7009121,7827277.0265994,0.5400657850543165,0.4891238753720103,14.708280232958169,44.764512710317625,31157942.573369183,1309220.6511049462,7.838811483077149,24740703.53935253
2015-7,0.6722196498307996,51.0,0.5365873701380962,-977.4173895299176,2.494946044886325,0.8220034096531711,0.4787533394551196,196895965.7893657,7826088.139190003,0.5074060266479925,0.4883758652909027,14.718043511260248,43.47844105776492,31174309.08667976,1308904.1822108044,7.8390646291086,24741102.25269276
2015-8,0.6731916036654305,51.0,0.5273742665657696,-1005.6966908148006,2.438647482980156,1.1021464711143305,0.471500431076438,196972976.8778193,7824899.251780608,0.5018784506026249,0.4875472880442089,14.72780678956233,42.18839009448712,31190675.599990323,1308587.713316663,7.839317775140053,24741500.96603299
2015-9,0.6741635575000614,51.0,0.5254036415611213,-1039.1595055245705,2.375528331843324,0.9550162189144316,0.4754222059965265,197049987.9662729,7823710.364371212,0.4892573432807409,0.4866441397044155,14.73757006786441,40.90073078859325,31207042.11330089,1308271.2444225212,7.8395709211715054,24741899.679373216
2015-10,0.6751355113346924,51.0,0.5220003499305623,-1243.715598453343,2.3072500360953296,1.155559718430175,0.4476002509116798,197126999.05472648,7822521.476961817,0.4890711871355146,0.4856560438496597,14.747333346166492,39.61717047208272,31223408.626611456,1307954.7755283797,7.839824067202957,24742298.39271344
2015-11,0.6761074651693233,51.0,0.5097139584731153,-1329.2467358809024,2.2426446030768825,1.0277227053462428,0.4263937170455484,197204010.14318004,7821332.589552421,0.4860587480427329,0.4845848208606476,14.757096624468574,38.33862853635113,31239775.139922023,1307638.306634238,7.84007721323441,24742697.106053676
2015-12,0.6770794190039542,51.0,0.4963303303387326,-1107.7866583101536,2.1904251534185515,1.1001608888830354,0.4149277811632851,197281021.23163363,7820143.702143026,0.4784691485313357,0.4836279925475928,14.766859902770651,37.06600912640341,31256141.65323259,1307321.8377400965,7.840330359265861,24743095.8193939
2016-1,0.6780513728385851,45.16650000000004,0.4804030314721972,-3390.8754810096625,2.1483491910676875,1.101655259880485,0.4151945630880473,197358032.3200872,7818954.81473363,0.4806328467484032,0.4825830211471431,14.776623181072734,35.80083854959162,31272508.16654316,1307005.3688459548,7.840583505297314,24743494.53273413
2016-2,0.6780366105116047,39.333,0.4582345653383405,-2667.741466194896,2.1171823395135774,0.998076311715314,0.3840895451802815,197432600.1003621,7817259.857969137,0.4731333880353363,0.4814473950919966,14.740867690687544,34.54243801786583,31279698.633392807,1306603.4532133038,7.841281418232041,24744486.773961656
2016-3,0.6780218481846243,39.333,0.4382653615092318,-2859.062558346457,2.0931033141951554,1.050583032622211,0.3756470321164557,197507167.8806371,7815564.901204644,0.4648157232951847,0.480231211387489,14.705112200302354,33.2915002574805,31286889.10024246,1306201.537580653,7.841979331166769,24745479.015189186
2016-4,0.6780070858576438,39.333,0.4301790666375651,-3169.352453991868,2.072428815903636,1.0407778297845294,0.3820964756373156,197581735.66091204,7813869.944440151,0.455186748552417,0.4789323621539472,14.669356709917164,32.04861245516932,31294079.56709211,1305799.6219480024,7.842677244101496,24746471.25641672
2016-5,0.6779923235306634,39.333,0.4219991438558282,-2883.308840862046,2.0559185514258647,1.10315093973575,0.4050692196787397,197656303.44118696,7812174.9876756575,0.4458664086781032,0.4775443573172623,14.633601219531974,30.81436170394378,31301270.03394176,1305397.7063153514,7.843375157036224,24747463.49764425
2016-6,0.677977561203683,39.333,0.4276360353070148,-2975.6400740144,2.0383289573688583,1.208212978764004,0.4092639692637682,197730871.2214619,7810480.030911164,0.4613892521739088,0.4760776533104898,14.597845729146783,29.589217226000304,31308460.50079141,1304995.7906827005,7.844073069970951,24748455.73887178
2016-7,0.6779627988767025,39.333,0.423174444733437,-3206.2407436979347,2.0315258061610644,1.0298165732903195,0.3812478068283722,197805439.0017368,7808785.074146671,0.4322012065217192,0.4745392370640267,14.562090238761597,28.37376499944976,31315650.967641063,1304593.8750500495,7.844770982905679,24749447.980099317
2016-8,0.6779480365497221,39.333,0.406476249562938,-3149.757781764285,2.0305724295198666,1.1556768697997215,0.3986499601282697,197880006.78201172,7807090.117382177,0.4225039481243295,0.472928192543295,14.526334748376405,27.168548605096863,31322841.43449072,1304191.959417399,7.845468895840407,24750440.221326843
2016-9,0.6779332742227417,39.333,0.4024664212978491,-3439.0590351732635,2.04589542394608,1.103150436494035,0.4218717050778418,197954574.5622867,7805395.160617684,0.418532365024963,0.4716600706540334,14.490579257991214,25.9741338771712,31330031.90134037,1303790.043784748,7.846166808775135,24751432.462554373
2016-10,0.6779185118957614,39.333,0.405117178149495,-3965.9673132275466,2.0672746138908056,1.1145072852531863,0.4224506608091278,198029142.34256163,7803700.203853191,0.4160254193180028,0.4703344512749192,14.454823767606024,25.080993154175587,31337222.36819002,1303388.128152097,7.846864721709863,24752424.703781903
2016-11,0.677903749568781,39.333,0.3907469610472366,-2953.9693584836964,2.086506575082691,1.15568180602626,0.3923024529656499,198103710.1228366,7802005.247088698,0.4114160891944031,0.4693673517119014,14.419068277220834,24.201339776217463,31344412.83503967,1302986.2125194464,7.84756263464459,24753416.945009436
2016-12,0.6778889872418005,38.9995,0.3851019690388544,-2879.5516234189686,2.094478154479812,1.0506184491036612,0.377390938464421,198178277.90311152,7800310.290324205,0.4077513114353103,0.4683629919836121,14.383312786835644,23.32448547481064,31351603.301889323,1302584.2968867957,7.848260547579318,24754409.186236966
2017-1,0.6778742249148201,38.666,0.3803888051781477,-5075.622232112225,2.0938758344390687,0.7810959396630986,0.3569248836113066,198252845.68338645,7798615.333559711,0.4075350767989002,0.4673258850765064,14.347557296450454,22.604043722823796,31358793.76873897,1302182.3812541447,7.848958460514045,24755401.427464496
2017-2,0.6778656963156899,32.321,0.3762996326553245,-4201.060854040392,2.101650850838241,0.8250449919080073,0.3681934792243305,198326864.97537887,7796393.517478655,0.3978047684696698,0.4664648546539294,14.32734213298576,21.840481822047472,31353798.54465192,1302183.7184848578,7.848904136816106,24752897.498157423
2017-3,0.6778571677165598,41.937,0.3800045315218657,-4604.7344280517855,2.113289173700002,0.8524307741146059,0.3837494708257729,198400884.26737133,7794171.701397599,0.3875997638487952,0.465580702803431,14.307126969521066,21.21641401548869,31348803.320564862,1302185.055715571,7.848849813118168,24750393.568850357
2017-4,0.6778486391174297,31.982,0.3821056011581457,-5041.93583143556,2.127631534792117,0.7995101208234832,0.4054428465788985,198474903.55936372,7791949.885316542,0.3886971443037969,0.4646743356055973,14.286911806056374,20.397299635535028,31343808.09647781,1302186.392946284,7.848795489420229,24747889.63954328
2017-5,0.6778401105182995,28.499,0.3779774472025649,-4656.590400431132,2.144624778414481,0.6463345560938362,0.435891393897483,198548922.8513562,7789728.069235486,0.3866356488127153,0.4635385276781403,14.26669664259168,19.749080433640746,31338812.87239076,1302187.7301769971,7.84874116572229,24745385.710236207
2017-6,0.6778315819191694,22.626,0.3679963198646961,-5068.400972271061,2.162820271284532,1.0790560442164825,0.4573226001100615,198622942.14334863,7787506.25315443,0.388570077523086,0.4630031148393297,14.246481479126986,19.047559928826708,31333817.648303702,1302189.0674077102,7.8486868420243505,24742881.780929137
2017-7,0.6778230533200391,21.34,0.3728976057660844,-5595.499878102875,2.1827530258841654,0.6368105713319717,0.4758652393700967,198696961.4353411,7785284.437073373,0.3783354712469384,0.4624700380937648,14.226266315662292,18.829030280224853,31328822.42421665,1302190.4046384234,7.848632518326411,24740377.851622064
2017-8,0.677814524720909,26.848,0.366903937105431,-5783.316459502323,2.20699398468004,0.545066944551691,0.4715205842663207,198770980.72733355,7783062.620992317,0.3781503578714068,0.4619413477428028,14.2060511521976,18.851408291567573,31323827.2001296,1302191.7418691365,7.848578194628473,24737873.92231499
2017-9,0.6778059961217788,28.074,0.3589351548715466,-6001.730740495946,2.2153275867555475,0.78290954919478,0.4768271180048898,198845000.019326,7780840.8049112605,0.3776661110809737,0.4614187775325701,14.185835988732906,18.95569165613384,31318831.976042543,1302193.0790998496,7.848523870930534,24735369.99300792
2017-10,0.6777974675226487,29.941,0.3543133490207389,-6454.887704474953,2.232466347059879,0.909681615738396,0.4754272182499585,198919019.3113184,7778618.988830204,0.3778377185871009,0.4609039742229406,14.165620825268212,19.21511534730814,31313836.75195549,1302194.416330563,7.848469547232595,24732866.063700847
2017-11,0.6777889389235185,28.977,0.3527279000225793,-6243.191420924375,2.263185047283645,1.0506140089810427,0.491301237991556,198993038.60331085,7776397.172749148,0.370057443718766,0.4603988299448442,14.14540566180352,19.36641490258485,31308841.52786844,1302195.7535612758,7.848415223534657,24730362.13439377
2017-12,0.6777804103243884,31.58,0.3672792049521601,-5909.074373680363,2.284012403287865,0.571256581329347,0.5118095547455561,199067057.8953033,7774175.356668091,0.3656492538346034,0.4599052382935013,14.125190498338824,19.499097617542,31303846.303781383,1302197.090791989,7.848360899836718,24727858.205086704
2018-1,0.6777718817252583,29.991,0.359951630964679,-7507.112082157307,2.294901938999484,0.4677947795212472,0.5005214276758065,199141077.18729573,7771953.540587035,0.3696733376163027,0.4594211004515811,14.104975334874132,19.719356566340743,31298851.07969433,1302198.428022702,7.848306576138778,24725354.27577963
2018-2,0.6776868202231769,26.82,0.3566771125869745,-6365.607522997055,2.2942193420185,0.5842783280443261,0.4906301391980058,199211473.5675211,7769100.068513057,0.3678170211034027,0.458948408192488,14.088240431027632,19.989092308179163,31285814.95279787,1302558.2479552703,7.8478541841867715,24723301.68608653
2018-3,0.6776017587210955,29.446,0.3495024706940896,-6480.507442523628,2.2880364237022737,0.5418064917506906,0.5232126003004083,199281869.9477465,7766246.596439078,0.3683207687170368,0.4584892451945389,14.071505527181133,20.068502939954264,31272778.82590141,1302918.0678878387,7.847401792234764,24721249.09639344
2018-4,0.6775166972190141,27.666,0.3395277178203111,-5470.865705466022,2.2785452626718063,0.5299240735031111,0.515815979242938,199352266.32797185,7763393.124365101,0.3659433206644214,0.4580455315987644,14.054770623334631,20.15896013755577,31259742.69900495,1303277.8878204068,7.846949400282757,24719196.506700337
2018-5,0.6774316357169328,22.013,0.3254327923342447,-3673.4527105981465,2.263363965667075,0.5184624540086805,0.52140209156142,199422662.70819715,7760539.652291123,0.3622852915238501,0.4576192697506994,14.038035719488134,20.296076076652096,31246706.57210849,1303637.7077529752,7.846497008330749,24717143.91700724
2018-6,0.6773465742148514,28.025,0.3206049076093145,-748.3523814090865,2.2443322394271,0.4924018064984997,0.5229599052733115,199493059.0884225,7757686.180217145,0.3628244523982531,0.4572126353105655,14.021300815641634,20.6849940570475,31233670.445212025,1303997.5276855435,7.846044616378742,24715091.327314142
2018-7,0.67726151271277,25.648,0.3000532519420144,680.1816531338795,2.2152710819180843,0.5175037746548349,0.5428312509061592,199563455.46864787,7754832.708143167,0.3648945585252806,0.4568276349432201,14.004565911795131,21.305687461762748,31220634.31831557,1304357.347618112,7.845592224426735,24713038.737621047
2018-8,0.6771764512106886,31.782,0.2957038398442303,2763.919661232488,2.182490373260064,0.5663143037004692,0.6161288722138691,199633851.84887323,7751979.236069188,0.3657658514233124,0.4570784185734077,13.987831007948634,22.05419880453104,31207598.191419102,1304717.1675506802,7.845139832474727,24710986.147927947
