, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Piauí - IDH,Piauí - Produção de Cimento (t),Piauí - Consumo de Cimento (t),Piauí - PIB - Estadual,Piauí - PIB - Construção Civil,Piauí - PIB - Per Capita,Piauí - PIB - Preços de Mercado,Piauí - Desemprego
2003-11,0.6315074373857803,-6097.745583517717,7.313008932848318,1.7470011225975584,0.8382390949358776,179021798.7595036,7386318.988199934,0.8327971802717965,0.6536509097495603,27.76203563835553,23.709,21664568.448199265,1375952.5559033367,6.100376629284076,18817262.25300461,8.13116917257068
2003-12,0.6292469617617195,-6082.10009002275,7.034262103245153,1.9418352636981289,0.8211746264022252,179203287.3317393,7391919.967637314,0.8169855326871092,0.6540942362439276,28.01203563835553,23.943,21694962.224599898,1377743.384360822,6.10430019703254,18830839.77752031,8.125059528601842
2004-1,0.6279521987366027,-6360.043009879893,6.775421109777445,1.2887103771069537,0.8146624868021721,179384775.903975,7397520.947074695,0.8183674345886709,0.6545375627382948,28.294738341058235,18.413,21725356.00100053,1379534.212818307,6.108223764781004,18844417.30203601,8.118949884633004
2004-2,0.6179234500456987,-6312.09879505444,6.535527586437412,1.2447554117031494,0.7877508194696684,179558325.62127495,7402970.507331404,0.813175865272952,0.6549334729557797,28.776396235795072,16.605,21754623.83493575,1380884.6003969966,6.112081355902014,18857346.76466569,8.117220555008366
2004-3,0.6110282002564377,-6382.974247910342,6.304693993612522,1.2465540316260806,0.7462153668542578,179731875.3385749,7408420.067588114,0.7940584078254243,0.6553293831732647,29.089421876820715,22.084,21783891.66887097,1382234.987975686,6.115938947023025,18870276.227295373,8.11549122538373
2004-4,0.602215193421453,-6659.524121320398,6.092845857236326,1.2127250214234362,0.7161196882161044,179905425.05587482,7413869.627844823,0.7742123337341686,0.6557252933907497,29.068821876820717,22.445,21813159.502806187,1383585.3755543754,6.119796538144037,18883205.689925056,8.113761895759094
2004-5,0.5930166849467975,-6639.092352241397,5.906435456003245,1.2817627267622196,0.6877653033067546,180078974.77317473,7419319.188101534,0.7850618617376672,0.6561212036082347,29.16343163291828,23.323,21842427.336741406,1384935.7631330648,6.123654129265048,18896135.15255474,8.112032566134456
2004-6,0.574475450988554,-6748.885395968077,5.749095649630231,1.4699831580623657,0.6580265037168356,180252524.49047467,7424768.748358243,0.7615174276282071,0.6565171138257196,29.48781258529923,25.466,21871695.170676623,1386286.1507117543,6.1275117203860585,18909064.615184423,8.110303236509818
2004-7,0.5593363966337657,-6784.497815846861,5.627047610968012,1.277476010520013,0.6207840323429428,180426074.2077746,7430218.308614952,0.7524273421975352,0.6569130240432046,29.332417236462028,29.923,21900963.00461184,1387636.5382904438,6.131369311507069,18921994.07781411,8.108573906885182
2004-8,0.5366506165950669,-6905.605509166634,5.503636763429107,1.3692624947884502,0.5909034137973287,180599623.9250745,7435667.868871663,0.7295497751500113,0.6573089342606896,29.64982632737112,25.773,21930230.838547066,1388986.925869133,6.13522690262808,18934923.540443797,8.106844577260546
2004-9,0.521373108360619,-6995.222858870797,5.379865840264738,1.2233548439105977,0.5537026055994817,180773173.6423745,7441117.429128372,0.7095428699539044,0.6577048444781746,29.50022632737112,24.03,21959498.67248228,1390337.3134478228,6.139084493749091,18947853.00307348,8.105115247635908
2004-10,0.5156158255655208,-7120.238857990881,5.253056293059425,1.0832535786578323,0.5450174136197448,180946723.3596744,7446566.989385082,0.6959159305043552,0.6581007546956595,29.841943718675463,21.724,21988766.5064175,1391687.7010265123,6.142942084870102,18960782.46570316,8.10338591801127
2004-11,0.5071034898207396,-7055.497216121851,5.122595130555095,1.225778954987658,0.5310516981315352,181120273.0769744,7452016.549641792,0.6696517138276467,0.6584966649131445,29.63792244207972,23.003,22018034.34035272,1393038.0886052016,6.146799675991113,18973711.928332843,8.101656588386634
2004-12,0.4969515420076215,-6921.044658255659,4.995239879121229,1.1747086678519794,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,0.6588925751306295,29.824526608746385,23.922,22047302.174287938,1394388.476183891,6.150657267112124,18986641.390962526,8.099927258761998
2005-1,0.483143045759377,-7202.757774714469,4.860078219431911,1.4639532115258698,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,0.6592884853481145,29.619955180174955,19.758,22076570.00822316,1395738.8637625806,6.154514858233135,18999570.85359221,8.09819792913736
2005-2,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4873522528925844,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,0.6596379227944252,29.56442855119893,19.763,22104147.84641577,1396885.8637907088,6.1580442668939535,19011265.950702444,8.090534175715204
2005-3,0.4664937288356185,-7221.778170229833,4.596932598972333,1.394672339987124,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,0.6599873602407361,29.390699651929832,22.445,22131725.68460838,1398032.863818837,6.161573675554772,19022961.04781268,8.082870422293047
2005-4,0.4550001182228941,-7427.695727374902,4.479302822781261,1.513866283918324,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,0.6603367976870469,29.50950160656832,20.109,22159303.522801,1399179.8638469654,6.165103084215589,19034656.14492292,8.07520666887089
2005-5,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5686237807140602,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,0.6606862351333578,29.708129694391857,24.283,22186881.36099361,1400326.8638750936,6.168632492876408,19046351.24203315,8.067542915448735
2005-6,0.4302028729547594,-7431.800235590503,4.256101726196984,1.400078135123935,0.4199780553732319,182295321.4014512,7489480.716699338,0.5804670357747842,0.6610356725796686,29.60126884100981,24.792,22214459.19918622,1401473.863903222,6.172161901537226,19058046.339143388,8.059879162026578
2005-7,0.4313751989691616,-7447.830376487559,4.16168717243741,1.5002475733361442,0.426655987569031,182460911.1794265,7494793.726008162,0.5645649922940777,0.6613851100259793,29.71846933075603,26.903,22242037.037378836,1402620.8639313502,6.175691310198045,19069741.436253622,8.052215408604422
2005-8,0.4316478866297594,-7426.454566904413,4.079825078928361,1.366263537502306,0.4533210772878235,182626500.957402,7500106.735316987,0.5609756759595197,0.6617345474722902,29.72782993582952,25.702,22269614.875571445,1403767.8639594784,6.179220718858863,19081436.533363856,8.044551655182266
2005-9,0.4277093852365702,-7512.020875107958,4.012628248908924,1.489061200727286,0.4844114534007803,182792090.7353773,7505419.744625812,0.5646643450021134,0.662083984918601,29.83640198182288,19.939,22297192.713764057,1404914.8639876067,6.1827501275196814,19093131.63047409,8.036887901760108
2005-10,0.4225131084131527,-7687.979669089395,3.9602332396446167,1.2109586000669308,0.4945726100320757,182957680.51335275,7510732.753934638,0.5644640550493971,0.6624334223649119,30.12826337693052,21.902,22324770.55195667,1406061.864015735,6.1862795361805,19104826.72758433,8.029224148337953
2005-11,0.410747290823505,-7676.736667287167,3.9221772649399615,1.6422607052183609,0.4959029929217597,183123270.29132813,7516045.763243463,0.5622657106505984,0.6627828598112226,30.37394907421922,21.556,22352348.390149284,1407208.8640438633,6.189808944841317,19116521.824694563,8.021560394915797
2005-12,0.4101195327303973,-7542.184036343686,3.892160292125506,1.377980104178371,0.5121818479826961,183288860.0693036,7521358.772552288,0.5630711908624105,0.6631322972575335,30.64019220556338,25.612,22379926.228341896,1408355.8640719915,6.193338353502136,19128216.9218048,8.01389664149364
2006-1,0.4093210137705744,-7965.495545452277,3.8684439286332686,1.0704709367180183,0.5246513831169914,183454449.8472789,7526671.781861113,0.5580933471517024,0.6634817347038443,30.793991319179863,25.712,22407504.066534508,1409502.8641001198,6.196867762162954,19139912.018915035,8.006232888071484
2006-2,0.4028183365263698,-7956.205189035386,3.846872965752776,1.272740378704435,0.5117940136540285,183612058.601541,7531879.804076586,0.5540061208774786,0.6637856428846891,30.9255066860803,19.537,22430553.775156684,1407904.0824317825,6.198881752784364,19146738.53551965,8.004078624516232
2006-3,0.3998570076790366,-8153.367564422752,3.842818789820434,1.087038179944784,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,0.6640895510655338,30.958631389147342,24.866,22453603.483778864,1406305.300763445,6.200895743405774,19153565.05212426,8.00192436096098
2006-4,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2439483036977474,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,0.6643934592463785,31.074676481235645,17.565,22476653.19240104,1404706.5190951077,6.202909734027184,19160391.56872888,7.999770097405728
2006-5,0.4056653747218318,-8229.867308086905,3.840605092822108,0.9925459420462728,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683,0.6646973674272233,31.55269392214208,25.566,22499702.901023217,1403107.7374267702,6.204923724648594,19167218.085333493,7.9976158338504755
2006-6,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1619063477174951,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703,0.6650012756080681,31.556454377024192,26.943,22522752.6096454,1401508.9557584329,6.206937715270004,19174044.601938102,7.995461570295223
2006-7,0.4267485653722618,-8363.641502791654,3.834296240076312,1.0107148892098956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675,0.6653051837889128,31.980528699304298,28.877,22545802.318267573,1399910.174090095,6.208951705891414,19180871.118542723,7.993307306739971
2006-8,0.4258794259587617,-8483.803210688488,3.837301314139748,1.137471455329126,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,0.6656090919697575,32.774428933239854,31.146,22568852.02688975,1398311.392421758,6.210965696512824,19187697.635147337,7.991153043184719
2006-9,0.427904503700878,-8564.573776025667,3.830845488644045,1.0587078803302106,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,0.6659130001506023,32.88411470070656,29.297,22591901.73551193,1396712.6107534207,6.212979687134234,19194524.15175195,7.988998779629466
2006-10,0.4308949403404751,-8753.077264130869,3.820865481468113,1.421378557730808,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,0.6662169083314471,33.518336912407285,33.556,22614951.444134105,1395113.8290850832,6.214993677755644,19201350.668356564,7.986844516074214
2006-11,0.4297781875807803,-8585.918047929645,3.797759546537678,1.4120349588618786,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,0.6665208165122918,33.79656942656508,35.439,22638001.15275628,1393515.047416746,6.217007668377054,19208177.184961177,7.984690252518963
2006-12,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1875702591687969,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,0.6668247246931365,34.416256099717835,34.674,22661050.86137846,1391916.2657484084,6.219021658998464,19215003.701565795,7.98253598896371
2007-1,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0484592446587069,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,0.6671286328739813,34.63657710973767,32.273,22684100.57000064,1390317.484080071,6.221035649619874,19221830.21817041,7.980381725408458
2007-2,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8421045009906388,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155,0.667387955295068,35.086671434830784,22.327,22707222.35419526,1391154.2536366575,6.2237554158124615,19230286.10402596,7.977972110523153
2007-3,0.421374616153345,-8302.699392306728,3.706955628134506,1.018140906308683,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336,0.6676472777161548,35.5061457793947,29.21,22730344.13838988,1391991.023193244,6.226475182005049,19238741.98988152,7.975562495637847
2007-4,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9033883329680754,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,0.6679066001372416,35.739807945261326,23.381,22753465.9225845,1392827.7927498303,6.229194948197636,19247197.875737067,7.973152880752542
2007-5,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9401668232327632,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,0.6681659225583284,36.17985501339792,29.926,22776587.70677912,1393664.5623064172,6.231914714390223,19255653.761592623,7.9707432658672355
2007-6,0.427912233110958,-8026.170619784551,3.601931188268772,0.8058311751117864,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,0.6684252449794151,36.618869815826606,29.326,22799709.49097374,1394501.3318630036,6.234634480582811,19264109.64744817,7.96833365098193
2007-7,0.4270491588284315,-7955.022260278307,3.560009340555952,1.076324332364028,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,0.668684567400502,37.24210657041471,33.838,22822831.275168363,1395338.10141959,6.237354246775398,19272565.53330373,7.965924036096625
2007-8,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.928096428428659,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,0.6689438898215887,37.74858896306081,35.39,22845953.059362985,1396174.8709761766,6.240074012967986,19281021.41915928,7.963514421211319
2007-9,0.4202971223147698,-7895.376088335307,3.469607481841116,0.8415331129361044,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,0.6692032122426754,38.332543228922674,32.22,22869074.843557604,1397011.640532763,6.242793779160573,19289477.305014838,7.961104806326014
2007-10,0.422186667969427,-7988.122113095049,3.4226070580234054,0.9901874062377624,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669,0.6694625346637623,38.94707672376144,39.538,22892196.627752226,1397848.4100893496,6.245513545353161,19297933.19087039,7.958695191440707
2007-11,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9668064819595842,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683,0.669721857084849,39.50646066961513,39.438,22915318.411946848,1398685.179645936,6.248233311545747,19306389.07672594,7.956285576555402
2007-12,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8691533889591027,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248,0.6699811795059358,39.9704098858477,39.718,22938440.196141463,1399521.9492025226,6.250953077738335,19314844.962581497,7.953875961670096
2008-1,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.1129169419380611,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783,0.6702405019270226,40.12972045075146,36.406,22961561.98033609,1400358.718759109,6.253672843930922,19323300.84843705,7.951466346784791
2008-2,0.4302154047083354,-7957.479510093275,3.199376609861489,0.9254570735761608,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532,0.6704561820940594,40.35340880037538,28.712,22980511.98976304,1401862.2377923185,6.255645010901824,19329136.71478616,7.953937576286272
2008-3,0.4313867734467428,-7892.607761543437,3.141468520965748,0.843959701601586,0.4484128206903977,187424201.5596823,7656574.290823947,0.6213585443907181,0.6706718622610963,40.80738639454466,25.752,22999461.999189995,1403365.756825528,6.257617177872724,19334972.581135277,7.956408805787753
2008-4,0.4338669727481246,-8007.976541076512,3.0675634134381013,1.0100789688419711,0.4473258895577853,187565785.01335144,7660974.24001083,0.6263187436812404,0.6708875424281333,41.21960588445073,28.851,23018412.008616947,1404869.2758587375,6.259589344843626,19340808.447484385,7.9588800352892335
2008-5,0.4321500462512327,-7622.164669581103,2.983508587016217,0.8788234320750334,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,0.6711032225951702,41.981053423291854,31.584,23037362.0180439,1406372.794891947,6.261561511814527,19346644.313833497,7.961351264790715
2008-6,0.416568100772241,-7526.222983080984,2.8968331481222203,0.7991930023670225,0.4203655844188621,187848951.92068976,7669774.1383845955,0.6287480084855108,0.6713189027622071,41.86569341311124,33.405,23056312.027470853,1407876.3139251564,6.2635336787854285,19352480.18018261,7.963822494292196
2008-7,0.4017041211332135,-7372.476799457021,2.8193033709764,0.902092951723226,0.3823654090466765,187990535.3743589,7674174.087571479,0.599023956748628,0.671534582929244,42.90067788323546,44.769,23075262.03689781,1409379.8329583658,6.26550584575633,19358316.04653172,7.966293723793677
2008-8,0.3911930100262941,-7330.909560613458,2.746140251198851,0.9463193773473402,0.377094781251677,188132118.82802805,7678574.036758362,0.5717904557609863,0.6717502630962808,43.35770133596874,43.518,23094212.04632476,1410883.3519915752,6.267478012727231,19364151.91288084,7.968764953295158
2008-9,0.393954511741958,-7785.307445305803,2.665912474404139,1.072336807943622,0.4025579714905743,188273702.2816972,7682973.985945245,0.5509061927111456,0.6719659432633177,43.74191097684077,44.536,23113162.05575171,1412386.8710247846,6.269450179698132,19369987.77922995,7.9712361827966385
2008-10,0.4032616547632046,-7703.954458964581,2.598260780235978,1.0137661057737235,0.412023328025164,188415285.7353664,7687373.935132128,0.5338333005653052,0.6721816234303546,44.39111090084352,44.828,23132112.065178663,1413890.390057994,6.271422346669033,19375823.645579062,7.97370741229812
2008-11,0.4104528122004031,-7476.287871104045,2.5386157863332808,1.0949575949903168,0.4176314374021105,188556869.1890356,7691773.884319011,0.5233099682890817,0.6723973035973916,44.7628817985667,43.051,23151062.074605618,1415393.9090912037,6.273394513639934,19381659.51192817,7.976178641799601
2008-12,0.4155686208661097,-7673.72643892393,2.504755709594416,1.1610813401906588,0.4199544942195133,188698452.64270467,7696173.833505894,0.524103085853287,0.6726129837644285,45.13333715309734,43.664,23170012.084032573,1416897.4281244131,6.275366680610835,19387495.378277287,7.978649871301082
2009-1,0.4265478197554145,-8468.75016667358,2.46038988184506,0.7012005668165715,0.4453642148556728,188840036.09637383,7700573.782692777,0.5263722830788128,0.6728286639314653,45.49303268479896,41.765,23188962.093459524,1418400.9471576223,6.277338847581737,19393331.2446264,7.981121100802563
2009-2,0.4330860958676656,-8362.130172448553,2.419211323171128,0.7911392802955751,0.4617677479747263,188999683.0050093,7704524.6839363,0.5227829360821162,0.6730016453501604,45.77169504347369,31.952,23244403.36398215,1420311.99391925,6.2822809317577,19411083.098365974,7.978208271918934
2009-3,0.4381030668091561,-8556.283355305572,2.384914975903917,0.6947273574987124,0.4744121661088831,189159329.91364485,7708475.585179822,0.5234789989371754,0.6731746267688555,46.01794042324191,35.917,23299844.634504773,1422223.040680877,6.287223015933662,19428834.952105552,7.975295443035305
2009-4,0.45007711682254,-8805.162211693303,2.3630365952461503,0.6925605788455927,0.4999622144350261,189318976.8222804,7712426.486423344,0.5478423802413089,0.6733476081875507,46.16634439556532,29.951,23355285.9050274,1424134.0874425042,6.292165100109625,19446586.805845127,7.972382614151676
2009-5,0.450431778065969,-8667.302626906909,2.3525692667827225,0.8262641115749951,0.4981088282193594,189478623.73091587,7716377.387666867,0.6069054336378797,0.6735205896062457,46.68866146597969,33.25,23410727.17555002,1426045.1342041316,6.297107184285588,19464338.6595847,7.969469785268047
2009-6,0.4443889715056729,-8866.763268778828,2.338774353162325,0.8459717013893588,0.4904351794060748,189638270.6395514,7720328.288910389,0.5851435517618442,0.6736935710249408,46.8958820058283,44.45,23466168.446072645,1427956.1809657589,6.302049268461551,19482090.51332428,7.966556956384418
2009-7,0.4406435988198508,-9104.309037125651,2.304832376935664,1.0287709072004996,0.4945814397751699,189797917.5481869,7724279.190153912,0.5788217871313215,0.6738665524436359,47.42131082603242,52.255,23521609.71659527,1429867.2277273862,6.306991352637514,19499842.36706385,7.963644127500789
2009-8,0.4435740975951859,-9151.584889714371,2.2790124389025963,0.9676854539357764,0.519129981023956,189957564.45682243,7728230.091397434,0.5750680318928113,0.6740395338623311,47.77782519859604,54.205,23577050.987117898,1431778.2744890132,6.311933436813476,19517594.22080343,7.96073129861716
2009-9,0.4517057294318006,-9303.102943424732,2.248138981864224,0.724499229322103,0.5322073984035939,190117211.36545795,7732180.992640956,0.5778898181752461,0.6742125152810261,47.88836063197432,54.034,23632492.25764052,1433689.3212506406,6.316875520989439,19535346.074543003,7.957818469733532
2009-10,0.4562242724341889,-9568.345532304107,2.217904930844287,0.7633071541231229,0.5355829324010861,190276858.27409345,7736131.893884479,0.5785426926291699,0.6743854966997211,48.14282629326107,53.04,23687933.528163143,1435600.368012268,6.321817605165402,19553097.928282578,7.954905640849903
2009-11,0.4618168766069392,-9497.345398002251,2.177604887432468,0.7775651006383951,0.5460484315742349,190436505.18272892,7740082.795128002,0.5912075438524862,0.6745584781184163,48.17210689672026,54.494,23743374.79868577,1437511.414773895,6.3267596893413645,19570849.78202216,7.951992811966274
2009-12,0.4644167127850657,-9190.300907588446,2.124224012723041,0.6588931475137494,0.5427257627326397,190596152.09136447,7744033.696371524,0.5870573500038764,0.6747314595371114,48.21818130951832,51.453,23798816.069208395,1439422.4615355222,6.331701773517327,19588601.63576173,7.949079983082645
2010-1,0.4691088914703447,-9688.588371030834,2.0799573598611705,0.8031841697782718,0.5528867394615864,190755799.0,7747984.597615046,0.6027048817569469,0.6749044409558065,48.39280929775649,50.932,23854257.33973102,1441333.5082971496,6.33664385769329,19606353.489501305,7.946167154199016
2010-2,0.4638866746250542,-9576.958631035535,2.030863470139216,0.5926900446632651,0.5359195328522104,190858600.18802968,7751204.361214897,0.5955700194878013,0.6750356671318679,48.62162743749129,45.143,23905921.56037159,1441936.3427592386,6.340729144625397,19621252.40956344,7.945179212471389
2010-3,0.4529411903376403,-9737.230041667011,1.9872203448387613,0.7585008947055016,0.5269652285318539,190961401.3760593,7754424.124814747,0.5982752954789717,0.6751668933079293,49.01628496069774,50.48,23957585.781012163,1442539.1772213278,6.344814431557502,19636151.32962557,7.944191270743762
2010-4,0.455830055988475,-10059.393149424635,1.938766300428007,0.6804934266711138,0.5365275225694347,191064202.56408903,7757643.888414597,0.5978042087664871,0.6752981194839907,48.80109921714985,43.785,24009250.00165273,1443142.011683417,6.3488997184896085,19651050.2496877,7.943203329016136
2010-5,0.4519925678913392,-9786.943488370514,1.900423502203311,0.8415792375791469,0.5422255150798765,191167003.7521188,7760863.652014448,0.6184467692784309,0.6754293456600521,49.30345622393962,51.401,24060914.222293302,1443744.846145506,6.352985005421714,19665949.16974984,7.942215387288509
2010-6,0.4452546601697086,-9905.786117325402,1.8856666637377413,0.7475516797723416,0.526058037576734,191269804.9401484,7764083.415614299,0.5958291622572781,0.6755605718361135,49.297239954565086,48.648,24112578.442933872,1444347.680607595,6.3570702923538205,19680848.08981197,7.941227445560882
2010-7,0.4546156103614938,-10012.607609861,1.8938061232400991,0.6585535280859806,0.5522966590697518,191372606.1281781,7767303.179214149,0.5865859204975183,0.6756917980121748,50.21331233296209,62.497,24164242.66357444,1444950.5150696842,6.361155579285926,19695747.0098741,7.940239503833254
2010-8,0.4638587019783974,-10127.16701415496,1.9055306692046643,0.8571799086828237,0.5776013784579778,191475407.31620777,7770522.942813999,0.5826586136352507,0.6758230241882363,50.25283548499734,57.589,24215906.884215016,1445553.3495317737,6.365240866218032,19710645.929936238,7.939251562105627
2010-9,0.4761580018141546,-10250.239819329276,1.9300080246741709,0.9272688877681192,0.5772035539111675,191578208.50423744,7773742.706413849,0.5845130658367664,0.6759542503642977,50.34530761048772,55.384,24267571.104855586,1446156.1839938625,6.369326153150139,19725544.84999837,7.938263620378001
2010-10,0.4806927669176689,-9855.109255533838,1.9496834440674369,0.8758085186592697,0.5519922392666898,191681009.69226712,7776962.4700137,0.5851989203903505,0.6760854765403591,50.3065197866846,57.195,24319235.32549616,1446759.0184559517,6.373411440082244,19740443.770060506,7.937275678650374
2010-11,0.4792117692065355,-9697.432210565865,1.9809369678190991,0.8037657062983529,0.5389303803124353,191783810.88029683,7780182.233613551,0.5889002595704534,0.6762167027164205,50.29436486598748,58.307,24370899.54613673,1447361.8529180407,6.377496727014351,19755342.690122634,7.936287736922747
2010-12,0.4797986866964565,-10050.732911371206,2.016086379686157,0.7859094411250622,0.5226303587391766,191886612.0683265,7783401.997213401,0.5859531226578283,0.6763479288924819,50.5157012551185,58.174,24422563.7667773,1447964.68738013,6.381582013946456,19770241.610184766,7.93529979519512
2011-1,0.485803381917484,-10517.124472033394,2.035093128055376,0.9418321282514702,0.5232972131171288,191989413.25635612,7786621.760813251,0.5868072050415946,0.6764791550685433,50.21948419597608,59.203,24474227.98741787,1448567.521842219,6.385667300878563,19785140.5302469,7.934311853467493
2011-2,0.4823188015534446,-10136.637212959104,2.0617197249168107,0.9643537751632691,0.5089693151224648,192095145.77648595,7788997.896079644,0.5919181218163453,0.6765313361416754,49.88992198191848,40.233,24519989.590369232,1448763.7912148149,6.3885070440163485,19796214.59521357,8.031341268608939
2011-3,0.4765888567715217,-10178.562458683811,2.079526018829988,0.8509315411312844,0.4966673062887451,192200878.2966157,7791374.031346036,0.5978188398925539,0.6765835172148074,50.055600082703066,46.096,24565751.1933206,1448960.0605874108,6.391346787154134,19807288.66018024,8.128370683750383
2011-4,0.4724763218727945,-10225.7655016099,2.095742570726438,0.9119394548460248,0.483448023435273,192306610.81674543,7793750.166612428,0.6056625101161331,0.6766356982879393,50.21473599412063,38.262,24611512.79627196,1449156.3299600063,6.39418653029192,19818362.72514691,8.225400098891829
