,Bahia - value,Bahia - Consumo de Cimento (t), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Bahia - IDH,Bahia - Produção de Cimento (t),Bahia - PIB - Estadual,Bahia - PIB - Construção Civil,Bahia - PIB - Per Capita,Bahia - PIB - Preços de Mercado,Bahia - Desemprego
2010-11,0.3677220871767928,304.03,0.4792117692065355,-9697.432210565865,1.9809369678190991,0.8037657062983529,0.5389303803124353,191783810.88029683,7780182.233613551,0.5889002595704534,0.6902705840545252,98.68459026714444,146469256.1875755,8715536.898736596,8.7545763379254,124868555.34253705,8.086611932035952
2010-12,0.3691100449279723,295.281,0.4797986866964565,-10050.732911371206,2.016086379686157,0.7859094411250622,0.5226303587391766,191886612.0683265,7783401.997213401,0.5859531226578283,0.6903952562309891,99.47472171065044,146723182.43695867,8712535.773786765,8.756944458175596,124911929.53575078,8.085734656284414
2011-1,0.3703175596293135,287.721,0.485803381917484,-10517.124472033394,2.035093128055376,0.9418321282514702,0.5232972131171288,191989413.25635612,7786621.760813251,0.5868072050415946,0.6905199284074529,100.88770452771992,146977108.68634188,8709534.648836933,8.75931257842579,124955303.72896454,8.084857380532878
2011-2,0.3714809001719659,278.18,0.4823188015534446,-10136.637212959104,2.0617197249168107,0.9643537751632691,0.5089693151224648,192095145.77648595,7788997.896079644,0.5919181218163453,0.6906037172017814,101.73450278501056,147215396.83460695,8705391.226737408,8.760626812957236,124997743.1793616,8.540728172014045
2011-3,0.3729483556301495,280.752,0.4765888567715217,-10178.562458683811,2.079526018829988,0.8509315411312844,0.4966673062887451,192200878.2966157,7791374.031346036,0.5978188398925539,0.6906875059961097,102.3074299120588,147453684.98287198,8701247.804637883,8.761941047488683,125040182.6297587,8.996598963495211
2011-4,0.3745007290255492,276.02,0.4724763218727945,-10225.7655016099,2.095742570726438,0.9119394548460248,0.483448023435273,192306610.81674543,7793750.166612428,0.6056625101161331,0.6907712947904382,102.87720628333412,147691973.131137,8697104.382538358,8.763255282020129,125082622.08015576,9.45246975497638
2011-5,0.3760671685620511,311.649,0.4647701832003508,-9993.389038138808,2.1045733049199136,0.981952980012904,0.4794375297414004,192412343.33687523,7796126.30187882,0.631128227052354,0.6908550835847665,103.50140418588371,147930261.27940208,8692960.960438833,8.764569516551576,125125061.53055286,9.908340546457543
2011-6,0.3775235723736418,284.493,0.460777089427583,-9975.112230204764,2.095226448555367,0.8370840617867931,0.4943626052826666,192518075.857005,7798502.437145213,0.5950919575302004,0.690938872379095,104.0229749475978,148168549.42766714,8688817.538339308,8.765883751083022,125167500.98094994,10.364211337938713
2011-7,0.3788912060661856,315.672,0.4586625612219078,-9903.241596764476,2.0859703688695106,0.865031119055218,0.4999529609128011,192623808.3771348,7800878.572411605,0.5975398841785342,0.6910226611734234,104.61687179088392,148406837.57593215,8684674.116239782,8.76719798561447,125209940.431347,10.82008212941988
2011-8,0.3802438031306185,343.997,0.4606629482097047,-9768.231853083638,2.087218082990609,0.8749809524957644,0.5104707470584671,192729540.8972645,7803254.707677998,0.5950647433019467,0.6911064499677518,105.469108326359,148645125.7241972,8680530.694140255,8.768512220145915,125252379.8817441,11.275952920901046
2011-9,0.3817637508268751,337.718,0.4606035369977562,-9679.164240091171,2.075344728788324,1.051632929733649,0.5256001504469264,192835273.4173943,7805630.84294439,0.6015952884327453,0.6911902387620803,106.47030782089338,148883413.87246227,8676387.27204073,8.76982645467736,125294819.33214118,11.731823712382214
2011-10,0.3830115825239965,316.069,0.4616014514378777,-9537.77691961498,2.077328519541877,0.8454056053728413,0.5230163290600557,192941005.93752408,7808006.978210783,0.6045280531318781,0.6912740275564087,107.38120017389168,149121702.02072734,8672243.849941205,8.771140689208808,125337258.78253826,12.18769450386338
2011-11,0.3843615155211398,283.237,0.4639560877440755,-9968.453886702957,2.074663694821419,0.9095885485065074,0.5203108881755449,193046738.45765385,7810383.113477174,0.6075073462033619,0.6913578163507371,108.2051448450829,149359990.16899237,8668100.42784168,8.772454923740254,125379698.23293534,12.643565295344548
2011-12,0.3857185401251063,300.385,0.4721630104203435,-9986.589161982563,2.076644486808949,0.9509558872325296,0.5250917546367961,193152470.9777836,7812759.248743567,0.5951869340064411,0.6914416051450655,109.04686367071268,149598278.3172574,8663957.005742155,8.773769158271701,125422137.68333244,13.099436086825715
2012-1,0.3870849372071353,322.696,0.4733415062904513,-10404.150759011012,2.0905714352596823,0.7067068004037954,0.5361604483491258,193258203.49791336,7815135.384009959,0.6110671295983301,0.6915253939393939,109.7085562079984,149836566.46552247,8659813.58364263,8.775083392803147,125464577.1337295,13.55530687830688
2012-2,0.3886787997802831,280.763,0.476080947409229,-9928.241624071832,2.1011962123086314,0.7404291834197307,0.547043585265198,193353913.43027985,7816645.273799296,0.5998092162889704,0.6916193202861953,110.13254842408745,150048679.11179334,8655122.310304422,8.775983457439985,125499908.3707834,13.62346763684064
2012-3,0.3903728406973796,347.041,0.4859216468538039,-9880.218215766452,2.117529533577395,0.8195461604428426,0.5760461169470958,193449623.3626464,7818155.163588634,0.5994875672440965,0.6917132466329966,110.64279529598188,150260791.75806418,8650431.036966212,8.776883522076824,125535239.60783727,13.691628395374394
2012-4,0.3919538837918113,301.687,0.495982472496991,-10098.092464217463,2.1289644149802243,0.6810678508344918,0.5748028697718967,193545333.2950128,7819665.053377971,0.6070633278923643,0.691807172979798,110.85152821715874,150472904.40433502,8645739.763628004,8.777783586713662,125570570.8448912,13.759789153908152
2012-5,0.3934649121960253,317.338,0.4931284401808382,-9610.545103294866,2.157948049971086,0.5439273938364722,0.5455839993066408,193641043.2273793,7821174.943167307,0.6337829017520761,0.6919010993265994,111.25476363446045,150685017.0506059,8641048.490289796,8.7786836513505,125605902.08194508,13.827949912441907
2012-6,0.3949988670393279,291.015,0.4947842743091953,-9553.334932170872,2.190346510129612,0.5485345391500699,0.5142239683724931,193736753.15974572,7822684.832956645,0.6091979248637831,0.6919950256734007,111.60873380474364,150897129.69687676,8636357.216951588,8.77958371598734,125641233.31899898,13.896110670975665
2012-7,0.3965870749633396,303.688,0.4943665113324502,-9513.302050841186,2.214523649851895,0.5506897392060969,0.4886763343071003,193832463.09211224,7824194.722745982,0.6098789200190179,0.692088952020202,112.00234023675505,151109242.3431476,8631665.94361338,8.780483780624177,125676564.55605288,13.964271429509422
2012-8,0.3981524245911117,328.913,0.4915042848216534,-9248.591121065274,2.219844415701115,0.6454078839920825,0.4575820419650054,193928173.0244788,7825704.612535319,0.5983134710296607,0.6921828783670034,112.22352249080224,151321354.98941845,8626974.67027517,8.781383845261015,125711895.79310678,14.03243218804318
2012-9,0.39984378010459,304.092,0.495333786512332,-8953.98283753283,2.23523857379288,0.7409720966684825,0.4292143004039244,194023882.9568452,7827214.502324657,0.5963880599560772,0.6922768047138047,112.3924241541774,151533467.63568932,8622283.396936962,8.782283909897854,125747227.03016068,14.100592946576937
2012-10,0.4014349244220684,344.744,0.4926639045673969,-8835.504327700251,2.2363657278565263,0.6128687011734038,0.420275744209899,194119592.8892117,7828724.392113993,0.5956099986115735,0.6923707310606061,112.59198811381272,151745580.2819602,8617592.123598754,8.783183974534692,125782558.26721457,14.168753705110692
2012-11,0.4029353726629475,312.801,0.4912755604377996,-8581.940757744464,2.249359243852222,0.8852303174292789,0.44717948920874,194215302.8215782,7830234.28190333,0.6005163471467005,0.6924646574074075,112.77710968743558,151957692.92823103,8612900.850260545,8.78408403917153,125817889.50426848,14.23691446364445
2012-12,0.4044499295096037,289.544,0.4951952296466009,-8544.01174850321,2.257490310710041,0.6836336087568325,0.4479600832678483,194311012.75394467,7831744.1716926675,0.5956513693421339,0.6925585837542088,112.93583748901588,152169805.57450187,8608209.576922337,8.78498410380837,125853220.74132235,14.305075222178203
2013-1,0.4060242128684125,327.49,0.5046931182782365,-8401.94723497529,2.2677230439962424,0.6001335188895731,0.4466402817276171,194406722.6863112,7833254.061482005,0.6113594968254873,0.6926525101010101,113.12868591597962,152381918.22077274,8603518.303584129,8.785884168445207,125888551.97837624,14.373235980711964
2013-2,0.4076141445671697,288.031,0.5124255618774355,-7683.858924014924,2.2834910014644234,0.7074393944091001,0.44956565047477,194494304.85081053,7833744.844245157,0.6049217884945463,0.6927403747544894,112.44545638162924,152549897.7713368,8595566.58643411,8.787060225059037,125906824.35216597,14.433981685713771
2013-3,0.4092127822078881,317.118,0.5277338631085374,-7874.357530363,2.30250674180213,0.7231039597573724,0.4689655756860415,194581887.01530987,7834235.627008309,0.6055953327124688,0.6928282394079686,112.21668167368848,152717877.32190084,8587614.86928409,8.788236281672866,125925096.72595568,14.494727390715582
2013-4,0.4108385868319236,320.98,0.5336755979317418,-7983.55089917278,2.328894103495439,0.7189617973484183,0.4808492138370067,194669469.17980924,7834726.409771461,0.6049377101169569,0.6929161040614479,112.30379701576256,152885856.8724649,8579663.152134072,8.789412338286695,125943369.09974536,14.55547309571739
2013-5,0.4123801757667476,332.452,0.5388021137696795,-7615.094274633246,2.34263188987848,0.7142694802829325,0.4901839320084706,194757051.34430856,7835217.192534613,0.6092086325659531,0.6930039687149271,112.3011705875614,153053836.42302898,8571711.434984053,8.790588394900523,125961641.47353508,14.6162188007192
2013-6,0.4138845228525577,278.575,0.5488843980670126,-7352.877238643337,2.363408595693961,0.6063186036765393,0.4977501851159618,194844633.508808,7835707.975297765,0.6003939469641899,0.6930918333684063,112.21283987272685,153221815.97359303,8563759.717834033,8.791764451514352,125979913.8473248,14.67696450572101
2013-7,0.4152796442909029,340.828,0.5580294451821031,-7192.841626570655,2.393575578288626,0.6146829914853935,0.4941458500105189,194932215.6733073,7836198.758060917,0.588257252871006,0.6931796980218856,112.15464003154872,153389795.52415708,8555808.000684015,8.792940508128181,125998186.22111449,14.73771021072282
2013-8,0.4168753267036522,370.848,0.5639348917935356,-6960.548770036087,2.4314858886849344,0.7815049760427922,0.4993334599921049,195019797.83780667,7836689.54082407,0.590312709374934,0.6932675626753648,112.09364871284508,153557775.07472113,8547856.283533996,8.79411656474201,126016458.59490418,14.798455915724627
2013-9,0.4185004598377959,355.831,0.5721649314585118,-6847.000952014708,2.4711648234950228,0.804220606343285,0.518698005154016,195107380.00230604,7837180.323587221,0.5883789943968316,0.693355427328844,111.48302650498913,153725754.62528518,8539904.566383976,8.79529262135584,126034730.9686939,14.859201620726438
2013-10,0.4199603926747535,369.849,0.584033531345466,-6919.499864502943,2.512916253999241,0.5493947941730588,0.5267204103521198,195194962.1668054,7837671.106350373,0.586680702681813,0.6934432919823232,110.91816945189484,153893734.17584926,8531952.849233957,8.796468677969667,126053003.3424836,14.919947325728248
2013-11,0.4215022051268096,346.788,0.5955117370578658,-6561.5305368475965,2.551397636335105,0.492337346751902,0.5382245752764477,195282544.3313048,7838161.889113526,0.5879491241011995,0.6935311566358024,110.15524229430308,154061713.7264133,8524001.132083938,8.797644734583496,126071275.71627332,14.980693030730055
2013-12,0.4229009947105988,284.115,0.6067679747989635,-4496.194346034222,2.592147308610895,0.6011934181917633,0.5418554668499356,195370126.4958041,7838652.671876677,0.5824479358950329,0.6936190212892818,109.48077314603644,154229693.27697736,8516049.41493392,8.798820791197326,126089548.090063,15.041438735731866
2014-1,0.4242924733756089,363.43,0.6166578720311803,-4791.082206933234,2.625524917219098,0.8458265355767571,0.559340440568571,195457708.66030347,7839143.45463983,0.5881063236886775,0.693706885942761,109.17626575923546,154397672.8275414,8508097.6977839,8.799996847811155,126107820.46385272,15.102184440733676
2014-2,0.4256191577872104,346.29,0.6267255529646644,-3998.777950768382,2.657054580116229,0.8449975925961759,0.5677726853077433,195539057.87683183,7838649.955390375,0.5806989603027664,0.6937048504284746,108.80771989001872,154517647.24090815,8498278.169476679,8.800570900979874,126113358.14677247,15.147381185335057
2014-3,0.4268505936649028,344.15399999999994,0.6244938102208978,-3922.007671721373,2.686153730479649,0.9519917340746724,0.5596242995943259,195620407.09336025,7838156.45614092,0.586635485690803,0.6937028149141882,108.46400618815728,154637621.65427488,8488458.641169459,8.801144954148594,126118895.82969224,15.192577929936434
2014-4,0.4280440171948522,342.018,0.6209952829426753,-3994.229497353106,2.7114317753143893,0.7872261937543699,0.5364320176075347,195701756.30988863,7837662.956891467,0.591883402393797,0.6937007793999018,108.10286471948446,154757596.06764162,8478639.112862237,8.801719007317311,126124433.512612,15.237774674537814
2014-5,0.4293846321622612,339.88199999999995,0.6257914627476894,-3354.8084163966905,2.7478086602191683,0.7628605212524775,0.5495264900123437,195783105.52641705,7837169.457642012,0.5752470773836221,0.6936987438856155,107.7300931612229,154877570.48100838,8468819.584555015,8.802293060486031,126129971.19553174,15.282971419139193
2014-6,0.4305748305289191,337.746,0.6262539734123189,-3377.357259521218,2.7716833665507616,0.8204530479465566,0.5920559285981742,195864454.74294543,7836675.958392558,0.5716034891312047,0.693696708371329,107.341484725909,154997544.89437512,8459000.056247793,8.80286711365475,126135508.8784515,15.328168163740571
2014-7,0.4316274012123802,335.61,0.6313860080878928,-3216.635878446735,2.7882412615797647,0.8622866555215983,0.5985422951333923,195945803.95947385,7836182.459143104,0.5673668679938052,0.6936946728570427,106.93772162517476,155117519.30774185,8449180.527940571,8.803441166823468,126141046.56137124,15.373364908341951
2014-8,0.4323057752174626,333.47399999999993,0.6429578345522896,-2885.616364724399,2.799745702635436,0.9441698267557116,0.620784457599235,196027153.17600223,7835688.959893649,0.5571115199932906,0.6936926373427563,106.51768567683348,155237493.7211086,8439360.999633351,8.804015219992188,126146584.244291,15.418561652943332
2014-9,0.43303951706698,331.338,0.6425793355672005,-2848.963410513361,2.808315116654504,0.859855655660007,0.6235028742448315,196108502.39253065,7835195.460644195,0.5613727046660177,0.6936906018284699,106.08456364272917,155357468.13447532,8429541.47132613,8.804589273160907,126152121.92721076,15.463758397544712
2014-10,0.4337455525151921,329.20199999999994,0.6392578161601571,-3907.107095676229,2.804908515488413,0.9527685333529272,0.6297128451395438,196189851.609059,7834701.96139474,0.561882595374384,0.6936885663141835,105.6391554107171,155477442.5478421,8419721.943018908,8.805163326329627,126157659.6101305,15.50895514214609
2014-11,0.4344049530885212,327.066,0.6373515694579686,-3227.51837665533,2.795899184623759,0.903484686433327,0.6229666635258632,196271200.8255874,7834208.462145286,0.5609901993899514,0.6936865307998972,105.18058448091632,155597416.96120882,8409902.414711688,8.805737379498346,126163197.29305026,15.554151886747473
2014-12,0.4351002506482267,324.92999999999995,0.6360469982134822,-1917.4317974494293,2.78399183647624,0.8145209650102684,0.620227626267029,196352550.0421158,7833714.962895832,0.5583468086194056,0.6936844952856107,104.708876969413,155717391.37457556,8400082.886404466,8.806311432667064,126168734.97597,15.59934863134885
2015-1,0.4359176041408517,322.7939999999999,0.6307582587964796,-2616.8997576320057,2.7629000308796305,1.0536605772588818,0.6247636985731346,196433899.2586442,7833221.463646377,0.5643201849311866,0.6936824597713244,104.22430343111208,155837365.7879423,8390263.358097244,8.806885485835783,126174272.65888976,15.64454537595023
2015-2,0.4366623672280443,320.658,0.6147595881948112,-1862.845727482143,2.731373030611945,0.9343924255717088,0.6159498907536554,196510910.34709772,7832032.576236982,0.5578499948925274,0.6943647339551874,103.58857201013808,155897040.48887408,8382867.774748561,8.806710337464231,126164468.9726141,15.661853349288895
2015-3,0.4373898819762254,318.52199999999993,0.5970521193441455,-1788.67566224678,2.690513480186384,1.0502918609744532,0.6007740589226123,196587921.43555132,7830843.688827586,0.5538281215537108,0.6950470081390504,103.21723209585107,155956715.18980587,8375472.191399877,8.80653518909268,126154665.28633842,15.67916132262756
2015-4,0.4379975778898649,316.386,0.5743851449816068,-1983.071950652572,2.644962597296267,1.1781201483239936,0.5534640279682566,196664932.5240049,7829654.801418191,0.5397104233667973,0.6957292823229135,102.5225068858078,156016389.89073765,8368076.608051194,8.806360040721128,126144861.60006276,15.696469295966228
2015-5,0.438466128727782,314.24999999999994,0.5670526867581346,-1293.4323802746076,2.593045627781998,0.981061434687602,0.5257622894811392,196741943.61245853,7828465.914008795,0.5418486420045491,0.6964115565067766,102.01767647499236,156076064.59166944,8360681.02470251,8.806184892349574,126135057.91378708,15.713777269304892
2015-6,0.4389127808290276,312.1139999999999,0.5478333106966745,-1067.0845865121862,2.546115295902478,1.0942617674036763,0.4987332763683365,196818954.7009121,7827277.0265994,0.5400657850543165,0.6970938306906396,101.51705997706824,156135739.29260123,8353285.441353827,8.806009743978022,126125254.2275114,15.73108524264356
2015-7,0.4393378473183434,309.97799999999995,0.5365873701380962,-977.4173895299176,2.494946044886325,0.8220034096531711,0.4787533394551196,196895965.7893657,7826088.139190003,0.5074060266479925,0.6977761048745026,101.13812511039298,156195413.99353302,8345889.858005144,8.80583459560647,126115450.54123572,15.748393215982226
2015-8,0.4400982188086993,307.8419999999999,0.5273742665657696,-1005.6966908148006,2.438647482980156,1.1021464711143305,0.471500431076438,196972976.8778193,7824899.251780608,0.5018784506026249,0.6984583790583656,100.85949535981544,156255088.69446477,8338494.27465646,8.805659447234918,126105646.85496004,15.765701189320891
2015-9,0.4410170533414553,305.706,0.5254036415611213,-1039.1595055245705,2.375528331843324,0.9550162189144316,0.4754222059965265,197049987.9662729,7823710.364371212,0.4892573432807409,0.6991406532422286,100.60890739051162,156314763.39539656,8331098.691307777,8.805484298863366,126095843.16868438,15.783009162659557
2015-10,0.4420316776986729,303.56999999999994,0.5220003499305623,-1243.715598453343,2.3072500360953296,1.155559718430175,0.4476002509116798,197126999.05472648,7822521.476961817,0.4890711871355146,0.6998229274260916,100.3344361549392,156374438.09632835,8323703.107959093,8.805309150491812,126086039.4824087,15.800317135998222
2015-11,0.4430453773930387,301.4339999999999,0.5097139584731153,-1329.2467358809024,2.2426446030768825,1.0277227053462428,0.4263937170455484,197204010.14318004,7821332.589552421,0.4860587480427329,0.7005052016099548,99.77568066491388,156434112.79726014,8316307.5246104095,8.80513400212026,126076235.79613304,15.817625109336888
2015-12,0.444052380908676,299.29799999999994,0.4963303303387326,-1107.7866583101536,2.1904251534185515,1.1001608888830354,0.4149277811632851,197281021.23163363,7820143.702143026,0.4784691485313357,0.7011874757938178,98.9823304275794,156493787.49819192,8308911.941261725,8.804958853748708,126066432.10985737,15.834933082675557
2016-1,0.445022817361698,297.1619999999999,0.4804030314721972,-3390.8754810096625,2.1483491910676875,1.101655259880485,0.4151945630880473,197358032.3200872,7818954.81473363,0.4806328467484032,0.7018697499776808,98.38664967239224,156553462.1991237,8301516.357913042,8.804783705377156,126056628.42358167,15.85224105601422
2016-2,0.4464132325450874,295.02599999999995,0.4582345653383405,-2667.741466194896,2.1171823395135774,0.998076311715314,0.3840895451802815,197432600.1003621,7817259.857969137,0.4731333880353363,0.7018460359623602,97.61699978140707,156564997.66382954,8297181.348912768,8.805008946108128,126048626.3240875,15.83386841641568
2016-3,0.4477151524381054,292.89,0.4382653615092318,-2859.062558346457,2.0931033141951554,1.050583032622211,0.3756470321164557,197507167.8806371,7815564.901204644,0.4648157232951847,0.7018223219470396,96.95007604741213,156576533.12853533,8292846.339912495,8.8052341868391,126040624.22459333,15.81549577681714
2016-4,0.4488225924130687,290.7539999999999,0.4301790666375651,-3169.352453991868,2.072428815903636,1.0407778297845294,0.3820964756373156,197581735.66091204,7813869.944440151,0.455186748552417,0.701798607931719,96.2422436538692,156588068.59324116,8288511.33091222,8.80545942757007,126032622.12509917,15.797123137218598
2016-5,0.4498221551726242,288.61799999999994,0.4219991438558282,-2883.308840862046,2.0559185514258647,1.10315093973575,0.4050692196787397,197656303.44118696,7812174.9876756575,0.4458664086781032,0.7017748939163985,95.30432952133476,156599604.05794698,8284176.321911947,8.80568466830104,126024620.02560496,15.77875049762006
2016-6,0.4507861862544682,286.4819999999999,0.4276360353070148,-2975.6400740144,2.0383289573688583,1.208212978764004,0.4092639692637682,197730871.2214619,7810480.030911164,0.4613892521739088,0.7017511799010778,95.02973259573938,156611139.52265278,8279841.312911672,8.805909909032012,126016617.92611076,15.76037785802152
2016-7,0.4518353975958061,284.34599999999995,0.423174444733437,-3206.2407436979347,2.0315258061610644,1.0298165732903195,0.3812478068283722,197805439.0017368,7808785.074146671,0.4322012065217192,0.7017274658857573,94.72917030736858,156622674.9873586,8275506.303911399,8.806135149762984,126008615.8266166,15.742005218422978
2016-8,0.4532886220117942,282.2099999999999,0.406476249562938,-3149.757781764285,2.0305724295198666,1.1556768697997215,0.3986499601282697,197880006.78201172,7807090.117382177,0.4225039481243295,0.7017037518704367,94.64568733586816,156634210.45206442,8271171.294911125,8.806360390493955,126000613.72712244,15.723632578824438
2016-9,0.4548107209259643,280.0739999999999,0.4024664212978491,-3439.0590351732635,2.04589542394608,1.103150436494035,0.4218717050778418,197954574.5622867,7805395.160617684,0.418532365024963,0.701680037855116,94.3468622968397,156645745.91677022,8266836.28591085,8.806585631224927,125992611.62762824,15.705259939225895
2016-10,0.4565489087598211,277.938,0.405117178149495,-3965.9673132275466,2.0672746138908056,1.1145072852531863,0.4224506608091278,198029142.34256163,7803700.203853191,0.4160254193180028,0.7016563238397955,94.28095527228804,156657281.38147604,8262501.276910577,8.806810871955896,125984609.52813403,15.686887299627358
2016-11,0.4581530588872626,275.8019999999999,0.3907469610472366,-2953.9693584836964,2.086506575082691,1.15568180602626,0.3923024529656499,198103710.1228366,7802005.247088698,0.4114160891944031,0.7016326098244748,94.0800928787924,156668816.84618187,8258166.267910303,8.807036112686868,125976607.42863987,15.668514660028816
2016-12,0.460033632474992,273.66599999999994,0.3851019690388544,-2879.5516234189686,2.094478154479812,1.0506184491036612,0.377390938464421,198178277.90311152,7800310.290324205,0.4077513114353103,0.7016088958091543,93.11421812306394,156680352.31088766,8253831.258910029,8.80726135341784,125968605.3291457,15.650142020430277
2017-1,0.4618894157775791,271.53,0.3803888051781477,-5075.622232112225,2.0938758344390687,0.7810959396630986,0.3569248836113066,198252845.68338645,7798615.333559711,0.4075350767989002,0.7015851817938337,93.1353947646836,156691887.7755935,8249496.249909755,8.807486594148811,125960603.22965153,15.631769380831736
2017-2,0.4636153711171041,213.266,0.3762996326553245,-4201.060854040392,2.101650850838241,0.8250449919080073,0.3681934792243305,198326864.97537887,7796393.517478655,0.3978047684696698,0.7015214331710596,92.95560071026674,156661618.26422885,8248315.514566304,8.807625240639457,125946676.85202424,15.628356824963156
2017-3,0.4653613507883093,285.938,0.3800045315218657,-4604.7344280517855,2.113289173700002,0.8524307741146059,0.3837494708257729,198400884.26737133,7794171.701397599,0.3875997638487952,0.7014576845482857,92.91615231639182,156631348.75286418,8247134.779222853,8.8077638871301,125932750.47439694,15.624944269094575
2017-4,0.4675117889273316,219.576,0.3821056011581457,-5041.93583143556,2.127631534792117,0.7995101208234832,0.4054428465788985,198474903.55936372,7791949.885316542,0.3886971443037969,0.7013939359255117,92.4504772188518,156601079.24149954,8245954.043879404,8.807902533620746,125918824.09676966,15.621531713225997
2017-5,0.469795752417892,267.203,0.3779774472025649,-4656.590400431132,2.144624778414481,0.6463345560938362,0.435891393897483,198548922.8513562,7789728.069235486,0.3866356488127153,0.7013301873027378,92.57576232768945,156570809.7301349,8244773.308535953,8.808041180111392,125904897.71914238,15.618119157357418
2017-6,0.4717779896360576,240.714,0.3679963198646961,-5068.400972271061,2.162820271284532,1.0790560442164825,0.4573226001100615,198622942.14334863,7787506.25315443,0.388570077523086,0.7012664386799637,92.1567028552955,156540540.21877027,8243592.573192502,8.808179826602037,125890971.3415151,15.614706601488836
2017-7,0.4742119734892623,250.101,0.3728976057660844,-5595.499878102875,2.1827530258841654,0.6368105713319717,0.4758652393700967,198696961.4353411,7785284.437073373,0.3783354712469384,0.7012026900571897,92.05989964872872,156510270.70740563,8242411.837849053,8.808318473092683,125877044.9638878,15.61129404562026
2017-8,0.4766053230029545,277.528,0.366903937105431,-5783.316459502323,2.20699398468004,0.545066944551691,0.4715205842663207,198770980.72733355,7783062.620992317,0.3781503578714068,0.7011389414344158,91.9956909658376,156480001.19604096,8241231.102505602,8.808457119583327,125863118.58626054,15.607881489751678
2017-9,0.4786973047212046,270.092,0.3589351548715466,-6001.730740495946,2.2153275867555475,0.78290954919478,0.4768271180048898,198845000.019326,7780840.8049112605,0.3776661110809737,0.7010751928116418,91.96412352922582,156449731.68467632,8240050.367162151,8.808595766073973,125849192.20863326,15.604468933883098
2017-10,0.4806785343411994,278.146,0.3543133490207389,-6454.887704474953,2.232466347059879,0.909681615738396,0.4754272182499585,198919019.3113184,7778618.988830204,0.3778377185871009,0.7010114441888678,92.17178100144449,156419462.17331168,8238869.631818701,8.808734412564618,125835265.83100598,15.60105637801452
2017-11,0.4814713273339041,257.458,0.3527279000225793,-6243.191420924375,2.263185047283645,1.0506140089810427,0.491301237991556,198993038.60331085,7776397.172749148,0.370057443718766,0.7009476955660938,92.05278803912826,156389192.661947,8237688.89647525,8.808873059055262,125821339.45337868,15.59764382214594
2017-12,0.4822596120265748,231.748,0.3672792049521601,-5909.074373680363,2.284012403287865,0.571256581329347,0.5118095547455561,199067057.8953033,7774175.356668091,0.3656492538346034,0.7008839469433199,92.19038206717345,156358923.15058237,8236508.1611318,8.809011705545908,125807413.0757514,15.59423126627736
2018-1,0.4831740453146952,268.336,0.359951630964679,-7507.112082157307,2.294901938999484,0.4677947795212472,0.5005214276758065,199141077.18729573,7771953.540587035,0.3696733376163027,0.7008201983205459,92.66395454961416,156328653.63921773,8235327.425788349,8.809150352036553,125793486.69812413,15.59081871040878
2018-2,0.4840873356810828,223.453,0.3566771125869745,-6365.607522997055,2.2942193420185,0.5842783280443261,0.4906301391980058,199211473.5675211,7769100.068513057,0.3678170211034027,0.7007506543684288,92.9660015879248,156230418.9433486,8236041.653649644,8.807216543794667,125765834.40436654,15.58955053410756
2018-3,0.484570480643042,241.464,0.3495024706940896,-6480.507442523628,2.2880364237022737,0.5418064917506906,0.5232126003004083,199281869.9477465,7766246.596439078,0.3683207687170368,0.7006811104163118,93.08998121662924,156132184.24747947,8236755.881510938,8.80528273555278,125738182.11060894,15.588282357806342
2018-4,0.4851307934635509,238.901,0.3395277178203111,-5470.865705466022,2.2785452626718063,0.5299240735031111,0.515815979242938,199352266.32797185,7763393.124365101,0.3659433206644214,0.7006115664641946,92.91871397518467,156033949.55161035,8237470.109372233,8.803348927310893,125710529.81685136,15.587014181505126
2018-5,0.4859819812400914,191.989,0.3254327923342447,-3673.4527105981465,2.263363965667075,0.5184624540086805,0.52140209156142,199422662.70819715,7760539.652291123,0.3622852915238501,0.7005420225120775,93.16043785929315,155935714.8557412,8238184.337233528,8.801415119069004,125682877.52309376,15.585746005203909
2018-6,0.4858178960577948,272.452,0.3206049076093145,-748.3523814090865,2.2443322394271,0.4924018064984997,0.5229599052733115,199493059.0884225,7757686.180217145,0.3628244523982531,0.7004724785599604,94.21097068251682,155837480.15987206,8238898.565094822,8.799481310827117,125655225.22933616,15.584477828902688
2018-7,0.4859818085027607,261.009,0.3000532519420144,680.1816531338795,2.2152710819180843,0.5175037746548349,0.5428312509061592,199563455.46864787,7754832.708143167,0.3648945585252806,0.7004029346078433,94.63879186796125,155739245.46400294,8239612.792956117,8.79754750258523,125627572.93557855,15.58320965260147
2018-8,0.4867317352559638,292.688,0.2957038398442303,2763.919661232488,2.182490373260064,0.5663143037004692,0.6161288722138691,199633851.84887323,7751979.236069188,0.3657658514233124,0.7003333906557263,95.0089065936876,155641010.76813382,8240327.020817411,8.795613694343343,125599920.64182098,15.581941476300251
2018-9,0.4876060845058448,258.881,0.308341137605073,4007.361037620176,2.152733596601701,0.541645975717225,0.6740366051135752,199704248.2290986,7749125.763995211,0.3852201759804345,0.7002638467036092,95.0516253540513,155542776.07226467,8241041.248678706,8.793679886101456,125572268.34806338,15.580673299999033
