Ano,Ceará - IDH Longevidade
2014,0.7905182589436027
2015,0.8037751820573157
2016,0.8033911076988898
2017,0.8026084811260616
2018,0.80139107031934
2019,0.799790258530189
2020,0.7976802820329335
2021,0.7954693985813819
2022,0.7965120711796895
