Ano,Ceará - IDH
2014,0.7144917859953702
2015,0.7285484925399831
2016,0.7297801736799815
2017,0.7304874621963435
2018,0.7305317769414656
2019,0.7297619384815989
2020,0.7284675692526534
2021,0.7260555300938036
2022,0.7253333055568767
