Ano, IPCA - Variação mensal durante o Plano Real (%)
2014,0.630874793029868
2015,0.5541042521482707
2016,0.42248336899583233
2017,0.36981912410994044
2018,0.3285822922620568
2019,0.40610570525441925
2020,0.5559971921631375
2021,0.568170054296025
2022,0.5191983596929338
2023,0.5399089704338114
