Ano, NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%)
2014,-2810.2278571428574,2.9359523809523806
2015,2688.765357142857,3.204047619047619
2016,7.226666666666612,2.2001190476190478
2017,-6835.549761904761,1.0119047619047619
2018,-6867.5804761904765,3.039047619047619
2019,-4552.264404761904,1.8354761904761905
2020,32209.641309523813,1.5052380952380953
2021,-21157.322857142855,1.6684523809523808
2022,-24883.793142857143,1.9288849206349206
2023,-31491.155,2.1
