State,Date,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Year
São Paulo,2003-01,,836.0,,13.1,12.0,93.0,1.1,2003
São Paulo,2003-02,,836.0,,13.099999999999998,12.0,93.0,1.1,2003
São Paulo,2003-03,,836.0344407844918,,13.126204944722096,11.931653225806452,92.64061790095411,1.2265324473724066,2003
São Paulo,2003-04,,837.913292253521,,14.555765845070423,8.946875000000002,73.0352112676056,2.9230193661971833,2003
São Paulo,2003-05,0.5749999999999998,838.4715129486597,1325.367441860465,13.523725957897925,6.6066532258064505,66.10084431319096,2.9522660154475244,2003
São Paulo,2003-06,0.2358974358974359,838.178125,1270.7167138810198,12.529305555555554,8.378472222222221,78.02152777777778,1.7664583333333335,2003
São Paulo,2003-07,0.6285714285714281,839.644556451613,1189.1945945945945,11.179099462365594,5.8159946236559135,72.54301075268816,1.9859543010752692,2003
São Paulo,2003-08,0.4592592592592598,838.1835349462366,1266.912181303116,11.263037634408606,5.965658602150538,73.62970430107526,1.739314516129034,2003
São Paulo,2003-09,1.0149999999999997,837.596875,1494.9972752043598,13.83423611111111,8.56798611111111,74.00972222222222,2.1438888888888887,2003
São Paulo,2003-10,1.8888888888888886,836.1735887096775,1435.7351485148515,14.831048387096773,9.886693548387097,75.52889784946237,2.117002688172043,2003
São Paulo,2003-11,1.8294117647058814,834.5597222222223,1306.0432692307693,15.323958333333334,11.833749999999998,81.1375,2.6091666666666664,2003
São Paulo,2003-12,1.4871428571428573,835.6200268817205,1295.6052631578948,17.23387096774194,14.213776881720431,83.35887096774192,2.1432795698924734,2003
São Paulo,2004-01,,834.2,,14.0,13.0,94.0,0.8,2004
São Paulo,2004-02,0.47042085801134415,834.5108369290019,705.7692307692307,14.090960310951038,13.075428657181234,93.90274162298375,0.9314439729463087,2004
São Paulo,2004-03,0.10455015511892456,836.3431747673217,,16.486246122026888,13.968148914167529,85.93226473629782,1.9863495346432265,2004
São Paulo,2004-04,0.27237767488961456,835.9919326373558,1087.6875,17.416921819422985,13.624996657404095,79.58303404857499,2.290099410583257,2004
São Paulo,2004-05,,834.7234042553192,,19.21466965285554,13.463493840985445,70.7441209406495,2.718253079507279,2004
São Paulo,2004-06,,833.6851063829788,,17.62989921612542,13.682082866741323,79.76091825307951,2.6089585666293393,2004
São Paulo,2004-07,,832.6468085106384,,16.0451287793953,13.9006718924972,88.77771556550952,2.4996640537513994,2004
São Paulo,2004-08,3.4666666666666663,833.2147583187168,1256.860759493671,16.813603638949427,15.473196041560472,92.59728698318665,2.0649040700202423,2004
São Paulo,2004-09,0.2,834.17374845679,1064.0,10.810836419753082,9.720075617283946,93.25321296296295,1.9637225308641972,2004
São Paulo,2004-10,0.8500000000001364,833.1105510752689,1373.75,15.15893817204301,14.623051075268815,96.80577956989248,1.3,2004
São Paulo,2004-11,,833.1,,15.1,14.6,97.0,1.3,2004
São Paulo,2004-12,,833.1,,15.1,14.6,97.0,1.3,2004
São Paulo,2005-01,,,,,,,,2005
São Paulo,2005-02,,,,,,,,2005
São Paulo,2005-03,,,,,,,,2005
São Paulo,2005-04,,,,,,,,2005
São Paulo,2005-05,,,,,,,,2005
São Paulo,2005-06,,,,,,,,2005
São Paulo,2005-07,,,,,,,,2005
São Paulo,2005-08,,,,,,,,2005
São Paulo,2005-09,,,,,,,,2005
