Ano,Rio de Janeiro
2014,11.800433779992137
2015,12.471375096502694
2016,12.865738900764708
2017,12.728617098296619
2018,12.577126287345475
2019,12.544345053087726
2020,12.488460581938007
2021,12.486893548088352
2022,12.502730289832773
