Ano,Bahia - Desemprego
2008,8.102744344410983
2009,8.129292557577012
2010,8.095384689551322
2011,8.084857380532878
2012,13.555306878306881
2013,14.373235980711963
2014,15.102184440733675
2015,15.64454537595023
2016,15.85224105601422
2017,15.631769380831736
2018,15.59081871040878
2019,15.57560059479416
2020,15.515507084319168
2021,15.439821777160814
2022,15.416984436086517
