Ano,Paraíba - Desemprego
2008,8.076244695918643
2009,8.10541649448075
2010,8.069180745313842
2011,8.055988526817085
2012,10.160574684574685
2013,10.474672564946896
2014,10.857996708918037
2015,11.087922901279846
2016,11.207329176273609
2017,11.081900635107463
2018,11.111648267657547
2019,11.192075644891085
2020,11.185263290619428
2021,11.146894648150242
2022,11.108223833429935
