Ano,São Paulo - Desemprego
2008,8.071263050689616
2009,8.100326996833477
2010,8.064867334579791
2011,8.05317455552985
2012,10.05848433048433
2013,10.842572852591834
2014,11.415799906732744
2015,11.865645969810474
2016,11.874466035916857
2017,11.486715671668954
2018,11.319292895354122
2019,11.198875878259976
2020,11.04448088091166
2021,10.845148565088609
2022,10.85438022546187
