Ano,Amapá
2014,15.577783266587831
2015,16.25590657332058
2016,16.4396927354181
2017,16.09041805763642
2018,15.812867653697419
2019,15.509234359243683
2020,15.329624287182245
2021,15.114537328999338
2022,15.201106457340204
