Ano,Amazonas
2014,12.610216818971061
2015,13.139355659438117
2016,13.263560785850125
2017,12.821072300336523
2018,12.662273854114616
2019,12.576163667325316
2020,12.440276706198677
2021,12.255143275759364
2022,12.276323382021527
