Ano,Acre - Desemprego
2008,8.514659379977472
2009,8.542386044618546
2010,8.51429488143676
2011,8.500790350881074
2012,10.334544464794465
2013,11.122667631962752
2014,11.666938782207025
2015,12.139670205232393
2016,12.458071811241219
2017,12.24579046496806
2018,12.148885615720623
2019,12.04573349545044
2020,11.905311271127278
2021,11.81733418965036
2022,11.830301285143577
